seed,run_seed,step_idx,v,N1,N2,N3,N4,V4,S,parent_size,mu_depth,mu_v4,mu_mle
chain2,13,5,7,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
chain2,13,6,8,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
chain2,13,7,9,2,1,0,0,3,8,2,1.5000000000,1.4006773518,1.2220970831
chain2,13,8,10,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
chain2,13,9,11,3,1,0,1,5,15,4,2.0000000000,1.8312368960,1.7456210551
chain2,13,10,12,2,4,0,0,6,35,4,2.2500000000,2.0000000000,1.8218071621
chain2,13,11,13,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
chain2,13,12,14,2,2,0,0,4,17,3,1.7500000000,1.6354633478,1.4702785181
chain2,13,13,15,3,2,0,0,5,16,4,2.0000000000,1.8312368960,1.5716813449
chain2,13,14,16,2,2,0,0,4,17,2,1.7500000000,1.6354633478,1.4702785181
chain2,13,15,17,3,2,0,0,5,16,4,2.0000000000,1.8312368960,1.5716813449
chain2,13,16,18,2,2,2,2,8,1,4,2.4000000000,2.2824720047,2.3742806333
chain2,13,17,19,2,2,1,1,6,9,4,1.8000000000,2.0000000000,2.0202072359
chain2,13,18,20,1,2,2,2,7,2,4,2.1666666667,2.1488813703,2.3301921157
chain2,13,19,21,3,4,1,0,8,18,4,2.4000000000,2.2824720047,2.0785553499
chain2,13,20,22,2,2,2,2,8,1,4,2.3333333333,2.2824720047,2.3742806333
chain2,13,21,23,3,1,1,2,7,7,4,2.4285714286,2.1488813703,2.1863367321
chain2,13,22,24,2,4,0,1,7,43,4,2.6666666667,2.1488813703,2.0785553499
chain2,13,23,25,3,2,1,1,7,8,4,2.5000000000,2.1488813703,2.0785553499
chain2,13,24,26,2,3,2,1,8,2,4,2.4285714286,2.2824720047,2.2842970862
chain2,13,25,27,2,2,2,2,8,1,4,2.3333333333,2.2824720047,2.3742806333
chain2,14,1,3,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,14,2,4,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,14,3,5,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,14,4,6,2,1,0,0,3,8,2,1.5000000000,1.4006773518,1.2220970831
chain2,14,5,7,2,2,1,0,5,1,3,1.6666666667,1.8312368960,1.7456210551
chain2,14,6,8,2,2,1,0,5,1,4,1.6666666667,1.8312368960,1.7456210551
chain2,14,7,9,2,1,0,0,3,8,2,1.5000000000,1.4006773518,1.2220970831
chain2,14,8,10,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
chain2,14,9,11,2,2,1,1,6,9,3,2.0000000000,2.0000000000,2.0202072359
chain2,14,10,12,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
chain2,14,11,13,2,2,1,1,6,9,3,2.0000000000,2.0000000000,2.0202072359
chain2,14,12,14,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
chain2,14,13,15,2,2,1,1,6,9,4,2.2000000000,2.0000000000,2.0202072359
chain2,14,14,16,2,1,1,2,6,8,4,2.1666666667,2.0000000000,2.1338144785
chain2,14,15,17,2,2,1,1,6,9,4,2.2000000000,2.0000000000,2.0202072359
chain2,14,16,18,2,1,1,2,6,8,4,2.1666666667,2.0000000000,2.1338144785
chain2,14,17,19,2,2,1,1,6,9,4,2.2857142857,2.0000000000,2.0202072359
chain2,14,18,20,1,2,1,1,5,10,3,2.0000000000,1.8312368960,1.9583417612
chain2,14,19,21,2,2,1,1,6,9,4,2.1428571429,2.0000000000,2.0202072359
chain2,14,20,22,2,2,0,1,5,25,4,2.1428571429,1.8312368960,1.8218071621
chain2,14,21,23,1,2,1,1,5,10,4,2.0000000000,1.8312368960,1.9583417612
chain2,14,22,24,2,2,1,1,6,9,3,1.7500000000,2.0000000000,2.0202072359
chain2,14,23,25,3,2,0,1,6,24,4,2.2857142857,2.0000000000,1.8924299483
chain2,14,24,26,2,2,0,1,5,25,4,2.1428571429,1.8312368960,1.8218071621
chain2,14,25,27,2,3,1,1,7,18,4,2.2500000000,2.1488813703,2.1338144785
chain2,15,1,3,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,15,2,4,2,1,0,0,3,8,2,1.5000000000,1.4006773518,1.2220970831
chain2,15,3,5,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain2,15,4,6,2,1,0,0,3,8,2,1.5000000000,1.4006773518,1.2220970831
chain2,15,5,7,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
chain2,15,6,8,3,1,0,1,5,15,4,1.7500000000,1.8312368960,1.7456210551
chain2,15,7,9,1,3,1,0,5,11,4,1.6000000000,1.8312368960,1.8218071621
chain2,15,8,10,1,3,1,0,5,11,2,1.6000000000,1.8312368960,1.8218071621
chain2,15,9,11,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
chain2,15,10,12,2,1,0,0,3,8,3,1.5000000000,1.4006773518,1.2220970831
chain2,15,11,13,1,3,1,0,5,11,2,1.6000000000,1.8312368960,1.8218071621
chain2,15,12,14,2,3,0,1,6,34,4,1.8000000000,2.0000000000,1.9583417612
chain2,15,13,15,1,3,1,0,5,11,3,1.6000000000,1.8312368960,1.8218071621
chain2,15,14,16,2,0,1,3,6,7,3,1.6666666667,2.0000000000,2.2364152990
chain2,15,15,17,2,1,1,3,7,16,4,1.8333333333,2.1488813703,2.3301921157
chain2,15,16,18,2,2,1,0,5,1,4,1.8571428571,1.8312368960,1.7456210551
chain2,15,17,19,2,0,1,3,6,7,4,1.6666666667,2.0000000000,2.2364152990
chain2,15,18,20,2,1,1,3,7,16,3,1.8333333333,2.1488813703,2.3301921157
chain2,15,19,21,2,1,1,3,7,16,4,1.8333333333,2.1488813703,2.3301921157
chain2,15,20,22,2,4,1,0,7,19,4,2.1428571429,2.1488813703,2.0202072359
chain2,15,21,23,1,2,1,1,5,10,3,1.7142857143,1.8312368960,1.9583417612
chain2,15,22,24,2,3,0,1,6,34,4,1.8000000000,2.0000000000,1.9583417612
chain2,15,23,25,2,3,1,0,6,10,4,1.8000000000,2.0000000000,1.8924299483
chain2,15,24,26,2,2,0,2,6,33,4,1.8750000000,2.0000000000,2.0785553499
chain2,15,25,27,1,2,1,1,5,10,4,1.7142857143,1.8312368960,1.9583417612
chain2,16,1,3,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain2,16,2,4,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,16,3,5,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain2,16,4,6,3,0,0,1,4,6,3,1.6666666667,1.6354633478,1.5716813449
chain2,16,5,7,1,3,0,0,4,27,4,1.5000000000,1.6354633478,1.5716813449
chain2,16,6,8,1,3,0,0,4,27,4,1.5000000000,1.6354633478,1.5716813449
chain2,16,7,9,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain2,16,8,10,1,3,0,0,4,27,4,1.5000000000,1.6354633478,1.5716813449
chain2,16,9,11,1,3,0,0,4,27,3,1.5000000000,1.6354633478,1.5716813449
chain2,16,10,12,2,0,1,3,6,7,3,1.6000000000,2.0000000000,2.2364152990
chain2,16,11,13,2,0,1,3,6,7,4,1.6000000000,2.0000000000,2.2364152990
chain2,16,12,14,2,3,0,0,5,26,4,1.7500000000,1.8312368960,1.6627514257
chain2,16,13,15,2,0,1,3,6,7,4,1.6000000000,2.0000000000,2.2364152990
chain2,16,14,16,1,2,0,1,4,26,3,1.5000000000,1.6354633478,1.7456210551
chain2,16,15,17,2,1,1,3,7,16,4,1.8000000000,2.1488813703,2.3301921157
chain2,16,16,18,2,0,1,3,6,7,3,1.6000000000,2.0000000000,2.2364152990
chain2,16,17,19,2,2,1,0,5,1,4,1.8333333333,1.8312368960,1.7456210551
chain2,16,18,20,2,3,0,0,5,26,4,1.8333333333,1.8312368960,1.6627514257
chain2,16,19,21,1,2,1,1,5,10,4,1.6666666667,1.8312368960,1.9583417612
chain2,16,20,22,2,3,0,0,5,26,4,1.8333333333,1.8312368960,1.6627514257
chain2,16,21,23,2,2,1,2,7,17,4,1.8571428571,2.1488813703,2.2364152990
chain2,16,22,24,2,3,2,1,8,2,4,2.0000000000,2.2824720047,2.2842970862
chain2,16,23,25,3,2,0,0,5,16,4,1.8333333333,1.8312368960,1.5716813449
chain2,16,24,26,2,1,1,3,7,16,3,1.8000000000,2.1488813703,2.3301921157
chain2,16,25,27,1,2,1,1,5,10,4,1.6666666667,1.8312368960,1.9583417612
chain2,17,1,3,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain2,17,2,4,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,17,3,5,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain2,17,4,6,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,17,5,7,3,0,0,1,4,6,4,1.6666666667,1.6354633478,1.5716813449
chain2,17,6,8,3,0,0,1,4,6,4,1.6666666667,1.6354633478,1.5716813449
chain2,17,7,9,1,3,0,0,4,27,4,1.5000000000,1.6354633478,1.5716813449
chain2,17,8,10,1,3,0,0,4,27,4,1.5000000000,1.6354633478,1.5716813449
chain2,17,9,11,2,2,0,0,4,17,4,1.8000000000,1.6354633478,1.4702785181
chain2,17,10,12,2,3,0,0,5,26,3,1.7500000000,1.8312368960,1.6627514257
chain2,17,11,13,2,3,0,0,5,26,4,1.7500000000,1.8312368960,1.6627514257
chain2,17,12,14,2,2,0,3,7,41,3,1.8000000000,2.1488813703,2.2842970862
chain2,17,13,15,2,3,0,0,5,26,3,1.7500000000,1.8312368960,1.6627514257
chain2,17,14,16,2,3,1,1,7,18,4,2.0000000000,2.1488813703,2.1338144785
chain2,17,15,17,2,3,1,1,7,18,4,2.0000000000,2.1488813703,2.1338144785
chain2,17,16,18,2,2,1,0,5,1,3,2.0000000000,1.8312368960,1.7456210551
chain2,17,17,19,2,2,1,1,6,9,4,1.8333333333,2.0000000000,2.0202072359
chain2,17,18,20,2,3,1,1,7,18,3,2.0000000000,2.1488813703,2.1338144785
chain2,17,19,21,2,1,1,2,6,8,4,2.0000000000,2.0000000000,2.1338144785
chain2,17,20,22,3,3,2,2,10,9,4,2.7142857143,2.5154334638,2.4971694443
chain2,17,21,23,1,3,0,0,4,27,3,1.5000000000,1.6354633478,1.5716813449
chain2,17,22,24,2,4,1,1,8,27,4,2.2857142857,2.2824720047,2.2364152990
chain2,17,23,25,2,2,1,2,7,17,4,2.1428571429,2.1488813703,2.2364152990
chain2,17,24,26,2,2,1,1,6,9,3,2.1250000000,2.0000000000,2.0202072359
chain2,17,25,27,2,3,0,0,5,26,4,2.0000000000,1.8312368960,1.6627514257
chain2,18,1,3,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,18,2,4,2,1,0,0,3,8,2,1.5000000000,1.4006773518,1.2220970831
chain2,18,3,5,1,2,1,0,4,2,4,1.3333333333,1.6354633478,1.6627514257
chain2,18,4,6,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
chain2,18,5,7,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
chain2,18,6,8,3,0,0,1,4,6,4,1.7500000000,1.6354633478,1.5716813449
chain2,18,7,9,1,3,0,0,4,27,4,1.6000000000,1.6354633478,1.5716813449
chain2,18,8,10,1,3,0,0,4,27,3,1.6000000000,1.6354633478,1.5716813449
chain2,18,9,11,2,0,1,3,6,7,4,1.6666666667,2.0000000000,2.2364152990
chain2,18,10,12,3,0,0,1,4,6,4,1.7500000000,1.6354633478,1.5716813449
chain2,18,11,13,2,1,0,3,6,32,4,1.6666666667,2.0000000000,2.1863367321
chain2,18,12,14,2,2,0,1,5,25,4,1.7142857143,1.8312368960,1.8218071621
chain2,18,13,15,1,2,0,1,4,26,3,1.5714285714,1.6354633478,1.7456210551
chain2,18,14,16,2,2,1,1,6,9,3,1.7500000000,2.0000000000,2.0202072359
chain2,18,15,17,2,0,1,3,6,7,4,1.6666666667,2.0000000000,2.2364152990
chain2,18,16,18,1,2,0,1,4,26,4,1.5714285714,1.6354633478,1.7456210551
chain2,18,17,19,2,2,1,0,5,1,4,1.8571428571,1.8312368960,1.7456210551
chain2,18,18,20,2,2,1,1,6,9,4,1.7500000000,2.0000000000,2.0202072359
chain2,18,19,21,2,1,1,2,6,8,4,1.7500000000,2.0000000000,2.1338144785
chain2,18,20,22,3,3,0,0,6,25,4,2.0000000000,2.0000000000,1.7456210551
chain2,18,21,23,1,2,1,1,5,10,4,1.6666666667,1.8312368960,1.9583417612
chain2,18,22,24,1,2,1,1,5,10,4,1.6666666667,1.8312368960,1.9583417612
chain2,18,23,25,2,1,1,2,6,8,4,1.7777777778,2.0000000000,2.1338144785
chain2,18,24,26,1,2,1,1,5,10,3,1.6666666667,1.8312368960,1.9583417612
chain2,18,25,27,2,4,1,1,8,27,4,2.0000000000,2.2824720047,2.2364152990
chain2,19,1,3,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,19,2,4,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,19,3,5,2,1,0,0,3,8,3,1.5000000000,1.4006773518,1.2220970831
chain2,19,4,6,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,19,5,7,2,2,1,0,5,1,3,1.6666666667,1.8312368960,1.7456210551
chain2,19,6,8,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,19,7,9,3,2,1,1,7,8,4,2.0000000000,2.1488813703,2.0785553499
chain2,19,8,10,1,3,2,1,7,3,3,1.8000000000,2.1488813703,2.2364152990
chain2,19,9,11,1,3,2,1,7,3,3,1.8000000000,2.1488813703,2.2364152990
chain2,19,10,12,1,3,2,1,7,3,3,1.8000000000,2.1488813703,2.2364152990
chain2,19,11,13,2,0,1,3,6,7,4,1.8333333333,2.0000000000,2.2364152990
chain2,19,12,14,1,3,2,1,7,3,3,1.8000000000,2.1488813703,2.2364152990
chain2,19,13,15,1,2,0,1,4,26,4,1.7142857143,1.6354633478,1.7456210551
chain2,19,14,16,1,2,0,1,4,26,4,1.7142857143,1.6354633478,1.7456210551
chain2,19,15,17,2,0,1,3,6,7,4,1.8333333333,2.0000000000,2.2364152990
chain2,19,16,18,2,0,1,3,6,7,4,1.8333333333,2.0000000000,2.2364152990
chain2,19,17,19,2,0,1,3,6,7,3,1.8333333333,2.0000000000,2.2364152990
chain2,19,18,20,1,2,0,1,4,26,4,1.7142857143,1.6354633478,1.7456210551
chain2,19,19,21,2,2,1,0,5,1,4,2.0000000000,1.8312368960,1.7456210551
chain2,19,20,22,3,3,0,1,7,33,4,2.2857142857,2.1488813703,2.0202072359
chain2,19,21,23,2,2,1,0,5,1,4,2.0000000000,1.8312368960,1.7456210551
chain2,19,22,24,3,2,1,1,7,8,4,2.0000000000,2.1488813703,2.0785553499
chain2,19,23,25,2,3,1,0,6,10,4,2.1250000000,2.0000000000,1.8924299483
chain2,19,24,26,3,3,0,3,9,49,4,2.2222222222,2.4039086666,2.4167185680
chain2,19,25,27,1,3,2,1,7,3,4,1.8888888889,2.1488813703,2.2364152990
chain2,20,1,3,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain2,20,2,4,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,20,3,5,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,20,4,6,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,20,5,7,2,1,0,0,3,8,2,1.5000000000,1.4006773518,1.2220970831
chain2,20,6,8,2,2,1,0,5,1,3,1.6666666667,1.8312368960,1.7456210551
chain2,20,7,9,3,1,0,0,4,7,4,2.0000000000,1.6354633478,1.3553983943
chain2,20,8,10,3,1,0,0,4,7,3,2.0000000000,1.6354633478,1.3553983943
chain2,20,9,11,2,1,1,2,6,8,3,1.7500000000,2.0000000000,2.1338144785
chain2,20,10,12,2,2,1,0,5,1,4,1.8000000000,1.8312368960,1.7456210551
chain2,20,11,13,1,3,1,0,5,11,3,1.6666666667,1.8312368960,1.8218071621
chain2,20,12,14,3,1,1,2,7,7,4,2.0000000000,2.1488813703,2.1863367321
chain2,20,13,15,2,3,1,0,6,10,4,2.0000000000,2.0000000000,1.8924299483
chain2,20,14,16,1,3,1,0,5,11,3,1.6666666667,1.8312368960,1.8218071621
chain2,20,15,17,2,3,1,0,6,10,4,2.0000000000,2.0000000000,1.8924299483
chain2,20,16,18,3,2,0,0,5,16,4,2.2500000000,1.8312368960,1.5716813449
chain2,20,17,19,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
chain2,20,18,20,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
chain2,20,19,21,2,4,1,0,7,19,3,2.2000000000,2.1488813703,2.0202072359
chain2,20,20,22,3,2,1,1,7,8,4,2.0000000000,2.1488813703,2.0785553499
chain2,20,21,23,3,2,0,1,6,24,4,2.2500000000,2.0000000000,1.8924299483
chain2,20,22,24,2,3,2,1,8,2,4,2.3333333333,2.2824720047,2.2842970862
chain2,20,23,25,2,4,1,0,7,19,4,2.2000000000,2.1488813703,2.0202072359
chain2,20,24,26,3,4,2,1,10,10,4,2.8333333333,2.5154334638,2.4167185680
chain2,20,25,27,3,4,1,0,8,18,4,2.5000000000,2.2824720047,2.0785553499
chain2,21,1,3,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain2,21,2,4,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,21,3,5,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,21,4,6,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,21,5,7,3,1,0,0,4,7,4,2.0000000000,1.6354633478,1.3553983943
chain2,21,6,8,2,1,0,0,3,8,3,1.5000000000,1.4006773518,1.2220970831
chain2,21,7,9,3,1,0,0,4,7,3,2.0000000000,1.6354633478,1.3553983943
chain2,21,8,10,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
chain2,21,9,11,4,2,0,1,7,23,4,2.5000000000,2.1488813703,1.9583417612
chain2,21,10,12,1,4,2,0,7,4,4,2.2000000000,2.1488813703,2.1338144785
chain2,21,11,13,2,2,1,1,6,9,3,2.0000000000,2.0000000000,2.0202072359
chain2,21,12,14,1,4,2,0,7,4,4,2.2000000000,2.1488813703,2.1338144785
chain2,21,13,15,1,4,2,0,7,4,4,2.2000000000,2.1488813703,2.1338144785
chain2,21,14,16,1,4,2,0,7,4,4,2.2000000000,2.1488813703,2.1338144785
chain2,21,15,17,1,4,2,0,7,4,4,2.2000000000,2.1488813703,2.1338144785
chain2,21,16,18,3,0,1,4,8,14,4,2.3333333333,2.2824720047,2.4576417859
chain2,21,17,19,1,3,0,1,5,35,4,2.1428571429,1.8312368960,1.8924299483
chain2,21,18,20,1,4,2,0,7,4,4,2.2000000000,2.1488813703,2.1338144785
chain2,21,19,21,1,3,0,1,5,35,4,2.1428571429,1.8312368960,1.8924299483
chain2,21,20,22,1,3,0,1,5,35,4,2.1428571429,1.8312368960,1.8924299483
chain2,21,21,23,2,0,1,4,7,15,4,2.1666666667,2.1488813703,2.4167185680
chain2,21,22,24,1,2,0,1,4,26,4,2.0000000000,1.6354633478,1.7456210551
chain2,21,23,25,1,3,0,1,5,35,3,2.1428571429,1.8312368960,1.8924299483
chain2,21,24,26,4,2,0,0,6,15,4,2.4285714286,2.0000000000,1.6627514257
chain2,21,25,27,1,2,0,1,4,26,4,2.0000000000,1.6354633478,1.7456210551
chain2,22,1,3,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,22,2,4,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,22,3,5,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain2,22,4,6,3,0,0,1,4,6,3,1.6666666667,1.6354633478,1.5716813449
chain2,22,5,7,1,3,0,0,4,27,3,1.5000000000,1.6354633478,1.5716813449
chain2,22,6,8,1,3,0,0,4,27,4,1.5000000000,1.6354633478,1.5716813449
chain2,22,7,9,2,0,1,3,6,7,3,1.6000000000,2.0000000000,2.2364152990
chain2,22,8,10,2,0,1,3,6,7,4,1.6000000000,2.0000000000,2.2364152990
chain2,22,9,11,1,2,0,1,4,26,4,1.5000000000,1.6354633478,1.7456210551
chain2,22,10,12,1,2,0,1,4,26,4,1.5000000000,1.6354633478,1.7456210551
chain2,22,11,13,2,1,0,2,5,24,4,1.5714285714,1.8312368960,1.9583417612
chain2,22,12,14,2,1,0,2,5,24,4,1.5714285714,1.8312368960,1.9583417612
chain2,22,13,15,2,2,0,1,5,25,4,1.6250000000,1.8312368960,1.8218071621
chain2,22,14,16,1,2,0,1,4,26,3,1.5000000000,1.6354633478,1.7456210551
chain2,22,15,17,2,2,0,1,5,25,3,1.6250000000,1.8312368960,1.8218071621
chain2,22,16,18,1,2,1,0,4,2,4,1.5000000000,1.6354633478,1.6627514257
chain2,22,17,19,2,2,0,2,6,33,3,1.6666666667,2.0000000000,2.0785553499
chain2,22,18,20,1,2,0,1,4,26,4,1.5000000000,1.6354633478,1.7456210551
chain2,22,19,21,2,2,0,2,6,33,4,1.6666666667,2.0000000000,2.0785553499
chain2,22,20,22,2,2,1,1,6,9,4,1.7000000000,2.0000000000,2.0202072359
chain2,22,21,23,2,2,1,1,6,9,4,1.7000000000,2.0000000000,2.0202072359
chain2,22,22,24,2,2,0,1,5,25,4,1.6250000000,1.8312368960,1.8218071621
chain2,22,23,25,1,3,0,0,4,27,2,1.5000000000,1.6354633478,1.5716813449
chain2,22,24,26,1,2,1,0,4,2,3,1.5000000000,1.6354633478,1.6627514257
chain2,22,25,27,1,2,1,0,4,2,4,1.5000000000,1.6354633478,1.6627514257
chain2,23,1,3,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,23,2,4,2,1,0,0,3,8,3,1.5000000000,1.4006773518,1.2220970831
chain2,23,3,5,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
chain2,23,4,6,2,1,0,0,3,8,2,1.5000000000,1.4006773518,1.2220970831
chain2,23,5,7,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
chain2,23,6,8,2,1,0,2,5,24,4,1.5000000000,1.8312368960,1.9583417612
chain2,23,7,9,2,2,0,1,5,25,4,1.6000000000,1.8312368960,1.8218071621
chain2,23,8,10,2,2,0,1,5,25,3,1.6000000000,1.8312368960,1.8218071621
chain2,23,9,11,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
chain2,23,10,12,2,1,0,2,5,24,2,1.5000000000,1.8312368960,1.9583417612
chain2,23,11,13,2,1,0,2,5,24,3,1.5000000000,1.8312368960,1.9583417612
chain2,23,12,14,2,2,0,0,4,17,2,1.7500000000,1.6354633478,1.4702785181
chain2,23,13,15,2,2,0,1,5,25,3,1.6000000000,1.8312368960,1.8218071621
chain2,23,14,16,3,2,1,1,7,8,4,2.0000000000,2.1488813703,2.0785553499
chain2,23,15,17,1,2,1,0,4,2,4,1.4000000000,1.6354633478,1.6627514257
chain2,23,16,18,3,1,1,2,7,7,4,2.0000000000,2.1488813703,2.1863367321
chain2,23,17,19,1,3,1,1,6,19,4,1.8571428571,2.0000000000,2.0785553499
chain2,23,18,20,2,3,1,1,7,18,4,2.0000000000,2.1488813703,2.1338144785
chain2,23,19,21,2,2,1,1,6,9,4,1.6666666667,2.0000000000,2.0202072359
chain2,23,20,22,2,3,1,1,7,18,4,2.0000000000,2.1488813703,2.1338144785
chain2,23,21,23,2,4,1,1,8,27,4,2.2857142857,2.2824720047,2.2364152990
chain2,23,22,24,2,3,2,1,8,2,4,2.1250000000,2.2824720047,2.2842970862
chain2,23,23,25,1,3,2,1,7,3,4,1.8571428571,2.1488813703,2.2364152990
chain2,23,24,26,2,3,2,1,8,2,4,2.1250000000,2.2824720047,2.2842970862
chain2,23,25,27,2,4,1,1,8,27,4,2.2857142857,2.2824720047,2.2364152990
chain2,24,1,3,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,24,2,4,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,24,3,5,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,24,4,6,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,24,5,7,2,1,0,0,3,8,3,1.5000000000,1.4006773518,1.2220970831
chain2,24,6,8,1,2,1,0,4,2,3,1.3333333333,1.6354633478,1.6627514257
chain2,24,7,9,3,1,0,1,5,15,3,2.0000000000,1.8312368960,1.7456210551
chain2,24,8,10,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
chain2,24,9,11,3,2,1,1,7,8,3,2.2500000000,2.1488813703,2.0785553499
chain2,24,10,12,1,3,2,1,7,3,4,2.0000000000,2.1488813703,2.2364152990
chain2,24,11,13,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
chain2,24,12,14,1,3,2,1,7,3,4,2.0000000000,2.1488813703,2.2364152990
chain2,24,13,15,1,3,2,1,7,3,3,2.0000000000,2.1488813703,2.2364152990
chain2,24,14,16,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
chain2,24,15,17,4,1,0,1,6,14,4,2.3333333333,2.0000000000,1.8218071621
chain2,24,16,18,1,3,2,1,7,3,4,2.0000000000,2.1488813703,2.2364152990
chain2,24,17,19,2,3,0,2,7,42,3,2.2000000000,2.1488813703,2.1863367321
chain2,24,18,20,1,3,2,1,7,3,4,2.0000000000,2.1488813703,2.2364152990
chain2,24,19,21,3,2,1,2,8,16,4,2.3333333333,2.2824720047,2.2842970862
chain2,24,20,22,3,0,0,1,4,6,4,2.1666666667,1.6354633478,1.5716813449
chain2,24,21,23,2,0,1,3,6,7,4,2.0000000000,2.0000000000,2.2364152990
chain2,24,22,24,1,3,2,1,7,3,4,2.1428571429,2.1488813703,2.2364152990
chain2,24,23,25,2,4,0,0,6,35,4,2.2857142857,2.0000000000,1.8218071621
chain2,24,24,26,2,3,0,0,5,26,4,2.1428571429,1.8312368960,1.6627514257
chain2,24,25,27,2,4,1,1,8,27,4,2.4285714286,2.2824720047,2.2364152990
chain2,25,1,3,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,25,2,4,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,25,3,5,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain2,25,4,6,3,0,0,1,4,6,4,1.6666666667,1.6354633478,1.5716813449
chain2,25,5,7,1,3,0,0,4,27,4,1.5000000000,1.6354633478,1.5716813449
chain2,25,6,8,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,25,7,9,2,3,0,0,5,26,4,1.7500000000,1.8312368960,1.6627514257
chain2,25,8,10,1,3,0,0,4,27,2,1.5000000000,1.6354633478,1.5716813449
chain2,25,9,11,2,1,1,3,7,16,3,1.8000000000,2.1488813703,2.3301921157
chain2,25,10,12,2,3,0,0,5,26,3,1.7500000000,1.8312368960,1.6627514257
chain2,25,11,13,2,1,1,3,7,16,3,1.8000000000,2.1488813703,2.3301921157
chain2,25,12,14,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain2,25,13,15,2,1,1,3,7,16,3,1.8000000000,2.1488813703,2.3301921157
