seed,run_seed,step_idx,n_vertices,total_parent_subsets,admitted_parent_subsets,unique_closures,admitted_unique_closures,unique_profiles,admitted_unique_profiles,mean_closure_multiplicity,max_closure_multiplicity,mean_adm_closure_multiplicity,max_adm_closure_multiplicity
chain2,1,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,1,2,3,8,3,4,2,4,2,2.0000000000,4,1.5000000000,2
chain2,1,3,4,16,3,6,2,5,2,2.6666666667,4,1.5000000000,2
chain2,1,4,5,31,5,12,3,9,3,2.5833333333,4,1.6666666667,2
chain2,1,5,6,57,9,24,5,13,4,2.3750000000,4,1.8000000000,2
chain2,1,6,7,99,16,47,9,16,5,2.1063829787,4,1.7777777778,2
chain2,1,7,8,163,80,51,13,19,8,3.1960784314,26,6.1538461538,26
chain2,1,8,9,256,80,53,13,21,8,4.8301886792,64,6.1538461538,26
chain2,1,9,10,386,120,74,21,33,13,5.2162162162,64,5.7142857143,26
chain2,1,10,11,562,250,78,23,37,15,7.2051282051,93,10.8695652174,93
chain2,1,11,12,794,306,82,25,41,17,9.6829268293,130,12.2400000000,93
chain2,1,12,13,1093,418,90,29,43,19,12.1444444444,130,14.4137931034,93
chain2,1,13,14,1471,796,94,33,47,23,15.6489361702,232,24.1212121212,232
chain2,1,14,15,1941,796,96,33,49,23,20.2187500000,378,24.1212121212,232
chain2,1,15,16,2517,796,100,33,51,23,25.1700000000,378,24.1212121212,232
chain2,1,16,17,3214,1008,110,37,55,23,29.2181818182,378,27.2432432432,232
chain2,1,17,18,4048,1842,114,41,55,23,35.5087719298,576,44.9268292683,576
chain2,1,18,19,5036,1842,116,41,55,23,43.4137931034,834,44.9268292683,576
chain2,1,19,20,6196,2014,122,43,55,23,50.7868852459,834,46.8372093023,576
chain2,1,20,21,7547,3192,138,53,64,28,54.6884057971,834,60.2264150943,576
chain2,1,21,22,9109,4735,144,58,65,29,63.2569444444,988,81.6379310345,988
chain2,1,22,23,10903,5331,172,73,73,32,63.3895348837,988,73.0273972603,988
chain2,1,23,24,12951,7084,184,78,75,32,70.3858695652,1160,90.8205128205,1160
chain2,1,24,25,15276,8105,227,99,86,40,67.2951541850,1160,81.8686868687,1160
chain2,1,25,26,17902,8384,256,109,91,43,69.9296875000,1160,76.9174311927,1160
chain2,2,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,2,2,3,8,5,6,3,5,3,1.3333333333,2,1.6666666667,2
chain2,2,3,4,16,5,8,3,7,3,2.0000000000,4,1.6666666667,2
chain2,2,4,5,31,13,10,4,9,4,3.1000000000,8,3.2500000000,8
chain2,2,5,6,57,13,12,4,10,4,4.7500000000,15,3.2500000000,8
chain2,2,6,7,99,13,16,4,12,4,6.1875000000,15,3.2500000000,8
chain2,2,7,8,163,19,24,6,14,6,6.7916666667,15,3.1666666667,8
chain2,2,8,9,256,76,41,14,19,8,6.2439024390,15,5.4285714286,11
chain2,2,9,10,386,206,49,22,24,13,7.8775510204,42,9.3636363636,42
chain2,2,10,11,562,206,57,22,28,13,9.8596491228,64,9.3636363636,42
chain2,2,11,12,794,392,69,30,34,19,11.5072463768,64,13.0666666667,64
chain2,2,12,13,1093,515,75,34,40,23,14.5733333333,130,15.1470588235,64
chain2,2,13,14,1471,638,101,40,46,23,14.5643564356,130,15.9500000000,64
chain2,2,14,15,1941,809,107,44,52,27,18.1401869159,232,18.3863636364,79
chain2,2,15,16,2517,1064,141,60,71,36,17.8510638298,232,17.7333333333,79
chain2,2,16,17,3214,1211,173,77,77,37,18.5780346821,232,15.7272727273,79
chain2,2,17,18,4048,1454,185,84,81,38,21.8810810811,378,17.3095238095,106
chain2,2,18,19,5036,1454,189,84,84,38,26.6455026455,697,17.3095238095,106
chain2,2,19,20,6196,2044,264,124,101,47,23.4696969697,697,16.4838709677,106
chain2,2,20,21,7547,3103,292,141,118,58,25.8458904110,697,22.0070921986,299
chain2,2,21,22,9109,3123,320,145,133,60,28.4656250000,697,21.5379310345,299
chain2,2,22,23,10903,3123,328,145,136,60,33.2408536585,1160,21.5379310345,299
chain2,2,23,24,12951,4398,392,193,150,72,33.0382653061,1160,22.7875647668,299
chain2,2,24,25,15276,5465,579,281,175,85,26.3834196891,1160,19.4483985765,299
chain2,2,25,26,17902,6776,841,421,196,97,21.2865636147,1160,16.0950118765,299
chain2,3,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,3,2,3,8,3,4,2,4,2,2.0000000000,4,1.5000000000,2
chain2,3,3,4,16,5,8,3,7,3,2.0000000000,4,1.6666666667,2
chain2,3,4,5,31,13,10,4,9,4,3.1000000000,8,3.2500000000,8
chain2,3,5,6,57,17,16,5,12,5,3.5625000000,8,3.4000000000,8
chain2,3,6,7,99,29,32,9,19,8,3.0937500000,8,3.2222222222,8
chain2,3,7,8,163,93,34,11,21,10,4.7941176471,42,8.4545454545,42
chain2,3,8,9,256,93,35,11,22,10,7.3142857143,93,8.4545454545,42
chain2,3,9,10,386,93,37,11,23,10,10.4324324324,93,8.4545454545,42
chain2,3,10,11,562,167,42,13,26,11,13.3809523810,93,12.8461538462,42
chain2,3,11,12,794,399,44,15,28,13,18.0454545455,176,26.6000000000,176
chain2,3,12,13,1093,399,45,15,29,13,24.2888888889,299,26.6000000000,176
chain2,3,13,14,1471,399,47,15,30,13,31.2978723404,299,26.6000000000,176
chain2,3,14,15,1941,557,52,17,33,14,37.3269230769,299,32.7647058824,176
chain2,3,15,16,2517,650,60,20,35,16,41.9500000000,299,32.5000000000,176
chain2,3,16,17,3214,1347,64,24,36,17,50.2187500000,470,56.1250000000,470
chain2,3,17,18,4048,1866,85,36,43,21,47.6235294118,470,51.8333333333,470
chain2,3,18,19,5036,2649,123,53,50,25,40.9430894309,470,49.9811320755,470
chain2,3,19,20,6196,3357,159,76,60,31,38.9685534591,470,44.1710526316,470
chain2,3,20,21,7547,3357,181,76,63,31,41.6961325967,576,44.1710526316,470
chain2,3,21,22,9109,4081,229,97,70,32,39.7772925764,576,42.0721649485,470
chain2,3,22,23,10903,4292,282,108,74,33,38.6631205674,576,39.7407407407,470
chain2,3,23,24,12951,4546,324,124,81,37,39.9722222222,834,36.6612903226,470
chain2,3,24,25,15276,5308,487,191,82,37,31.3675564682,834,27.7905759162,470
chain2,3,25,26,17902,5886,573,235,89,38,31.2425828970,834,25.0468085106,470
chain2,4,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,4,2,3,8,5,6,3,5,3,1.3333333333,2,1.6666666667,2
chain2,4,3,4,16,5,8,3,7,3,2.0000000000,4,1.6666666667,2
chain2,4,4,5,31,5,12,3,9,3,2.5833333333,4,1.6666666667,2
chain2,4,5,6,57,17,16,5,12,5,3.5625000000,8,3.4000000000,8
chain2,4,6,7,99,17,20,5,14,5,4.9500000000,15,3.4000000000,8
chain2,4,7,8,163,17,28,5,16,5,5.8214285714,15,3.4000000000,8
chain2,4,8,9,256,24,43,8,18,7,5.9534883721,15,3.0000000000,8
chain2,4,9,10,386,103,73,23,23,9,5.2876712329,15,4.4782608696,11
chain2,4,10,11,562,149,115,39,24,9,4.8869565217,15,3.8205128205,11
chain2,4,11,12,794,381,130,54,30,15,6.1076923077,64,7.0555555556,64
chain2,4,12,13,1093,613,156,69,34,15,7.0064102564,64,8.8840579710,64
chain2,4,13,14,1471,692,171,76,41,18,8.6023391813,130,9.1052631579,64
chain2,4,14,15,1941,850,208,94,53,24,9.3317307692,130,9.0425531915,64
chain2,4,15,16,2517,1101,266,128,56,27,9.4624060150,130,8.6015625000,64
chain2,4,16,17,3214,1473,303,155,74,40,10.6072607261,176,9.5032258065,67
chain2,4,17,18,4048,2110,437,243,99,57,9.2631578947,176,8.6831275720,67
chain2,4,18,19,5036,2978,510,296,106,64,9.8745098039,176,10.0608108108,176
chain2,4,19,20,6196,2996,583,300,116,66,10.6277873070,232,9.9866666667,176
chain2,4,20,21,7547,4281,708,410,124,74,10.6596045198,232,10.4414634146,176
chain2,4,21,22,9109,4677,755,425,136,81,12.0649006623,470,11.0047058824,176
chain2,4,22,23,10903,5157,922,495,136,81,11.8253796095,470,10.4181818182,176
chain2,4,23,24,12951,6483,1127,646,144,84,11.4915705413,470,10.0356037152,176
chain2,4,24,25,15276,7382,1334,747,150,87,11.4512743628,470,9.8821954485,176
chain2,4,25,26,17902,8900,1533,892,169,100,11.6777560339,470,9.9775784753,176
chain2,5,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,5,2,3,8,3,4,2,4,2,2.0000000000,4,1.5000000000,2
chain2,5,3,4,16,5,8,3,7,3,2.0000000000,4,1.6666666667,2
chain2,5,4,5,31,13,10,4,9,4,3.1000000000,8,3.2500000000,8
chain2,5,5,6,57,13,12,4,10,4,4.7500000000,15,3.2500000000,8
chain2,5,6,7,99,24,24,7,16,6,4.1250000000,15,3.4285714286,8
chain2,5,7,8,163,29,40,9,22,8,4.0750000000,15,3.2222222222,8
chain2,5,8,9,256,29,55,9,24,8,4.6545454545,15,3.2222222222,8
chain2,5,9,10,386,129,74,21,29,13,5.2162162162,16,6.1428571429,16
chain2,5,10,11,562,175,82,25,34,15,6.8536585366,64,7.0000000000,29
chain2,5,11,12,794,259,126,38,38,17,6.3015873016,64,6.8157894737,29
chain2,5,12,13,1093,259,134,38,42,17,8.1567164179,130,6.8157894737,29
chain2,5,13,14,1471,338,146,42,45,20,10.0753424658,130,8.0476190476,56
chain2,5,14,15,1941,539,216,72,53,24,8.9861111111,130,7.4861111111,56
chain2,5,15,16,2517,965,263,100,65,31,9.5703422053,130,9.6500000000,67
chain2,5,16,17,3214,1149,311,111,69,31,10.3344051447,130,10.3513513514,67
chain2,5,17,18,4048,1349,326,116,73,32,12.4171779141,378,11.6293103448,92
chain2,5,18,19,5036,2021,428,159,87,37,11.7663551402,378,12.7106918239,92
chain2,5,19,20,6196,2839,443,162,88,38,13.9864559819,576,17.5246913580,576
chain2,5,20,21,7547,3347,491,185,89,38,15.3706720978,576,18.0918918919,576
chain2,5,21,22,9109,4547,524,202,92,41,17.3835877863,576,22.5099009901,576
chain2,5,22,23,10903,4758,557,209,96,41,19.5745062837,697,22.7655502392,576
chain2,5,23,24,12951,6519,586,230,101,43,22.1006825939,834,28.3434782609,834
chain2,5,24,25,15276,6519,615,230,104,43,24.8390243902,988,28.3434782609,834
chain2,5,25,26,17902,8079,700,272,113,50,25.5742857143,988,29.7022058824,834
chain2,6,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,6,2,3,8,3,4,2,4,2,2.0000000000,4,1.5000000000,2
chain2,6,3,4,16,3,6,2,5,2,2.6666666667,4,1.5000000000,2
chain2,6,4,5,31,5,12,3,9,3,2.5833333333,4,1.6666666667,2
chain2,6,5,6,57,17,16,5,12,5,3.5625000000,8,3.4000000000,8
chain2,6,6,7,99,59,17,6,13,6,5.8235294118,42,9.8333333333,42
chain2,6,7,8,163,59,18,6,14,6,9.0555555556,64,9.8333333333,42
chain2,6,8,9,256,81,24,7,18,7,10.6666666667,64,11.5714285714,42
chain2,6,9,10,386,118,26,8,20,8,14.8461538462,93,14.7500000000,42
chain2,6,10,11,562,155,30,9,21,8,18.7333333333,93,17.2222222222,42
chain2,6,11,12,794,387,32,11,23,10,24.8125000000,176,35.1818181818,176
chain2,6,12,13,1093,686,35,14,24,11,31.2285714286,176,49.0000000000,176
chain2,6,13,14,1471,985,41,17,27,11,35.8780487805,176,57.9411764706,176
chain2,6,14,15,1941,1307,62,28,35,13,31.3064516129,176,46.6785714286,176
chain2,6,15,16,2517,1505,68,32,40,17,37.0147058824,299,47.0312500000,176
chain2,6,16,17,3214,2006,96,47,46,23,33.4791666667,299,42.6808510638,176
chain2,6,17,18,4048,2462,124,71,59,34,32.6451612903,299,34.6760563380,176
chain2,6,18,19,5036,3025,170,103,64,37,29.6235294118,299,29.3689320388,176
chain2,6,19,20,6196,3696,217,126,68,38,28.5529953917,299,29.3333333333,176
chain2,6,20,21,7547,4511,273,162,75,42,27.6446886447,299,27.8456790123,176
chain2,6,21,22,9109,5667,334,192,94,54,27.2724550898,378,29.5156250000,378
chain2,6,22,23,10903,6453,432,240,102,58,25.2384259259,378,26.8875000000,378
chain2,6,23,24,12951,6896,494,262,136,73,26.2165991903,576,26.3206106870,378
chain2,6,24,25,15276,8655,588,320,153,87,25.9795918367,576,27.0468750000,470
chain2,6,25,26,17902,9774,798,417,158,89,22.4335839599,576,23.4388489209,470
chain2,7,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,7,2,3,8,3,4,2,4,2,2.0000000000,4,1.5000000000,2
chain2,7,3,4,16,3,6,2,5,2,2.6666666667,4,1.5000000000,2
chain2,7,4,5,31,6,10,3,6,3,3.1000000000,4,2.0000000000,3
chain2,7,5,6,57,15,18,6,7,3,3.1666666667,4,2.5000000000,3
chain2,7,6,7,99,57,20,8,9,5,4.9500000000,26,7.1250000000,26
chain2,7,7,8,163,99,23,10,10,5,7.0869565217,26,9.9000000000,26
chain2,7,8,9,256,99,25,10,12,5,10.2400000000,64,9.9000000000,26
chain2,7,9,10,386,165,29,12,16,7,13.3103448276,64,13.7500000000,37
chain2,7,10,11,562,260,37,16,20,9,15.1891891892,64,16.2500000000,37
chain2,7,11,12,794,316,39,17,21,9,20.3589743590,176,18.5882352941,56
chain2,7,12,13,1093,439,44,20,24,11,24.8409090909,176,21.9500000000,67
chain2,7,13,14,1471,660,67,33,32,16,21.9552238806,176,20.0000000000,67
chain2,7,14,15,1941,831,72,36,33,17,26.9583333333,232,23.0833333333,92
chain2,7,15,16,2517,1175,89,47,39,20,28.2808988764,232,25.0000000000,92
chain2,7,16,17,3214,1519,109,55,47,20,29.4862385321,232,27.6181818182,92
chain2,7,17,18,4048,1974,151,74,51,23,26.8079470199,232,26.6756756757,92
chain2,7,18,19,5036,2538,177,90,61,29,28.4519774011,299,28.2000000000,106
chain2,7,19,20,6196,2832,210,107,75,38,29.5047619048,299,26.4672897196,106
chain2,7,20,21,7547,3177,232,118,83,41,32.5301724138,576,26.9237288136,137
chain2,7,21,22,9109,4019,284,148,109,59,32.0739436620,576,27.1554054054,137
chain2,7,22,23,10903,4211,296,150,115,60,36.8344594595,988,28.0733333333,172
chain2,7,23,24,12951,4564,334,161,124,64,38.7754491018,988,28.3478260870,172
chain2,7,24,25,15276,6004,427,217,130,69,35.7751756440,988,27.6682027650,172
chain2,7,25,26,17902,7281,617,318,140,73,29.0145867099,988,22.8962264151,172
chain2,8,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,8,2,3,8,3,4,2,4,2,2.0000000000,4,1.5000000000,2
chain2,8,3,4,16,3,6,2,5,2,2.6666666667,4,1.5000000000,2
chain2,8,4,5,31,5,12,3,9,3,2.5833333333,4,1.6666666667,2
chain2,8,5,6,57,17,16,5,12,5,3.5625000000,8,3.4000000000,8
chain2,8,6,7,99,29,24,7,14,5,4.1250000000,8,4.1428571429,8
chain2,8,7,8,163,51,32,11,18,7,5.0937500000,15,4.6363636364,11
chain2,8,8,9,256,144,34,13,20,9,7.5294117647,64,11.0769230769,64
chain2,8,9,10,386,144,36,13,22,9,10.7222222222,93,11.0769230769,64
chain2,8,10,11,562,190,40,15,24,11,14.0500000000,93,12.6666666667,64
chain2,8,11,12,794,422,42,17,26,13,18.9047619048,176,24.8235294118,176
chain2,8,12,13,1093,422,43,17,27,13,25.4186046512,299,24.8235294118,176
chain2,8,13,14,1471,501,46,18,30,14,31.9782608696,299,27.8333333333,176
chain2,8,14,15,1941,971,47,19,31,15,41.2978723404,470,51.1052631579,470
chain2,8,15,16,2517,1259,62,29,39,21,40.5967741935,470,43.4137931034,470
chain2,8,16,17,3214,1472,72,33,43,22,44.6388888889,470,44.6060606061,470
chain2,8,17,18,4048,2279,88,46,50,26,46.0000000000,470,49.5434782609,470
chain2,8,18,19,5036,2279,92,46,52,26,54.7391304348,697,49.5434782609,470
chain2,8,19,20,6196,3405,103,55,54,27,60.1553398058,697,61.9090909091,470
chain2,8,20,21,7547,3978,125,63,63,31,60.3760000000,697,63.1428571429,470
chain2,8,21,22,9109,4151,139,65,71,33,65.5323741007,697,63.8615384615,470
chain2,8,22,23,10903,5924,144,69,72,34,75.7152777778,1160,85.8550724638,1160
chain2,8,23,24,12951,6388,168,81,79,37,77.0892857143,1160,78.8641975309,1160
chain2,8,24,25,15276,6620,175,82,83,37,87.2914285714,1351,80.7317073171,1160
chain2,8,25,26,17902,7491,234,107,96,43,76.5042735043,1351,70.0093457944,1160
chain2,9,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,9,2,3,8,3,4,2,4,2,2.0000000000,4,1.5000000000,2
chain2,9,3,4,16,5,8,3,7,3,2.0000000000,4,1.6666666667,2
chain2,9,4,5,31,13,10,4,9,4,3.1000000000,8,3.2500000000,8
chain2,9,5,6,57,17,16,5,12,5,3.5625000000,8,3.4000000000,8
chain2,9,6,7,99,17,20,5,14,5,4.9500000000,15,3.4000000000,8
chain2,9,7,8,163,81,22,7,16,7,7.4090909091,42,11.5714285714,42
chain2,9,8,9,256,123,40,14,22,12,6.4000000000,42,8.7857142857,42
chain2,9,9,10,386,224,46,19,23,12,8.3913043478,42,11.7894736842,42
chain2,9,10,11,562,400,47,20,24,13,11.9574468085,176,20.0000000000,176
chain2,9,11,12,794,446,54,22,29,14,14.7037037037,176,20.2727272727,176
chain2,9,12,13,1093,446,56,22,31,14,19.5178571429,232,20.2727272727,176
chain2,9,13,14,1471,540,72,27,37,16,20.4305555556,232,20.0000000000,176
chain2,9,14,15,1941,931,78,31,40,19,24.8846153846,232,30.0322580645,232
chain2,9,15,16,2517,1090,90,34,40,19,27.9666666667,232,32.0588235294,232
chain2,9,16,17,3214,1366,100,38,46,22,32.1400000000,299,35.9473684211,232
chain2,9,17,18,4048,1734,119,44,48,22,34.0168067227,299,39.4090909091,232
chain2,9,18,19,5036,2025,127,50,51,24,39.6535433071,576,40.5000000000,232
chain2,9,19,20,6196,2622,174,67,54,27,35.6091954023,576,39.1343283582,232
chain2,9,20,21,7547,3434,261,104,67,33,28.9157088123,576,33.0192307692,232
chain2,9,21,22,9109,4023,298,133,72,36,30.5671140940,576,30.2481203008,232
chain2,9,22,23,10903,4983,341,172,80,44,31.9736070381,576,28.9709302326,232
chain2,9,23,24,12951,4983,353,172,87,44,36.6883852691,1160,28.9709302326,232
chain2,9,24,25,15276,6533,456,233,105,57,33.5000000000,1160,28.0386266094,470
chain2,9,25,26,17902,7960,670,348,106,57,26.7194029851,1160,22.8735632184,470
chain2,10,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,10,2,3,8,5,6,3,5,3,1.3333333333,2,1.6666666667,2
chain2,10,3,4,16,9,12,5,7,4,1.3333333333,2,1.8000000000,2
chain2,10,4,5,31,24,13,6,8,5,2.3846153846,15,4.0000000000,15
chain2,10,5,6,57,24,14,6,9,5,4.0714285714,26,4.0000000000,15
chain2,10,6,7,99,40,16,7,10,6,6.1875000000,26,5.7142857143,16
chain2,10,7,8,163,78,20,10,11,7,8.1500000000,26,7.8000000000,16
chain2,10,8,9,256,144,28,16,12,7,9.1428571429,26,9.0000000000,16
chain2,10,9,10,386,227,45,26,18,11,8.5777777778,26,8.7307692308,16
chain2,10,10,11,562,403,53,34,22,15,10.6037735849,64,11.8529411765,64
chain2,10,11,12,794,403,57,34,25,15,13.9298245614,130,11.8529411765,64
chain2,10,12,13,1093,470,63,36,27,17,17.3492063492,130,13.0555555556,64
chain2,10,13,14,1471,470,65,36,29,17,22.6307692308,299,13.0555555556,64
chain2,10,14,15,1941,470,69,36,31,17,28.1304347826,299,13.0555555556,64
chain2,10,15,16,2517,484,77,38,33,19,32.6883116883,299,12.7368421053,64
chain2,10,16,17,3214,739,124,58,43,24,25.9193548387,299,12.7413793103,64
chain2,10,17,18,4048,1370,167,83,60,35,24.2395209581,299,16.5060240964,93
chain2,10,18,19,5036,1815,204,100,74,40,24.6862745098,299,18.1500000000,93
chain2,10,19,20,6196,2141,212,106,79,43,29.2264150943,697,20.1981132075,137
chain2,10,20,21,7547,2141,214,106,81,43,35.2663551402,1160,20.1981132075,137
chain2,10,21,22,9109,2660,238,116,88,43,38.2731092437,1160,22.9310344828,191
chain2,10,22,23,10903,3326,330,154,110,55,33.0393939394,1160,21.5974025974,191
chain2,10,23,24,12951,3558,352,161,113,55,36.7926136364,1160,22.0993788820,191
chain2,10,24,25,15276,3813,388,171,119,58,39.3711340206,1160,22.2982456140,191
chain2,10,25,26,17902,4114,410,178,119,58,43.6634146341,1351,23.1123595506,232
chain2,11,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,11,2,3,8,3,4,2,4,2,2.0000000000,4,1.5000000000,2
chain2,11,3,4,16,3,6,2,5,2,2.6666666667,4,1.5000000000,2
chain2,11,4,5,31,5,12,3,9,3,2.5833333333,4,1.6666666667,2
chain2,11,5,6,57,9,20,5,11,5,2.8500000000,4,1.8000000000,3
chain2,11,6,7,99,51,21,6,12,6,4.7142857143,42,8.5000000000,42
chain2,11,7,8,163,51,22,6,13,6,7.4090909091,64,8.5000000000,42
chain2,11,8,9,256,80,24,7,14,7,10.6666666667,64,11.4285714286,42
chain2,11,9,10,386,146,28,10,14,7,13.7857142857,64,14.6000000000,42
chain2,11,10,11,562,322,30,12,16,9,18.7333333333,130,26.8333333333,130
chain2,11,11,12,794,489,40,20,18,10,19.8500000000,130,24.4500000000,130
chain2,11,12,13,1093,777,46,25,20,11,23.7608695652,130,31.0800000000,130
chain2,11,13,14,1471,1065,58,30,25,11,25.3620689655,130,35.5000000000,130
chain2,11,14,15,1941,1223,68,34,31,13,28.5441176471,176,35.9705882353,130
chain2,11,15,16,2517,1799,70,36,33,15,35.9571428571,470,49.9722222222,470
chain2,11,16,17,3214,2328,92,49,39,17,34.9347826087,470,47.5102040816,470
chain2,11,17,18,4048,2545,110,53,51,21,36.8000000000,470,48.0188679245,470
chain2,11,18,19,5036,3000,123,58,61,24,40.9430894309,470,51.7241379310,470
chain2,11,19,20,6196,3901,138,68,63,26,44.8985507246,470,57.3676470588,470
chain2,11,20,21,7547,4600,203,98,76,32,37.1773399015,470,46.9387755102,470
chain2,11,21,22,9109,5119,218,105,82,34,41.7844036697,697,48.7523809524,470
chain2,11,22,23,10903,6163,305,143,93,40,35.7475409836,697,43.0979020979,470
chain2,11,23,24,12951,7648,375,183,102,48,34.5360000000,697,41.7923497268,470
chain2,11,24,25,15276,8681,442,229,109,54,34.5610859729,697,37.9082969432,470
chain2,11,25,26,17902,10068,583,304,125,62,30.7066895369,697,33.1184210526,470
chain2,12,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,12,2,3,8,3,4,2,4,2,2.0000000000,4,1.5000000000,2
chain2,12,3,4,16,5,8,3,7,3,2.0000000000,4,1.6666666667,2
chain2,12,4,5,31,5,12,3,9,3,2.5833333333,4,1.6666666667,2
chain2,12,5,6,57,17,16,5,12,5,3.5625000000,8,3.4000000000,8
chain2,12,6,7,99,17,20,5,14,5,4.9500000000,15,3.4000000000,8
chain2,12,7,8,163,17,28,5,16,5,5.8214285714,15,3.4000000000,8
chain2,12,8,9,256,110,32,9,19,8,8.0000000000,42,12.2222222222,42
chain2,12,9,10,386,110,34,9,21,8,11.3529411765,93,12.2222222222,42
chain2,12,10,11,562,156,37,10,22,9,15.1891891892,93,15.6000000000,46
chain2,12,11,12,794,258,46,15,27,11,17.2608695652,93,17.2000000000,46
chain2,12,12,13,1093,360,58,19,31,11,18.8448275862,93,18.9473684211,46
chain2,12,13,14,1471,439,60,20,33,12,24.5166666667,299,21.9500000000,79
chain2,12,14,15,1941,671,90,38,41,16,21.5666666667,299,17.6578947368,79
chain2,12,15,16,2517,1130,106,49,54,24,23.7452830189,299,23.0612244898,176
chain2,12,16,17,3214,1604,135,63,63,25,23.8074074074,299,25.4603174603,176
chain2,12,17,18,4048,1862,143,69,71,31,28.3076923077,470,26.9855072464,176
chain2,12,18,19,5036,2274,161,81,82,39,31.2795031056,470,28.0740740741,176
chain2,12,19,20,6196,2761,191,95,89,40,32.4397905759,470,29.0631578947,176
chain2,12,20,21,7547,3369,318,167,102,49,23.7327044025,470,20.1736526946,176
chain2,12,21,22,9109,4179,399,218,116,60,22.8295739348,470,19.1697247706,176
chain2,12,22,23,10903,4735,460,247,120,60,23.7021739130,470,19.1700404858,176
chain2,12,23,24,12951,6223,622,368,144,80,20.8215434084,470,16.9103260870,176
chain2,12,24,25,15276,7565,719,419,174,95,21.2461752434,470,18.0548926014,176
chain2,12,25,26,17902,7820,761,426,189,100,23.5243101183,988,18.3568075117,191
chain2,13,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,13,2,3,8,3,4,2,4,2,2.0000000000,4,1.5000000000,2
chain2,13,3,4,16,5,8,3,7,3,2.0000000000,4,1.6666666667,2
chain2,13,4,5,31,5,12,3,9,3,2.5833333333,4,1.6666666667,2
chain2,13,5,6,57,17,16,5,12,5,3.5625000000,8,3.4000000000,8
chain2,13,6,7,99,17,20,5,14,5,4.9500000000,15,3.4000000000,8
chain2,13,7,8,163,17,28,5,16,5,5.8214285714,15,3.4000000000,8
chain2,13,8,9,256,73,47,15,21,7,5.4468085106,15,4.8666666667,11
chain2,13,9,10,386,153,66,27,25,10,5.8484848485,16,5.6666666667,16
chain2,13,10,11,562,321,76,35,32,15,7.3947368421,42,9.1714285714,42
chain2,13,11,12,794,321,80,35,35,15,9.9250000000,130,9.1714285714,42
chain2,13,12,13,1093,449,126,54,41,18,8.6746031746,130,8.3148148148,42
chain2,13,13,14,1471,618,149,69,54,26,9.8724832215,130,8.9565217391,46
chain2,13,14,15,1941,924,173,86,70,37,11.2196531792,130,10.7441860465,56
chain2,13,15,16,2517,1185,225,111,83,39,11.1866666667,130,10.6756756757,56
chain2,13,16,17,3214,1589,287,143,91,43,11.1986062718,130,11.1118881119,56
chain2,13,17,18,4048,2395,309,161,94,46,13.1003236246,299,14.8757763975,299
chain2,13,18,19,5036,2663,370,177,108,51,13.6108108108,299,15.0451977401,299
chain2,13,19,20,6196,2769,399,178,109,51,15.5288220551,378,15.5561797753,299
chain2,13,20,21,7547,3431,456,213,125,61,16.5504385965,378,16.1079812207,299
chain2,13,21,22,9109,4524,495,235,135,68,18.4020202020,470,19.2510638298,470
chain2,13,22,23,10903,6318,506,246,138,71,21.5474308300,834,25.6829268293,834
chain2,13,23,24,12951,6402,541,254,149,74,23.9390018484,834,25.2047244094,834
chain2,13,24,25,15276,8089,613,300,157,81,24.9200652529,834,26.9633333333,834
chain2,13,25,26,17902,9257,667,330,167,88,26.8395802099,834,28.0515151515,834
chain2,14,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,14,2,3,8,5,6,3,5,3,1.3333333333,2,1.6666666667,2
chain2,14,3,4,16,5,8,3,7,3,2.0000000000,4,1.6666666667,2
chain2,14,4,5,31,9,16,5,10,4,1.9375000000,4,1.8000000000,2
chain2,14,5,6,57,24,20,7,14,6,2.8500000000,8,3.4285714286,8
chain2,14,6,7,99,40,22,8,16,7,4.5000000000,26,5.0000000000,16
chain2,14,7,8,163,56,26,9,18,7,6.2692307692,26,6.2222222222,16
chain2,14,8,9,256,87,38,13,23,8,6.7368421053,26,6.6923076923,16
chain2,14,9,10,386,161,50,18,27,9,7.7200000000,26,8.9444444444,22
chain2,14,10,11,562,207,54,20,28,9,10.4074074074,93,10.3500000000,37
chain2,14,11,12,794,207,56,20,28,9,14.1785714286,176,10.3500000000,37
chain2,14,12,13,1093,207,60,20,29,9,18.2166666667,176,10.3500000000,37
chain2,14,13,14,1471,309,72,24,30,9,20.4305555556,176,12.8750000000,46
