seed,run_seed,step_idx,n_vertices,total_parent_subsets,admitted_parent_subsets,unique_closures,admitted_unique_closures,unique_profiles,admitted_unique_profiles,mean_closure_multiplicity,max_closure_multiplicity,mean_adm_closure_multiplicity,max_adm_closure_multiplicity
asym_branch,6,24,27,20854,7647,851,393,117,52,24.5052878966,1351,19.4580152672,834
asym_branch,6,25,28,24158,7999,934,412,129,56,25.8650963597,1351,19.4150485437,834
asym_branch,7,1,4,16,13,7,4,6,4,2.2857142857,8,3.2500000000,8
asym_branch,7,2,5,31,21,9,5,7,4,3.4444444444,8,4.2000000000,8
asym_branch,7,3,6,57,32,11,6,9,5,5.1818181818,15,5.3333333333,11
asym_branch,7,4,7,99,74,12,7,9,5,8.2500000000,42,10.5714285714,42
asym_branch,7,5,8,163,74,13,7,9,5,12.5384615385,64,10.5714285714,42
asym_branch,7,6,9,256,74,15,7,10,5,17.0666666667,64,10.5714285714,42
asym_branch,7,7,10,386,174,20,10,11,5,19.3000000000,64,17.4000000000,42
asym_branch,7,8,11,562,350,22,12,12,6,25.5454545455,130,29.1666666667,130
asym_branch,7,9,12,794,444,32,17,15,9,24.8125000000,130,26.1176470588,130
asym_branch,7,10,13,1093,567,51,28,17,10,21.4313725490,130,20.2500000000,130
asym_branch,7,11,14,1471,567,55,28,20,10,26.7454545455,232,20.2500000000,130
asym_branch,7,12,15,1941,659,67,32,26,13,28.9701492537,232,20.5937500000,130
asym_branch,7,13,16,2517,835,114,55,27,13,22.0789473684,232,15.1818181818,130
asym_branch,7,14,17,3214,1062,126,63,37,20,25.5079365079,299,16.8571428571,130
asym_branch,7,15,18,4048,1426,154,83,41,24,26.2857142857,299,17.1807228916,130
asym_branch,7,16,19,5036,2246,194,108,63,39,25.9587628866,299,20.7962962963,176
asym_branch,7,17,20,6196,2417,209,112,66,40,29.6459330144,470,21.5803571429,176
asym_branch,7,18,21,7547,2588,237,116,73,40,31.8438818565,470,22.3103448276,176
asym_branch,7,19,22,9109,3127,293,137,92,47,31.0887372014,470,22.8248175182,176
asym_branch,7,20,23,10903,3532,315,149,102,51,34.6126984127,834,23.7046979866,176
asym_branch,7,21,24,12951,3786,319,151,103,51,40.5987460815,1562,25.0728476821,232
asym_branch,7,22,25,15276,4482,340,162,111,55,44.9294117647,1562,27.6666666667,232
asym_branch,7,23,26,17902,5673,464,206,121,60,38.5818965517,1562,27.5388349515,232
asym_branch,7,24,27,20854,6768,514,240,133,66,40.5719844358,1562,28.2000000000,254
asym_branch,7,25,28,24158,7120,519,241,137,67,46.5472061657,2325,29.5435684647,352
asym_branch,8,1,4,16,13,7,4,6,4,2.2857142857,8,3.2500000000,8
asym_branch,8,2,5,31,21,9,5,7,4,3.4444444444,8,4.2000000000,8
asym_branch,8,3,6,57,32,11,6,9,5,5.1818181818,15,5.3333333333,11
asym_branch,8,4,7,99,37,18,7,14,6,5.5000000000,15,5.2857142857,11
asym_branch,8,5,8,163,101,20,9,15,7,8.1500000000,42,11.2222222222,42
asym_branch,8,6,9,256,101,21,9,16,7,12.1904761905,93,11.2222222222,42
asym_branch,8,7,10,386,101,23,9,17,7,16.7826086957,93,11.2222222222,42
asym_branch,8,8,11,562,175,28,11,19,8,20.0714285714,93,15.9090909091,42
asym_branch,8,9,12,794,267,38,15,22,8,20.8947368421,93,17.8000000000,42
asym_branch,8,10,13,1093,566,42,19,25,11,26.0238095238,176,29.7894736842,176
asym_branch,8,11,14,1471,566,43,19,26,11,34.2093023256,378,29.7894736842,176
asym_branch,8,12,15,1941,957,52,24,30,12,37.3269230769,378,39.8750000000,176
asym_branch,8,13,16,2517,957,53,24,31,12,47.4905660377,576,39.8750000000,176
asym_branch,8,14,17,3214,1155,63,29,37,15,51.0158730159,576,39.8275862069,176
asym_branch,8,15,18,4048,1368,82,35,41,16,49.3658536585,576,39.0857142857,176
asym_branch,8,16,19,5036,1612,116,47,45,19,43.4137931034,576,34.2978723404,176
asym_branch,8,17,20,6196,2147,148,60,58,26,41.8648648649,576,35.7833333333,176
asym_branch,8,18,21,7547,2806,215,87,74,33,35.1023255814,576,32.2528735632,176
asym_branch,8,19,22,9109,3380,230,100,75,34,39.6043478261,834,33.8000000000,176
asym_branch,8,20,23,10903,3954,256,113,77,34,42.5898437500,834,34.9911504425,176
asym_branch,8,21,24,12951,4413,303,136,88,42,42.7425742574,834,32.4485294118,176
asym_branch,8,22,25,15276,5779,434,196,104,52,35.1981566820,834,29.4846938776,176
asym_branch,8,23,26,17902,6489,522,241,116,58,34.2950191571,834,26.9253112033,176
asym_branch,8,24,27,20854,8112,632,309,129,70,32.9968354430,834,26.2524271845,191
asym_branch,8,25,28,24158,9042,706,347,136,76,34.2181303116,1160,26.0576368876,232
asym_branch,9,1,4,16,13,7,4,6,4,2.2857142857,8,3.2500000000,8
asym_branch,9,2,5,31,13,8,4,7,4,3.8750000000,15,3.2500000000,8
asym_branch,9,3,6,57,13,12,4,10,4,4.7500000000,15,3.2500000000,8
asym_branch,9,4,7,99,13,16,4,12,4,6.1875000000,15,3.2500000000,8
asym_branch,9,5,8,163,17,28,5,16,5,5.8214285714,15,3.4000000000,8
asym_branch,9,6,9,256,24,43,8,18,7,5.9534883721,15,3.0000000000,8
asym_branch,9,7,10,386,154,47,12,21,10,8.2127659574,64,12.8333333333,64
asym_branch,9,8,11,562,279,81,31,27,13,6.9382716049,64,9.0000000000,64
asym_branch,9,9,12,794,279,85,31,30,13,9.3411764706,130,9.0000000000,64
asym_branch,9,10,13,1093,346,88,32,33,14,12.4204545455,176,10.8125000000,67
asym_branch,9,11,14,1471,346,89,32,34,14,16.5280898876,378,10.8125000000,67
asym_branch,9,12,15,1941,425,100,34,39,15,19.4100000000,378,12.5000000000,67
asym_branch,9,13,16,2517,425,104,34,40,15,24.2019230769,378,12.5000000000,67
asym_branch,9,14,17,3214,783,120,41,48,17,26.7833333333,378,19.0975609756,92
asym_branch,9,15,18,4048,1101,130,45,51,17,31.1384615385,378,24.4666666667,106
asym_branch,9,16,19,5036,1400,174,64,62,21,28.9425287356,378,21.8750000000,106
asym_branch,9,17,20,6196,2292,259,114,87,38,23.9227799228,378,20.1052631579,106
asym_branch,9,18,21,7547,2655,281,128,99,45,26.8576512456,576,20.7421875000,137
asym_branch,9,19,22,9109,3829,369,189,113,53,24.6856368564,576,20.2592592593,137
asym_branch,9,20,23,10903,4249,401,203,115,54,27.1895261845,697,20.9310344828,154
asym_branch,9,21,24,12951,4734,419,212,118,57,30.9093078759,988,22.3301886792,191
asym_branch,9,22,25,15276,5932,516,265,132,65,29.6046511628,988,22.3849056604,191
asym_branch,9,23,26,17902,6864,574,289,143,68,31.1881533101,988,23.7508650519,211
asym_branch,9,24,27,20854,9418,657,348,156,81,31.7412480974,988,27.0632183908,697
asym_branch,9,25,28,24158,11682,844,457,190,100,28.6232227488,988,25.5623632385,697
asym_branch,10,1,4,16,13,7,4,6,4,2.2857142857,8,3.2500000000,8
asym_branch,10,2,5,31,24,14,7,9,6,2.2142857143,8,3.4285714286,8
asym_branch,10,3,6,57,24,20,7,14,6,2.8500000000,8,3.4285714286,8
asym_branch,10,4,7,99,40,22,8,16,7,4.5000000000,26,5.0000000000,16
asym_branch,10,5,8,163,40,23,8,16,7,7.0869565217,64,5.0000000000,16
asym_branch,10,6,9,256,85,28,10,19,8,9.1428571429,64,8.5000000000,29
asym_branch,10,7,10,386,85,29,10,20,8,13.3103448276,130,8.5000000000,29
asym_branch,10,8,11,562,145,40,15,24,11,14.0500000000,130,9.6666666667,29
asym_branch,10,9,12,794,244,67,27,33,14,11.8507462687,130,9.0370370370,29
asym_branch,10,10,13,1093,311,73,29,35,16,14.9726027397,130,10.7241379310,56
asym_branch,10,11,14,1471,311,75,29,36,16,19.6133333333,299,10.7241379310,56
asym_branch,10,12,15,1941,576,102,42,46,22,19.0294117647,299,13.7142857143,92
asym_branch,10,13,16,2517,576,103,42,47,22,24.4368932039,576,13.7142857143,92
asym_branch,10,14,17,3214,761,111,44,53,23,28.9549549550,576,17.2954545455,106
asym_branch,10,15,18,4048,962,133,50,65,26,30.4360902256,576,19.2400000000,106
asym_branch,10,16,19,5036,1539,210,81,95,41,23.9809523810,576,19.0000000000,121
asym_branch,10,17,20,6196,2347,239,97,108,50,25.9246861925,576,24.1958762887,378
asym_branch,10,18,21,7547,3065,321,138,127,61,23.5109034268,576,22.2101449275,378
asym_branch,10,19,22,9109,4575,358,169,134,67,25.4441340782,576,27.0710059172,378
asym_branch,10,20,23,10903,4978,376,175,141,69,28.9973404255,697,28.4457142857,378
asym_branch,10,21,24,12951,5612,414,197,155,78,31.2826086957,697,28.4873096447,378
asym_branch,10,22,25,15276,6637,603,295,166,85,25.3333333333,697,22.4983050847,378
asym_branch,10,23,26,17902,8362,708,350,167,86,25.2853107345,697,23.8914285714,576
asym_branch,10,24,27,20854,9620,829,411,176,92,25.1556091677,697,23.4063260341,576
asym_branch,10,25,28,24158,10687,991,478,181,92,24.3773965691,697,22.3577405858,576
asym_branch,11,1,4,16,13,7,4,6,4,2.2857142857,8,3.2500000000,8
asym_branch,11,2,5,31,13,8,4,7,4,3.8750000000,15,3.2500000000,8
asym_branch,11,3,6,57,13,10,4,8,4,5.7000000000,15,3.2500000000,8
asym_branch,11,4,7,99,18,14,5,9,5,7.0714285714,15,3.6000000000,8
asym_branch,11,5,8,163,33,22,8,10,5,7.4090909091,15,4.1250000000,8
asym_branch,11,6,9,256,126,24,10,12,7,10.6666666667,64,12.6000000000,64
asym_branch,11,7,10,386,126,25,10,13,7,15.4400000000,130,12.6000000000,64
asym_branch,11,8,11,562,172,28,11,16,8,20.0714285714,130,15.6363636364,64
asym_branch,11,9,12,794,311,34,14,20,9,23.3529411765,130,22.2142857143,64
asym_branch,11,10,13,1093,378,36,15,22,10,30.3611111111,232,25.2000000000,67
asym_branch,11,11,14,1471,605,48,22,29,15,30.6458333333,232,27.5000000000,67
asym_branch,11,12,15,1941,605,50,22,30,15,38.8200000000,378,27.5000000000,67
asym_branch,11,13,16,2517,1075,56,27,34,18,44.9464285714,378,39.8148148148,232
asym_branch,11,14,17,3214,1468,75,37,44,24,42.8533333333,378,39.6756756757,232
asym_branch,11,15,18,4048,1589,83,38,46,25,48.7710843373,378,41.8157894737,232
asym_branch,11,16,19,5036,1589,91,38,52,25,55.3406593407,576,41.8157894737,232
asym_branch,11,17,20,6196,1832,114,43,60,27,54.3508771930,576,42.6046511628,232
asym_branch,11,18,21,7547,2435,145,58,70,32,52.0482758621,576,41.9827586207,232
asym_branch,11,19,22,9109,3090,168,69,76,35,54.2202380952,576,44.7826086957,232
asym_branch,11,20,23,10903,4844,187,84,84,41,58.3048128342,834,57.6666666667,834
asym_branch,11,21,24,12951,6641,215,104,91,45,60.2372093023,834,63.8557692308,834
asym_branch,11,22,25,15276,8175,331,177,106,53,46.1510574018,834,46.1864406780,834
asym_branch,11,23,26,17902,10516,394,217,112,56,45.4365482234,834,48.4608294931,834
asym_branch,11,24,27,20854,11587,461,258,115,56,45.2364425163,988,44.9108527132,834
asym_branch,11,25,28,24158,12191,514,277,121,60,47.0000000000,1351,44.0108303249,834
asym_branch,12,1,4,16,13,7,4,6,4,2.2857142857,8,3.2500000000,8
asym_branch,12,2,5,31,13,8,4,7,4,3.8750000000,15,3.2500000000,8
asym_branch,12,3,6,57,13,12,4,10,4,4.7500000000,15,3.2500000000,8
asym_branch,12,4,7,99,13,16,4,12,4,6.1875000000,15,3.2500000000,8
asym_branch,12,5,8,163,19,24,6,14,6,6.7916666667,15,3.1666666667,8
asym_branch,12,6,9,256,112,26,8,16,8,9.8461538462,64,14.0000000000,64
asym_branch,12,7,10,386,112,28,8,18,8,13.7857142857,93,14.0000000000,64
asym_branch,12,8,11,562,158,32,10,20,10,17.5625000000,93,15.8000000000,64
asym_branch,12,9,12,794,260,36,13,23,12,22.0555555556,130,20.0000000000,64
asym_branch,12,10,13,1093,559,38,15,25,14,28.7631578947,232,37.2666666667,232
asym_branch,12,11,14,1471,559,40,15,26,14,36.7750000000,299,37.2666666667,232
asym_branch,12,12,15,1941,651,42,16,28,15,46.2142857143,378,40.6875000000,232
asym_branch,12,13,16,2517,846,56,22,36,18,44.9464285714,378,38.4545454545,232
asym_branch,12,14,17,3214,967,68,26,39,19,47.2647058824,378,37.1923076923,232
asym_branch,12,15,18,4048,1119,90,36,40,20,44.9777777778,378,31.0833333333,232
asym_branch,12,16,19,5036,2107,94,40,43,23,53.5744680851,697,52.6750000000,697
asym_branch,12,17,20,6196,3046,106,44,48,24,58.4528301887,697,69.2272727273,697
asym_branch,12,18,21,7547,3237,110,46,52,26,68.6090909091,988,70.3695652174,697
asym_branch,12,19,22,9109,3619,122,52,59,28,74.6639344262,988,69.5961538462,697
asym_branch,12,20,23,10903,4171,187,84,65,31,58.3048128342,988,49.6547619048,697
asym_branch,12,21,24,12951,4868,207,96,75,38,62.5652173913,988,50.7083333333,697
asym_branch,12,22,25,15276,4868,211,96,77,38,72.3981042654,1794,50.7083333333,697
asym_branch,12,23,26,17902,5798,257,123,87,44,69.6575875486,1794,47.1382113821,697
asym_branch,12,24,27,20854,6915,391,200,99,45,53.3350383632,1794,34.5750000000,697
asym_branch,12,25,28,24158,6915,417,200,105,45,57.9328537170,1794,34.5750000000,697
asym_branch,13,1,4,16,13,7,4,6,4,2.2857142857,8,3.2500000000,8
asym_branch,13,2,5,31,21,9,5,7,4,3.4444444444,8,4.2000000000,8
asym_branch,13,3,6,57,21,14,5,11,4,4.0714285714,8,4.2000000000,8
asym_branch,13,4,7,99,37,18,7,14,6,5.5000000000,15,5.2857142857,11
asym_branch,13,5,8,163,75,24,11,16,8,6.7916666667,16,6.8181818182,16
asym_branch,13,6,9,256,139,28,13,19,9,9.1428571429,42,10.6923076923,42
asym_branch,13,7,10,386,176,32,15,23,11,12.0625000000,64,11.7333333333,42
asym_branch,13,8,11,562,213,40,17,26,11,14.0500000000,64,12.5294117647,42
asym_branch,13,9,12,794,342,50,23,31,13,15.8800000000,64,14.8695652174,42
asym_branch,13,10,13,1093,574,58,27,35,15,18.8448275862,130,21.2592592593,130
asym_branch,13,11,14,1471,653,62,29,38,17,23.7258064516,232,22.5172413793,130
asym_branch,13,12,15,1941,799,74,33,38,17,26.2297297297,232,24.2121212121,130
asym_branch,13,13,16,2517,957,89,37,40,17,28.2808988764,232,25.8648648649,130
asym_branch,13,14,17,3214,1380,106,47,46,21,30.3207547170,232,29.3617021277,130
asym_branch,13,15,18,4048,2106,141,70,57,27,28.7092198582,232,30.0857142857,130
asym_branch,13,16,19,5036,2245,163,78,65,30,30.8957055215,378,28.7820512821,130
asym_branch,13,17,20,6196,2528,205,86,79,33,30.2243902439,378,29.3953488372,130
asym_branch,13,18,21,7547,3097,234,101,85,37,32.2521367521,470,30.6633663366,130
asym_branch,13,19,22,9109,3666,282,116,87,37,32.3014184397,470,31.6034482759,130
asym_branch,13,20,23,10903,5459,297,130,95,45,36.7104377104,834,41.9923076923,834
asym_branch,13,21,24,12951,5459,309,130,101,45,41.9126213592,1160,41.9923076923,834
asym_branch,13,22,25,15276,5945,343,145,112,49,44.5364431487,1160,41.0000000000,834
asym_branch,13,23,26,17902,6202,375,152,131,55,47.7386666667,1160,40.8026315789,834
asym_branch,13,24,27,20854,7785,472,189,140,60,44.1822033898,1160,41.1904761905,834
asym_branch,13,25,28,24158,11066,498,214,146,66,48.5100401606,1562,51.7102803738,1562
asym_branch,14,1,4,16,13,7,4,6,4,2.2857142857,8,3.2500000000,8
asym_branch,14,2,5,31,24,14,7,9,6,2.2142857143,8,3.4285714286,8
asym_branch,14,3,6,57,24,15,7,10,6,3.8000000000,26,3.4285714286,8
asym_branch,14,4,7,99,38,30,12,14,7,3.3000000000,26,3.1666666667,8
asym_branch,14,5,8,163,60,36,14,19,9,4.5277777778,26,4.2857142857,16
asym_branch,14,6,9,256,153,38,16,21,11,6.7368421053,64,9.5625000000,64
asym_branch,14,7,10,386,246,42,18,23,11,9.1904761905,64,13.6666666667,64
asym_branch,14,8,11,562,292,44,19,24,12,12.7727272727,130,15.3684210526,64
asym_branch,14,9,12,794,384,50,22,27,14,15.8800000000,130,17.4545454545,64
asym_branch,14,10,13,1093,542,58,27,30,17,18.8448275862,130,20.0740740741,64
asym_branch,14,11,14,1471,853,64,31,34,19,22.9843750000,176,27.5161290323,176
asym_branch,14,12,15,1941,945,67,32,36,20,28.9701492537,299,29.5312500000,176
asym_branch,14,13,16,2517,1143,92,41,47,23,27.3586956522,299,27.8780487805,176
asym_branch,14,14,17,3214,1694,113,57,55,30,28.4424778761,299,29.7192982456,176
asym_branch,14,15,18,4048,2029,128,64,62,34,31.6250000000,299,31.7031250000,176
asym_branch,14,16,19,5036,2029,130,64,64,34,38.7384615385,834,31.7031250000,176
asym_branch,14,17,20,6196,2469,153,74,75,34,40.4967320261,834,33.3648648649,176
asym_branch,14,18,21,7547,3090,171,84,84,40,44.1345029240,834,36.7857142857,176
asym_branch,14,19,22,9109,3435,183,87,89,42,49.7759562842,834,39.4827586207,176
asym_branch,14,20,23,10903,4389,240,112,105,48,45.4291666667,834,39.1875000000,176
asym_branch,14,21,24,12951,5333,278,135,112,54,46.5863309353,834,39.5037037037,191
asym_branch,14,22,25,15276,6287,296,150,116,57,51.6081081081,1160,41.9133333333,211
asym_branch,14,23,26,17902,7468,394,199,126,63,45.4365482234,1160,37.5276381910,211
asym_branch,14,24,27,20854,8730,450,239,145,77,46.3422222222,1160,36.5271966527,211
asym_branch,14,25,28,24158,10495,683,352,158,83,35.3704245974,1160,29.8153409091,211
asym_branch,15,1,4,16,13,7,4,6,4,2.2857142857,8,3.2500000000,8
asym_branch,15,2,5,31,13,10,4,9,4,3.1000000000,8,3.2500000000,8
asym_branch,15,3,6,57,21,14,5,11,4,4.0714285714,8,4.2000000000,8
asym_branch,15,4,7,99,37,18,7,14,6,5.5000000000,15,5.2857142857,11
asym_branch,15,5,8,163,75,24,11,16,8,6.7916666667,16,6.8181818182,16
asym_branch,15,6,9,256,139,28,13,19,9,9.1428571429,42,10.6923076923,42
asym_branch,15,7,10,386,176,32,15,23,11,12.0625000000,64,11.7333333333,42
asym_branch,15,8,11,562,352,34,17,25,13,16.5294117647,130,20.7058823529,130
asym_branch,15,9,12,794,508,48,24,30,14,16.5416666667,130,21.1666666667,130
asym_branch,15,10,13,1093,508,50,24,32,14,21.8600000000,232,21.1666666667,130
asym_branch,15,11,14,1471,587,56,26,34,14,26.2678571429,232,22.5769230769,130
asym_branch,15,12,15,1941,679,68,30,35,14,28.5441176471,232,22.6333333333,130
asym_branch,15,13,16,2517,1241,72,33,35,14,34.9583333333,378,37.6060606061,378
asym_branch,15,14,17,3214,1241,76,33,35,14,42.2894736842,470,37.6060606061,378
asym_branch,15,15,18,4048,1807,110,49,47,19,36.8000000000,470,36.8775510204,378
asym_branch,15,16,19,5036,2484,156,71,55,22,32.2820512821,470,34.9859154930,378
asym_branch,15,17,20,6196,3079,181,88,69,31,34.2320441989,470,34.9886363636,378
asym_branch,15,18,21,7547,4105,227,118,80,38,33.2466960352,470,34.7881355932,378
asym_branch,15,19,22,9109,4468,260,132,90,42,35.0346153846,576,33.8484848485,378
asym_branch,15,20,23,10903,5250,425,215,95,44,25.6541176471,576,24.4186046512,378
asym_branch,15,21,24,12951,5463,500,231,113,48,25.9020000000,576,23.6493506494,378
asym_branch,15,22,25,15276,5994,537,253,116,50,28.4469273743,988,23.6916996047,378
asym_branch,15,23,26,17902,8042,552,257,119,53,32.4311594203,1562,31.2918287938,1562
asym_branch,15,24,27,20854,8042,567,257,124,53,36.7795414462,1794,31.2918287938,1562
asym_branch,15,25,28,24158,8393,615,268,126,54,39.2813008130,1794,31.3171641791,1562
asym_branch,16,1,4,16,13,7,4,6,4,2.2857142857,8,3.2500000000,8
asym_branch,16,2,5,31,13,8,4,7,4,3.8750000000,15,3.2500000000,8
asym_branch,16,3,6,57,13,10,4,8,4,5.7000000000,15,3.2500000000,8
asym_branch,16,4,7,99,18,14,5,9,5,7.0714285714,15,3.6000000000,8
asym_branch,16,5,8,163,33,22,8,10,5,7.4090909091,15,4.1250000000,8
asym_branch,16,6,9,256,126,24,10,12,7,10.6666666667,64,12.6000000000,64
asym_branch,16,7,10,386,126,25,10,13,7,15.4400000000,130,12.6000000000,64
asym_branch,16,8,11,562,172,28,11,16,8,20.0714285714,130,15.6363636364,64
asym_branch,16,9,12,794,404,29,12,17,9,27.3793103448,232,33.6666666667,232
asym_branch,16,10,13,1093,404,30,12,17,9,36.4333333333,299,33.6666666667,232
asym_branch,16,11,14,1471,573,38,17,22,13,38.7105263158,299,33.7058823529,232
asym_branch,16,12,15,1941,665,40,18,24,14,48.5250000000,378,36.9444444444,232
asym_branch,16,13,16,2517,771,46,20,25,14,54.7173913043,378,38.5500000000,232
asym_branch,16,14,17,3214,981,66,28,36,18,48.6969696970,378,35.0357142857,232
asym_branch,16,15,18,4048,1787,82,41,43,22,49.3658536585,378,43.5853658537,232
asym_branch,16,16,19,5036,2151,104,51,50,24,48.4230769231,378,42.1764705882,232
asym_branch,16,17,20,6196,2614,116,61,56,29,53.4137931034,576,42.8524590164,232
asym_branch,16,18,21,7547,3218,173,95,60,32,43.6242774566,576,33.8736842105,232
asym_branch,16,19,22,9109,4677,205,117,61,33,44.4341463415,576,39.9743589744,576
asym_branch,16,20,23,10903,5730,279,154,80,41,39.0788530466,576,37.2077922078,576
asym_branch,16,21,24,12951,6346,353,194,95,48,36.6883852691,576,32.7113402062,576
asym_branch,16,22,25,15276,6621,375,199,105,52,40.7360000000,1160,33.2713567839,576
asym_branch,16,23,26,17902,6856,434,208,116,55,41.2488479263,1160,32.9615384615,576
asym_branch,16,24,27,20854,8748,513,236,126,63,40.6510721248,1160,37.0677966102,697
asym_branch,16,25,28,24158,9676,592,274,134,66,40.8074324324,1160,35.3138686131,697
asym_branch,17,1,4,16,13,7,4,6,4,2.2857142857,8,3.2500000000,8
asym_branch,17,2,5,31,13,8,4,7,4,3.8750000000,15,3.2500000000,8
asym_branch,17,3,6,57,13,10,4,8,4,5.7000000000,15,3.2500000000,8
asym_branch,17,4,7,99,18,14,5,9,5,7.0714285714,15,3.6000000000,8
asym_branch,17,5,8,163,33,22,8,10,5,7.4090909091,15,4.1250000000,8
asym_branch,17,6,9,256,126,24,10,12,7,10.6666666667,64,12.6000000000,64
asym_branch,17,7,10,386,126,26,10,14,7,14.8461538462,93,12.6000000000,64
asym_branch,17,8,11,562,172,28,11,16,8,20.0714285714,130,15.6363636364,64
asym_branch,17,9,12,794,404,29,12,17,9,27.3793103448,232,33.6666666667,232
asym_branch,17,10,13,1093,404,30,12,17,9,36.4333333333,299,33.6666666667,232
asym_branch,17,11,14,1471,404,32,12,17,9,45.9687500000,299,33.6666666667,232
asym_branch,17,12,15,1941,517,40,14,22,10,48.5250000000,299,36.9285714286,232
asym_branch,17,13,16,2517,754,58,22,31,15,43.3965517241,299,34.2727272727,232
asym_branch,17,14,17,3214,1070,92,39,37,18,34.9347826087,299,27.4358974359,232
asym_branch,17,15,18,4048,1904,104,51,46,27,38.9230769231,299,37.3333333333,299
asym_branch,17,16,19,5036,2284,116,59,52,30,43.4137931034,470,38.7118644068,299
asym_branch,17,17,20,6196,3368,155,86,62,34,39.9741935484,470,39.1627906977,299
asym_branch,17,18,21,7547,4004,169,96,70,39,44.6568047337,576,41.7083333333,299
asym_branch,17,19,22,9109,4297,201,103,81,41,45.3184079602,576,41.7184466019,299
asym_branch,17,20,23,10903,5011,235,124,90,48,46.3957446809,576,40.4112903226,299
asym_branch,17,21,24,12951,5710,288,145,100,51,44.9687500000,576,39.3793103448,299
asym_branch,17,22,25,15276,6475,416,203,111,56,36.7211538462,576,31.8965517241,299
asym_branch,17,23,26,17902,7583,469,233,119,61,38.1705756930,988,32.5450643777,299
asym_branch,17,24,27,20854,9565,670,313,135,69,31.1253731343,988,30.5591054313,299
asym_branch,17,25,28,24158,10366,886,411,148,76,27.2663656885,988,25.2214111922,299
asym_branch,18,1,4,16,13,7,4,6,4,2.2857142857,8,3.2500000000,8
asym_branch,18,2,5,31,24,14,7,9,6,2.2142857143,8,3.4285714286,8
asym_branch,18,3,6,57,24,16,7,11,6,3.5625000000,15,3.4285714286,8
asym_branch,18,4,7,99,40,18,8,13,7,5.5000000000,26,5.0000000000,16
asym_branch,18,5,8,163,104,19,9,14,8,8.5789473684,64,11.5555555556,64
asym_branch,18,6,9,256,149,24,11,17,9,10.6666666667,64,13.5454545455,64
asym_branch,18,7,10,386,149,26,11,18,9,14.8461538462,93,13.5454545455,64
asym_branch,18,8,11,562,149,30,11,20,9,18.7333333333,93,13.5454545455,64
asym_branch,18,9,12,794,334,40,17,26,11,19.8500000000,93,19.6470588235,64
asym_branch,18,10,13,1093,633,42,19,28,13,26.0238095238,232,33.3157894737,232
asym_branch,18,11,14,1471,633,44,19,30,13,33.4318181818,299,33.3157894737,232
asym_branch,18,12,15,1941,1024,52,25,33,15,37.3269230769,299,40.9600000000,232
asym_branch,18,13,16,2517,1222,55,27,35,16,45.7636363636,378,45.2592592593,232
asym_branch,18,14,17,3214,1512,65,32,39,18,49.4461538462,378,47.2500000000,232
asym_branch,18,15,18,4048,2042,84,44,45,20,48.1904761905,378,46.4090909091,232
asym_branch,18,16,19,5036,2391,135,64,61,27,37.3037037037,378,37.3593750000,232
asym_branch,18,17,20,6196,2667,156,72,68,30,39.7179487179,378,37.0416666667,232
asym_branch,18,18,21,7547,3161,215,97,71,33,35.1023255814,378,32.5876288660,232
asym_branch,18,19,22,9109,3409,237,109,77,36,38.4345991561,697,31.2752293578,232
asym_branch,18,20,23,10903,4662,296,145,88,42,36.8344594595,697,32.1517241379,470
asym_branch,18,21,24,12951,6408,365,194,105,57,35.4821917808,697,33.0309278351,470
asym_branch,18,22,25,15276,6760,444,225,110,57,34.4054054054,697,30.0444444444,470
asym_branch,18,23,26,17902,7215,524,247,123,60,34.1641221374,697,29.2105263158,470
asym_branch,18,24,27,20854,8297,707,324,140,65,29.4964639321,697,25.6080246914,470
asym_branch,18,25,28,24158,9717,855,413,157,79,28.2549707602,697,23.5278450363,470
asym_branch,19,1,4,16,13,7,4,6,4,2.2857142857,8,3.2500000000,8
asym_branch,19,2,5,31,13,8,4,7,4,3.8750000000,15,3.2500000000,8
asym_branch,19,3,6,57,13,12,4,10,4,4.7500000000,15,3.2500000000,8
asym_branch,19,4,7,99,13,16,4,12,4,6.1875000000,15,3.2500000000,8
asym_branch,19,5,8,163,24,32,7,20,6,5.0937500000,15,3.4285714286,8
asym_branch,19,6,9,256,79,40,12,25,10,6.4000000000,26,6.5833333333,16
asym_branch,19,7,10,386,112,78,21,35,13,4.9487179487,26,5.3333333333,16
asym_branch,19,8,11,562,271,86,26,37,14,6.5348837209,64,10.4230769231,64
asym_branch,19,9,12,794,271,94,26,38,14,8.4468085106,93,10.4230769231,64
asym_branch,19,10,13,1093,401,134,42,49,17,8.1567164179,93,9.5476190476,64
asym_branch,19,11,14,1471,695,171,65,55,20,8.6023391813,93,10.6923076923,64
asym_branch,19,12,15,1941,866,193,79,65,26,10.0569948187,130,10.9620253165,64
asym_branch,19,13,16,2517,1363,229,111,78,37,10.9912663755,130,12.2792792793,93
asym_branch,19,14,17,3214,1733,271,138,88,46,11.8597785978,130,12.5579710145,93
asym_branch,19,15,18,4048,1989,289,146,97,50,14.0069204152,299,13.6232876712,93
asym_branch,19,16,19,5036,2063,341,157,112,54,14.7683284457,299,13.1401273885,93
asym_branch,19,17,20,6196,2808,401,183,120,58,15.4513715711,299,15.3442622951,232
asym_branch,19,18,21,7547,3370,461,221,130,64,16.3709327549,299,15.2488687783,232
asym_branch,19,19,22,9109,4168,624,300,149,71,14.5977564103,299,13.8933333333,232
