mode,family_semantics,severity,threshold_fraction,support_width,samples,mean_weighted_native_overlap,mean_induced_certificate_correlation,certification_rescue_rate,primary_signal_semantics,guardrail_semantics,anchoring_status,support_overlap,frontier_overlap,orientation_overlap,ledger_overlap,causal_past_overlap,bdg_kernel_overlap,firewall_overlap,concrete_support_overlap_v1_5,concrete_frontier_overlap_v1_5,concrete_orientation_link_overlap_v1_5,concrete_ledger_overlap_v1_5,concrete_causal_past_overlap_v1_5,concrete_bdg_kernel_overlap_v1_5,concrete_firewall_overlap_v1_5,graphs_sampled
ledger_failure,at_least_k,1.0,0.25,2,430,0.435563,0.435563,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658,0.7092592592592593,0.06666666666666667,0.20365961199294533,0.8213756613756613,0.7092592592592593,0.8218518518518518,0.13999999999999999,5
ledger_failure,at_least_k,1.0,0.25,3,476,0.423733,0.423733,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.619029,0.461096,0.450049,0.48298,0.7562962962962964,0.2,0.21197290363957028,0.8776455026455026,0.7562962962962964,0.8918871252204585,0.33698412698412705,5
ledger_failure,at_least_k,1.0,0.25,4,440,0.420024,0.420024,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.614318,0.457361,0.44056,0.464683,0.7526455026455027,0.1222222222222222,0.2072246272246272,0.887257495590829,0.7526455026455027,0.8550970017636684,0.3066666666666667,5
ledger_failure,at_least_k,1.0,0.5,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6351851851851851,0.06666666666666667,0.17092592592592593,0.7664021164021164,0.6351851851851851,0.7796296296296296,0.13999999999999999,5
ledger_failure,at_least_k,1.0,0.5,2,430,0.435563,0.435563,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658,0.778888888888889,0.337037037037037,0.23089947089947094,0.9141975308641974,0.778888888888889,0.9323809523809523,0.40555555555555556,5
ledger_failure,at_least_k,1.0,0.5,3,476,0.565849,0.565849,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.5,0.5,0.5,0.716662,0.598398,0.5822,0.585274,0.6629629629629629,0.15925925925925927,0.1778747795414462,0.8244444444444443,0.6629629629629629,0.7897354497354497,0.33999999999999997,5
ledger_failure,at_least_k,1.0,0.5,4,440,0.508639,0.508639,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.436364,0.436364,0.436364,0.678448,0.543352,0.524495,0.524466,0.7374074074074074,0.24074074074074076,0.2255026455026455,0.8625044091710758,0.7374074074074074,0.8695767195767194,0.19444444444444442,5
ledger_failure,at_least_k,1.0,0.75,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7588888888888888,0.2148148148148148,0.20696328362995028,0.8728395061728396,0.7588888888888888,0.8945326278659612,0.27444444444444444,5
ledger_failure,at_least_k,1.0,0.75,2,430,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7333333333333334,0.15555555555555553,0.18915985249318581,0.8781481481481481,0.7333333333333334,0.819400352733686,0.31074074074074076,5
ledger_failure,at_least_k,1.0,0.75,3,476,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5444444444444445,0.03333333333333333,0.10906525573192241,0.6621428571428571,0.5444444444444445,0.6653968253968253,0.18333333333333332,5
ledger_failure,at_least_k,1.0,0.75,4,440,0.649869,0.649869,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.6,0.6,0.6,0.775978,0.678955,0.663139,0.63005,0.7722222222222223,0.1,0.2357583774250441,0.8675925925925926,0.7722222222222223,0.8782010582010582,0.16111111111111112,5
