motif,candidate_past,support_cut,frontier_sufficient_for_motif,local_ledger_compatible,carrier_represented_by_frontier,selector_compatible,no_extra_random_labels,no_particle_label_primitives,qN1_signature,local_conserved,sign_links,sign_link_count,orientation_witness_declared,site
renewal_2,"[0, 1]",[1],True,True,True,True,True,True,7,True,"[{""dst"": 2, ""sign"": -1, ""src"": 1}]",1,True,24
renewal_3,"[0, 1, 2]",[2],True,True,True,True,True,True,7,True,"[{""dst"": 3, ""sign"": -1, ""src"": 2}]",1,True,24
choice_A_3,"[0, 1, 2]",[2],True,True,True,True,True,True,7,True,"[{""dst"": 3, ""sign"": -1, ""src"": 2}]",1,True,24
choice_B_3,"[0, 1, 2]",[2],True,True,True,True,True,True,7,True,"[{""dst"": 3, ""sign"": -1, ""src"": 2}]",1,True,24
renewal_4,"[0, 1, 2, 3]",[3],True,True,True,True,True,False,7,True,"[{""dst"": 4, ""sign"": 1, ""src"": 3}]",1,True,24
renewal_5,"[0, 1, 2, 3, 4]",[4],True,True,True,True,True,True,7,True,"[{""dst"": 5, ""sign"": 1, ""src"": 4}]",1,True,24
choice_A_5,"[0, 1, 2, 3, 4]",[4],True,True,True,True,True,True,7,True,"[{""dst"": 5, ""sign"": -1, ""src"": 4}]",1,True,24
choice_B_5,"[0, 1, 2, 3, 4]",[4],True,True,True,True,False,True,7,True,"[{""dst"": 5, ""sign"": 1, ""src"": 4}]",1,True,24
renewal_6,"[0, 1, 2, 3, 4, 5]",[5],True,True,True,True,True,True,7,True,"[{""dst"": 6, ""sign"": 1, ""src"": 5}]",1,True,24
renewal_7,"[0, 1, 2, 3, 4, 5, 6]",[6],True,True,True,True,False,True,7,True,"[{""dst"": 7, ""sign"": 1, ""src"": 6}]",1,True,24
choice_A_7,"[0, 1, 2, 3, 4, 5, 6]",[6],True,True,True,True,True,True,7,True,"[{""dst"": 7, ""sign"": -1, ""src"": 6}]",1,True,24
choice_B_7,"[0, 1, 2, 3, 4, 5, 6]",[6],True,True,True,True,True,True,7,True,"[{""dst"": 7, ""sign"": -1, ""src"": 6}]",1,True,24
renewal_8,"[0, 1, 2, 3, 4, 5, 6, 7]",[7],True,True,True,True,True,True,7,True,"[{""dst"": 8, ""sign"": -1, ""src"": 7}]",1,True,24
choice_A_8,"[0, 1, 2, 3, 4, 5, 6, 7]",[7],True,True,True,True,True,True,7,True,"[{""dst"": 8, ""sign"": 1, ""src"": 7}]",1,True,24
choice_B_8,"[0, 1, 2, 3, 4, 5, 6, 7]",[7],True,True,True,True,True,True,7,True,"[{""dst"": 8, ""sign"": -1, ""src"": 7}]",1,True,24
renewal_9,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",[8],True,True,True,True,True,True,7,True,"[{""dst"": 9, ""sign"": 1, ""src"": 8}]",1,True,24
renewal_10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[9],True,True,True,True,True,True,7,True,"[{""dst"": 10, ""sign"": 1, ""src"": 9}]",1,True,24
choice_A_10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[9],True,True,True,True,True,True,7,True,"[{""dst"": 10, ""sign"": 1, ""src"": 9}]",1,True,24
choice_B_10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[9],True,True,True,True,True,True,7,True,"[{""dst"": 10, ""sign"": 1, ""src"": 9}]",1,True,24
renewal_11,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[10],True,True,True,True,True,True,7,True,"[{""dst"": 11, ""sign"": -1, ""src"": 10}]",1,True,24
renewal_12,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[11],True,True,True,True,True,True,7,True,"[{""dst"": 12, ""sign"": 1, ""src"": 11}]",1,True,24
renewal_13,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[12],True,True,True,True,True,True,7,True,"[{""dst"": 13, ""sign"": -1, ""src"": 12}]",1,True,24
renewal_14,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",[13],True,True,True,True,True,True,7,True,"[{""dst"": 14, ""sign"": -1, ""src"": 13}]",1,True,24
renewal_15,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",[14],True,True,True,True,True,True,7,True,"[{""dst"": 15, ""sign"": -1, ""src"": 14}]",1,True,24
renewal_16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",[15],True,True,True,True,True,True,7,False,"[{""dst"": 16, ""sign"": -1, ""src"": 15}]",1,True,24
renewal_17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",[16],True,True,True,True,True,True,7,True,"[{""dst"": 17, ""sign"": -1, ""src"": 16}]",1,True,24
renewal_18,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",[17],True,True,True,True,True,True,7,True,"[{""dst"": 18, ""sign"": 1, ""src"": 17}]",1,True,24
choice_A_18,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",[17],True,True,True,True,True,True,7,True,"[{""dst"": 18, ""sign"": 1, ""src"": 17}]",1,True,24
choice_B_18,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",[17],True,True,True,True,True,True,7,True,"[{""dst"": 18, ""sign"": 1, ""src"": 17}]",1,True,24
renewal_19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",[18],True,True,True,True,True,True,7,True,"[{""dst"": 19, ""sign"": 1, ""src"": 18}]",1,True,24
renewal_20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",[19],True,True,True,True,True,True,7,True,"[{""dst"": 20, ""sign"": -1, ""src"": 19}]",1,True,24
choice_A_20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",[19],True,True,True,True,True,True,7,True,"[{""dst"": 20, ""sign"": 1, ""src"": 19}]",1,True,24
choice_B_20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",[19],True,True,True,True,True,True,7,True,"[{""dst"": 20, ""sign"": -1, ""src"": 19}]",1,True,24
renewal_21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",[20],True,True,True,True,True,True,7,True,"[{""dst"": 21, ""sign"": -1, ""src"": 20}]",1,True,24
renewal_22,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",[21],True,True,True,True,True,True,7,True,"[{""dst"": 22, ""sign"": -1, ""src"": 21}]",1,True,24
choice_A_22,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",[21],True,True,True,True,True,True,7,True,"[{""dst"": 22, ""sign"": 1, ""src"": 21}]",1,True,24
choice_B_22,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",[21],True,True,True,True,True,True,7,True,"[{""dst"": 22, ""sign"": -1, ""src"": 21}]",1,True,24
renewal_23,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",[22],True,True,True,True,True,True,7,True,"[{""dst"": 23, ""sign"": 1, ""src"": 22}]",1,True,24
renewal_24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",[23],True,True,True,True,True,True,7,True,"[{""dst"": 24, ""sign"": -1, ""src"": 23}]",1,True,24
