config_id,source,keying,mode,family_semantics,orientation_bin,support_width,family_size,rows,bin_rows,fraction
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,ledger_failure,augmented_exact_k,low,2,1,1143,10800,0.10583333333333333
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,ledger_failure,augmented_exact_k,low,3,1,1284,10800,0.11888888888888889
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,ledger_failure,augmented_exact_k,medium,1,1,5856,10800,0.5422222222222223
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,ledger_failure,augmented_exact_k,medium,2,1,792,10800,0.07333333333333333
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,ledger_failure,augmented_exact_k,medium,3,1,858,10800,0.07944444444444444
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,ledger_failure,augmented_exact_k,medium,3,4,1314,10800,0.12166666666666667
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,ledger_failure,augmented_exact_k,medium,4,5,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,at_least_k,high,2,3,2268,10800,0.21
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,at_least_k,high,3,4,2142,10800,0.19833333333333333
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,at_least_k,high,3,7,1296,10800,0.12
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,at_least_k,high,4,5,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,at_least_k,high,4,11,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,at_least_k,high,4,15,1134,10800,0.105
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,at_least_k,low,1,1,8373,10800,0.7752777777777777
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,at_least_k,low,2,1,1143,10800,0.10583333333333333
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,at_least_k,low,3,1,1284,10800,0.11888888888888889
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,at_least_k,medium,1,1,5856,10800,0.5422222222222223
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,at_least_k,medium,2,1,792,10800,0.07333333333333333
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,at_least_k,medium,2,3,1602,10800,0.14833333333333334
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,at_least_k,medium,3,1,858,10800,0.07944444444444444
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,at_least_k,medium,3,7,846,10800,0.07833333333333334
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,at_least_k,medium,4,15,846,10800,0.07833333333333334
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,augmented_exact_k,high,2,3,3870,10800,0.35833333333333334
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,augmented_exact_k,high,3,4,2970,10800,0.275
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,augmented_exact_k,high,4,5,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,augmented_exact_k,high,4,7,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,augmented_exact_k,low,1,1,8373,10800,0.7752777777777777
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,augmented_exact_k,low,2,1,1143,10800,0.10583333333333333
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,augmented_exact_k,low,3,1,1284,10800,0.11888888888888889
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,augmented_exact_k,medium,1,1,5856,10800,0.5422222222222223
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,augmented_exact_k,medium,2,1,792,10800,0.07333333333333333
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,augmented_exact_k,medium,3,1,858,10800,0.07944444444444444
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,augmented_exact_k,medium,3,4,1314,10800,0.12166666666666667
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,augmented_exact_k,medium,4,5,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,at_least_k,high,2,3,2268,10800,0.21
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,at_least_k,high,3,4,2142,10800,0.19833333333333333
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,at_least_k,high,3,7,1296,10800,0.12
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,at_least_k,high,4,5,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,at_least_k,high,4,11,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,at_least_k,high,4,15,1134,10800,0.105
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,at_least_k,low,1,1,8373,10800,0.7752777777777777
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,at_least_k,low,2,1,1143,10800,0.10583333333333333
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,at_least_k,low,3,1,1284,10800,0.11888888888888889
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,at_least_k,medium,1,1,5856,10800,0.5422222222222223
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,at_least_k,medium,2,1,792,10800,0.07333333333333333
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,at_least_k,medium,2,3,1602,10800,0.14833333333333334
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,at_least_k,medium,3,1,858,10800,0.07944444444444444
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,at_least_k,medium,3,7,846,10800,0.07833333333333334
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,at_least_k,medium,4,15,846,10800,0.07833333333333334
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,augmented_exact_k,high,2,3,3870,10800,0.35833333333333334
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,augmented_exact_k,high,3,4,2970,10800,0.275
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,augmented_exact_k,high,4,5,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,augmented_exact_k,high,4,7,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,augmented_exact_k,low,1,1,8373,10800,0.7752777777777777
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,augmented_exact_k,low,2,1,1143,10800,0.10583333333333333
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,augmented_exact_k,low,3,1,1284,10800,0.11888888888888889
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,augmented_exact_k,medium,1,1,5856,10800,0.5422222222222223
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,augmented_exact_k,medium,2,1,792,10800,0.07333333333333333
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,augmented_exact_k,medium,3,1,858,10800,0.07944444444444444
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,augmented_exact_k,medium,3,4,1314,10800,0.12166666666666667
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,augmented_exact_k,medium,4,5,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,at_least_k,high,2,3,2268,10800,0.21
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,at_least_k,high,3,4,2142,10800,0.19833333333333333
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,at_least_k,high,3,7,1296,10800,0.12
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,at_least_k,high,4,5,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,at_least_k,high,4,11,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,at_least_k,high,4,15,1134,10800,0.105
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,at_least_k,low,1,1,8373,10800,0.7752777777777777
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,at_least_k,low,2,1,1143,10800,0.10583333333333333
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,at_least_k,low,3,1,1284,10800,0.11888888888888889
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,at_least_k,medium,1,1,5856,10800,0.5422222222222223
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,at_least_k,medium,2,1,792,10800,0.07333333333333333
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,at_least_k,medium,2,3,1602,10800,0.14833333333333334
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,at_least_k,medium,3,1,858,10800,0.07944444444444444
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,at_least_k,medium,3,7,846,10800,0.07833333333333334
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,at_least_k,medium,4,15,846,10800,0.07833333333333334
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,augmented_exact_k,high,2,3,3870,10800,0.35833333333333334
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,augmented_exact_k,high,3,4,2970,10800,0.275
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,augmented_exact_k,high,4,5,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,augmented_exact_k,high,4,7,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,augmented_exact_k,low,1,1,8373,10800,0.7752777777777777
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,augmented_exact_k,low,2,1,1143,10800,0.10583333333333333
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,augmented_exact_k,low,3,1,1284,10800,0.11888888888888889
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,augmented_exact_k,medium,1,1,5856,10800,0.5422222222222223
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,augmented_exact_k,medium,2,1,792,10800,0.07333333333333333
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,augmented_exact_k,medium,3,1,858,10800,0.07944444444444444
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,augmented_exact_k,medium,3,4,1314,10800,0.12166666666666667
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,augmented_exact_k,medium,4,5,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,at_least_k,high,2,3,2268,10800,0.21
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,at_least_k,high,3,4,2142,10800,0.19833333333333333
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,at_least_k,high,3,7,1296,10800,0.12
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,at_least_k,high,4,5,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,at_least_k,high,4,11,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,at_least_k,high,4,15,1134,10800,0.105
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,at_least_k,low,1,1,8373,10800,0.7752777777777777
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,at_least_k,low,2,1,1143,10800,0.10583333333333333
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,at_least_k,low,3,1,1284,10800,0.11888888888888889
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,at_least_k,medium,1,1,5856,10800,0.5422222222222223
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,at_least_k,medium,2,1,792,10800,0.07333333333333333
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,at_least_k,medium,2,3,1602,10800,0.14833333333333334
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,at_least_k,medium,3,1,858,10800,0.07944444444444444
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,at_least_k,medium,3,7,846,10800,0.07833333333333334
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,at_least_k,medium,4,15,846,10800,0.07833333333333334
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,augmented_exact_k,high,2,3,3870,10800,0.35833333333333334
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,augmented_exact_k,high,3,4,2970,10800,0.275
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,augmented_exact_k,high,4,5,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,augmented_exact_k,high,4,7,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,augmented_exact_k,low,1,1,8373,10800,0.7752777777777777
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,augmented_exact_k,low,2,1,1143,10800,0.10583333333333333
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,augmented_exact_k,low,3,1,1284,10800,0.11888888888888889
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,augmented_exact_k,medium,1,1,5856,10800,0.5422222222222223
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,augmented_exact_k,medium,2,1,792,10800,0.07333333333333333
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,augmented_exact_k,medium,3,1,858,10800,0.07944444444444444
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,augmented_exact_k,medium,3,4,1314,10800,0.12166666666666667
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,augmented_exact_k,medium,4,5,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,at_least_k,high,2,3,2268,10800,0.21
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,at_least_k,high,3,4,2142,10800,0.19833333333333333
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,at_least_k,high,3,7,1296,10800,0.12
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,at_least_k,high,4,5,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,at_least_k,high,4,11,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,at_least_k,high,4,15,1134,10800,0.105
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,at_least_k,low,1,1,8373,10800,0.7752777777777777
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,at_least_k,low,2,1,1143,10800,0.10583333333333333
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,at_least_k,low,3,1,1284,10800,0.11888888888888889
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,at_least_k,medium,1,1,5856,10800,0.5422222222222223
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,at_least_k,medium,2,1,792,10800,0.07333333333333333
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,at_least_k,medium,2,3,1602,10800,0.14833333333333334
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,at_least_k,medium,3,1,858,10800,0.07944444444444444
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,at_least_k,medium,3,7,846,10800,0.07833333333333334
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,at_least_k,medium,4,15,846,10800,0.07833333333333334
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,augmented_exact_k,high,2,3,3870,10800,0.35833333333333334
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,augmented_exact_k,high,3,4,2970,10800,0.275
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,augmented_exact_k,high,4,5,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,augmented_exact_k,high,4,7,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,augmented_exact_k,low,1,1,8373,10800,0.7752777777777777
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,augmented_exact_k,low,2,1,1143,10800,0.10583333333333333
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,augmented_exact_k,low,3,1,1284,10800,0.11888888888888889
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,augmented_exact_k,medium,1,1,5856,10800,0.5422222222222223
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,augmented_exact_k,medium,2,1,792,10800,0.07333333333333333
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,augmented_exact_k,medium,3,1,858,10800,0.07944444444444444
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,augmented_exact_k,medium,3,4,1314,10800,0.12166666666666667
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,augmented_exact_k,medium,4,5,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,high,1,1,2665,10800,0.24675925925925926
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,high,2,1,348,10800,0.03222222222222222
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,high,2,3,696,10800,0.06444444444444444
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,high,3,1,330,10800,0.030555555555555555
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,high,3,4,330,10800,0.030555555555555555
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,high,3,7,2142,10800,0.19833333333333333
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,high,4,5,329,10800,0.030462962962962963
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,high,4,11,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,high,4,15,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,low,1,1,5838,10800,0.5405555555555556
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,low,2,1,803,10800,0.07435185185185185
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,low,2,3,1606,10800,0.1487037037037037
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,low,3,1,853,10800,0.07898148148148149
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,low,3,4,854,10800,0.07907407407407407
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,low,4,5,846,10800,0.07833333333333334
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,medium,1,1,5726,10800,0.5301851851851852
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,medium,2,1,784,10800,0.0725925925925926
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,medium,2,3,1568,10800,0.1451851851851852
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,medium,3,1,959,10800,0.08879629629629629
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,medium,3,4,958,10800,0.0887037037037037
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,at_least_k,medium,4,5,805,10800,0.07453703703703704
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,high,1,1,4307,10800,0.3987962962962963
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,high,2,1,549,10800,0.050833333333333335
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,high,2,3,1098,10800,0.10166666666666667
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,high,3,1,590,10800,0.05462962962962963
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,high,3,4,1180,10800,0.10925925925925926
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,high,4,5,1096,10800,0.10148148148148148
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,high,4,7,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,low,1,1,5020,10800,0.4648148148148148
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,low,2,1,710,10800,0.06574074074074074
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,low,2,3,1420,10800,0.13148148148148148
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,low,3,1,752,10800,0.06962962962962962
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,low,3,4,1504,10800,0.13925925925925925
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,low,4,5,1394,10800,0.12907407407407406
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,medium,1,1,4902,10800,0.4538888888888889
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,medium,2,1,676,10800,0.06259259259259259
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,medium,2,3,1352,10800,0.12518518518518518
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,medium,3,1,800,10800,0.07407407407407407
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,medium,3,4,1600,10800,0.14814814814814814
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,ledger_failure,augmented_exact_k,medium,4,5,1470,10800,0.1361111111111111
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,high,1,1,2665,10800,0.24675925925925926
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,high,2,1,348,10800,0.03222222222222222
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,high,2,3,696,10800,0.06444444444444444
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,high,3,1,330,10800,0.030555555555555555
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,high,3,4,330,10800,0.030555555555555555
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,high,3,7,2142,10800,0.19833333333333333
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,high,4,5,329,10800,0.030462962962962963
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,high,4,11,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,high,4,15,1980,10800,0.18333333333333332
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,low,1,1,5838,10800,0.5405555555555556
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,low,2,1,803,10800,0.07435185185185185
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,low,2,3,1606,10800,0.1487037037037037
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,low,3,1,853,10800,0.07898148148148149
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,low,3,4,854,10800,0.07907407407407407
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,low,4,5,846,10800,0.07833333333333334
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,medium,1,1,5726,10800,0.5301851851851852
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,medium,2,1,784,10800,0.0725925925925926
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,medium,2,3,1568,10800,0.1451851851851852
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,medium,3,1,959,10800,0.08879629629629629
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,medium,3,4,958,10800,0.0887037037037037
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,at_least_k,medium,4,5,805,10800,0.07453703703703704
outputs,v1_7_matched_graph_keyed_trials,member_indexed_edge_pair,orientation_degradation,augmented_exact_k,high,1,1,4307,10800,0.3987962962962963
