config_id,source,keying,surface,mode,family_semantics,threshold_fraction,support_width,family_size,rows,orientation_bins,low_rows,high_rows,estimable_low_high,medium_rows,mean_orientation_overlap
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,ledger_failure,augmented_exact_k,0.75,1,1,4743,low;medium,2791,0,False,1952,0.0
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,ledger_failure,augmented_exact_k,0.75,2,1,1935,low;medium,1143,0,False,792,0.0
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,ledger_failure,augmented_exact_k,0.75,3,1,2142,low;medium,1284,0,False,858,0.0
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,ledger_failure,augmented_exact_k,0.75,4,5,1980,high,0,1980,False,0,0.5999999999999999
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,at_least_k,0.25,1,1,4743,low;medium,2791,0,False,1952,0.0
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,at_least_k,0.25,2,3,1935,high;medium,0,1134,False,801,0.3333333333333332
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,at_least_k,0.25,3,7,2142,high;medium,0,1296,False,846,0.33333333333333326
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,at_least_k,0.25,4,15,1980,high;medium,0,1134,False,846,0.33333333333333326
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,at_least_k,0.5,1,1,4743,low;medium,2791,0,False,1952,0.0
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,at_least_k,0.5,2,3,1935,high;medium,0,1134,False,801,0.3333333333333332
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,at_least_k,0.5,3,4,2142,high,0,2142,False,0,0.5
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,at_least_k,0.5,4,11,1980,high,0,1980,False,0,0.43636363636363645
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,at_least_k,0.75,1,1,4743,low;medium,2791,0,False,1952,0.0
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,at_least_k,0.75,2,1,1935,low;medium,1143,0,False,792,0.0
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,at_least_k,0.75,3,1,2142,low;medium,1284,0,False,858,0.0
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,at_least_k,0.75,4,5,1980,high,0,1980,False,0,0.5999999999999999
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,augmented_exact_k,0.25,1,1,4743,low;medium,2791,0,False,1952,0.0
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,augmented_exact_k,0.25,2,3,1935,high,0,1935,False,0,0.3333333333333332
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,augmented_exact_k,0.25,3,4,2142,high;medium,0,828,False,1314,0.16666666666666657
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,augmented_exact_k,0.25,4,5,1980,medium,0,0,False,1980,0.10000000000000002
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,augmented_exact_k,0.5,1,1,4743,low;medium,2791,0,False,1952,0.0
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,augmented_exact_k,0.5,2,3,1935,high,0,1935,False,0,0.3333333333333332
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,augmented_exact_k,0.5,3,4,2142,high,0,2142,False,0,0.5
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,augmented_exact_k,0.5,4,7,1980,high,0,1980,False,0,0.33333333333333326
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,v1_7_orientation_overlap,orientation_degradation,augmented_exact_k,0.75,1,1,4743,low;medium,2791,0,False,1952,0.0
