config_id,source,keying,mode,family_semantics,threshold_fraction,orientation_bins,estimable_joint_fraction,recommendation
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,orientation_degradation,augmented_exact_k,0.25,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,orientation_degradation,augmented_exact_k,0.5,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,orientation_degradation,augmented_exact_k,0.75,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,selector_stress,at_least_k,0.25,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,selector_stress,at_least_k,0.5,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,selector_stress,at_least_k,0.75,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,selector_stress,augmented_exact_k,0.25,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,selector_stress,augmented_exact_k,0.5,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_direction_only,selector_stress,augmented_exact_k,0.75,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,ledger_failure,at_least_k,0.25,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,ledger_failure,at_least_k,0.5,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,ledger_failure,at_least_k,0.75,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,ledger_failure,augmented_exact_k,0.25,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,ledger_failure,augmented_exact_k,0.5,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,ledger_failure,augmented_exact_k,0.75,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,at_least_k,0.25,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,at_least_k,0.5,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,at_least_k,0.75,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,augmented_exact_k,0.25,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,augmented_exact_k,0.5,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,orientation_degradation,augmented_exact_k,0.75,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,at_least_k,0.25,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,at_least_k,0.5,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,at_least_k,0.75,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,augmented_exact_k,0.25,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,augmented_exact_k,0.5,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,edge_pair_signed_no_member,selector_stress,augmented_exact_k,0.75,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,at_least_k,0.25,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,at_least_k,0.5,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,at_least_k,0.75,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,augmented_exact_k,0.25,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,augmented_exact_k,0.5,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,ledger_failure,augmented_exact_k,0.75,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,at_least_k,0.25,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,at_least_k,0.5,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,at_least_k,0.75,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,augmented_exact_k,0.25,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,augmented_exact_k,0.5,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,orientation_degradation,augmented_exact_k,0.75,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,at_least_k,0.25,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,at_least_k,0.5,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
outputs,v1_7_matched_graph_keyed_trials,incidence_role_signed,selector_stress,at_least_k,0.75,high;low;medium,0.0,rebalance_width_family_bins_or_sampler
