native_certification_regime,mode,family_semantics,severity,threshold_fraction,native_overlap_bin,overlap_weight_profile,samples,support_width_count,mean_support_width,mean_family_size,mean_weighted_native_overlap,mean_induced_certificate_correlation,certification_rescue_rate,family_certification_resilience_rate,family_internal_loss_rate,strict_parent_loss_rate,comparison_valid_rate,metric_artifact_risk_rate,mean_apples_to_apples_loss_delta
native_overlap_induced,orientation_degradation,augmented_exact_k,0.75,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.258333,0.741667,0.741667,1.0,0.0,0.0
native_overlap_induced,orientation_degradation,augmented_exact_k,1.0,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
native_overlap_induced,orientation_degradation,augmented_exact_k,1.0,0.25,low,balanced,896,2,3.491071,4.491071,0.250781,0.250781,0.0,0.0,1.0,1.0,1.0,0.0,0.0
native_overlap_induced,orientation_degradation,augmented_exact_k,1.0,0.25,medium,balanced,450,2,2.044444,3.044444,0.432663,0.432663,0.0,0.0,1.0,1.0,1.0,0.0,0.0
native_overlap_induced,orientation_degradation,augmented_exact_k,1.0,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
native_overlap_induced,orientation_degradation,augmented_exact_k,1.0,0.5,medium,balanced,1346,3,3.007429,4.661218,0.476695,0.476695,0.0,0.0,1.0,1.0,1.0,0.0,0.0
native_overlap_induced,orientation_degradation,augmented_exact_k,1.0,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,1.0,1.0,1.0,0.0,0.0
native_overlap_induced,orientation_degradation,augmented_exact_k,1.0,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,1.0,1.0,1.0,0.0,0.0
native_overlap_induced,orientation_degradation,augmented_exact_k,1.0,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.0,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.0,0.25,medium,balanced,1346,3,3.007429,8.337296,0.4263,0.4263,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.0,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.0,0.5,medium,balanced,1346,3,3.007429,5.968796,0.505526,0.505526,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.0,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.0,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.0,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.25,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.25,0.25,medium,balanced,1346,3,3.007429,8.337296,0.4263,0.4263,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.25,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.25,0.5,medium,balanced,1346,3,3.007429,5.968796,0.505526,0.505526,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.25,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.25,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.25,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.5,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.5,0.25,medium,balanced,1346,3,3.007429,8.337296,0.4263,0.4263,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.5,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.5,0.5,medium,balanced,1346,3,3.007429,5.968796,0.505526,0.505526,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.5,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.5,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.5,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.75,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.75,0.25,medium,balanced,1346,3,3.007429,8.337296,0.4263,0.4263,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.75,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.75,0.5,medium,balanced,1346,3,3.007429,5.968796,0.505526,0.505526,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.75,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.75,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,0.75,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,1.0,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,1.0,0.25,medium,balanced,1346,3,3.007429,8.337296,0.4263,0.4263,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,1.0,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,1.0,0.5,medium,balanced,1346,3,3.007429,5.968796,0.505526,0.505526,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,1.0,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,1.0,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,at_least_k,1.0,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.0,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.0,0.25,low,balanced,896,2,3.491071,4.491071,0.250781,0.250781,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.0,0.25,medium,balanced,450,2,2.044444,3.044444,0.432663,0.432663,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.0,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.0,0.5,medium,balanced,1346,3,3.007429,4.661218,0.476695,0.476695,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.0,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.0,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.0,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.25,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.25,0.25,low,balanced,896,2,3.491071,4.491071,0.250781,0.250781,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.25,0.25,medium,balanced,450,2,2.044444,3.044444,0.432663,0.432663,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.25,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.25,0.5,medium,balanced,1346,3,3.007429,4.661218,0.476695,0.476695,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.25,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.25,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.25,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.5,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.5,0.25,low,balanced,896,2,3.491071,4.491071,0.250781,0.250781,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.5,0.25,medium,balanced,450,2,2.044444,3.044444,0.432663,0.432663,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.5,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.5,0.5,medium,balanced,1346,3,3.007429,4.661218,0.476695,0.476695,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.5,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.5,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.5,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.75,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.75,0.25,low,balanced,896,2,3.491071,4.491071,0.250781,0.250781,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.75,0.25,medium,balanced,450,2,2.044444,3.044444,0.432663,0.432663,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.75,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.75,0.5,medium,balanced,1346,3,3.007429,4.661218,0.476695,0.476695,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.75,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.75,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,0.75,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,1.0,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,1.0,0.25,low,balanced,896,2,3.491071,4.491071,0.250781,0.250781,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,1.0,0.25,medium,balanced,450,2,2.044444,3.044444,0.432663,0.432663,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,1.0,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,1.0,0.5,medium,balanced,1346,3,3.007429,4.661218,0.476695,0.476695,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,1.0,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,1.0,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,0.0,0.0,1.0,0.0,0.0
native_overlap_induced,selector_stress,augmented_exact_k,1.0,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.0,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.0,0.25,medium,balanced,1346,3,3.007429,8.337296,0.4263,0.4263,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.0,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.0,0.5,medium,balanced,1346,3,3.007429,5.968796,0.505526,0.505526,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.0,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.0,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.0,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.25,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.774194,0.225806,0.225806,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.25,0.25,medium,balanced,1346,3,3.007429,8.337296,0.4263,0.4263,0.0,0.70208,0.29792,0.29792,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.25,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.774194,0.225806,0.225806,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.25,0.5,medium,balanced,1346,3,3.007429,5.968796,0.505526,0.505526,0.0,0.70208,0.29792,0.29792,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.25,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.755489,0.244511,0.244511,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.25,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.623737,0.376263,0.376263,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.25,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.73375,0.26625,0.26625,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.5,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.5,0.25,medium,balanced,1346,3,3.007429,8.337296,0.4263,0.4263,0.0,0.58321,0.41679,0.41679,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.5,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.5,0.5,medium,balanced,1346,3,3.007429,5.968796,0.505526,0.505526,0.0,0.58321,0.41679,0.41679,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.5,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.538922,0.461078,0.461078,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.5,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.585859,0.414141,0.414141,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.5,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.546667,0.453333,0.453333,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.75,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.010436,0.989564,0.989564,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.75,0.25,medium,balanced,1346,3,3.007429,8.337296,0.4263,0.4263,0.0,0.269688,0.730312,0.730312,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.75,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.010436,0.989564,0.989564,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.75,0.5,medium,balanced,1346,3,3.007429,5.968796,0.505526,0.505526,0.0,0.269688,0.730312,0.730312,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.75,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.129242,0.870758,0.870758,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.75,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.290404,0.709596,0.709596,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,0.75,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.155833,0.844167,0.844167,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,1.0,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,1.0,0.25,medium,balanced,1346,3,3.007429,8.337296,0.4263,0.4263,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,1.0,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,1.0,0.5,medium,balanced,1346,3,3.007429,5.968796,0.505526,0.505526,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,1.0,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,1.0,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,at_least_k,1.0,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.0,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.0,0.25,low,balanced,896,2,3.491071,4.491071,0.250781,0.250781,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.0,0.25,medium,balanced,450,2,2.044444,3.044444,0.432663,0.432663,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.0,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.0,0.5,medium,balanced,1346,3,3.007429,4.661218,0.476695,0.476695,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.0,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.0,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.0,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.25,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.774194,0.225806,0.225806,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.25,0.25,low,balanced,896,2,3.491071,4.491071,0.250781,0.250781,0.0,0.671875,0.328125,0.328125,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.25,0.25,medium,balanced,450,2,2.044444,3.044444,0.432663,0.432663,0.0,0.762222,0.237778,0.237778,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.25,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.774194,0.225806,0.225806,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.25,0.5,medium,balanced,1346,3,3.007429,4.661218,0.476695,0.476695,0.0,0.70208,0.29792,0.29792,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.25,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.755489,0.244511,0.244511,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.25,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.623737,0.376263,0.376263,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.25,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.73375,0.26625,0.26625,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.5,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.5,0.25,low,balanced,896,2,3.491071,4.491071,0.250781,0.250781,0.0,0.612723,0.387277,0.387277,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.5,0.25,medium,balanced,450,2,2.044444,3.044444,0.432663,0.432663,0.0,0.524444,0.475556,0.475556,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.5,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.5,0.5,medium,balanced,1346,3,3.007429,4.661218,0.476695,0.476695,0.0,0.58321,0.41679,0.41679,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.5,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.538922,0.461078,0.461078,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.5,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.585859,0.414141,0.414141,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.5,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.546667,0.453333,0.453333,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.75,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.010436,0.989564,0.989564,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.75,0.25,low,balanced,896,2,3.491071,4.491071,0.250781,0.250781,0.0,0.270089,0.729911,0.729911,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.75,0.25,medium,balanced,450,2,2.044444,3.044444,0.432663,0.432663,0.0,0.268889,0.731111,0.731111,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.75,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.010436,0.989564,0.989564,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.75,0.5,medium,balanced,1346,3,3.007429,4.661218,0.476695,0.476695,0.0,0.269688,0.730312,0.730312,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.75,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.129242,0.870758,0.870758,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.75,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.290404,0.709596,0.709596,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,0.75,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.155833,0.844167,0.844167,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,1.0,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,1.0,0.25,low,balanced,896,2,3.491071,4.491071,0.250781,0.250781,0.0,0.0,1.0,1.0,1.0,0.0,0.0
