native_certification_regime,mode,family_semantics,severity,threshold_fraction,native_overlap_bin,overlap_weight_profile,samples,support_width_count,mean_support_width,mean_family_size,mean_weighted_native_overlap,mean_induced_certificate_correlation,certification_rescue_rate,family_certification_resilience_rate,family_internal_loss_rate,strict_parent_loss_rate,comparison_valid_rate,metric_artifact_risk_rate,mean_apples_to_apples_loss_delta
parent_shared_baseline,ledger_failure,augmented_exact_k,1.0,0.25,medium,balanced,450,2,2.044444,3.044444,0.432663,0.432663,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,1.0,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,1.0,0.5,medium,balanced,1346,3,3.007429,4.661218,0.476695,0.476695,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,1.0,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,1.0,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,ledger_failure,augmented_exact_k,1.0,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.0,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.0,0.25,medium,balanced,1346,3,3.007429,8.337296,0.4263,0.4263,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.0,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.0,0.5,medium,balanced,1346,3,3.007429,5.968796,0.505526,0.505526,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.0,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.0,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.0,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.25,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.501898,0.498102,0.498102,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.25,0.25,medium,balanced,1346,3,3.007429,8.337296,0.4263,0.4263,0.0,0.753343,0.246657,0.246657,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.25,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.501898,0.498102,0.498102,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.25,0.5,medium,balanced,1346,3,3.007429,5.968796,0.505526,0.505526,0.0,0.753343,0.246657,0.246657,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.25,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.616766,0.383234,0.383234,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.25,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.775253,0.224747,0.224747,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.25,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.642917,0.357083,0.357083,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.5,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.406072,0.593928,0.593928,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.5,0.25,medium,balanced,1346,3,3.007429,8.337296,0.4263,0.4263,0.0,0.470282,0.529718,0.529718,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.5,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.406072,0.593928,0.593928,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.5,0.5,medium,balanced,1346,3,3.007429,5.968796,0.505526,0.505526,0.0,0.470282,0.529718,0.529718,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.5,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.429641,0.570359,0.570359,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.5,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.505051,0.494949,0.494949,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.5,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.442083,0.557917,0.557917,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.75,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.29981,0.70019,0.70019,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.75,0.25,medium,balanced,1346,3,3.007429,8.337296,0.4263,0.4263,0.0,0.2474,0.7526,0.7526,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.75,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.29981,0.70019,0.70019,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.75,0.5,medium,balanced,1346,3,3.007429,5.968796,0.505526,0.505526,0.0,0.2474,0.7526,0.7526,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.75,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.290419,0.709581,0.709581,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.75,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.169192,0.830808,0.830808,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,0.75,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.270417,0.729583,0.729583,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,1.0,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,1.0,0.25,medium,balanced,1346,3,3.007429,8.337296,0.4263,0.4263,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,1.0,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,1.0,0.5,medium,balanced,1346,3,3.007429,5.968796,0.505526,0.505526,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,1.0,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,1.0,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,at_least_k,1.0,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.0,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.0,0.25,low,balanced,896,2,3.491071,4.491071,0.250781,0.250781,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.0,0.25,medium,balanced,450,2,2.044444,3.044444,0.432663,0.432663,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.0,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.0,0.5,medium,balanced,1346,3,3.007429,4.661218,0.476695,0.476695,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.0,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.0,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.0,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.25,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.501898,0.498102,0.498102,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.25,0.25,low,balanced,896,2,3.491071,4.491071,0.250781,0.250781,0.0,0.777902,0.222098,0.222098,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.25,0.25,medium,balanced,450,2,2.044444,3.044444,0.432663,0.432663,0.0,0.704444,0.295556,0.295556,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.25,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.501898,0.498102,0.498102,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.25,0.5,medium,balanced,1346,3,3.007429,4.661218,0.476695,0.476695,0.0,0.753343,0.246657,0.246657,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.25,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.616766,0.383234,0.383234,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.25,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.775253,0.224747,0.224747,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.25,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.642917,0.357083,0.357083,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.5,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.406072,0.593928,0.593928,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.5,0.25,low,balanced,896,2,3.491071,4.491071,0.250781,0.250781,0.0,0.458705,0.541295,0.541295,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.5,0.25,medium,balanced,450,2,2.044444,3.044444,0.432663,0.432663,0.0,0.493333,0.506667,0.506667,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.5,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.406072,0.593928,0.593928,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.5,0.5,medium,balanced,1346,3,3.007429,4.661218,0.476695,0.476695,0.0,0.470282,0.529718,0.529718,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.5,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.429641,0.570359,0.570359,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.5,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.505051,0.494949,0.494949,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.5,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.442083,0.557917,0.557917,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.75,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.29981,0.70019,0.70019,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.75,0.25,low,balanced,896,2,3.491071,4.491071,0.250781,0.250781,0.0,0.24442,0.75558,0.75558,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.75,0.25,medium,balanced,450,2,2.044444,3.044444,0.432663,0.432663,0.0,0.253333,0.746667,0.746667,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.75,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.29981,0.70019,0.70019,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.75,0.5,medium,balanced,1346,3,3.007429,4.661218,0.476695,0.476695,0.0,0.2474,0.7526,0.7526,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.75,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.290419,0.709581,0.709581,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.75,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.169192,0.830808,0.830808,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,0.75,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.270417,0.729583,0.729583,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,1.0,0.25,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,1.0,0.25,low,balanced,896,2,3.491071,4.491071,0.250781,0.250781,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,1.0,0.25,medium,balanced,450,2,2.044444,3.044444,0.432663,0.432663,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,1.0,0.5,high,balanced,1054,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,1.0,0.5,medium,balanced,1346,3,3.007429,4.661218,0.476695,0.476695,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,1.0,0.75,high,balanced,2004,4,1.755489,1.087824,0.992851,0.992851,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,1.0,0.75,medium,balanced,396,1,4.0,5.0,0.647141,0.647141,0.0,0.0,1.0,1.0,1.0,0.0,0.0
parent_shared_baseline,orientation_degradation,augmented_exact_k,1.0,1.0,high,balanced,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
