row_id,mode,family_semantics,severity,threshold_fraction,support_width,family_size,samples,support_overlap,frontier_overlap,legacy_orientation_overlap,support_frontier_overlap,per_graph_orientation_link_overlap,per_graph_orientation_link_bin,support_frontier_bin,certification_rescue_rate,per_graph_orientation_adjusted_rescue_rate,orientation_overlap_source
303,orientation_degradation,augmented_exact_k,0.75,1.0,4,10,440,1.0,1.0,1.0,1.0,0.22869424692954105,low,high,0.0,0.24296131221719464,per_graph_member_witness_tokens
304,orientation_degradation,augmented_exact_k,1.0,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.3743386243386243,medium,high,0.0,0.25652116402116404,per_graph_member_witness_tokens
305,orientation_degradation,augmented_exact_k,1.0,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.37169312169312174,medium,low,0.0,0.2576058201058201,per_graph_member_witness_tokens
306,orientation_degradation,augmented_exact_k,1.0,0.25,3,10,476,0.166667,0.166667,0.166667,0.166667,0.20478114478114479,low,low,0.0,0.3260397306397307,per_graph_member_witness_tokens
307,orientation_degradation,augmented_exact_k,1.0,0.25,4,10,440,0.1,0.1,0.1,0.1,0.17225589225589227,low,low,0.0,0.33937508417508416,per_graph_member_witness_tokens
308,orientation_degradation,augmented_exact_k,1.0,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.36772486772486773,medium,high,0.0,0.25923280423280426,per_graph_member_witness_tokens
309,orientation_degradation,augmented_exact_k,1.0,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3915343915343915,medium,low,0.0,0.2494708994708995,per_graph_member_witness_tokens
310,orientation_degradation,augmented_exact_k,1.0,0.5,3,10,476,0.5,0.5,0.5,0.5,0.1902840369507036,low,medium,0.0,0.33198354485021153,per_graph_member_witness_tokens
311,orientation_degradation,augmented_exact_k,1.0,0.5,4,10,440,0.333333,0.333333,0.333333,0.333333,0.177037037037037,low,low,0.0,0.33741481481481483,per_graph_member_witness_tokens
312,orientation_degradation,augmented_exact_k,1.0,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.40608465608465605,medium,high,0.0,0.24350529100529103,per_graph_member_witness_tokens
313,orientation_degradation,augmented_exact_k,1.0,0.75,2,10,430,1.0,1.0,1.0,1.0,0.33174603174603173,low,high,0.0,0.27398412698412705,per_graph_member_witness_tokens
314,orientation_degradation,augmented_exact_k,1.0,0.75,3,10,476,1.0,1.0,1.0,1.0,0.2056565656565656,low,high,0.0,0.3256808080808081,per_graph_member_witness_tokens
315,orientation_degradation,augmented_exact_k,1.0,0.75,4,10,440,0.6,0.6,0.6,0.6,0.1856410256410256,low,medium,0.0,0.33388717948717955,per_graph_member_witness_tokens
316,orientation_degradation,augmented_exact_k,1.0,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.36904761904761907,medium,high,0.0,0.2586904761904762,per_graph_member_witness_tokens
317,orientation_degradation,augmented_exact_k,1.0,1.0,2,10,430,1.0,1.0,1.0,1.0,0.33185185185185184,low,high,0.0,0.27394074074074076,per_graph_member_witness_tokens
318,orientation_degradation,augmented_exact_k,1.0,1.0,3,10,476,1.0,1.0,1.0,1.0,0.21675065675065672,low,high,0.0,0.32113223073223074,per_graph_member_witness_tokens
319,orientation_degradation,augmented_exact_k,1.0,1.0,4,10,440,1.0,1.0,1.0,1.0,0.19492889463477697,low,high,0.0,0.3300791531997415,per_graph_member_witness_tokens
320,selector_stress,at_least_k,0.0,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.38095238095238093,medium,high,0.0,0.0,per_graph_member_witness_tokens
321,selector_stress,at_least_k,0.0,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3558201058201058,medium,low,0.0,0.0,per_graph_member_witness_tokens
322,selector_stress,at_least_k,0.0,0.25,3,10,476,0.333333,0.333333,0.333333,0.333333,0.1979717813051146,low,low,0.0,0.0,per_graph_member_witness_tokens
323,selector_stress,at_least_k,0.0,0.25,4,10,440,0.333333,0.333333,0.333333,0.333333,0.17372134038800702,low,low,0.0,0.0,per_graph_member_witness_tokens
324,selector_stress,at_least_k,0.0,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.3637566137566137,medium,high,0.0,0.0,per_graph_member_witness_tokens
325,selector_stress,at_least_k,0.0,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.41137566137566134,medium,low,0.0,0.0,per_graph_member_witness_tokens
326,selector_stress,at_least_k,0.0,0.5,3,10,476,0.5,0.5,0.5,0.5,0.2116498316498317,low,medium,0.0,0.0,per_graph_member_witness_tokens
327,selector_stress,at_least_k,0.0,0.5,4,10,440,0.436364,0.436364,0.436364,0.436364,0.2007407407407407,low,medium,0.0,0.0,per_graph_member_witness_tokens
328,selector_stress,at_least_k,0.0,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.3566137566137567,medium,high,0.0,0.0,per_graph_member_witness_tokens
329,selector_stress,at_least_k,0.0,0.75,2,10,430,1.0,1.0,1.0,1.0,0.36904761904761907,medium,high,0.0,0.0,per_graph_member_witness_tokens
330,selector_stress,at_least_k,0.0,0.75,3,10,476,1.0,1.0,1.0,1.0,0.1999292065958732,low,high,0.0,0.0,per_graph_member_witness_tokens
331,selector_stress,at_least_k,0.0,0.75,4,10,440,0.6,0.6,0.6,0.6,0.17972027972027974,low,medium,0.0,0.0,per_graph_member_witness_tokens
332,selector_stress,at_least_k,0.0,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.37830687830687826,medium,high,0.0,0.0,per_graph_member_witness_tokens
333,selector_stress,at_least_k,0.0,1.0,2,10,430,1.0,1.0,1.0,1.0,0.37830687830687826,medium,high,0.0,0.0,per_graph_member_witness_tokens
334,selector_stress,at_least_k,0.0,1.0,3,10,476,1.0,1.0,1.0,1.0,0.1765052231718898,low,high,0.0,0.0,per_graph_member_witness_tokens
335,selector_stress,at_least_k,0.0,1.0,4,10,440,1.0,1.0,1.0,1.0,0.21204425204425198,low,high,0.0,0.0,per_graph_member_witness_tokens
336,selector_stress,at_least_k,0.25,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.3769841269841269,medium,high,0.0,0.0,per_graph_member_witness_tokens
337,selector_stress,at_least_k,0.25,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.38756613756613756,medium,low,0.0,0.0,per_graph_member_witness_tokens
338,selector_stress,at_least_k,0.25,0.25,3,10,476,0.333333,0.333333,0.333333,0.333333,0.21340388007054673,low,low,0.0,0.0,per_graph_member_witness_tokens
339,selector_stress,at_least_k,0.25,0.25,4,10,440,0.333333,0.333333,0.333333,0.333333,0.2222222222222222,low,low,0.0,0.0,per_graph_member_witness_tokens
340,selector_stress,at_least_k,0.25,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.3558201058201058,medium,high,0.0,0.0,per_graph_member_witness_tokens
341,selector_stress,at_least_k,0.25,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.36772486772486773,medium,low,0.0,0.0,per_graph_member_witness_tokens
342,selector_stress,at_least_k,0.25,0.5,3,10,476,0.5,0.5,0.5,0.5,0.19380471380471379,low,medium,0.0,0.0,per_graph_member_witness_tokens
343,selector_stress,at_least_k,0.25,0.5,4,10,440,0.436364,0.436364,0.436364,0.436364,0.17912457912457916,low,medium,0.0,0.0,per_graph_member_witness_tokens
344,selector_stress,at_least_k,0.25,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.3703703703703703,medium,high,0.0,0.0,per_graph_member_witness_tokens
345,selector_stress,at_least_k,0.25,0.75,2,10,430,1.0,1.0,1.0,1.0,0.3941798941798942,medium,high,0.0,0.0,per_graph_member_witness_tokens
346,selector_stress,at_least_k,0.25,0.75,3,10,476,1.0,1.0,1.0,1.0,0.22482776482776481,low,high,0.0,0.0,per_graph_member_witness_tokens
347,selector_stress,at_least_k,0.25,0.75,4,10,440,0.6,0.6,0.6,0.6,0.19893809893809886,low,medium,0.0,0.0,per_graph_member_witness_tokens
348,selector_stress,at_least_k,0.25,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.3703703703703704,medium,high,0.0,0.0,per_graph_member_witness_tokens
349,selector_stress,at_least_k,0.25,1.0,2,10,430,1.0,1.0,1.0,1.0,0.40026455026455027,medium,high,0.0,0.0,per_graph_member_witness_tokens
350,selector_stress,at_least_k,0.25,1.0,3,10,476,1.0,1.0,1.0,1.0,0.21098851765518434,low,high,0.0,0.0,per_graph_member_witness_tokens
351,selector_stress,at_least_k,0.25,1.0,4,10,440,1.0,1.0,1.0,1.0,0.18544566544566543,low,high,0.0,0.0,per_graph_member_witness_tokens
352,selector_stress,at_least_k,0.5,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.3730158730158729,medium,high,0.0,0.0,per_graph_member_witness_tokens
353,selector_stress,at_least_k,0.5,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3584656084656085,medium,low,0.0,0.0,per_graph_member_witness_tokens
354,selector_stress,at_least_k,0.5,0.25,3,10,476,0.333333,0.333333,0.333333,0.333333,0.21340388007054673,low,low,0.0,0.0,per_graph_member_witness_tokens
355,selector_stress,at_least_k,0.5,0.25,4,10,440,0.333333,0.333333,0.333333,0.333333,0.17989417989417988,low,low,0.0,0.0,per_graph_member_witness_tokens
356,selector_stress,at_least_k,0.5,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.3743386243386243,medium,high,0.0,0.0,per_graph_member_witness_tokens
357,selector_stress,at_least_k,0.5,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.37830687830687826,medium,low,0.0,0.0,per_graph_member_witness_tokens
358,selector_stress,at_least_k,0.5,0.5,3,10,476,0.5,0.5,0.5,0.5,0.19326599326599322,low,medium,0.0,0.0,per_graph_member_witness_tokens
359,selector_stress,at_least_k,0.5,0.5,4,10,440,0.436364,0.436364,0.436364,0.436364,0.19326599326599328,low,medium,0.0,0.0,per_graph_member_witness_tokens
360,selector_stress,at_least_k,0.5,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.4021164021164021,medium,high,0.0,0.0,per_graph_member_witness_tokens
361,selector_stress,at_least_k,0.5,0.75,2,10,430,1.0,1.0,1.0,1.0,0.3505291005291006,medium,high,0.0,0.0,per_graph_member_witness_tokens
362,selector_stress,at_least_k,0.5,0.75,3,10,476,1.0,1.0,1.0,1.0,0.20608132608132607,low,high,0.0,0.0,per_graph_member_witness_tokens
363,selector_stress,at_least_k,0.5,0.75,4,10,440,0.6,0.6,0.6,0.6,0.1957472157472157,low,medium,0.0,0.0,per_graph_member_witness_tokens
364,selector_stress,at_least_k,0.5,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.3743386243386243,medium,high,0.0,0.0,per_graph_member_witness_tokens
365,selector_stress,at_least_k,0.5,1.0,2,10,430,1.0,1.0,1.0,1.0,0.3902116402116401,medium,high,0.0,0.0,per_graph_member_witness_tokens
366,selector_stress,at_least_k,0.5,1.0,3,10,476,1.0,1.0,1.0,1.0,0.19884140550807217,low,high,0.0,0.0,per_graph_member_witness_tokens
367,selector_stress,at_least_k,0.5,1.0,4,10,440,1.0,1.0,1.0,1.0,0.20802456802456798,low,high,0.0,0.0,per_graph_member_witness_tokens
368,selector_stress,at_least_k,0.75,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.3835978835978836,medium,high,0.0,0.0,per_graph_member_witness_tokens
369,selector_stress,at_least_k,0.75,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.36507936507936506,medium,low,0.0,0.0,per_graph_member_witness_tokens
370,selector_stress,at_least_k,0.75,0.25,3,10,476,0.333333,0.333333,0.333333,0.333333,0.20723104056437391,low,low,0.0,0.0,per_graph_member_witness_tokens
371,selector_stress,at_least_k,0.75,0.25,4,10,440,0.333333,0.333333,0.333333,0.333333,0.1878306878306878,low,low,0.0,0.0,per_graph_member_witness_tokens
372,selector_stress,at_least_k,0.75,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.36507936507936506,medium,high,0.0,0.0,per_graph_member_witness_tokens
373,selector_stress,at_least_k,0.75,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3769841269841269,medium,low,0.0,0.0,per_graph_member_witness_tokens
374,selector_stress,at_least_k,0.75,0.5,3,10,476,0.5,0.5,0.5,0.5,0.19050505050505057,low,medium,0.0,0.0,per_graph_member_witness_tokens
375,selector_stress,at_least_k,0.75,0.5,4,10,440,0.436364,0.436364,0.436364,0.436364,0.1994612794612795,low,medium,0.0,0.0,per_graph_member_witness_tokens
376,selector_stress,at_least_k,0.75,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.3915343915343914,medium,high,0.0,0.0,per_graph_member_witness_tokens
377,selector_stress,at_least_k,0.75,0.75,2,10,430,1.0,1.0,1.0,1.0,0.37698412698412703,medium,high,0.0,0.0,per_graph_member_witness_tokens
378,selector_stress,at_least_k,0.75,0.75,3,10,476,1.0,1.0,1.0,1.0,0.1973184839851506,low,high,0.0,0.0,per_graph_member_witness_tokens
379,selector_stress,at_least_k,0.75,0.75,4,10,440,0.6,0.6,0.6,0.6,0.18668220668220667,low,medium,0.0,0.0,per_graph_member_witness_tokens
380,selector_stress,at_least_k,0.75,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.3650793650793651,medium,high,0.0,0.0,per_graph_member_witness_tokens
381,selector_stress,at_least_k,0.75,1.0,2,10,430,1.0,1.0,1.0,1.0,0.3637566137566138,medium,high,0.0,0.0,per_graph_member_witness_tokens
382,selector_stress,at_least_k,0.75,1.0,3,10,476,1.0,1.0,1.0,1.0,0.21587153587153582,low,high,0.0,0.0,per_graph_member_witness_tokens
383,selector_stress,at_least_k,0.75,1.0,4,10,440,1.0,1.0,1.0,1.0,0.20431272431272426,low,high,0.0,0.0,per_graph_member_witness_tokens
384,selector_stress,at_least_k,1.0,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.36455026455026457,medium,high,0.0,0.0,per_graph_member_witness_tokens
385,selector_stress,at_least_k,1.0,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.38306878306878306,medium,low,0.0,0.0,per_graph_member_witness_tokens
386,selector_stress,at_least_k,1.0,0.25,3,10,476,0.333333,0.333333,0.333333,0.333333,0.1979717813051146,low,low,0.0,0.0,per_graph_member_witness_tokens
387,selector_stress,at_least_k,1.0,0.25,4,10,440,0.333333,0.333333,0.333333,0.333333,0.17636684303350966,low,low,0.0,0.0,per_graph_member_witness_tokens
388,selector_stress,at_least_k,1.0,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.3796296296296296,medium,high,0.0,0.0,per_graph_member_witness_tokens
389,selector_stress,at_least_k,1.0,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.36243386243386244,medium,low,0.0,0.0,per_graph_member_witness_tokens
390,selector_stress,at_least_k,1.0,0.5,3,10,476,0.5,0.5,0.5,0.5,0.18700336700336703,low,medium,0.0,0.0,per_graph_member_witness_tokens
391,selector_stress,at_least_k,1.0,0.5,4,10,440,0.436364,0.436364,0.436364,0.436364,0.19340067340067343,low,medium,0.0,0.0,per_graph_member_witness_tokens
392,selector_stress,at_least_k,1.0,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.3756613756613756,medium,high,0.0,0.0,per_graph_member_witness_tokens
393,selector_stress,at_least_k,1.0,0.75,2,10,430,1.0,1.0,1.0,1.0,0.3796296296296296,medium,high,0.0,0.0,per_graph_member_witness_tokens
394,selector_stress,at_least_k,1.0,0.75,3,10,476,1.0,1.0,1.0,1.0,0.21246309246309245,low,high,0.0,0.0,per_graph_member_witness_tokens
395,selector_stress,at_least_k,1.0,0.75,4,10,440,0.6,0.6,0.6,0.6,0.17395493395493394,low,medium,0.0,0.0,per_graph_member_witness_tokens
396,selector_stress,at_least_k,1.0,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.36772486772486773,medium,high,0.0,0.0,per_graph_member_witness_tokens
397,selector_stress,at_least_k,1.0,1.0,2,10,430,1.0,1.0,1.0,1.0,0.3703703703703704,medium,high,0.0,0.0,per_graph_member_witness_tokens
398,selector_stress,at_least_k,1.0,1.0,3,10,476,1.0,1.0,1.0,1.0,0.20581541914875245,low,high,0.0,0.0,per_graph_member_witness_tokens
399,selector_stress,at_least_k,1.0,1.0,4,10,440,1.0,1.0,1.0,1.0,0.18247382247382246,low,high,0.0,0.0,per_graph_member_witness_tokens
400,selector_stress,augmented_exact_k,0.0,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.3791005291005291,medium,high,0.0,0.0,per_graph_member_witness_tokens
401,selector_stress,augmented_exact_k,0.0,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.36772486772486773,medium,low,0.0,0.0,per_graph_member_witness_tokens
402,selector_stress,augmented_exact_k,0.0,0.25,3,10,476,0.166667,0.166667,0.166667,0.166667,0.2047811447811448,low,low,0.0,0.0,per_graph_member_witness_tokens
403,selector_stress,augmented_exact_k,0.0,0.25,4,10,440,0.1,0.1,0.1,0.1,0.15797979797979797,low,low,0.0,0.0,per_graph_member_witness_tokens
404,selector_stress,augmented_exact_k,0.0,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.3611111111111111,medium,high,0.0,0.0,per_graph_member_witness_tokens
405,selector_stress,augmented_exact_k,0.0,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.37301587301587297,medium,low,0.0,0.0,per_graph_member_witness_tokens
406,selector_stress,augmented_exact_k,0.0,0.5,3,10,476,0.5,0.5,0.5,0.5,0.2088129154795821,low,medium,0.0,0.0,per_graph_member_witness_tokens
407,selector_stress,augmented_exact_k,0.0,0.5,4,10,440,0.333333,0.333333,0.333333,0.333333,0.21624622291288956,low,low,0.0,0.0,per_graph_member_witness_tokens
408,selector_stress,augmented_exact_k,0.0,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.3896825396825397,medium,high,0.0,0.0,per_graph_member_witness_tokens
409,selector_stress,augmented_exact_k,0.0,0.75,2,10,430,1.0,1.0,1.0,1.0,0.3713227513227512,medium,high,0.0,0.0,per_graph_member_witness_tokens
410,selector_stress,augmented_exact_k,0.0,0.75,3,10,476,1.0,1.0,1.0,1.0,0.22097951431284757,low,high,0.0,0.0,per_graph_member_witness_tokens
411,selector_stress,augmented_exact_k,0.0,0.75,4,10,440,0.6,0.6,0.6,0.6,0.2123876123876123,low,medium,0.0,0.0,per_graph_member_witness_tokens
412,selector_stress,augmented_exact_k,0.0,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.36507936507936506,medium,high,0.0,0.0,per_graph_member_witness_tokens
413,selector_stress,augmented_exact_k,0.0,1.0,2,10,430,1.0,1.0,1.0,1.0,0.3258201058201058,low,high,0.0,0.0,per_graph_member_witness_tokens
414,selector_stress,augmented_exact_k,0.0,1.0,3,10,476,1.0,1.0,1.0,1.0,0.2463625263625263,low,high,0.0,0.0,per_graph_member_witness_tokens
415,selector_stress,augmented_exact_k,0.0,1.0,4,10,440,1.0,1.0,1.0,1.0,0.21271277741865977,low,high,0.0,0.0,per_graph_member_witness_tokens
416,selector_stress,augmented_exact_k,0.25,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.36904761904761907,medium,high,0.0,0.0,per_graph_member_witness_tokens
417,selector_stress,augmented_exact_k,0.25,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.40158730158730155,medium,low,0.0,0.0,per_graph_member_witness_tokens
418,selector_stress,augmented_exact_k,0.25,0.25,3,10,476,0.166667,0.166667,0.166667,0.166667,0.18680134680134686,low,low,0.0,0.0,per_graph_member_witness_tokens
419,selector_stress,augmented_exact_k,0.25,0.25,4,10,440,0.1,0.1,0.1,0.1,0.1688888888888889,low,low,0.0,0.0,per_graph_member_witness_tokens
420,selector_stress,augmented_exact_k,0.25,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.37433862433862425,medium,high,0.0,0.0,per_graph_member_witness_tokens
421,selector_stress,augmented_exact_k,0.25,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.37830687830687837,medium,low,0.0,0.0,per_graph_member_witness_tokens
422,selector_stress,augmented_exact_k,0.25,0.5,3,10,476,0.5,0.5,0.5,0.5,0.2142519209185876,low,medium,0.0,0.0,per_graph_member_witness_tokens
423,selector_stress,augmented_exact_k,0.25,0.5,4,10,440,0.333333,0.333333,0.333333,0.333333,0.20256410256410257,low,low,0.0,0.0,per_graph_member_witness_tokens
424,selector_stress,augmented_exact_k,0.25,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.39153439153439157,medium,high,0.0,0.0,per_graph_member_witness_tokens
425,selector_stress,augmented_exact_k,0.25,0.75,2,10,430,1.0,1.0,1.0,1.0,0.30074074074074075,low,high,0.0,0.0,per_graph_member_witness_tokens
426,selector_stress,augmented_exact_k,0.25,0.75,3,10,476,1.0,1.0,1.0,1.0,0.22940762940762938,low,high,0.0,0.0,per_graph_member_witness_tokens
427,selector_stress,augmented_exact_k,0.25,0.75,4,10,440,0.6,0.6,0.6,0.6,0.1958648758648758,low,medium,0.0,0.0,per_graph_member_witness_tokens
428,selector_stress,augmented_exact_k,0.25,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.3915343915343915,medium,high,0.0,0.0,per_graph_member_witness_tokens
429,selector_stress,augmented_exact_k,0.25,1.0,2,10,430,1.0,1.0,1.0,1.0,0.34370370370370373,medium,high,0.0,0.0,per_graph_member_witness_tokens
430,selector_stress,augmented_exact_k,0.25,1.0,3,10,476,1.0,1.0,1.0,1.0,0.22653642653642647,low,high,0.0,0.0,per_graph_member_witness_tokens
431,selector_stress,augmented_exact_k,0.25,1.0,4,10,440,1.0,1.0,1.0,1.0,0.2035423400129282,low,high,0.0,0.0,per_graph_member_witness_tokens
432,selector_stress,augmented_exact_k,0.5,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.3685185185185186,medium,high,0.0,0.0,per_graph_member_witness_tokens
433,selector_stress,augmented_exact_k,0.5,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3888888888888888,medium,low,0.0,0.0,per_graph_member_witness_tokens
434,selector_stress,augmented_exact_k,0.5,0.25,3,10,476,0.166667,0.166667,0.166667,0.166667,0.18195286195286198,low,low,0.0,0.0,per_graph_member_witness_tokens
435,selector_stress,augmented_exact_k,0.5,0.25,4,10,440,0.1,0.1,0.1,0.1,0.16646464646464648,low,low,0.0,0.0,per_graph_member_witness_tokens
436,selector_stress,augmented_exact_k,0.5,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.37169312169312163,medium,high,0.0,0.0,per_graph_member_witness_tokens
437,selector_stress,augmented_exact_k,0.5,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3558201058201058,medium,low,0.0,0.0,per_graph_member_witness_tokens
438,selector_stress,augmented_exact_k,0.5,0.5,3,10,476,0.5,0.5,0.5,0.5,0.1941517741517741,low,medium,0.0,0.0,per_graph_member_witness_tokens
439,selector_stress,augmented_exact_k,0.5,0.5,4,10,440,0.333333,0.333333,0.333333,0.333333,0.17420875420875417,low,low,0.0,0.0,per_graph_member_witness_tokens
440,selector_stress,augmented_exact_k,0.5,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.36507936507936506,medium,high,0.0,0.0,per_graph_member_witness_tokens
441,selector_stress,augmented_exact_k,0.5,0.75,2,10,430,1.0,1.0,1.0,1.0,0.33068783068783064,low,high,0.0,0.0,per_graph_member_witness_tokens
442,selector_stress,augmented_exact_k,0.5,0.75,3,10,476,1.0,1.0,1.0,1.0,0.21885817885817882,low,high,0.0,0.0,per_graph_member_witness_tokens
443,selector_stress,augmented_exact_k,0.5,0.75,4,10,440,0.6,0.6,0.6,0.6,0.19124135124135122,low,medium,0.0,0.0,per_graph_member_witness_tokens
444,selector_stress,augmented_exact_k,0.5,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.35978835978835977,medium,high,0.0,0.0,per_graph_member_witness_tokens
445,selector_stress,augmented_exact_k,0.5,1.0,2,10,430,1.0,1.0,1.0,1.0,0.3492063492063492,medium,high,0.0,0.0,per_graph_member_witness_tokens
446,selector_stress,augmented_exact_k,0.5,1.0,3,10,476,1.0,1.0,1.0,1.0,0.19156695156695153,low,high,0.0,0.0,per_graph_member_witness_tokens
447,selector_stress,augmented_exact_k,0.5,1.0,4,10,440,1.0,1.0,1.0,1.0,0.2117474682180564,low,high,0.0,0.0,per_graph_member_witness_tokens
448,selector_stress,augmented_exact_k,0.75,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.3611111111111111,medium,high,0.0,0.0,per_graph_member_witness_tokens
449,selector_stress,augmented_exact_k,0.75,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3862433862433861,medium,low,0.0,0.0,per_graph_member_witness_tokens
450,selector_stress,augmented_exact_k,0.75,0.25,3,10,476,0.166667,0.166667,0.166667,0.166667,0.1986531986531986,low,low,0.0,0.0,per_graph_member_witness_tokens
451,selector_stress,augmented_exact_k,0.75,0.25,4,10,440,0.1,0.1,0.1,0.1,0.16444444444444442,low,low,0.0,0.0,per_graph_member_witness_tokens
452,selector_stress,augmented_exact_k,0.75,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.38756613756613745,medium,high,0.0,0.0,per_graph_member_witness_tokens
453,selector_stress,augmented_exact_k,0.75,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3637566137566138,medium,low,0.0,0.0,per_graph_member_witness_tokens
454,selector_stress,augmented_exact_k,0.75,0.5,3,10,476,0.5,0.5,0.5,0.5,0.20270914270914264,low,medium,0.0,0.0,per_graph_member_witness_tokens
455,selector_stress,augmented_exact_k,0.75,0.5,4,10,440,0.333333,0.333333,0.333333,0.333333,0.18541310541310538,low,low,0.0,0.0,per_graph_member_witness_tokens
456,selector_stress,augmented_exact_k,0.75,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.3558201058201058,medium,high,0.0,0.0,per_graph_member_witness_tokens
457,selector_stress,augmented_exact_k,0.75,0.75,2,10,430,1.0,1.0,1.0,1.0,0.3499470899470899,medium,high,0.0,0.0,per_graph_member_witness_tokens
458,selector_stress,augmented_exact_k,0.75,0.75,3,10,476,1.0,1.0,1.0,1.0,0.19436711436711435,low,high,0.0,0.0,per_graph_member_witness_tokens
459,selector_stress,augmented_exact_k,0.75,0.75,4,10,440,0.6,0.6,0.6,0.6,0.21277833277833272,low,medium,0.0,0.0,per_graph_member_witness_tokens
460,selector_stress,augmented_exact_k,0.75,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.37830687830687826,medium,high,0.0,0.0,per_graph_member_witness_tokens
461,selector_stress,augmented_exact_k,0.75,1.0,2,10,430,1.0,1.0,1.0,1.0,0.3348148148148149,medium,high,0.0,0.0,per_graph_member_witness_tokens
462,selector_stress,augmented_exact_k,0.75,1.0,3,10,476,1.0,1.0,1.0,1.0,0.22623450623450614,low,high,0.0,0.0,per_graph_member_witness_tokens
463,selector_stress,augmented_exact_k,0.75,1.0,4,10,440,1.0,1.0,1.0,1.0,0.22982439129497953,low,high,0.0,0.0,per_graph_member_witness_tokens
464,selector_stress,augmented_exact_k,1.0,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.36507936507936506,medium,high,0.0,0.0,per_graph_member_witness_tokens
465,selector_stress,augmented_exact_k,1.0,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3571428571428571,medium,low,0.0,0.0,per_graph_member_witness_tokens
466,selector_stress,augmented_exact_k,1.0,0.25,3,10,476,0.166667,0.166667,0.166667,0.166667,0.2115824915824916,low,low,0.0,0.0,per_graph_member_witness_tokens
467,selector_stress,augmented_exact_k,1.0,0.25,4,10,440,0.1,0.1,0.1,0.1,0.18430976430976434,low,low,0.0,0.0,per_graph_member_witness_tokens
468,selector_stress,augmented_exact_k,1.0,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.3994708994708994,medium,high,0.0,0.0,per_graph_member_witness_tokens
