row_id,mode,family_semantics,severity,threshold_fraction,support_width,family_size,samples,support_overlap,frontier_overlap,legacy_orientation_overlap,support_frontier_overlap,per_graph_orientation_link_overlap,per_graph_orientation_link_bin,support_frontier_bin,certification_rescue_rate,per_graph_orientation_adjusted_rescue_rate,orientation_overlap_source
149,ledger_failure,augmented_exact_k,1.0,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.36904761904761907,medium,low,0.0,0.0757142857142857,per_graph_member_witness_tokens
150,ledger_failure,augmented_exact_k,1.0,0.5,3,10,476,0.5,0.5,0.5,0.5,0.21801087801087798,low,medium,0.0,0.09383869463869465,per_graph_member_witness_tokens
151,ledger_failure,augmented_exact_k,1.0,0.5,4,10,440,0.333333,0.333333,0.333333,0.333333,0.18936544936544933,low,low,0.0,0.09727614607614607,per_graph_member_witness_tokens
152,ledger_failure,augmented_exact_k,1.0,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.44444444444444436,medium,high,0.0,0.06666666666666667,per_graph_member_witness_tokens
153,ledger_failure,augmented_exact_k,1.0,0.75,2,10,430,1.0,1.0,1.0,1.0,0.35428571428571426,medium,high,0.0,0.07748571428571428,per_graph_member_witness_tokens
154,ledger_failure,augmented_exact_k,1.0,0.75,3,10,476,1.0,1.0,1.0,1.0,0.20680504680504674,low,high,0.0,0.09518339438339438,per_graph_member_witness_tokens
155,ledger_failure,augmented_exact_k,1.0,0.75,4,10,440,0.6,0.6,0.6,0.6,0.20695896695896687,low,medium,0.0,0.09516492396492399,per_graph_member_witness_tokens
156,ledger_failure,augmented_exact_k,1.0,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.35714285714285715,medium,high,0.0,0.07714285714285714,per_graph_member_witness_tokens
157,ledger_failure,augmented_exact_k,1.0,1.0,2,10,430,1.0,1.0,1.0,1.0,0.31809523809523804,low,high,0.0,0.08182857142857144,per_graph_member_witness_tokens
158,ledger_failure,augmented_exact_k,1.0,1.0,3,10,476,1.0,1.0,1.0,1.0,0.22525770525770517,low,high,0.0,0.09296907536907538,per_graph_member_witness_tokens
159,ledger_failure,augmented_exact_k,1.0,1.0,4,10,440,1.0,1.0,1.0,1.0,0.21357897004955828,low,high,0.0,0.09437052359405301,per_graph_member_witness_tokens
160,orientation_degradation,at_least_k,0.0,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.3611111111111111,medium,high,0.0,0.019166666666666665,per_graph_member_witness_tokens
161,orientation_degradation,at_least_k,0.0,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.38359788359788355,medium,low,0.0,0.018492063492063494,per_graph_member_witness_tokens
162,orientation_degradation,at_least_k,0.0,0.25,3,10,476,0.333333,0.333333,0.333333,0.333333,0.21428571428571427,low,low,0.0,0.02357142857142857,per_graph_member_witness_tokens
163,orientation_degradation,at_least_k,0.0,0.25,4,10,440,0.333333,0.333333,0.333333,0.333333,0.1728395061728395,low,low,0.0,0.024814814814814814,per_graph_member_witness_tokens
164,orientation_degradation,at_least_k,0.0,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.3902116402116401,medium,high,0.0,0.018293650793650796,per_graph_member_witness_tokens
165,orientation_degradation,at_least_k,0.0,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.38703703703703707,medium,low,0.0,0.01838888888888889,per_graph_member_witness_tokens
166,orientation_degradation,at_least_k,0.0,0.5,3,10,476,0.5,0.5,0.5,0.5,0.20053872053872057,low,medium,0.0,0.02398383838383838,per_graph_member_witness_tokens
167,orientation_degradation,at_least_k,0.0,0.5,4,10,440,0.436364,0.436364,0.436364,0.436364,0.1764983164983165,low,medium,0.0,0.024705050505050504,per_graph_member_witness_tokens
168,orientation_degradation,at_least_k,0.0,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.37830687830687826,medium,high,0.0,0.01865079365079365,per_graph_member_witness_tokens
169,orientation_degradation,at_least_k,0.0,0.75,2,10,430,1.0,1.0,1.0,1.0,0.36772486772486773,medium,high,0.0,0.018968253968253967,per_graph_member_witness_tokens
170,orientation_degradation,at_least_k,0.0,0.75,3,10,476,1.0,1.0,1.0,1.0,0.1917223517223517,low,high,0.0,0.02424832944832945,per_graph_member_witness_tokens
171,orientation_degradation,at_least_k,0.0,0.75,4,10,440,0.6,0.6,0.6,0.6,0.16753690753690753,low,medium,0.0,0.024973892773892774,per_graph_member_witness_tokens
172,orientation_degradation,at_least_k,0.0,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.35582010582010576,medium,high,0.0,0.019325396825396825,per_graph_member_witness_tokens
173,orientation_degradation,at_least_k,0.0,1.0,2,10,430,1.0,1.0,1.0,1.0,0.3611111111111111,medium,high,0.0,0.019166666666666665,per_graph_member_witness_tokens
174,orientation_degradation,at_least_k,0.0,1.0,3,10,476,1.0,1.0,1.0,1.0,0.18584822584822586,low,high,0.0,0.02442455322455322,per_graph_member_witness_tokens
175,orientation_degradation,at_least_k,0.0,1.0,4,10,440,1.0,1.0,1.0,1.0,0.18993894993894989,low,high,0.0,0.024301831501831503,per_graph_member_witness_tokens
176,orientation_degradation,at_least_k,0.25,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.3703703703703704,medium,high,0.0,0.07870370370370369,per_graph_member_witness_tokens
177,orientation_degradation,at_least_k,0.25,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.37301587301587297,medium,low,0.130233,0.07837301587301587,per_graph_member_witness_tokens
178,orientation_degradation,at_least_k,0.25,0.25,3,10,476,0.333333,0.333333,0.333333,0.333333,0.2001763668430335,low,low,0.155462,0.09997795414462081,per_graph_member_witness_tokens
179,orientation_degradation,at_least_k,0.25,0.25,4,10,440,0.333333,0.333333,0.333333,0.333333,0.1838624338624338,low,low,0.188636,0.10201719576719577,per_graph_member_witness_tokens
180,orientation_degradation,at_least_k,0.25,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.37116402116402114,medium,high,0.0,0.07860449735449736,per_graph_member_witness_tokens
181,orientation_degradation,at_least_k,0.25,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3730158730158731,medium,low,0.130233,0.07837301587301587,per_graph_member_witness_tokens
182,orientation_degradation,at_least_k,0.25,0.5,3,10,476,0.5,0.5,0.5,0.5,0.18195286195286195,low,medium,0.117647,0.10225589225589225,per_graph_member_witness_tokens
183,orientation_degradation,at_least_k,0.25,0.5,4,10,440,0.436364,0.436364,0.436364,0.436364,0.17468013468013469,low,medium,0.102273,0.10316498316498317,per_graph_member_witness_tokens
184,orientation_degradation,at_least_k,0.25,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.40343915343915343,medium,high,0.0,0.07457010582010581,per_graph_member_witness_tokens
185,orientation_degradation,at_least_k,0.25,0.75,2,10,430,1.0,1.0,1.0,1.0,0.35449735449735453,medium,high,0.0,0.08068783068783068,per_graph_member_witness_tokens
186,orientation_degradation,at_least_k,0.25,0.75,3,10,476,1.0,1.0,1.0,1.0,0.1944418544418544,low,high,0.0,0.10069476819476819,per_graph_member_witness_tokens
187,orientation_degradation,at_least_k,0.25,0.75,4,10,440,0.6,0.6,0.6,0.6,0.17587671587671586,low,medium,0.093182,0.10301541051541052,per_graph_member_witness_tokens
188,orientation_degradation,at_least_k,0.25,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.3902116402116401,medium,high,0.0,0.07622354497354498,per_graph_member_witness_tokens
189,orientation_degradation,at_least_k,0.25,1.0,2,10,430,1.0,1.0,1.0,1.0,0.39285714285714274,medium,high,0.0,0.07589285714285715,per_graph_member_witness_tokens
190,orientation_degradation,at_least_k,0.25,1.0,3,10,476,1.0,1.0,1.0,1.0,0.20743503410170072,low,high,0.0,0.09907062073728741,per_graph_member_witness_tokens
191,orientation_degradation,at_least_k,0.25,1.0,4,10,440,1.0,1.0,1.0,1.0,0.21041033041033033,low,high,0.0,0.09869870869870871,per_graph_member_witness_tokens
192,orientation_degradation,at_least_k,0.5,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.36507936507936506,medium,high,0.0,0.13968253968253969,per_graph_member_witness_tokens
193,orientation_degradation,at_least_k,0.5,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3664021164021164,medium,low,0.190698,0.1393915343915344,per_graph_member_witness_tokens
194,orientation_degradation,at_least_k,0.5,0.25,3,10,476,0.333333,0.333333,0.333333,0.333333,0.19708994708994704,low,low,0.344538,0.17664021164021165,per_graph_member_witness_tokens
195,orientation_degradation,at_least_k,0.5,0.25,4,10,440,0.333333,0.333333,0.333333,0.333333,0.17857142857142855,low,low,0.313636,0.18071428571428572,per_graph_member_witness_tokens
196,orientation_degradation,at_least_k,0.5,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.37698412698412687,medium,high,0.0,0.13706349206349208,per_graph_member_witness_tokens
197,orientation_degradation,at_least_k,0.5,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3611111111111111,medium,low,0.190698,0.14055555555555554,per_graph_member_witness_tokens
198,orientation_degradation,at_least_k,0.5,0.5,3,10,476,0.5,0.5,0.5,0.5,0.2092255892255893,low,medium,0.178571,0.17397037037037036,per_graph_member_witness_tokens
199,orientation_degradation,at_least_k,0.5,0.5,4,10,440,0.436364,0.436364,0.436364,0.436364,0.2144781144781144,low,medium,0.238636,0.17281481481481484,per_graph_member_witness_tokens
200,orientation_degradation,at_least_k,0.5,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.36507936507936506,medium,high,0.0,0.13968253968253969,per_graph_member_witness_tokens
201,orientation_degradation,at_least_k,0.5,0.75,2,10,430,1.0,1.0,1.0,1.0,0.35978835978835977,medium,high,0.0,0.14084656084656086,per_graph_member_witness_tokens
202,orientation_degradation,at_least_k,0.5,0.75,3,10,476,1.0,1.0,1.0,1.0,0.19724596391263055,low,high,0.0,0.1766058879392213,per_graph_member_witness_tokens
203,orientation_degradation,at_least_k,0.5,0.75,4,10,440,0.6,0.6,0.6,0.6,0.20481222481222477,low,medium,0.175,0.17494131054131054,per_graph_member_witness_tokens
204,orientation_degradation,at_least_k,0.5,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.3822751322751322,medium,high,0.0,0.1358994708994709,per_graph_member_witness_tokens
205,orientation_degradation,at_least_k,0.5,1.0,2,10,430,1.0,1.0,1.0,1.0,0.3650793650793651,medium,high,0.0,0.13968253968253969,per_graph_member_witness_tokens
206,orientation_degradation,at_least_k,0.5,1.0,3,10,476,1.0,1.0,1.0,1.0,0.19763273763273762,low,high,0.0,0.17652079772079773,per_graph_member_witness_tokens
207,orientation_degradation,at_least_k,0.5,1.0,4,10,440,1.0,1.0,1.0,1.0,0.2035727235727235,low,high,0.0,0.17521400081400082,per_graph_member_witness_tokens
208,orientation_degradation,at_least_k,0.75,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.3518518518518518,medium,high,0.0,0.2041666666666667,per_graph_member_witness_tokens
209,orientation_degradation,at_least_k,0.75,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3531746031746032,medium,low,0.17907,0.20375000000000001,per_graph_member_witness_tokens
210,orientation_degradation,at_least_k,0.75,0.25,3,10,476,0.333333,0.333333,0.333333,0.333333,0.21516754850088177,low,low,0.317227,0.24722222222222232,per_graph_member_witness_tokens
211,orientation_degradation,at_least_k,0.75,0.25,4,10,440,0.333333,0.333333,0.333333,0.333333,0.17768959435626097,low,low,0.445455,0.25902777777777786,per_graph_member_witness_tokens
212,orientation_degradation,at_least_k,0.75,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.3664021164021164,medium,high,0.0,0.19958333333333336,per_graph_member_witness_tokens
213,orientation_degradation,at_least_k,0.75,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.36851851851851847,medium,low,0.17907,0.1989166666666667,per_graph_member_witness_tokens
214,orientation_degradation,at_least_k,0.75,0.5,3,10,476,0.5,0.5,0.5,0.5,0.2123905723905724,low,medium,0.189076,0.24809696969696976,per_graph_member_witness_tokens
215,orientation_degradation,at_least_k,0.75,0.5,4,10,440,0.436364,0.436364,0.436364,0.436364,0.17845117845117844,low,medium,0.397727,0.25878787878787884,per_graph_member_witness_tokens
216,orientation_degradation,at_least_k,0.75,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.40158730158730155,medium,high,0.0,0.18850000000000006,per_graph_member_witness_tokens
217,orientation_degradation,at_least_k,0.75,0.75,2,10,430,1.0,1.0,1.0,1.0,0.35978835978835977,medium,high,0.0,0.20166666666666672,per_graph_member_witness_tokens
218,orientation_degradation,at_least_k,0.75,0.75,3,10,476,1.0,1.0,1.0,1.0,0.19915565915565914,low,high,0.0,0.2522659673659674,per_graph_member_witness_tokens
219,orientation_degradation,at_least_k,0.75,0.75,4,10,440,0.6,0.6,0.6,0.6,0.16829836829836825,low,medium,0.184091,0.261986013986014,per_graph_member_witness_tokens
220,orientation_degradation,at_least_k,0.75,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.3915343915343915,medium,high,0.0,0.1916666666666667,per_graph_member_witness_tokens
221,orientation_degradation,at_least_k,0.75,1.0,2,10,430,1.0,1.0,1.0,1.0,0.3611111111111111,medium,high,0.0,0.20125,per_graph_member_witness_tokens
222,orientation_degradation,at_least_k,0.75,1.0,3,10,476,1.0,1.0,1.0,1.0,0.20083570750237412,low,high,0.0,0.2517367521367522,per_graph_member_witness_tokens
223,orientation_degradation,at_least_k,0.75,1.0,4,10,440,1.0,1.0,1.0,1.0,0.1878787878787879,low,high,0.0,0.2558181818181819,per_graph_member_witness_tokens
224,orientation_degradation,at_least_k,1.0,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.36243386243386244,medium,high,0.0,0.2614021164021164,per_graph_member_witness_tokens
225,orientation_degradation,at_least_k,1.0,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3915343915343914,medium,low,0.0,0.24947089947089954,per_graph_member_witness_tokens
226,orientation_degradation,at_least_k,1.0,0.25,3,10,476,0.333333,0.333333,0.333333,0.333333,0.21516754850088177,low,low,0.0,0.32178130511463854,per_graph_member_witness_tokens
227,orientation_degradation,at_least_k,1.0,0.25,4,10,440,0.333333,0.333333,0.333333,0.333333,0.18253968253968253,low,low,0.0,0.33515873015873016,per_graph_member_witness_tokens
228,orientation_degradation,at_least_k,1.0,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.36243386243386244,medium,high,0.0,0.2614021164021164,per_graph_member_witness_tokens
229,orientation_degradation,at_least_k,1.0,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.36507936507936506,medium,low,0.0,0.26031746031746034,per_graph_member_witness_tokens
230,orientation_degradation,at_least_k,1.0,0.5,3,10,476,0.5,0.5,0.5,0.5,0.20228956228956235,low,medium,0.0,0.32706127946127944,per_graph_member_witness_tokens
231,orientation_degradation,at_least_k,1.0,0.5,4,10,440,0.436364,0.436364,0.436364,0.436364,0.1657912457912458,low,medium,0.0,0.34202558922558923,per_graph_member_witness_tokens
232,orientation_degradation,at_least_k,1.0,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.36904761904761907,medium,high,0.0,0.2586904761904762,per_graph_member_witness_tokens
233,orientation_degradation,at_least_k,1.0,0.75,2,10,430,1.0,1.0,1.0,1.0,0.3558201058201058,medium,high,0.0,0.26411375661375663,per_graph_member_witness_tokens
234,orientation_degradation,at_least_k,1.0,0.75,3,10,476,1.0,1.0,1.0,1.0,0.1855218855218855,low,high,0.0,0.333936026936027,per_graph_member_witness_tokens
235,orientation_degradation,at_least_k,1.0,0.75,4,10,440,0.6,0.6,0.6,0.6,0.18059052059052058,low,medium,0.0,0.33595788655788655,per_graph_member_witness_tokens
236,orientation_degradation,at_least_k,1.0,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.3756613756613757,medium,high,0.0,0.255978835978836,per_graph_member_witness_tokens
237,orientation_degradation,at_least_k,1.0,1.0,2,10,430,1.0,1.0,1.0,1.0,0.3896825396825397,medium,high,0.0,0.25023015873015875,per_graph_member_witness_tokens
238,orientation_degradation,at_least_k,1.0,1.0,3,10,476,1.0,1.0,1.0,1.0,0.18751618751618748,low,high,0.0,0.3331183631183632,per_graph_member_witness_tokens
239,orientation_degradation,at_least_k,1.0,1.0,4,10,440,1.0,1.0,1.0,1.0,0.18618566618566618,low,high,0.0,0.3336638768638769,per_graph_member_witness_tokens
240,orientation_degradation,augmented_exact_k,0.0,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.38756613756613745,medium,high,0.0,0.018373015873015874,per_graph_member_witness_tokens
241,orientation_degradation,augmented_exact_k,0.0,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3756613756613756,medium,low,0.0,0.018730158730158732,per_graph_member_witness_tokens
242,orientation_degradation,augmented_exact_k,0.0,0.25,3,10,476,0.166667,0.166667,0.166667,0.166667,0.20161616161616155,low,low,0.0,0.02395151515151515,per_graph_member_witness_tokens
243,orientation_degradation,augmented_exact_k,0.0,0.25,4,10,440,0.1,0.1,0.1,0.1,0.19622895622895623,low,low,0.0,0.024113131313131312,per_graph_member_witness_tokens
244,orientation_degradation,augmented_exact_k,0.0,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.3703703703703704,medium,high,0.0,0.018888888888888886,per_graph_member_witness_tokens
245,orientation_degradation,augmented_exact_k,0.0,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.35846560846560843,medium,low,0.0,0.019246031746031747,per_graph_member_witness_tokens
246,orientation_degradation,augmented_exact_k,0.0,0.5,3,10,476,0.5,0.5,0.5,0.5,0.17667443667443666,low,medium,0.0,0.0246997668997669,per_graph_member_witness_tokens
247,orientation_degradation,augmented_exact_k,0.0,0.5,4,10,440,0.333333,0.333333,0.333333,0.333333,0.18773374773374765,low,low,0.0,0.02436798756798757,per_graph_member_witness_tokens
248,orientation_degradation,augmented_exact_k,0.0,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.3703703703703704,medium,high,0.0,0.018888888888888886,per_graph_member_witness_tokens
249,orientation_degradation,augmented_exact_k,0.0,0.75,2,10,430,1.0,1.0,1.0,1.0,0.3277248677248677,low,high,0.0,0.02016825396825397,per_graph_member_witness_tokens
250,orientation_degradation,augmented_exact_k,0.0,0.75,3,10,476,1.0,1.0,1.0,1.0,0.19182743182743178,low,high,0.0,0.024245177045177046,per_graph_member_witness_tokens
251,orientation_degradation,augmented_exact_k,0.0,0.75,4,10,440,0.6,0.6,0.6,0.6,0.1902231102231102,low,medium,0.0,0.024293306693306694,per_graph_member_witness_tokens
252,orientation_degradation,augmented_exact_k,0.0,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.36851851851851847,medium,high,0.0,0.018944444444444444,per_graph_member_witness_tokens
253,orientation_degradation,augmented_exact_k,0.0,1.0,2,10,430,1.0,1.0,1.0,1.0,0.3653968253968254,medium,high,0.0,0.01903809523809524,per_graph_member_witness_tokens
254,orientation_degradation,augmented_exact_k,0.0,1.0,3,10,476,1.0,1.0,1.0,1.0,0.21902985902985903,low,high,0.0,0.023429104229104228,per_graph_member_witness_tokens
255,orientation_degradation,augmented_exact_k,0.0,1.0,4,10,440,1.0,1.0,1.0,1.0,0.23813402283990517,low,high,0.0,0.022855979314802845,per_graph_member_witness_tokens
256,orientation_degradation,augmented_exact_k,0.25,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.38227513227513227,medium,high,0.0,0.07721560846560846,per_graph_member_witness_tokens
257,orientation_degradation,augmented_exact_k,0.25,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3769841269841269,medium,low,0.130233,0.07787698412698413,per_graph_member_witness_tokens
258,orientation_degradation,augmented_exact_k,0.25,0.25,3,10,476,0.166667,0.166667,0.166667,0.166667,0.1861279461279462,low,low,0.176471,0.10173400673400673,per_graph_member_witness_tokens
259,orientation_degradation,augmented_exact_k,0.25,0.25,4,10,440,0.1,0.1,0.1,0.1,0.19771043771043778,low,low,0.186364,0.10028619528619528,per_graph_member_witness_tokens
260,orientation_degradation,augmented_exact_k,0.25,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.37301587301587297,medium,high,0.0,0.07837301587301587,per_graph_member_witness_tokens
261,orientation_degradation,augmented_exact_k,0.25,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3531746031746032,medium,low,0.130233,0.0808531746031746,per_graph_member_witness_tokens
262,orientation_degradation,augmented_exact_k,0.25,0.5,3,10,476,0.5,0.5,0.5,0.5,0.2095985495985496,low,medium,0.117647,0.0988001813001813,per_graph_member_witness_tokens
263,orientation_degradation,augmented_exact_k,0.25,0.5,4,10,440,0.333333,0.333333,0.333333,0.333333,0.21900198566865234,low,low,0.156818,0.09762475179141845,per_graph_member_witness_tokens
264,orientation_degradation,augmented_exact_k,0.25,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.3756613756613756,medium,high,0.0,0.07804232804232805,per_graph_member_witness_tokens
265,orientation_degradation,augmented_exact_k,0.25,0.75,2,10,430,1.0,1.0,1.0,1.0,0.32222222222222224,low,high,0.0,0.08472222222222223,per_graph_member_witness_tokens
266,orientation_degradation,augmented_exact_k,0.25,0.75,3,10,476,1.0,1.0,1.0,1.0,0.2021815221815221,low,high,0.0,0.09972730972730974,per_graph_member_witness_tokens
267,orientation_degradation,augmented_exact_k,0.25,0.75,4,10,440,0.6,0.6,0.6,0.6,0.17945461945461944,low,medium,0.093182,0.10256817256817258,per_graph_member_witness_tokens
268,orientation_degradation,augmented_exact_k,0.25,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.3888888888888889,medium,high,0.0,0.0763888888888889,per_graph_member_witness_tokens
269,orientation_degradation,augmented_exact_k,0.25,1.0,2,10,430,1.0,1.0,1.0,1.0,0.31915343915343913,low,high,0.0,0.0851058201058201,per_graph_member_witness_tokens
270,orientation_degradation,augmented_exact_k,0.25,1.0,3,10,476,1.0,1.0,1.0,1.0,0.21353609353609349,low,high,0.0,0.09830798830798831,per_graph_member_witness_tokens
271,orientation_degradation,augmented_exact_k,0.25,1.0,4,10,440,1.0,1.0,1.0,1.0,0.22142318465847874,low,high,0.0,0.09732210191769015,per_graph_member_witness_tokens
272,orientation_degradation,augmented_exact_k,0.5,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.40079365079365076,medium,high,0.0,0.13182539682539685,per_graph_member_witness_tokens
273,orientation_degradation,augmented_exact_k,0.5,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.36243386243386244,medium,low,0.190698,0.14026455026455026,per_graph_member_witness_tokens
274,orientation_degradation,augmented_exact_k,0.5,0.25,3,10,476,0.166667,0.166667,0.166667,0.166667,0.197037037037037,low,low,0.264706,0.17665185185185187,per_graph_member_witness_tokens
275,orientation_degradation,augmented_exact_k,0.5,0.25,4,10,440,0.1,0.1,0.1,0.1,0.17515151515151514,low,low,0.345455,0.18146666666666667,per_graph_member_witness_tokens
276,orientation_degradation,augmented_exact_k,0.5,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.3756613756613757,medium,high,0.0,0.13735449735449734,per_graph_member_witness_tokens
277,orientation_degradation,augmented_exact_k,0.5,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3994708994708994,medium,low,0.190698,0.13211640211640213,per_graph_member_witness_tokens
278,orientation_degradation,augmented_exact_k,0.5,0.5,3,10,476,0.5,0.5,0.5,0.5,0.2285504618837952,low,medium,0.178571,0.16971889838556506,per_graph_member_witness_tokens
279,orientation_degradation,augmented_exact_k,0.5,0.5,4,10,440,0.333333,0.333333,0.333333,0.333333,0.19009065009065013,low,low,0.304545,0.17818005698005698,per_graph_member_witness_tokens
280,orientation_degradation,augmented_exact_k,0.5,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.40687830687830684,medium,high,0.0,0.13048677248677248,per_graph_member_witness_tokens
281,orientation_degradation,augmented_exact_k,0.5,0.75,2,10,430,1.0,1.0,1.0,1.0,0.33629629629629626,medium,high,0.0,0.14601481481481482,per_graph_member_witness_tokens
282,orientation_degradation,augmented_exact_k,0.5,0.75,3,10,476,1.0,1.0,1.0,1.0,0.20502904502904498,low,high,0.0,0.17489361009361012,per_graph_member_witness_tokens
283,orientation_degradation,augmented_exact_k,0.5,0.75,4,10,440,0.6,0.6,0.6,0.6,0.18305990305990305,low,medium,0.175,0.17972682132682133,per_graph_member_witness_tokens
284,orientation_degradation,augmented_exact_k,0.5,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.3730158730158731,medium,high,0.0,0.13793650793650794,per_graph_member_witness_tokens
285,orientation_degradation,augmented_exact_k,0.5,1.0,2,10,430,1.0,1.0,1.0,1.0,0.31735449735449733,low,high,0.0,0.1501820105820106,per_graph_member_witness_tokens
286,orientation_degradation,augmented_exact_k,0.5,1.0,3,10,476,1.0,1.0,1.0,1.0,0.21846153846153843,low,high,0.0,0.17193846153846154,per_graph_member_witness_tokens
287,orientation_degradation,augmented_exact_k,0.5,1.0,4,10,440,1.0,1.0,1.0,1.0,0.2203867700926524,low,high,0.0,0.1715149105796165,per_graph_member_witness_tokens
288,orientation_degradation,augmented_exact_k,0.75,0.25,1,10,1054,1.0,1.0,1.0,1.0,0.36904761904761896,medium,high,0.0,0.19875000000000007,per_graph_member_witness_tokens
289,orientation_degradation,augmented_exact_k,0.75,0.25,2,10,430,0.333333,0.333333,0.333333,0.333333,0.37169312169312174,medium,low,0.17907,0.19791666666666669,per_graph_member_witness_tokens
290,orientation_degradation,augmented_exact_k,0.75,0.25,3,10,476,0.166667,0.166667,0.166667,0.166667,0.1926599326599327,low,low,0.355042,0.2543121212121212,per_graph_member_witness_tokens
291,orientation_degradation,augmented_exact_k,0.75,0.25,4,10,440,0.1,0.1,0.1,0.1,0.1868013468013468,low,low,0.379545,0.2561575757575758,per_graph_member_witness_tokens
292,orientation_degradation,augmented_exact_k,0.75,0.5,1,10,1054,1.0,1.0,1.0,1.0,0.36772486772486773,medium,high,0.0,0.19916666666666671,per_graph_member_witness_tokens
293,orientation_degradation,augmented_exact_k,0.75,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.40687830687830684,medium,low,0.17907,0.18683333333333338,per_graph_member_witness_tokens
294,orientation_degradation,augmented_exact_k,0.75,0.5,3,10,476,0.5,0.5,0.5,0.5,0.19103341103341098,low,medium,0.189076,0.25482447552447557,per_graph_member_witness_tokens
295,orientation_degradation,augmented_exact_k,0.75,0.5,4,10,440,0.333333,0.333333,0.333333,0.333333,0.17939393939393938,low,low,0.352273,0.2584909090909091,per_graph_member_witness_tokens
296,orientation_degradation,augmented_exact_k,0.75,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.3817460317460316,medium,high,0.0,0.1947500000000001,per_graph_member_witness_tokens
297,orientation_degradation,augmented_exact_k,0.75,0.75,2,10,430,1.0,1.0,1.0,1.0,0.33291005291005293,low,high,0.0,0.21013333333333337,per_graph_member_witness_tokens
298,orientation_degradation,augmented_exact_k,0.75,0.75,3,10,476,1.0,1.0,1.0,1.0,0.21295001295001287,low,high,0.0,0.247920745920746,per_graph_member_witness_tokens
299,orientation_degradation,augmented_exact_k,0.75,0.75,4,10,440,0.6,0.6,0.6,0.6,0.1882458282458282,low,medium,0.184091,0.2557025641025642,per_graph_member_witness_tokens
300,orientation_degradation,augmented_exact_k,0.75,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.3862433862433862,medium,high,0.0,0.19333333333333336,per_graph_member_witness_tokens
301,orientation_degradation,augmented_exact_k,0.75,1.0,2,10,430,1.0,1.0,1.0,1.0,0.33291005291005293,low,high,0.0,0.21013333333333337,per_graph_member_witness_tokens
302,orientation_degradation,augmented_exact_k,0.75,1.0,3,10,476,1.0,1.0,1.0,1.0,0.19875383875383873,low,high,0.0,0.2523925407925408,per_graph_member_witness_tokens
