mode,family_semantics,severity,threshold_fraction,support_width,samples,mean_weighted_native_overlap,mean_induced_certificate_correlation,certification_rescue_rate,primary_signal_semantics,guardrail_semantics,anchoring_status,support_overlap,frontier_overlap,orientation_overlap,ledger_overlap,causal_past_overlap,bdg_kernel_overlap,firewall_overlap,orientation_link_overlap,orientation_link_bin,support_frontier_overlap,support_frontier_bin,orientation_link_count_proxy,old_orientation_triplet_diff,orientation_surface_status,orientation_surface_adjusted_rescue_rate,orientation_specific_sensitivity_proxy,ledger_specific_sensitivity_proxy
ledger_failure,at_least_k,1.0,1.0,3,476,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6829022051600449,high,1.0,high,3,0.0,distinct_orientation_link_surface,0.0,0.04756466922599327,0.0
ledger_failure,at_least_k,1.0,1.0,4,440,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3588376481256202,medium,1.0,high,2,0.0,distinct_orientation_link_surface,0.0,0.09617435278115698,0.0
ledger_failure,augmented_exact_k,0.0,0.25,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5626658277377496,medium,1.0,high,4,0.0,distinct_orientation_link_surface,0.0,0.06560012583933755,0.0
ledger_failure,augmented_exact_k,0.0,0.25,2,430,0.435563,0.435563,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658,0.3365319760966744,medium,0.333333,low,1,0.0,distinct_orientation_link_surface,0.0070036199999999995,0.09952020358549883,0.35018099999999996
ledger_failure,augmented_exact_k,0.0,0.25,3,476,0.280842,0.280842,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.166667,0.166667,0.166667,0.522192,0.324653,0.316118,0.370131,0.5541019762158093,medium,0.166667,low,2,0.0,distinct_orientation_link_surface,0.009556160000000001,0.06688470356762861,0.477808
ledger_failure,augmented_exact_k,0.0,0.25,4,440,0.223694,0.223694,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.1,0.1,0.1,0.482514,0.27304,0.258439,0.327908,0.7733776872701559,high,0.1,low,1,0.0,distinct_orientation_link_surface,0.01034972,0.03399334690947662,0.517486
ledger_failure,augmented_exact_k,0.0,0.5,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8484746315565486,high,1.0,high,6,0.0,distinct_orientation_link_surface,0.0,0.022728805266517715,0.0
ledger_failure,augmented_exact_k,0.0,0.5,2,430,0.435563,0.435563,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658,0.2172314614082459,low,0.333333,low,7,0.0,distinct_orientation_link_surface,0.0070036199999999995,0.11741528078876311,0.35018099999999996
ledger_failure,augmented_exact_k,0.0,0.5,3,476,0.565849,0.565849,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.5,0.5,0.5,0.716662,0.598398,0.5822,0.585274,0.5972371999177357,medium,0.5,medium,5,0.0,distinct_orientation_link_surface,0.00566676,0.06041442001233964,0.283338
ledger_failure,augmented_exact_k,0.0,0.5,4,440,0.420445,0.420445,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.61991,0.459952,0.438756,0.455732,0.24361870888301324,low,0.333333,low,2,0.0,distinct_orientation_link_surface,0.007601800000000001,0.113457193667548,0.38009000000000004
ledger_failure,augmented_exact_k,0.0,0.75,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18460761522861668,low,1.0,high,1,0.0,distinct_orientation_link_surface,0.0,0.12230885771570749,0.0
ledger_failure,augmented_exact_k,0.0,0.75,2,430,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.459333546950289,medium,1.0,high,1,0.0,distinct_orientation_link_surface,0.0,0.08109996795745664,0.0
ledger_failure,augmented_exact_k,0.0,0.75,3,476,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3419723754535806,medium,1.0,high,7,0.0,distinct_orientation_link_surface,0.0,0.09870414368196291,0.0
ledger_failure,augmented_exact_k,0.0,0.75,4,440,0.649869,0.649869,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.6,0.6,0.6,0.775978,0.678955,0.663139,0.63005,0.2035784812069872,low,0.6,medium,6,0.0,distinct_orientation_link_surface,0.004480440000000001,0.11946322781895191,0.22402200000000005
ledger_failure,augmented_exact_k,0.0,1.0,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6020418995795174,medium,1.0,high,6,0.0,distinct_orientation_link_surface,0.0,0.05969371506307239,0.0
ledger_failure,augmented_exact_k,0.0,1.0,2,430,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6373314149121752,medium,1.0,high,7,0.0,distinct_orientation_link_surface,0.0,0.054400287763173724,0.0
ledger_failure,augmented_exact_k,0.0,1.0,3,476,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21638252266809596,low,1.0,high,3,0.0,distinct_orientation_link_surface,0.0,0.1175426215997856,0.0
ledger_failure,augmented_exact_k,0.0,1.0,4,440,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8255246992814982,high,1.0,high,4,0.0,distinct_orientation_link_surface,0.0,0.026171295107775272,0.0
ledger_failure,augmented_exact_k,0.25,0.25,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34366727938950203,medium,1.0,high,6,0.0,distinct_orientation_link_surface,0.0,0.0984499080915747,0.0
ledger_failure,augmented_exact_k,0.25,0.25,2,430,0.435563,0.435563,0.134884,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658,0.4230342528900462,medium,0.333333,low,4,0.0,distinct_orientation_link_surface,0.043772624999999996,0.08654486206649308,0.35018099999999996
ledger_failure,augmented_exact_k,0.25,0.25,3,476,0.280842,0.280842,0.195378,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.166667,0.166667,0.166667,0.522192,0.324653,0.316118,0.370131,0.31662982503433496,low,0.166667,low,2,0.0,distinct_orientation_link_surface,0.059726,0.10250552624484977,0.477808
ledger_failure,augmented_exact_k,0.25,0.25,4,440,0.223694,0.223694,0.193182,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.1,0.1,0.1,0.482514,0.27304,0.258439,0.327908,0.5355121851630065,medium,0.1,low,1,0.0,distinct_orientation_link_surface,0.06468575,0.06967317222554903,0.517486
ledger_failure,augmented_exact_k,0.25,0.5,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.758601599609964,high,1.0,high,5,0.0,distinct_orientation_link_surface,0.0,0.0362097600585054,0.0
ledger_failure,augmented_exact_k,0.25,0.5,2,430,0.435563,0.435563,0.134884,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658,0.3038791587503297,low,0.333333,low,2,0.0,distinct_orientation_link_surface,0.043772624999999996,0.10441812618745053,0.35018099999999996
ledger_failure,augmented_exact_k,0.25,0.5,3,476,0.565849,0.565849,0.086134,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.5,0.5,0.5,0.716662,0.598398,0.5822,0.585274,0.5362009289837077,medium,0.5,medium,7,0.0,distinct_orientation_link_surface,0.03541725,0.06956986065244383,0.283338
ledger_failure,augmented_exact_k,0.25,0.5,4,440,0.420445,0.420445,0.147727,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.61991,0.459952,0.438756,0.455732,0.4131613654713196,medium,0.333333,low,6,0.0,distinct_orientation_link_surface,0.047511250000000005,0.08802579517930206,0.38009000000000004
ledger_failure,augmented_exact_k,0.25,0.75,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7784030256417347,high,1.0,high,6,0.0,distinct_orientation_link_surface,0.0,0.033239546153739793,0.0
ledger_failure,augmented_exact_k,0.25,0.75,2,430,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7411511101342287,high,1.0,high,1,0.0,distinct_orientation_link_surface,0.0,0.03882733347986569,0.0
ledger_failure,augmented_exact_k,0.25,0.75,3,476,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28991526025357556,low,1.0,high,7,0.0,distinct_orientation_link_surface,0.0,0.10651271096196367,0.0
ledger_failure,augmented_exact_k,0.25,0.75,4,440,0.649869,0.649869,0.075,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.6,0.6,0.6,0.775978,0.678955,0.663139,0.63005,0.22949163219662333,low,0.6,medium,5,0.0,distinct_orientation_link_surface,0.028002750000000007,0.11557625517050649,0.22402200000000005
ledger_failure,augmented_exact_k,0.25,1.0,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6517687702369035,medium,1.0,high,2,0.0,distinct_orientation_link_surface,0.0,0.05223468446446448,0.0
ledger_failure,augmented_exact_k,0.25,1.0,2,430,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4960281619607241,medium,1.0,high,5,0.0,distinct_orientation_link_surface,0.0,0.07559577570589139,0.0
ledger_failure,augmented_exact_k,0.25,1.0,3,476,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22339697256552798,low,1.0,high,7,0.0,distinct_orientation_link_surface,0.0,0.11649045411517078,0.0
ledger_failure,augmented_exact_k,0.25,1.0,4,440,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5780089370274257,medium,1.0,high,3,0.0,distinct_orientation_link_surface,0.0,0.06329865944588614,0.0
ledger_failure,augmented_exact_k,0.5,0.25,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7760607464695699,high,1.0,high,2,0.0,distinct_orientation_link_surface,0.0,0.03359088802956451,0.0
ledger_failure,augmented_exact_k,0.5,0.25,2,430,0.435563,0.435563,0.25814,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658,0.672854843194588,high,0.333333,low,5,0.0,distinct_orientation_link_surface,0.08054162999999999,0.0490717735208118,0.35018099999999996
ledger_failure,augmented_exact_k,0.5,0.25,3,476,0.280842,0.280842,0.298319,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.166667,0.166667,0.166667,0.522192,0.324653,0.316118,0.370131,0.4402720078066112,medium,0.166667,low,5,0.0,distinct_orientation_link_surface,0.10989584,0.08395919882900833,0.477808
ledger_failure,augmented_exact_k,0.5,0.25,4,440,0.223694,0.223694,0.381818,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.1,0.1,0.1,0.482514,0.27304,0.258439,0.327908,0.6554446000030629,medium,0.1,low,7,0.0,distinct_orientation_link_surface,0.11902178,0.05168330999954056,0.517486
ledger_failure,augmented_exact_k,0.5,0.5,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3570697453831707,medium,1.0,high,7,0.0,distinct_orientation_link_surface,0.0,0.09643953819252439,0.0
ledger_failure,augmented_exact_k,0.5,0.5,2,430,0.435563,0.435563,0.25814,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658,0.404926611078402,medium,0.333333,low,3,0.0,distinct_orientation_link_surface,0.08054162999999999,0.0892610083382397,0.35018099999999996
ledger_failure,augmented_exact_k,0.5,0.5,3,476,0.565849,0.565849,0.168067,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.5,0.5,0.5,0.716662,0.598398,0.5822,0.585274,0.3451445222286532,medium,0.5,medium,2,0.0,distinct_orientation_link_surface,0.06516773999999999,0.09822832166570201,0.283338
ledger_failure,augmented_exact_k,0.5,0.5,4,440,0.420445,0.420445,0.295455,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.61991,0.459952,0.438756,0.455732,0.54791783693189,medium,0.333333,low,3,0.0,distinct_orientation_link_surface,0.0874207,0.0678123244602165,0.38009000000000004
ledger_failure,augmented_exact_k,0.5,0.75,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20875258260696106,low,1.0,high,4,0.0,distinct_orientation_link_surface,0.0,0.11868711260895584,0.0
ledger_failure,augmented_exact_k,0.5,0.75,2,430,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24860822568718838,low,1.0,high,1,0.0,distinct_orientation_link_surface,0.0,0.11270876614692173,0.0
ledger_failure,augmented_exact_k,0.5,0.75,3,476,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47467858770585525,medium,1.0,high,4,0.0,distinct_orientation_link_surface,0.0,0.07879821184412171,0.0
ledger_failure,augmented_exact_k,0.5,0.75,4,440,0.649869,0.649869,0.172727,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.6,0.6,0.6,0.775978,0.678955,0.663139,0.63005,0.2304754268067899,low,0.6,medium,5,0.0,distinct_orientation_link_surface,0.05152506000000001,0.11542868597898151,0.22402200000000005
ledger_failure,augmented_exact_k,0.5,1.0,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23501883451133046,low,1.0,high,3,0.0,distinct_orientation_link_surface,0.0,0.11474717482330044,0.0
ledger_failure,augmented_exact_k,0.5,1.0,2,430,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.39062456127617085,medium,1.0,high,4,0.0,distinct_orientation_link_surface,0.0,0.09140631580857438,0.0
ledger_failure,augmented_exact_k,0.5,1.0,3,476,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7767021757492603,high,1.0,high,6,0.0,distinct_orientation_link_surface,0.0,0.03349467363761096,0.0
ledger_failure,augmented_exact_k,0.5,1.0,4,440,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6688800337998937,high,1.0,high,2,0.0,distinct_orientation_link_surface,0.0,0.049667994930015946,0.0
ledger_failure,augmented_exact_k,0.75,0.25,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22996794745600507,low,1.0,high,4,0.0,distinct_orientation_link_surface,0.0,0.11550480788159924,0.0
ledger_failure,augmented_exact_k,0.75,0.25,2,430,0.435563,0.435563,0.162791,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658,0.5107029518625636,medium,0.333333,low,3,0.0,distinct_orientation_link_surface,0.117310635,0.07339455722061546,0.35018099999999996
ledger_failure,augmented_exact_k,0.75,0.25,3,476,0.280842,0.280842,0.294118,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.166667,0.166667,0.166667,0.522192,0.324653,0.316118,0.370131,0.2007492808171309,low,0.166667,low,7,0.0,distinct_orientation_link_surface,0.16006568000000002,0.11988760787743036,0.477808
ledger_failure,augmented_exact_k,0.75,0.25,4,440,0.223694,0.223694,0.395455,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.1,0.1,0.1,0.482514,0.27304,0.258439,0.327908,0.7453677943342087,high,0.1,low,5,0.0,distinct_orientation_link_surface,0.17335781,0.03819483084986869,0.517486
ledger_failure,augmented_exact_k,0.75,0.5,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28907081667993006,low,1.0,high,5,0.0,distinct_orientation_link_surface,0.0,0.10663937749801049,0.0
ledger_failure,augmented_exact_k,0.75,0.5,2,430,0.435563,0.435563,0.162791,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658,0.7600335681506112,high,0.333333,low,1,0.0,distinct_orientation_link_surface,0.117310635,0.03599496477740832,0.35018099999999996
ledger_failure,augmented_exact_k,0.75,0.5,3,476,0.565849,0.565849,0.180672,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.5,0.5,0.5,0.716662,0.598398,0.5822,0.585274,0.3144759619815801,low,0.5,medium,1,0.0,distinct_orientation_link_surface,0.09491822999999999,0.10282860570276298,0.283338
ledger_failure,augmented_exact_k,0.75,0.5,4,440,0.420445,0.420445,0.340909,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.61991,0.459952,0.438756,0.455732,0.6225818055999057,medium,0.333333,low,2,0.0,distinct_orientation_link_surface,0.12733015000000003,0.05661272916001414,0.38009000000000004
ledger_failure,augmented_exact_k,0.75,0.75,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37968250168234996,medium,1.0,high,1,0.0,distinct_orientation_link_surface,0.0,0.09304762474764751,0.0
ledger_failure,augmented_exact_k,0.75,0.75,2,430,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4830200297631151,medium,1.0,high,3,0.0,distinct_orientation_link_surface,0.0,0.07754699553553274,0.0
ledger_failure,augmented_exact_k,0.75,0.75,3,476,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41830260918940176,medium,1.0,high,1,0.0,distinct_orientation_link_surface,0.0,0.08725460862158974,0.0
ledger_failure,augmented_exact_k,0.75,0.75,4,440,0.649869,0.649869,0.15,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.6,0.6,0.6,0.775978,0.678955,0.663139,0.63005,0.8450261752566621,high,0.6,medium,5,0.0,distinct_orientation_link_surface,0.07504737000000002,0.02324607371150068,0.22402200000000005
ledger_failure,augmented_exact_k,0.75,1.0,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7926065216118783,high,1.0,high,7,0.0,distinct_orientation_link_surface,0.0,0.031109021758218256,0.0
ledger_failure,augmented_exact_k,0.75,1.0,2,430,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.618093535560297,medium,1.0,high,4,0.0,distinct_orientation_link_surface,0.0,0.05728596966595545,0.0
ledger_failure,augmented_exact_k,0.75,1.0,3,476,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3578855980480257,medium,1.0,high,3,0.0,distinct_orientation_link_surface,0.0,0.09631716029279613,0.0
ledger_failure,augmented_exact_k,0.75,1.0,4,440,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3280218138099826,low,1.0,high,6,0.0,distinct_orientation_link_surface,0.0,0.1007967279285026,0.0
ledger_failure,augmented_exact_k,1.0,0.25,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5746690298082822,medium,1.0,high,5,0.0,distinct_orientation_link_surface,0.0,0.06379964552875768,0.0
ledger_failure,augmented_exact_k,1.0,0.25,2,430,0.435563,0.435563,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658,0.6274823568499623,medium,0.333333,low,4,0.0,distinct_orientation_link_surface,0.15407964,0.05587764647250565,0.35018099999999996
ledger_failure,augmented_exact_k,1.0,0.25,3,476,0.280842,0.280842,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.166667,0.166667,0.166667,0.522192,0.324653,0.316118,0.370131,0.32706068515920267,low,0.166667,low,7,0.0,distinct_orientation_link_surface,0.21023552,0.10094089722611961,0.477808
ledger_failure,augmented_exact_k,1.0,0.25,4,440,0.223694,0.223694,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.1,0.1,0.1,0.482514,0.27304,0.258439,0.327908,0.4766615953414692,medium,0.1,low,3,0.0,distinct_orientation_link_surface,0.22769384,0.0785007606987796,0.517486
ledger_failure,augmented_exact_k,1.0,0.5,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8286573712063241,high,1.0,high,2,0.0,distinct_orientation_link_surface,0.0,0.025701394319051385,0.0
ledger_failure,augmented_exact_k,1.0,0.5,2,430,0.435563,0.435563,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658,0.8468357772911272,high,0.333333,low,3,0.0,distinct_orientation_link_surface,0.15407964,0.02297463340633091,0.35018099999999996
ledger_failure,augmented_exact_k,1.0,0.5,3,476,0.565849,0.565849,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.5,0.5,0.5,0.716662,0.598398,0.5822,0.585274,0.3721682817002382,medium,0.5,medium,1,0.0,distinct_orientation_link_surface,0.12466872,0.09417475774496427,0.283338
ledger_failure,augmented_exact_k,1.0,0.5,4,440,0.420445,0.420445,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.61991,0.459952,0.438756,0.455732,0.26984443211282416,low,0.333333,low,3,0.0,distinct_orientation_link_surface,0.16723960000000002,0.10952333518307637,0.38009000000000004
ledger_failure,augmented_exact_k,1.0,0.75,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7611792968201376,high,1.0,high,6,0.0,distinct_orientation_link_surface,0.0,0.03582310547697935,0.0
ledger_failure,augmented_exact_k,1.0,0.75,2,430,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3616305840737002,medium,1.0,high,6,0.0,distinct_orientation_link_surface,0.0,0.09575541238894497,0.0
ledger_failure,augmented_exact_k,1.0,0.75,3,476,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18936875180233004,low,1.0,high,2,0.0,distinct_orientation_link_surface,0.0,0.12159468722965049,0.0
ledger_failure,augmented_exact_k,1.0,0.75,4,440,0.649869,0.649869,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.6,0.6,0.6,0.775978,0.678955,0.663139,0.63005,0.6058888444709403,medium,0.6,medium,3,0.0,distinct_orientation_link_surface,0.09856968000000002,0.05911667332935896,0.22402200000000005
ledger_failure,augmented_exact_k,1.0,1.0,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27476171933875676,low,1.0,high,2,0.0,distinct_orientation_link_surface,0.0,0.10878574209918647,0.0
ledger_failure,augmented_exact_k,1.0,1.0,2,430,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6447778275441334,medium,1.0,high,3,0.0,distinct_orientation_link_surface,0.0,0.05328332586837999,0.0
ledger_failure,augmented_exact_k,1.0,1.0,3,476,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2347730346887953,low,1.0,high,7,0.0,distinct_orientation_link_surface,0.0,0.1147840447966807,0.0
ledger_failure,augmented_exact_k,1.0,1.0,4,440,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31305405184311275,low,1.0,high,1,0.0,distinct_orientation_link_surface,0.0,0.10304189222353309,0.0
orientation_degradation,at_least_k,0.0,0.25,1,1054,1.0,1.0,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.250423633337654,low,1.0,high,1,0.0,distinct_orientation_link_surface,0.01499152733324692,0.7495763666623461,0.0
orientation_degradation,at_least_k,0.0,0.25,2,430,0.435563,0.435563,0.0,augmented_exact_k,at_least_k,component_proxy_anchored_to_formal_surface,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658,0.6587124915307175,medium,0.333333,low,3,0.0,distinct_orientation_link_surface,0.00682575016938565,0.34128750846928246,0.052527149999999995
