motif,site,run_seed,seed,mode,severity,support_width,threshold_fraction,threshold_k,family_semantics,certification_regime,certificate_correlation,family_size,parent_cut_in_family,strict_before_ready,family_before_ready,strict_after_ready,family_after_ready,strict_parent_loss,family_internal_loss,strict_rescue_event,family_internal_survival,certification_mode,strict_parent_cert_failed,certification_rescue_event,family_certification_resilience_event,shared_failure_used,shared_failure_value,comparison_valid_strict_vs_family,metric_artifact_risk,apples_to_apples_loss_delta,uncertified_family_cut_count,certified_family_member_count,uncertified_family_member_fraction,unavailable_support_count,affected_edge_count,delay_depth,selector_stress,strict_finality_depth_before,strict_finality_depth_after,strict_recovery_length,family_recovery_length,intervention_detail,certification_detail,pair_count,weighted_native_overlap,induced_certificate_correlation,native_overlap_bin,overlap_weight_profile,support_overlap,frontier_overlap,orientation_overlap,ledger_overlap,causal_past_overlap,bdg_kernel_overlap,firewall_overlap,native_certification_regime,certificate_correlation_source,external_certificate_correlation,v1_6_graph_coupled_orientation_link_overlap,v1_6_run_seed,v1_6_severance_seed,v1_6_motif_kind,v1_6_site,v1_6_family_size,v1_6_dag_node_count
renewal_12,12,,101,ledger_failure,0.5,2,0.5,1,at_least_k,independent_member,0.414492,3,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,False,0,0,3,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,independent_member domain=3 uncertified_family_cuts=0 strict_parent_uncertified=False correlation=0.414492 shared_used=True shared_failed=False,3,0.414492,0.414492,medium,balanced,0.333333,0.333333,0.333333,0.555556,0.5,0.416667,0.493651,native_overlap_induced,native_witness_overlap,0.414492,0.0,18,101,renewal,12,3,33
renewal_12,12,,101,ledger_failure,0.5,2,0.5,1,augmented_exact_k,independent_member,0.414492,3,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,False,0,0,3,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,independent_member domain=3 uncertified_family_cuts=0 strict_parent_uncertified=False correlation=0.414492 shared_used=True shared_failed=False,3,0.414492,0.414492,medium,balanced,0.333333,0.333333,0.333333,0.555556,0.5,0.416667,0.493651,native_overlap_induced,native_witness_overlap,0.414492,0.0,18,101,renewal,12,3,33
renewal_28,28,,101,ledger_failure,0.5,3,0.5,2,at_least_k,independent_member,0.564462,4,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,-1,3,1,0.75,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=4 uncertified_family_cuts=3 strict_parent_uncertified=True correlation=0.564462 shared_used=False shared_failed=False,6,0.564462,0.564462,medium,balanced,0.5,0.5,0.5,0.75,0.571429,0.571429,0.546841,native_overlap_induced,native_witness_overlap,0.564462,0.0,18,101,renewal,28,4,33
renewal_28,28,,101,ledger_failure,0.5,3,0.5,2,augmented_exact_k,independent_member,0.564462,4,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,-1,3,1,0.75,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=4 uncertified_family_cuts=3 strict_parent_uncertified=True correlation=0.564462 shared_used=False shared_failed=False,6,0.564462,0.564462,medium,balanced,0.5,0.5,0.5,0.75,0.571429,0.571429,0.546841,native_overlap_induced,native_witness_overlap,0.564462,0.0,18,101,renewal,28,4,33
renewal_8,8,,101,ledger_failure,0.5,4,0.5,2,at_least_k,independent_member,0.544005,11,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,False,0,0,11,0.0,0,0,0,False,,,0,0,certification_state_supplied_separately,independent_member domain=11 uncertified_family_cuts=0 strict_parent_uncertified=False correlation=0.544005 shared_used=True shared_failed=False,55,0.544005,0.544005,medium,balanced,0.436364,0.436364,0.436364,0.693506,0.636364,0.636364,0.653307,native_overlap_induced,native_witness_overlap,0.544005,0.06666666666666667,18,101,renewal,8,11,33
renewal_8,8,,101,ledger_failure,0.5,4,0.5,2,augmented_exact_k,independent_member,0.458476,7,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,-1,6,1,0.857143,0,0,0,False,,,0,0,certification_state_supplied_separately,independent_member domain=7 uncertified_family_cuts=6 strict_parent_uncertified=True correlation=0.458476 shared_used=False shared_failed=False,21,0.458476,0.458476,medium,balanced,0.333333,0.333333,0.333333,0.646259,0.555556,0.555556,0.582418,native_overlap_induced,native_witness_overlap,0.458476,0.08333333333333333,18,101,renewal,8,7,33
renewal_2,2,,101,ledger_failure,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,False,0,0,1,0.0,0,0,0,False,0,0,0,0,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=0 strict_parent_uncertified=False correlation=1.0 shared_used=True shared_failed=False,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,18,101,renewal,2,1,33
renewal_2,2,,101,ledger_failure,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,False,0,0,1,0.0,0,0,0,False,0,0,0,0,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=0 strict_parent_uncertified=False correlation=1.0 shared_used=True shared_failed=False,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,18,101,renewal,2,1,33
renewal_15,15,,101,ledger_failure,0.5,2,0.5,1,at_least_k,independent_member,0.449538,3,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,0,2,1,0.666667,0,0,0,False,,,0,0,certification_state_supplied_separately,independent_member domain=3 uncertified_family_cuts=2 strict_parent_uncertified=False correlation=0.449538 shared_used=False shared_failed=False,3,0.449538,0.449538,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.466667,0.466667,0.519231,native_overlap_induced,native_witness_overlap,0.449538,0.0,18,101,renewal,15,3,33
renewal_15,15,,101,ledger_failure,0.5,2,0.5,1,augmented_exact_k,independent_member,0.449538,3,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,0,2,1,0.666667,0,0,0,False,,,0,0,certification_state_supplied_separately,independent_member domain=3 uncertified_family_cuts=2 strict_parent_uncertified=False correlation=0.449538 shared_used=False shared_failed=False,3,0.449538,0.449538,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.466667,0.466667,0.519231,native_overlap_induced,native_witness_overlap,0.449538,0.0,18,101,renewal,15,3,33
renewal_16,16,,101,ledger_failure,0.5,4,0.5,2,at_least_k,independent_member,0.51019,11,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,-1,4,7,0.363636,0,0,0,False,,,0,0,certification_state_supplied_separately,independent_member domain=11 uncertified_family_cuts=4 strict_parent_uncertified=True correlation=0.51019 shared_used=False shared_failed=False,55,0.51019,0.51019,medium,balanced,0.436364,0.436364,0.436364,0.771429,0.509575,0.501751,0.413744,native_overlap_induced,native_witness_overlap,0.51019,0.06153846153846154,18,101,renewal,16,11,33
renewal_16,16,,101,ledger_failure,0.5,4,0.5,2,augmented_exact_k,independent_member,0.418021,7,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,7,0,1.0,0,0,0,False,,,0,,certification_state_supplied_separately,independent_member domain=7 uncertified_family_cuts=7 strict_parent_uncertified=True correlation=0.418021 shared_used=True shared_failed=True,21,0.418021,0.418021,medium,balanced,0.333333,0.333333,0.333333,0.705215,0.41808,0.409802,0.332498,native_overlap_induced,native_witness_overlap,0.418021,0.08333333333333333,18,101,renewal,16,7,33
renewal_3,3,,101,ledger_failure,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,5,5,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,18,101,renewal,3,1,33
renewal_3,3,,101,ledger_failure,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,5,5,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,18,101,renewal,3,1,33
renewal_1,1,,101,orientation_degradation,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,0,0,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,18,101,renewal,1,1,33
renewal_1,1,,101,orientation_degradation,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,0,0,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,18,101,renewal,1,1,33
renewal_12,12,,101,orientation_degradation,0.5,2,0.5,1,at_least_k,independent_member,0.414492,3,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,3,0,1.0,0,0,0,False,5,5,0,,certification_state_supplied_separately,independent_member domain=3 uncertified_family_cuts=3 strict_parent_uncertified=True correlation=0.414492 shared_used=True shared_failed=True,3,0.414492,0.414492,medium,balanced,0.333333,0.333333,0.333333,0.555556,0.5,0.416667,0.493651,native_overlap_induced,native_witness_overlap,0.414492,0.0,18,101,renewal,12,3,33
renewal_12,12,,101,orientation_degradation,0.5,2,0.5,1,augmented_exact_k,independent_member,0.414492,3,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,3,0,1.0,0,0,0,False,5,5,0,,certification_state_supplied_separately,independent_member domain=3 uncertified_family_cuts=3 strict_parent_uncertified=True correlation=0.414492 shared_used=True shared_failed=True,3,0.414492,0.414492,medium,balanced,0.333333,0.333333,0.333333,0.555556,0.5,0.416667,0.493651,native_overlap_induced,native_witness_overlap,0.414492,0.0,18,101,renewal,12,3,33
renewal_28,28,,101,orientation_degradation,0.5,3,0.5,2,at_least_k,independent_member,0.564462,4,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,False,0,0,4,0.0,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=4 uncertified_family_cuts=0 strict_parent_uncertified=False correlation=0.564462 shared_used=True shared_failed=False,6,0.564462,0.564462,medium,balanced,0.5,0.5,0.5,0.75,0.571429,0.571429,0.546841,native_overlap_induced,native_witness_overlap,0.564462,0.0,18,101,renewal,28,4,33
renewal_28,28,,101,orientation_degradation,0.5,3,0.5,2,augmented_exact_k,independent_member,0.564462,4,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,False,0,0,4,0.0,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=4 uncertified_family_cuts=0 strict_parent_uncertified=False correlation=0.564462 shared_used=True shared_failed=False,6,0.564462,0.564462,medium,balanced,0.5,0.5,0.5,0.75,0.571429,0.571429,0.546841,native_overlap_induced,native_witness_overlap,0.564462,0.0,18,101,renewal,28,4,33
renewal_8,8,,101,orientation_degradation,0.5,4,0.5,2,at_least_k,independent_member,0.544005,11,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,0,6,5,0.545455,0,0,0,False,,,0,0,certification_state_supplied_separately,independent_member domain=11 uncertified_family_cuts=6 strict_parent_uncertified=False correlation=0.544005 shared_used=False shared_failed=False,55,0.544005,0.544005,medium,balanced,0.436364,0.436364,0.436364,0.693506,0.636364,0.636364,0.653307,native_overlap_induced,native_witness_overlap,0.544005,0.06666666666666667,18,101,renewal,8,11,33
renewal_8,8,,101,orientation_degradation,0.5,4,0.5,2,augmented_exact_k,independent_member,0.458476,7,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,-1,5,2,0.714286,0,0,0,False,,,0,0,certification_state_supplied_separately,independent_member domain=7 uncertified_family_cuts=5 strict_parent_uncertified=True correlation=0.458476 shared_used=False shared_failed=False,21,0.458476,0.458476,medium,balanced,0.333333,0.333333,0.333333,0.646259,0.555556,0.555556,0.582418,native_overlap_induced,native_witness_overlap,0.458476,0.08333333333333333,18,101,renewal,8,7,33
renewal_2,2,,101,orientation_degradation,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,0,0,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,18,101,renewal,2,1,33
renewal_2,2,,101,orientation_degradation,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,0,0,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,18,101,renewal,2,1,33
renewal_15,15,,101,orientation_degradation,0.5,2,0.5,1,at_least_k,independent_member,0.449538,3,True,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,0,3,0,1.0,0,0,0,False,,,0,,certification_state_supplied_separately,independent_member domain=3 uncertified_family_cuts=3 strict_parent_uncertified=True correlation=0.449538 shared_used=False shared_failed=False,3,0.449538,0.449538,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.466667,0.466667,0.519231,native_overlap_induced,native_witness_overlap,0.449538,0.0,18,101,renewal,15,3,33
renewal_15,15,,101,orientation_degradation,0.5,2,0.5,1,augmented_exact_k,independent_member,0.449538,3,True,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,0,3,0,1.0,0,0,0,False,,,0,,certification_state_supplied_separately,independent_member domain=3 uncertified_family_cuts=3 strict_parent_uncertified=True correlation=0.449538 shared_used=False shared_failed=False,3,0.449538,0.449538,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.466667,0.466667,0.519231,native_overlap_induced,native_witness_overlap,0.449538,0.0,18,101,renewal,15,3,33
renewal_16,16,,101,orientation_degradation,0.5,4,0.5,2,at_least_k,independent_member,0.51019,11,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,0,4,7,0.363636,0,0,0,False,,,0,0,certification_state_supplied_separately,independent_member domain=11 uncertified_family_cuts=4 strict_parent_uncertified=False correlation=0.51019 shared_used=False shared_failed=False,55,0.51019,0.51019,medium,balanced,0.436364,0.436364,0.436364,0.771429,0.509575,0.501751,0.413744,native_overlap_induced,native_witness_overlap,0.51019,0.06153846153846154,18,101,renewal,16,11,33
renewal_16,16,,101,orientation_degradation,0.5,4,0.5,2,augmented_exact_k,independent_member,0.418021,7,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,0,4,3,0.571429,0,0,0,False,,,0,0,certification_state_supplied_separately,independent_member domain=7 uncertified_family_cuts=4 strict_parent_uncertified=False correlation=0.418021 shared_used=False shared_failed=False,21,0.418021,0.418021,medium,balanced,0.333333,0.333333,0.333333,0.705215,0.41808,0.409802,0.332498,native_overlap_induced,native_witness_overlap,0.418021,0.08333333333333333,18,101,renewal,16,7,33
renewal_3,3,,101,orientation_degradation,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,5,5,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,18,101,renewal,3,1,33
renewal_3,3,,101,orientation_degradation,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,5,5,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,18,101,renewal,3,1,33
renewal_1,1,,101,selector_stress,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,True,0,0,0,0,selector_stress=True,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,18,101,renewal,1,1,33
renewal_1,1,,101,selector_stress,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,True,0,0,0,0,selector_stress=True,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,18,101,renewal,1,1,33
renewal_12,12,,101,selector_stress,0.5,2,0.5,1,at_least_k,independent_member,0.414492,3,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,3,0.0,0,0,0,True,5,5,0,0,selector_stress=True,no_certification_stress,3,0.414492,0.414492,medium,balanced,0.333333,0.333333,0.333333,0.555556,0.5,0.416667,0.493651,native_overlap_induced,native_witness_overlap,0.414492,0.0,18,101,renewal,12,3,33
renewal_12,12,,101,selector_stress,0.5,2,0.5,1,augmented_exact_k,independent_member,0.414492,3,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,3,0.0,0,0,0,True,5,5,0,0,selector_stress=True,no_certification_stress,3,0.414492,0.414492,medium,balanced,0.333333,0.333333,0.333333,0.555556,0.5,0.416667,0.493651,native_overlap_induced,native_witness_overlap,0.414492,0.0,18,101,renewal,12,3,33
renewal_28,28,,101,selector_stress,0.5,3,0.5,2,at_least_k,independent_member,0.564462,4,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,4,0.0,0,0,0,True,6,6,0,0,selector_stress=True,no_certification_stress,6,0.564462,0.564462,medium,balanced,0.5,0.5,0.5,0.75,0.571429,0.571429,0.546841,native_overlap_induced,native_witness_overlap,0.564462,0.0,18,101,renewal,28,4,33
renewal_28,28,,101,selector_stress,0.5,3,0.5,2,augmented_exact_k,independent_member,0.564462,4,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,4,0.0,0,0,0,True,6,6,0,0,selector_stress=True,no_certification_stress,6,0.564462,0.564462,medium,balanced,0.5,0.5,0.5,0.75,0.571429,0.571429,0.546841,native_overlap_induced,native_witness_overlap,0.564462,0.0,18,101,renewal,28,4,33
renewal_8,8,,101,selector_stress,0.5,4,0.5,2,at_least_k,independent_member,0.544005,11,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,11,0.0,0,0,0,True,,,0,0,selector_stress=True,no_certification_stress,55,0.544005,0.544005,medium,balanced,0.436364,0.436364,0.436364,0.693506,0.636364,0.636364,0.653307,native_overlap_induced,native_witness_overlap,0.544005,0.06666666666666667,18,101,renewal,8,11,33
renewal_8,8,,101,selector_stress,0.5,4,0.5,2,augmented_exact_k,independent_member,0.458476,7,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,7,0.0,0,0,0,True,,,0,0,selector_stress=True,no_certification_stress,21,0.458476,0.458476,medium,balanced,0.333333,0.333333,0.333333,0.646259,0.555556,0.555556,0.582418,native_overlap_induced,native_witness_overlap,0.458476,0.08333333333333333,18,101,renewal,8,7,33
renewal_2,2,,101,selector_stress,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,True,0,0,0,0,selector_stress=True,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,18,101,renewal,2,1,33
renewal_2,2,,101,selector_stress,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,True,0,0,0,0,selector_stress=True,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,18,101,renewal,2,1,33
renewal_15,15,,101,selector_stress,0.5,2,0.5,1,at_least_k,independent_member,0.449538,3,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,3,0.0,0,0,0,True,,,0,0,selector_stress=True,no_certification_stress,3,0.449538,0.449538,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.466667,0.466667,0.519231,native_overlap_induced,native_witness_overlap,0.449538,0.0,18,101,renewal,15,3,33
renewal_15,15,,101,selector_stress,0.5,2,0.5,1,augmented_exact_k,independent_member,0.449538,3,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,3,0.0,0,0,0,True,,,0,0,selector_stress=True,no_certification_stress,3,0.449538,0.449538,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.466667,0.466667,0.519231,native_overlap_induced,native_witness_overlap,0.449538,0.0,18,101,renewal,15,3,33
renewal_16,16,,101,selector_stress,0.5,4,0.5,2,at_least_k,independent_member,0.51019,11,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,11,0.0,0,0,0,True,,,0,0,selector_stress=True,no_certification_stress,55,0.51019,0.51019,medium,balanced,0.436364,0.436364,0.436364,0.771429,0.509575,0.501751,0.413744,native_overlap_induced,native_witness_overlap,0.51019,0.06153846153846154,18,101,renewal,16,11,33
renewal_16,16,,101,selector_stress,0.5,4,0.5,2,augmented_exact_k,independent_member,0.418021,7,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,7,0.0,0,0,0,True,,,0,0,selector_stress=True,no_certification_stress,21,0.418021,0.418021,medium,balanced,0.333333,0.333333,0.333333,0.705215,0.41808,0.409802,0.332498,native_overlap_induced,native_witness_overlap,0.418021,0.08333333333333333,18,101,renewal,16,7,33
renewal_3,3,,101,selector_stress,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,True,5,5,0,0,selector_stress=True,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,18,101,renewal,3,1,33
renewal_3,3,,101,selector_stress,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,True,5,5,0,0,selector_stress=True,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,18,101,renewal,3,1,33
renewal_1,1,,101,ledger_failure,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,0,0,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,19,101,renewal,1,1,33
renewal_1,1,,101,ledger_failure,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,0,0,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,19,101,renewal,1,1,33
renewal_7,7,,101,ledger_failure,0.5,2,0.5,1,at_least_k,independent_member,0.516176,3,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,-1,1,2,0.333333,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=3 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=0.516176 shared_used=False shared_failed=False,3,0.516176,0.516176,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.666667,0.666667,0.802198,native_overlap_induced,native_witness_overlap,0.516176,0.0,19,101,renewal,7,3,33
renewal_7,7,,101,ledger_failure,0.5,2,0.5,1,augmented_exact_k,independent_member,0.516176,3,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,-1,1,2,0.333333,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=3 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=0.516176 shared_used=False shared_failed=False,3,0.516176,0.516176,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.666667,0.666667,0.802198,native_overlap_induced,native_witness_overlap,0.516176,0.0,19,101,renewal,7,3,33
renewal_15,15,,101,ledger_failure,0.5,3,0.5,2,at_least_k,independent_member,0.588852,4,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,4,0,1.0,0,0,0,False,6,6,0,,certification_state_supplied_separately,independent_member domain=4 uncertified_family_cuts=4 strict_parent_uncertified=True correlation=0.588852 shared_used=True shared_failed=True,6,0.588852,0.588852,medium,balanced,0.5,0.5,0.5,0.714286,0.642857,0.642857,0.735653,native_overlap_induced,native_witness_overlap,0.588852,0.0,19,101,renewal,15,4,33
renewal_15,15,,101,ledger_failure,0.5,3,0.5,2,augmented_exact_k,independent_member,0.588852,4,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,4,0,1.0,0,0,0,False,6,6,0,,certification_state_supplied_separately,independent_member domain=4 uncertified_family_cuts=4 strict_parent_uncertified=True correlation=0.588852 shared_used=True shared_failed=True,6,0.588852,0.588852,medium,balanced,0.5,0.5,0.5,0.714286,0.642857,0.642857,0.735653,native_overlap_induced,native_witness_overlap,0.588852,0.0,19,101,renewal,15,4,33
renewal_30,30,,101,ledger_failure,0.5,4,0.5,2,at_least_k,independent_member,0.490234,11,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,0,4,7,0.363636,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=11 uncertified_family_cuts=4 strict_parent_uncertified=False correlation=0.490234 shared_used=False shared_failed=False,55,0.490234,0.490234,medium,balanced,0.436364,0.436364,0.436364,0.61746,0.521208,0.488939,0.509289,native_overlap_induced,native_witness_overlap,0.490234,0.06666666666666667,19,101,renewal,30,11,33
