family_semantics,certification_regime,mode,severity,threshold_fraction,support_width,samples,family_size_mean,parent_in_family_rate,strict_parent_loss_rate,family_internal_loss_rate,strict_rescue_rate,family_internal_survival_rate,family_internal_resilience_rate,comparison_valid_rate,metric_artifact_risk_rate,mean_apples_to_apples_loss_delta
at_least_k,parent_shared,frontier_dropout,0.5,0.75,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.5,0.75,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.5,0.75,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.5,0.75,4,440,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.5,1.0,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.5,1.0,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.5,1.0,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.5,1.0,4,440,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.75,0.25,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.75,0.25,2,430,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.75,0.25,3,476,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.75,0.25,4,440,15.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0
at_least_k,parent_shared,frontier_dropout,0.75,0.5,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.75,0.5,2,430,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.75,0.5,3,476,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.75,0.5,4,440,11.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.75,0.75,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.75,0.75,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.75,0.75,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.75,0.75,4,440,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.75,1.0,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.75,1.0,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.75,1.0,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,0.75,1.0,4,440,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,1.0,0.25,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,1.0,0.25,2,430,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,1.0,0.25,3,476,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,1.0,0.25,4,440,15.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,1.0,0.5,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,1.0,0.5,2,430,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,1.0,0.5,3,476,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,1.0,0.5,4,440,11.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,1.0,0.75,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,1.0,0.75,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,1.0,0.75,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,1.0,0.75,4,440,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,1.0,1.0,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,1.0,1.0,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,1.0,1.0,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,frontier_dropout,1.0,1.0,4,440,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.0,0.25,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.0,0.25,2,430,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.0,0.25,3,476,7.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.0,0.25,4,440,15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.0,0.5,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.0,0.5,2,430,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.0,0.5,3,476,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.0,0.5,4,440,11.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.0,0.75,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.0,0.75,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.0,0.75,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.0,0.75,4,440,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.0,1.0,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.0,1.0,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.0,1.0,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.0,1.0,4,440,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.25,0.25,1,1054,1.0,1.0,0.104364,0.104364,0.0,0.895636,0.895636,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.25,0.25,2,430,3.0,1.0,0.193023,0.193023,0.0,0.806977,0.806977,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.25,0.25,3,476,7.0,1.0,0.189076,0.189076,0.0,0.810924,0.810924,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.25,0.25,4,440,15.0,1.0,0.222727,0.222727,0.0,0.777273,0.777273,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.25,0.5,1,1054,1.0,1.0,0.104364,0.104364,0.0,0.895636,0.895636,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.25,0.5,2,430,3.0,1.0,0.193023,0.193023,0.0,0.806977,0.806977,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.25,0.5,3,476,4.0,1.0,0.189076,0.189076,0.0,0.810924,0.810924,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.25,0.5,4,440,11.0,1.0,0.222727,0.222727,0.0,0.777273,0.777273,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.25,0.75,1,1054,1.0,1.0,0.104364,0.104364,0.0,0.895636,0.895636,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.25,0.75,2,430,1.0,1.0,0.193023,0.193023,0.0,0.806977,0.806977,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.25,0.75,3,476,1.0,1.0,0.189076,0.189076,0.0,0.810924,0.810924,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.25,0.75,4,440,5.0,1.0,0.222727,0.222727,0.0,0.777273,0.777273,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.25,1.0,1,1054,1.0,1.0,0.104364,0.104364,0.0,0.895636,0.895636,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.25,1.0,2,430,1.0,1.0,0.193023,0.193023,0.0,0.806977,0.806977,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.25,1.0,3,476,1.0,1.0,0.189076,0.189076,0.0,0.810924,0.810924,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.25,1.0,4,440,1.0,1.0,0.222727,0.222727,0.0,0.777273,0.777273,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.5,0.25,1,1054,1.0,1.0,0.618596,0.618596,0.0,0.381404,0.381404,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.5,0.25,2,430,3.0,1.0,0.65814,0.65814,0.0,0.34186,0.34186,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.5,0.25,3,476,7.0,1.0,0.359244,0.359244,0.0,0.640756,0.640756,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.5,0.25,4,440,15.0,1.0,0.452273,0.452273,0.0,0.547727,0.547727,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.5,0.5,1,1054,1.0,1.0,0.618596,0.618596,0.0,0.381404,0.381404,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.5,0.5,2,430,3.0,1.0,0.65814,0.65814,0.0,0.34186,0.34186,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.5,0.5,3,476,4.0,1.0,0.359244,0.359244,0.0,0.640756,0.640756,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.5,0.5,4,440,11.0,1.0,0.452273,0.452273,0.0,0.547727,0.547727,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.5,0.75,1,1054,1.0,1.0,0.618596,0.618596,0.0,0.381404,0.381404,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.5,0.75,2,430,1.0,1.0,0.65814,0.65814,0.0,0.34186,0.34186,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.5,0.75,3,476,1.0,1.0,0.359244,0.359244,0.0,0.640756,0.640756,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.5,0.75,4,440,5.0,1.0,0.452273,0.452273,0.0,0.547727,0.547727,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.5,1.0,1,1054,1.0,1.0,0.618596,0.618596,0.0,0.381404,0.381404,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.5,1.0,2,430,1.0,1.0,0.65814,0.65814,0.0,0.34186,0.34186,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.5,1.0,3,476,1.0,1.0,0.359244,0.359244,0.0,0.640756,0.640756,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.5,1.0,4,440,1.0,1.0,0.452273,0.452273,0.0,0.547727,0.547727,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,0.25,1,1054,1.0,1.0,0.625237,0.625237,0.0,0.374763,0.374763,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,0.25,2,430,3.0,1.0,0.77907,0.77907,0.0,0.22093,0.22093,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,0.25,3,476,7.0,1.0,0.716387,0.716387,0.0,0.283613,0.283613,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,0.25,4,440,15.0,1.0,0.786364,0.786364,0.0,0.213636,0.213636,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,0.5,1,1054,1.0,1.0,0.625237,0.625237,0.0,0.374763,0.374763,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,0.5,2,430,3.0,1.0,0.77907,0.77907,0.0,0.22093,0.22093,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,0.5,3,476,4.0,1.0,0.716387,0.716387,0.0,0.283613,0.283613,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,0.5,4,440,11.0,1.0,0.786364,0.786364,0.0,0.213636,0.213636,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,0.75,1,1054,1.0,1.0,0.625237,0.625237,0.0,0.374763,0.374763,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,0.75,2,430,1.0,1.0,0.77907,0.77907,0.0,0.22093,0.22093,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,0.75,3,476,1.0,1.0,0.716387,0.716387,0.0,0.283613,0.283613,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,0.75,4,440,5.0,1.0,0.786364,0.786364,0.0,0.213636,0.213636,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,1.0,1,1054,1.0,1.0,0.625237,0.625237,0.0,0.374763,0.374763,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,1.0,2,430,1.0,1.0,0.77907,0.77907,0.0,0.22093,0.22093,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,1.0,3,476,1.0,1.0,0.716387,0.716387,0.0,0.283613,0.283613,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,1.0,4,440,1.0,1.0,0.786364,0.786364,0.0,0.213636,0.213636,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,1.0,0.25,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,1.0,0.25,2,430,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,1.0,0.25,3,476,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,1.0,0.25,4,440,15.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,1.0,0.5,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,1.0,0.5,2,430,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,1.0,0.5,3,476,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,1.0,0.5,4,440,11.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,1.0,0.75,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,1.0,0.75,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,1.0,0.75,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,1.0,0.75,4,440,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,1.0,1.0,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,1.0,1.0,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,1.0,1.0,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,ledger_failure,1.0,1.0,4,440,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,0.25,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,0.25,2,430,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,0.25,3,476,7.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,0.25,4,440,15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,0.5,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,0.5,2,430,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,0.5,3,476,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,0.5,4,440,11.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,0.75,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,0.75,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,0.75,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,0.75,4,440,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,1.0,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,1.0,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,1.0,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,1.0,4,440,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,0.25,1,1054,1.0,1.0,0.181214,0.181214,0.0,0.818786,0.818786,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,0.25,2,430,3.0,1.0,0.22093,0.22093,0.0,0.77907,0.77907,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,0.25,3,476,7.0,1.0,0.294118,0.294118,0.0,0.705882,0.705882,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,0.25,4,440,15.0,1.0,0.170455,0.170455,0.0,0.829545,0.829545,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,0.5,1,1054,1.0,1.0,0.181214,0.181214,0.0,0.818786,0.818786,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,0.5,2,430,3.0,1.0,0.22093,0.22093,0.0,0.77907,0.77907,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,0.5,3,476,4.0,1.0,0.294118,0.294118,0.0,0.705882,0.705882,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,0.5,4,440,11.0,1.0,0.170455,0.170455,0.0,0.829545,0.829545,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,0.75,1,1054,1.0,1.0,0.181214,0.181214,0.0,0.818786,0.818786,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,0.75,2,430,1.0,1.0,0.22093,0.22093,0.0,0.77907,0.77907,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,0.75,3,476,1.0,1.0,0.294118,0.294118,0.0,0.705882,0.705882,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,0.75,4,440,5.0,1.0,0.170455,0.170455,0.0,0.829545,0.829545,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,1.0,1,1054,1.0,1.0,0.181214,0.181214,0.0,0.818786,0.818786,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,1.0,2,430,1.0,1.0,0.22093,0.22093,0.0,0.77907,0.77907,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,1.0,3,476,1.0,1.0,0.294118,0.294118,0.0,0.705882,0.705882,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,1.0,4,440,1.0,1.0,0.170455,0.170455,0.0,0.829545,0.829545,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,0.25,1,1054,1.0,1.0,0.381404,0.381404,0.0,0.618596,0.618596,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,0.25,2,430,3.0,1.0,0.52093,0.52093,0.0,0.47907,0.47907,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,0.25,3,476,7.0,1.0,0.506303,0.506303,0.0,0.493697,0.493697,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,0.25,4,440,15.0,1.0,0.440909,0.440909,0.0,0.559091,0.559091,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,0.5,1,1054,1.0,1.0,0.381404,0.381404,0.0,0.618596,0.618596,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,0.5,2,430,3.0,1.0,0.52093,0.52093,0.0,0.47907,0.47907,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,0.5,3,476,4.0,1.0,0.506303,0.506303,0.0,0.493697,0.493697,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,0.5,4,440,11.0,1.0,0.440909,0.440909,0.0,0.559091,0.559091,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,0.75,1,1054,1.0,1.0,0.381404,0.381404,0.0,0.618596,0.618596,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,0.75,2,430,1.0,1.0,0.52093,0.52093,0.0,0.47907,0.47907,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,0.75,3,476,1.0,1.0,0.506303,0.506303,0.0,0.493697,0.493697,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,0.75,4,440,5.0,1.0,0.440909,0.440909,0.0,0.559091,0.559091,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,1.0,1,1054,1.0,1.0,0.381404,0.381404,0.0,0.618596,0.618596,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,1.0,2,430,1.0,1.0,0.52093,0.52093,0.0,0.47907,0.47907,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,1.0,3,476,1.0,1.0,0.506303,0.506303,0.0,0.493697,0.493697,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,1.0,4,440,1.0,1.0,0.440909,0.440909,0.0,0.559091,0.559091,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,0.25,1,1054,1.0,1.0,0.819734,0.819734,0.0,0.180266,0.180266,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,0.25,2,430,3.0,1.0,0.672093,0.672093,0.0,0.327907,0.327907,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,0.25,3,476,7.0,1.0,0.745798,0.745798,0.0,0.254202,0.254202,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,0.25,4,440,15.0,1.0,0.793182,0.793182,0.0,0.206818,0.206818,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,0.5,1,1054,1.0,1.0,0.819734,0.819734,0.0,0.180266,0.180266,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,0.5,2,430,3.0,1.0,0.672093,0.672093,0.0,0.327907,0.327907,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,0.5,3,476,4.0,1.0,0.745798,0.745798,0.0,0.254202,0.254202,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,0.5,4,440,11.0,1.0,0.793182,0.793182,0.0,0.206818,0.206818,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,0.75,1,1054,1.0,1.0,0.819734,0.819734,0.0,0.180266,0.180266,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,0.75,2,430,1.0,1.0,0.672093,0.672093,0.0,0.327907,0.327907,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,0.75,3,476,1.0,1.0,0.745798,0.745798,0.0,0.254202,0.254202,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,0.75,4,440,5.0,1.0,0.793182,0.793182,0.0,0.206818,0.206818,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,1.0,1,1054,1.0,1.0,0.819734,0.819734,0.0,0.180266,0.180266,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,1.0,2,430,1.0,1.0,0.672093,0.672093,0.0,0.327907,0.327907,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,1.0,3,476,1.0,1.0,0.745798,0.745798,0.0,0.254202,0.254202,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,1.0,4,440,1.0,1.0,0.793182,0.793182,0.0,0.206818,0.206818,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,1.0,0.25,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,1.0,0.25,2,430,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,1.0,0.25,3,476,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
