family_semantics,certification_regime,mode,severity,threshold_fraction,samples,support_width_count,mean_support_width,mean_family_size,strict_loss_rate,family_loss_rate,family_rescue_rate,no_worse_violation_rate,mean_loss_reduction_vs_strict,strict_cut_inclusion_rate,mean_uncertified_cut_count,mean_unavailable_support_count,mean_family_recovery_length
at_least_k,parent_shared,ledger_failure,0.5,0.75,2400,4,2.125833,1.733333,0.54375,0.54375,0.0,0.0,0.0,1.0,0.875417,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.5,1.0,2400,4,2.125833,1.0,0.54375,0.54375,0.0,0.0,0.0,1.0,0.54375,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,0.25,2400,4,2.125833,5.115,0.700417,0.700417,0.0,0.0,0.0,1.0,3.850417,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,0.5,2400,4,2.125833,3.786667,0.700417,0.700417,0.0,0.0,0.0,1.0,2.8475,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,0.75,2400,4,2.125833,1.733333,0.700417,0.700417,0.0,0.0,0.0,1.0,1.277083,0.0,0.0
at_least_k,parent_shared,ledger_failure,0.75,1.0,2400,4,2.125833,1.0,0.700417,0.700417,0.0,0.0,0.0,1.0,0.700417,0.0,0.0
at_least_k,parent_shared,ledger_failure,1.0,0.25,2400,4,2.125833,5.115,1.0,1.0,0.0,0.0,0.0,1.0,5.115,0.0,
at_least_k,parent_shared,ledger_failure,1.0,0.5,2400,4,2.125833,3.786667,1.0,1.0,0.0,0.0,0.0,1.0,3.786667,0.0,
at_least_k,parent_shared,ledger_failure,1.0,0.75,2400,4,2.125833,1.733333,1.0,1.0,0.0,0.0,0.0,1.0,1.733333,0.0,
at_least_k,parent_shared,ledger_failure,1.0,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,
at_least_k,parent_shared,orientation_degradation,0.0,0.25,2400,4,2.125833,5.115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,0.5,2400,4,2.125833,3.786667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,0.75,2400,4,2.125833,1.733333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.0,1.0,2400,4,2.125833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,0.25,2400,4,2.125833,5.115,0.20875,0.20875,0.0,0.0,0.0,1.0,1.075417,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,0.5,2400,4,2.125833,3.786667,0.20875,0.20875,0.0,0.0,0.0,1.0,0.775417,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,0.75,2400,4,2.125833,1.733333,0.20875,0.20875,0.0,0.0,0.0,1.0,0.33375,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.25,1.0,2400,4,2.125833,1.0,0.20875,0.20875,0.0,0.0,0.0,1.0,0.20875,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,0.25,2400,4,2.125833,5.115,0.442083,0.442083,0.0,0.0,0.0,1.0,2.362917,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,0.5,2400,4,2.125833,3.786667,0.442083,0.442083,0.0,0.0,0.0,1.0,1.738333,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,0.75,2400,4,2.125833,1.733333,0.442083,0.442083,0.0,0.0,0.0,1.0,0.765417,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.5,1.0,2400,4,2.125833,1.0,0.442083,0.442083,0.0,0.0,0.0,1.0,0.442083,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,0.25,2400,4,2.125833,5.115,0.77375,0.77375,0.0,0.0,0.0,1.0,3.937917,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,0.5,2400,4,2.125833,3.786667,0.77375,0.77375,0.0,0.0,0.0,1.0,2.9125,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,0.75,2400,4,2.125833,1.733333,0.77375,0.77375,0.0,0.0,0.0,1.0,1.355417,0.0,0.0
at_least_k,parent_shared,orientation_degradation,0.75,1.0,2400,4,2.125833,1.0,0.77375,0.77375,0.0,0.0,0.0,1.0,0.77375,0.0,0.0
at_least_k,parent_shared,orientation_degradation,1.0,0.25,2400,4,2.125833,5.115,1.0,1.0,0.0,0.0,0.0,1.0,5.115,0.0,
at_least_k,parent_shared,orientation_degradation,1.0,0.5,2400,4,2.125833,3.786667,1.0,1.0,0.0,0.0,0.0,1.0,3.786667,0.0,
at_least_k,parent_shared,orientation_degradation,1.0,0.75,2400,4,2.125833,1.733333,1.0,1.0,0.0,0.0,0.0,1.0,1.733333,0.0,
at_least_k,parent_shared,orientation_degradation,1.0,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,
at_least_k,parent_shared,selector_stress,0.0,0.25,2400,4,2.125833,5.115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,0.0,0.5,2400,4,2.125833,3.786667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,0.0,0.75,2400,4,2.125833,1.733333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,0.0,1.0,2400,4,2.125833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,0.25,0.25,2400,4,2.125833,5.115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,0.25,0.5,2400,4,2.125833,3.786667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,0.25,0.75,2400,4,2.125833,1.733333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,0.25,1.0,2400,4,2.125833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,0.5,0.25,2400,4,2.125833,5.115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,0.5,0.5,2400,4,2.125833,3.786667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,0.5,0.75,2400,4,2.125833,1.733333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,0.5,1.0,2400,4,2.125833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,0.75,0.25,2400,4,2.125833,5.115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,0.75,0.5,2400,4,2.125833,3.786667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,0.75,0.75,2400,4,2.125833,1.733333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,0.75,1.0,2400,4,2.125833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,1.0,0.25,2400,4,2.125833,5.115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,1.0,0.5,2400,4,2.125833,3.786667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,1.0,0.75,2400,4,2.125833,1.733333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,selector_stress,1.0,1.0,2400,4,2.125833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,support_delay,0.0,0.25,2400,4,2.125833,5.115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,support_delay,0.0,0.5,2400,4,2.125833,3.786667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,support_delay,0.0,0.75,2400,4,2.125833,1.733333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,support_delay,0.0,1.0,2400,4,2.125833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
at_least_k,parent_shared,support_delay,0.25,0.25,2400,4,2.125833,5.115,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
at_least_k,parent_shared,support_delay,0.25,0.5,2400,4,2.125833,3.786667,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
at_least_k,parent_shared,support_delay,0.25,0.75,2400,4,2.125833,1.733333,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
at_least_k,parent_shared,support_delay,0.25,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,
at_least_k,parent_shared,support_delay,0.5,0.25,2400,4,2.125833,5.115,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.381667,2.0
at_least_k,parent_shared,support_delay,0.5,0.5,2400,4,2.125833,3.786667,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.381667,2.0
at_least_k,parent_shared,support_delay,0.5,0.75,2400,4,2.125833,1.733333,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.381667,
at_least_k,parent_shared,support_delay,0.5,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.381667,
at_least_k,parent_shared,support_delay,0.75,0.25,2400,4,2.125833,5.115,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.9425,4.0
at_least_k,parent_shared,support_delay,0.75,0.5,2400,4,2.125833,3.786667,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.9425,
at_least_k,parent_shared,support_delay,0.75,0.75,2400,4,2.125833,1.733333,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.9425,
at_least_k,parent_shared,support_delay,0.75,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.9425,
at_least_k,parent_shared,support_delay,1.0,0.25,2400,4,2.125833,5.115,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.125833,
at_least_k,parent_shared,support_delay,1.0,0.5,2400,4,2.125833,3.786667,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.125833,
at_least_k,parent_shared,support_delay,1.0,0.75,2400,4,2.125833,1.733333,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.125833,
at_least_k,parent_shared,support_delay,1.0,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.125833,
augmented_exact_k,cut_level,edge_dropout,0.0,0.25,2400,4,2.125833,2.686667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,edge_dropout,0.0,0.5,2400,4,2.125833,3.053333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,edge_dropout,0.0,0.75,2400,4,2.125833,1.733333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,edge_dropout,0.0,1.0,2400,4,2.125833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,edge_dropout,0.25,0.25,2400,4,2.125833,2.686667,0.76125,0.403333,0.357917,0.0,0.357917,1.0,0.0,0.0,0.19
augmented_exact_k,cut_level,edge_dropout,0.25,0.5,2400,4,2.125833,3.053333,0.76125,0.439583,0.321667,0.0,0.321667,1.0,0.0,0.0,0.200951
augmented_exact_k,cut_level,edge_dropout,0.25,0.75,2400,4,2.125833,1.733333,0.76125,0.67625,0.085,0.0,0.085,1.0,0.0,0.0,0.269319
augmented_exact_k,cut_level,edge_dropout,0.25,1.0,2400,4,2.125833,1.0,0.76125,0.76125,0.0,0.0,0.0,1.0,0.0,0.0,0.300196
augmented_exact_k,cut_level,edge_dropout,0.5,0.25,2400,4,2.125833,2.686667,0.814583,0.372917,0.441667,0.0,0.441667,1.0,0.0,0.0,0.12
augmented_exact_k,cut_level,edge_dropout,0.5,0.5,2400,4,2.125833,3.053333,0.814583,0.51375,0.300833,0.0,0.300833,1.0,0.0,0.0,0.18808
augmented_exact_k,cut_level,edge_dropout,0.5,0.75,2400,4,2.125833,1.733333,0.814583,0.769583,0.045,0.0,0.045,1.0,0.0,0.0,0.247569
augmented_exact_k,cut_level,edge_dropout,0.5,1.0,2400,4,2.125833,1.0,0.814583,0.814583,0.0,0.0,0.0,1.0,0.0,0.0,0.227649
augmented_exact_k,cut_level,edge_dropout,0.75,0.25,2400,4,2.125833,2.686667,0.994167,0.685833,0.308333,0.0,0.308333,1.0,0.0,0.0,0.00875
augmented_exact_k,cut_level,edge_dropout,0.75,0.5,2400,4,2.125833,3.053333,0.994167,0.871667,0.1225,0.0,0.1225,1.0,0.0,0.0,0.15889
augmented_exact_k,cut_level,edge_dropout,0.75,0.75,2400,4,2.125833,1.733333,0.994167,0.991667,0.0025,0.0,0.0025,1.0,0.0,0.0,0.092643
augmented_exact_k,cut_level,edge_dropout,0.75,1.0,2400,4,2.125833,1.0,0.994167,0.994167,0.0,0.0,0.0,1.0,0.0,0.0,0.04537
augmented_exact_k,cut_level,edge_dropout,1.0,0.25,2400,4,2.125833,2.686667,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,edge_dropout,1.0,0.5,2400,4,2.125833,3.053333,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.078042
augmented_exact_k,cut_level,edge_dropout,1.0,0.75,2400,4,2.125833,1.733333,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.032015
augmented_exact_k,cut_level,edge_dropout,1.0,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.013233
augmented_exact_k,cut_level,frontier_dropout,0.0,0.25,2400,4,2.125833,2.686667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,frontier_dropout,0.0,0.5,2400,4,2.125833,3.053333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,frontier_dropout,0.0,0.75,2400,4,2.125833,1.733333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,frontier_dropout,0.0,1.0,2400,4,2.125833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,frontier_dropout,0.25,0.25,2400,4,2.125833,2.686667,1.0,0.439167,0.560833,0.0,0.560833,1.0,0.0,1.0,0.0
augmented_exact_k,cut_level,frontier_dropout,0.25,0.5,2400,4,2.125833,3.053333,1.0,0.439167,0.560833,0.0,0.560833,1.0,0.0,1.0,0.0
augmented_exact_k,cut_level,frontier_dropout,0.25,0.75,2400,4,2.125833,1.733333,1.0,0.816667,0.183333,0.0,0.183333,1.0,0.0,1.0,0.0
augmented_exact_k,cut_level,frontier_dropout,0.25,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,
augmented_exact_k,cut_level,frontier_dropout,0.5,0.25,2400,4,2.125833,2.686667,1.0,0.439167,0.560833,0.0,0.560833,1.0,0.0,1.381667,0.0
augmented_exact_k,cut_level,frontier_dropout,0.5,0.5,2400,4,2.125833,3.053333,1.0,0.6375,0.3625,0.0,0.3625,1.0,0.0,1.381667,0.0
augmented_exact_k,cut_level,frontier_dropout,0.5,0.75,2400,4,2.125833,1.733333,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.381667,
augmented_exact_k,cut_level,frontier_dropout,0.5,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.381667,
augmented_exact_k,cut_level,frontier_dropout,0.75,0.25,2400,4,2.125833,2.686667,1.0,0.816667,0.183333,0.0,0.183333,1.0,0.0,1.9425,0.0
augmented_exact_k,cut_level,frontier_dropout,0.75,0.5,2400,4,2.125833,3.053333,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.9425,
augmented_exact_k,cut_level,frontier_dropout,0.75,0.75,2400,4,2.125833,1.733333,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.9425,
augmented_exact_k,cut_level,frontier_dropout,0.75,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.9425,
augmented_exact_k,cut_level,frontier_dropout,1.0,0.25,2400,4,2.125833,2.686667,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.125833,
augmented_exact_k,cut_level,frontier_dropout,1.0,0.5,2400,4,2.125833,3.053333,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.125833,
augmented_exact_k,cut_level,frontier_dropout,1.0,0.75,2400,4,2.125833,1.733333,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.125833,
augmented_exact_k,cut_level,frontier_dropout,1.0,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.125833,
augmented_exact_k,cut_level,ledger_failure,0.0,0.25,2400,4,2.125833,2.686667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,ledger_failure,0.0,0.5,2400,4,2.125833,3.053333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,ledger_failure,0.0,0.75,2400,4,2.125833,1.733333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,ledger_failure,0.0,1.0,2400,4,2.125833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,ledger_failure,0.25,0.25,2400,4,2.125833,2.686667,0.660833,0.439167,0.221667,0.0,0.221667,1.0,1.183333,0.0,0.0
augmented_exact_k,cut_level,ledger_failure,0.25,0.5,2400,4,2.125833,3.053333,0.63625,0.439167,0.197083,0.0,0.197083,1.0,1.183333,0.0,0.0
augmented_exact_k,cut_level,ledger_failure,0.25,0.75,2400,4,2.125833,1.733333,0.905833,0.816667,0.089167,0.0,0.089167,1.0,1.183333,0.0,0.0
augmented_exact_k,cut_level,ledger_failure,0.25,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,
augmented_exact_k,cut_level,ledger_failure,0.5,0.25,2400,4,2.125833,2.686667,0.76,0.439167,0.320833,0.0,0.320833,1.0,1.744167,0.0,0.0
augmented_exact_k,cut_level,ledger_failure,0.5,0.5,2400,4,2.125833,3.053333,0.7475,0.439167,0.308333,0.0,0.308333,1.0,1.9275,0.0,0.0
augmented_exact_k,cut_level,ledger_failure,0.5,0.75,2400,4,2.125833,1.733333,0.930417,0.816667,0.11375,0.0,0.11375,1.0,1.366667,0.0,0.0
augmented_exact_k,cut_level,ledger_failure,0.5,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,
augmented_exact_k,cut_level,ledger_failure,0.75,0.25,2400,4,2.125833,2.686667,0.902083,0.618333,0.28375,0.0,0.28375,1.0,2.305,0.0,0.0
augmented_exact_k,cut_level,ledger_failure,0.75,0.5,2400,4,2.125833,3.053333,0.923333,0.618333,0.305,0.0,0.305,1.0,2.671667,0.0,0.0
augmented_exact_k,cut_level,ledger_failure,0.75,0.75,2400,4,2.125833,1.733333,0.944583,0.816667,0.127917,0.0,0.127917,1.0,1.55,0.0,0.0
augmented_exact_k,cut_level,ledger_failure,0.75,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,
augmented_exact_k,cut_level,ledger_failure,1.0,0.25,2400,4,2.125833,2.686667,1.0,1.0,0.0,0.0,0.0,1.0,2.686667,0.0,
augmented_exact_k,cut_level,ledger_failure,1.0,0.5,2400,4,2.125833,3.053333,1.0,1.0,0.0,0.0,0.0,1.0,3.053333,0.0,
augmented_exact_k,cut_level,ledger_failure,1.0,0.75,2400,4,2.125833,1.733333,1.0,1.0,0.0,0.0,0.0,1.0,1.733333,0.0,
augmented_exact_k,cut_level,ledger_failure,1.0,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,
augmented_exact_k,cut_level,orientation_degradation,0.0,0.25,2400,4,2.125833,2.686667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,orientation_degradation,0.0,0.5,2400,4,2.125833,3.053333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,orientation_degradation,0.0,0.75,2400,4,2.125833,1.733333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,orientation_degradation,0.0,1.0,2400,4,2.125833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,orientation_degradation,0.25,0.25,2400,4,2.125833,2.686667,0.660417,0.439167,0.22125,0.0,0.22125,1.0,1.183333,0.0,0.0
augmented_exact_k,cut_level,orientation_degradation,0.25,0.5,2400,4,2.125833,3.053333,0.629583,0.439167,0.190417,0.0,0.190417,1.0,1.183333,0.0,0.0
augmented_exact_k,cut_level,orientation_degradation,0.25,0.75,2400,4,2.125833,1.733333,0.9025,0.816667,0.085833,0.0,0.085833,1.0,1.183333,0.0,0.0
augmented_exact_k,cut_level,orientation_degradation,0.25,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,
augmented_exact_k,cut_level,orientation_degradation,0.5,0.25,2400,4,2.125833,2.686667,0.789583,0.439167,0.350417,0.0,0.350417,1.0,1.744167,0.0,0.0
augmented_exact_k,cut_level,orientation_degradation,0.5,0.5,2400,4,2.125833,3.053333,0.78375,0.439167,0.344583,0.0,0.344583,1.0,1.9275,0.0,0.0
augmented_exact_k,cut_level,orientation_degradation,0.5,0.75,2400,4,2.125833,1.733333,0.924583,0.816667,0.107917,0.0,0.107917,1.0,1.366667,0.0,0.0
augmented_exact_k,cut_level,orientation_degradation,0.5,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,
augmented_exact_k,cut_level,orientation_degradation,0.75,0.25,2400,4,2.125833,2.686667,0.9325,0.618333,0.314167,0.0,0.314167,1.0,2.305,0.0,0.0
augmented_exact_k,cut_level,orientation_degradation,0.75,0.5,2400,4,2.125833,3.053333,0.94125,0.618333,0.322917,0.0,0.322917,1.0,2.671667,0.0,0.0
augmented_exact_k,cut_level,orientation_degradation,0.75,0.75,2400,4,2.125833,1.733333,0.962083,0.816667,0.145417,0.0,0.145417,1.0,1.55,0.0,0.0
augmented_exact_k,cut_level,orientation_degradation,0.75,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,
augmented_exact_k,cut_level,orientation_degradation,1.0,0.25,2400,4,2.125833,2.686667,1.0,1.0,0.0,0.0,0.0,1.0,2.686667,0.0,
augmented_exact_k,cut_level,orientation_degradation,1.0,0.5,2400,4,2.125833,3.053333,1.0,1.0,0.0,0.0,0.0,1.0,3.053333,0.0,
augmented_exact_k,cut_level,orientation_degradation,1.0,0.75,2400,4,2.125833,1.733333,1.0,1.0,0.0,0.0,0.0,1.0,1.733333,0.0,
augmented_exact_k,cut_level,orientation_degradation,1.0,1.0,2400,4,2.125833,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,
augmented_exact_k,cut_level,selector_stress,0.0,0.25,2400,4,2.125833,2.686667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,0.0,0.5,2400,4,2.125833,3.053333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,0.0,0.75,2400,4,2.125833,1.733333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,0.0,1.0,2400,4,2.125833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,0.25,0.25,2400,4,2.125833,2.686667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,0.25,0.5,2400,4,2.125833,3.053333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,0.25,0.75,2400,4,2.125833,1.733333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,0.25,1.0,2400,4,2.125833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,0.5,0.25,2400,4,2.125833,2.686667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,0.5,0.5,2400,4,2.125833,3.053333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,0.5,0.75,2400,4,2.125833,1.733333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,0.5,1.0,2400,4,2.125833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,0.75,0.25,2400,4,2.125833,2.686667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,0.75,0.5,2400,4,2.125833,3.053333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,0.75,0.75,2400,4,2.125833,1.733333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,0.75,1.0,2400,4,2.125833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,1.0,0.25,2400,4,2.125833,2.686667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,1.0,0.5,2400,4,2.125833,3.053333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,1.0,0.75,2400,4,2.125833,1.733333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,selector_stress,1.0,1.0,2400,4,2.125833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,support_delay,0.0,0.25,2400,4,2.125833,2.686667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,support_delay,0.0,0.5,2400,4,2.125833,3.053333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,support_delay,0.0,0.75,2400,4,2.125833,1.733333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
augmented_exact_k,cut_level,support_delay,0.0,1.0,2400,4,2.125833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
