family_semantics,certification_regime,mode,severity,threshold_fraction,support_width,samples,strict_loss_rate,family_loss_rate,family_rescue_rate,no_worse_violation_rate,mean_family_size
at_least_k,parent_shared,ledger_failure,1.0,1.0,2,430,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,ledger_failure,1.0,1.0,3,476,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,ledger_failure,1.0,1.0,4,440,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.0,0.25,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.0,0.25,2,430,0.0,0.0,0.0,0.0,3.0
at_least_k,parent_shared,orientation_degradation,0.0,0.25,3,476,0.0,0.0,0.0,0.0,7.0
at_least_k,parent_shared,orientation_degradation,0.0,0.25,4,440,0.0,0.0,0.0,0.0,15.0
at_least_k,parent_shared,orientation_degradation,0.0,0.5,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.0,0.5,2,430,0.0,0.0,0.0,0.0,3.0
at_least_k,parent_shared,orientation_degradation,0.0,0.5,3,476,0.0,0.0,0.0,0.0,4.0
at_least_k,parent_shared,orientation_degradation,0.0,0.5,4,440,0.0,0.0,0.0,0.0,11.0
at_least_k,parent_shared,orientation_degradation,0.0,0.75,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.0,0.75,2,430,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.0,0.75,3,476,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.0,0.75,4,440,0.0,0.0,0.0,0.0,5.0
at_least_k,parent_shared,orientation_degradation,0.0,1.0,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.0,1.0,2,430,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.0,1.0,3,476,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.0,1.0,4,440,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.25,0.25,1,1054,0.181214,0.181214,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.25,0.25,2,430,0.22093,0.22093,0.0,0.0,3.0
at_least_k,parent_shared,orientation_degradation,0.25,0.25,3,476,0.294118,0.294118,0.0,0.0,7.0
at_least_k,parent_shared,orientation_degradation,0.25,0.25,4,440,0.170455,0.170455,0.0,0.0,15.0
at_least_k,parent_shared,orientation_degradation,0.25,0.5,1,1054,0.181214,0.181214,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.25,0.5,2,430,0.22093,0.22093,0.0,0.0,3.0
at_least_k,parent_shared,orientation_degradation,0.25,0.5,3,476,0.294118,0.294118,0.0,0.0,4.0
at_least_k,parent_shared,orientation_degradation,0.25,0.5,4,440,0.170455,0.170455,0.0,0.0,11.0
at_least_k,parent_shared,orientation_degradation,0.25,0.75,1,1054,0.181214,0.181214,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.25,0.75,2,430,0.22093,0.22093,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.25,0.75,3,476,0.294118,0.294118,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.25,0.75,4,440,0.170455,0.170455,0.0,0.0,5.0
at_least_k,parent_shared,orientation_degradation,0.25,1.0,1,1054,0.181214,0.181214,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.25,1.0,2,430,0.22093,0.22093,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.25,1.0,3,476,0.294118,0.294118,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.25,1.0,4,440,0.170455,0.170455,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.5,0.25,1,1054,0.381404,0.381404,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.5,0.25,2,430,0.52093,0.52093,0.0,0.0,3.0
at_least_k,parent_shared,orientation_degradation,0.5,0.25,3,476,0.506303,0.506303,0.0,0.0,7.0
at_least_k,parent_shared,orientation_degradation,0.5,0.25,4,440,0.440909,0.440909,0.0,0.0,15.0
at_least_k,parent_shared,orientation_degradation,0.5,0.5,1,1054,0.381404,0.381404,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.5,0.5,2,430,0.52093,0.52093,0.0,0.0,3.0
at_least_k,parent_shared,orientation_degradation,0.5,0.5,3,476,0.506303,0.506303,0.0,0.0,4.0
at_least_k,parent_shared,orientation_degradation,0.5,0.5,4,440,0.440909,0.440909,0.0,0.0,11.0
at_least_k,parent_shared,orientation_degradation,0.5,0.75,1,1054,0.381404,0.381404,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.5,0.75,2,430,0.52093,0.52093,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.5,0.75,3,476,0.506303,0.506303,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.5,0.75,4,440,0.440909,0.440909,0.0,0.0,5.0
at_least_k,parent_shared,orientation_degradation,0.5,1.0,1,1054,0.381404,0.381404,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.5,1.0,2,430,0.52093,0.52093,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.5,1.0,3,476,0.506303,0.506303,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.5,1.0,4,440,0.440909,0.440909,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.75,0.25,1,1054,0.819734,0.819734,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.75,0.25,2,430,0.672093,0.672093,0.0,0.0,3.0
at_least_k,parent_shared,orientation_degradation,0.75,0.25,3,476,0.745798,0.745798,0.0,0.0,7.0
at_least_k,parent_shared,orientation_degradation,0.75,0.25,4,440,0.793182,0.793182,0.0,0.0,15.0
at_least_k,parent_shared,orientation_degradation,0.75,0.5,1,1054,0.819734,0.819734,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.75,0.5,2,430,0.672093,0.672093,0.0,0.0,3.0
at_least_k,parent_shared,orientation_degradation,0.75,0.5,3,476,0.745798,0.745798,0.0,0.0,4.0
at_least_k,parent_shared,orientation_degradation,0.75,0.5,4,440,0.793182,0.793182,0.0,0.0,11.0
at_least_k,parent_shared,orientation_degradation,0.75,0.75,1,1054,0.819734,0.819734,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.75,0.75,2,430,0.672093,0.672093,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.75,0.75,3,476,0.745798,0.745798,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.75,0.75,4,440,0.793182,0.793182,0.0,0.0,5.0
at_least_k,parent_shared,orientation_degradation,0.75,1.0,1,1054,0.819734,0.819734,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.75,1.0,2,430,0.672093,0.672093,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.75,1.0,3,476,0.745798,0.745798,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,0.75,1.0,4,440,0.793182,0.793182,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,1.0,0.25,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,1.0,0.25,2,430,1.0,1.0,0.0,0.0,3.0
at_least_k,parent_shared,orientation_degradation,1.0,0.25,3,476,1.0,1.0,0.0,0.0,7.0
at_least_k,parent_shared,orientation_degradation,1.0,0.25,4,440,1.0,1.0,0.0,0.0,15.0
at_least_k,parent_shared,orientation_degradation,1.0,0.5,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,1.0,0.5,2,430,1.0,1.0,0.0,0.0,3.0
at_least_k,parent_shared,orientation_degradation,1.0,0.5,3,476,1.0,1.0,0.0,0.0,4.0
at_least_k,parent_shared,orientation_degradation,1.0,0.5,4,440,1.0,1.0,0.0,0.0,11.0
at_least_k,parent_shared,orientation_degradation,1.0,0.75,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,1.0,0.75,2,430,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,1.0,0.75,3,476,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,1.0,0.75,4,440,1.0,1.0,0.0,0.0,5.0
at_least_k,parent_shared,orientation_degradation,1.0,1.0,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,1.0,1.0,2,430,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,1.0,1.0,3,476,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,orientation_degradation,1.0,1.0,4,440,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.0,0.25,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.0,0.25,2,430,0.0,0.0,0.0,0.0,3.0
at_least_k,parent_shared,selector_stress,0.0,0.25,3,476,0.0,0.0,0.0,0.0,7.0
at_least_k,parent_shared,selector_stress,0.0,0.25,4,440,0.0,0.0,0.0,0.0,15.0
at_least_k,parent_shared,selector_stress,0.0,0.5,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.0,0.5,2,430,0.0,0.0,0.0,0.0,3.0
at_least_k,parent_shared,selector_stress,0.0,0.5,3,476,0.0,0.0,0.0,0.0,4.0
at_least_k,parent_shared,selector_stress,0.0,0.5,4,440,0.0,0.0,0.0,0.0,11.0
at_least_k,parent_shared,selector_stress,0.0,0.75,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.0,0.75,2,430,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.0,0.75,3,476,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.0,0.75,4,440,0.0,0.0,0.0,0.0,5.0
at_least_k,parent_shared,selector_stress,0.0,1.0,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.0,1.0,2,430,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.0,1.0,3,476,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.0,1.0,4,440,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.25,0.25,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.25,0.25,2,430,0.0,0.0,0.0,0.0,3.0
at_least_k,parent_shared,selector_stress,0.25,0.25,3,476,0.0,0.0,0.0,0.0,7.0
at_least_k,parent_shared,selector_stress,0.25,0.25,4,440,0.0,0.0,0.0,0.0,15.0
at_least_k,parent_shared,selector_stress,0.25,0.5,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.25,0.5,2,430,0.0,0.0,0.0,0.0,3.0
at_least_k,parent_shared,selector_stress,0.25,0.5,3,476,0.0,0.0,0.0,0.0,4.0
at_least_k,parent_shared,selector_stress,0.25,0.5,4,440,0.0,0.0,0.0,0.0,11.0
at_least_k,parent_shared,selector_stress,0.25,0.75,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.25,0.75,2,430,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.25,0.75,3,476,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.25,0.75,4,440,0.0,0.0,0.0,0.0,5.0
at_least_k,parent_shared,selector_stress,0.25,1.0,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.25,1.0,2,430,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.25,1.0,3,476,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.25,1.0,4,440,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.5,0.25,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.5,0.25,2,430,0.0,0.0,0.0,0.0,3.0
at_least_k,parent_shared,selector_stress,0.5,0.25,3,476,0.0,0.0,0.0,0.0,7.0
at_least_k,parent_shared,selector_stress,0.5,0.25,4,440,0.0,0.0,0.0,0.0,15.0
at_least_k,parent_shared,selector_stress,0.5,0.5,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.5,0.5,2,430,0.0,0.0,0.0,0.0,3.0
at_least_k,parent_shared,selector_stress,0.5,0.5,3,476,0.0,0.0,0.0,0.0,4.0
at_least_k,parent_shared,selector_stress,0.5,0.5,4,440,0.0,0.0,0.0,0.0,11.0
at_least_k,parent_shared,selector_stress,0.5,0.75,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.5,0.75,2,430,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.5,0.75,3,476,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.5,0.75,4,440,0.0,0.0,0.0,0.0,5.0
at_least_k,parent_shared,selector_stress,0.5,1.0,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.5,1.0,2,430,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.5,1.0,3,476,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.5,1.0,4,440,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.75,0.25,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.75,0.25,2,430,0.0,0.0,0.0,0.0,3.0
at_least_k,parent_shared,selector_stress,0.75,0.25,3,476,0.0,0.0,0.0,0.0,7.0
at_least_k,parent_shared,selector_stress,0.75,0.25,4,440,0.0,0.0,0.0,0.0,15.0
at_least_k,parent_shared,selector_stress,0.75,0.5,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.75,0.5,2,430,0.0,0.0,0.0,0.0,3.0
at_least_k,parent_shared,selector_stress,0.75,0.5,3,476,0.0,0.0,0.0,0.0,4.0
at_least_k,parent_shared,selector_stress,0.75,0.5,4,440,0.0,0.0,0.0,0.0,11.0
at_least_k,parent_shared,selector_stress,0.75,0.75,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.75,0.75,2,430,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.75,0.75,3,476,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.75,0.75,4,440,0.0,0.0,0.0,0.0,5.0
at_least_k,parent_shared,selector_stress,0.75,1.0,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.75,1.0,2,430,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.75,1.0,3,476,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,0.75,1.0,4,440,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,1.0,0.25,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,1.0,0.25,2,430,0.0,0.0,0.0,0.0,3.0
at_least_k,parent_shared,selector_stress,1.0,0.25,3,476,0.0,0.0,0.0,0.0,7.0
at_least_k,parent_shared,selector_stress,1.0,0.25,4,440,0.0,0.0,0.0,0.0,15.0
at_least_k,parent_shared,selector_stress,1.0,0.5,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,1.0,0.5,2,430,0.0,0.0,0.0,0.0,3.0
at_least_k,parent_shared,selector_stress,1.0,0.5,3,476,0.0,0.0,0.0,0.0,4.0
at_least_k,parent_shared,selector_stress,1.0,0.5,4,440,0.0,0.0,0.0,0.0,11.0
at_least_k,parent_shared,selector_stress,1.0,0.75,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,1.0,0.75,2,430,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,1.0,0.75,3,476,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,1.0,0.75,4,440,0.0,0.0,0.0,0.0,5.0
at_least_k,parent_shared,selector_stress,1.0,1.0,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,1.0,1.0,2,430,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,1.0,1.0,3,476,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,selector_stress,1.0,1.0,4,440,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.0,0.25,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.0,0.25,2,430,0.0,0.0,0.0,0.0,3.0
at_least_k,parent_shared,support_delay,0.0,0.25,3,476,0.0,0.0,0.0,0.0,7.0
at_least_k,parent_shared,support_delay,0.0,0.25,4,440,0.0,0.0,0.0,0.0,15.0
at_least_k,parent_shared,support_delay,0.0,0.5,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.0,0.5,2,430,0.0,0.0,0.0,0.0,3.0
at_least_k,parent_shared,support_delay,0.0,0.5,3,476,0.0,0.0,0.0,0.0,4.0
at_least_k,parent_shared,support_delay,0.0,0.5,4,440,0.0,0.0,0.0,0.0,11.0
at_least_k,parent_shared,support_delay,0.0,0.75,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.0,0.75,2,430,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.0,0.75,3,476,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.0,0.75,4,440,0.0,0.0,0.0,0.0,5.0
at_least_k,parent_shared,support_delay,0.0,1.0,1,1054,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.0,1.0,2,430,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.0,1.0,3,476,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.0,1.0,4,440,0.0,0.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.25,0.25,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.25,0.25,2,430,1.0,1.0,0.0,0.0,3.0
at_least_k,parent_shared,support_delay,0.25,0.25,3,476,1.0,1.0,0.0,0.0,7.0
at_least_k,parent_shared,support_delay,0.25,0.25,4,440,1.0,1.0,0.0,0.0,15.0
at_least_k,parent_shared,support_delay,0.25,0.5,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.25,0.5,2,430,1.0,1.0,0.0,0.0,3.0
at_least_k,parent_shared,support_delay,0.25,0.5,3,476,1.0,1.0,0.0,0.0,4.0
at_least_k,parent_shared,support_delay,0.25,0.5,4,440,1.0,1.0,0.0,0.0,11.0
at_least_k,parent_shared,support_delay,0.25,0.75,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.25,0.75,2,430,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.25,0.75,3,476,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.25,0.75,4,440,1.0,1.0,0.0,0.0,5.0
at_least_k,parent_shared,support_delay,0.25,1.0,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.25,1.0,2,430,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.25,1.0,3,476,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.25,1.0,4,440,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.5,0.25,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.5,0.25,2,430,1.0,1.0,0.0,0.0,3.0
at_least_k,parent_shared,support_delay,0.5,0.25,3,476,1.0,1.0,0.0,0.0,7.0
at_least_k,parent_shared,support_delay,0.5,0.25,4,440,1.0,1.0,0.0,0.0,15.0
at_least_k,parent_shared,support_delay,0.5,0.5,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.5,0.5,2,430,1.0,1.0,0.0,0.0,3.0
at_least_k,parent_shared,support_delay,0.5,0.5,3,476,1.0,1.0,0.0,0.0,4.0
at_least_k,parent_shared,support_delay,0.5,0.5,4,440,1.0,1.0,0.0,0.0,11.0
at_least_k,parent_shared,support_delay,0.5,0.75,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.5,0.75,2,430,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.5,0.75,3,476,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.5,0.75,4,440,1.0,1.0,0.0,0.0,5.0
at_least_k,parent_shared,support_delay,0.5,1.0,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.5,1.0,2,430,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.5,1.0,3,476,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.5,1.0,4,440,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.75,0.25,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.75,0.25,2,430,1.0,1.0,0.0,0.0,3.0
at_least_k,parent_shared,support_delay,0.75,0.25,3,476,1.0,1.0,0.0,0.0,7.0
at_least_k,parent_shared,support_delay,0.75,0.25,4,440,1.0,1.0,0.0,0.0,15.0
at_least_k,parent_shared,support_delay,0.75,0.5,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.75,0.5,2,430,1.0,1.0,0.0,0.0,3.0
at_least_k,parent_shared,support_delay,0.75,0.5,3,476,1.0,1.0,0.0,0.0,4.0
at_least_k,parent_shared,support_delay,0.75,0.5,4,440,1.0,1.0,0.0,0.0,11.0
at_least_k,parent_shared,support_delay,0.75,0.75,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.75,0.75,2,430,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.75,0.75,3,476,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.75,0.75,4,440,1.0,1.0,0.0,0.0,5.0
at_least_k,parent_shared,support_delay,0.75,1.0,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.75,1.0,2,430,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.75,1.0,3,476,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,0.75,1.0,4,440,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,1.0,0.25,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,1.0,0.25,2,430,1.0,1.0,0.0,0.0,3.0
at_least_k,parent_shared,support_delay,1.0,0.25,3,476,1.0,1.0,0.0,0.0,7.0
at_least_k,parent_shared,support_delay,1.0,0.25,4,440,1.0,1.0,0.0,0.0,15.0
at_least_k,parent_shared,support_delay,1.0,0.5,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,1.0,0.5,2,430,1.0,1.0,0.0,0.0,3.0
at_least_k,parent_shared,support_delay,1.0,0.5,3,476,1.0,1.0,0.0,0.0,4.0
at_least_k,parent_shared,support_delay,1.0,0.5,4,440,1.0,1.0,0.0,0.0,11.0
at_least_k,parent_shared,support_delay,1.0,0.75,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,1.0,0.75,2,430,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,1.0,0.75,3,476,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,1.0,0.75,4,440,1.0,1.0,0.0,0.0,5.0
at_least_k,parent_shared,support_delay,1.0,1.0,1,1054,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,1.0,1.0,2,430,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,1.0,1.0,3,476,1.0,1.0,0.0,0.0,1.0
at_least_k,parent_shared,support_delay,1.0,1.0,4,440,1.0,1.0,0.0,0.0,1.0
augmented_exact_k,cut_level,edge_dropout,0.0,0.25,1,1054,0.0,0.0,0.0,0.0,1.0
augmented_exact_k,cut_level,edge_dropout,0.0,0.25,2,430,0.0,0.0,0.0,0.0,3.0
augmented_exact_k,cut_level,edge_dropout,0.0,0.25,3,476,0.0,0.0,0.0,0.0,4.0
augmented_exact_k,cut_level,edge_dropout,0.0,0.25,4,440,0.0,0.0,0.0,0.0,5.0
augmented_exact_k,cut_level,edge_dropout,0.0,0.5,1,1054,0.0,0.0,0.0,0.0,1.0
augmented_exact_k,cut_level,edge_dropout,0.0,0.5,2,430,0.0,0.0,0.0,0.0,3.0
augmented_exact_k,cut_level,edge_dropout,0.0,0.5,3,476,0.0,0.0,0.0,0.0,4.0
augmented_exact_k,cut_level,edge_dropout,0.0,0.5,4,440,0.0,0.0,0.0,0.0,7.0
augmented_exact_k,cut_level,edge_dropout,0.0,0.75,1,1054,0.0,0.0,0.0,0.0,1.0
augmented_exact_k,cut_level,edge_dropout,0.0,0.75,2,430,0.0,0.0,0.0,0.0,1.0
augmented_exact_k,cut_level,edge_dropout,0.0,0.75,3,476,0.0,0.0,0.0,0.0,1.0
augmented_exact_k,cut_level,edge_dropout,0.0,0.75,4,440,0.0,0.0,0.0,0.0,5.0
augmented_exact_k,cut_level,edge_dropout,0.0,1.0,1,1054,0.0,0.0,0.0,0.0,1.0
augmented_exact_k,cut_level,edge_dropout,0.0,1.0,2,430,0.0,0.0,0.0,0.0,1.0
augmented_exact_k,cut_level,edge_dropout,0.0,1.0,3,476,0.0,0.0,0.0,0.0,1.0
augmented_exact_k,cut_level,edge_dropout,0.0,1.0,4,440,0.0,0.0,0.0,0.0,1.0
augmented_exact_k,cut_level,edge_dropout,0.25,0.25,1,1054,0.877609,0.877609,0.0,0.0,1.0
augmented_exact_k,cut_level,edge_dropout,0.25,0.25,2,430,0.562791,0.083721,0.47907,0.0,3.0
augmented_exact_k,cut_level,edge_dropout,0.25,0.25,3,476,0.701681,0.012605,0.689076,0.0,4.0
augmented_exact_k,cut_level,edge_dropout,0.25,0.25,4,440,0.740909,0.002273,0.738636,0.0,5.0
augmented_exact_k,cut_level,edge_dropout,0.25,0.5,1,1054,0.877609,0.877609,0.0,0.0,1.0
augmented_exact_k,cut_level,edge_dropout,0.25,0.5,2,430,0.562791,0.083721,0.47907,0.0,3.0
augmented_exact_k,cut_level,edge_dropout,0.25,0.5,3,476,0.701681,0.170168,0.531513,0.0,4.0
augmented_exact_k,cut_level,edge_dropout,0.25,0.5,4,440,0.740909,0.029545,0.711364,0.0,7.0
augmented_exact_k,cut_level,edge_dropout,0.25,0.75,1,1054,0.877609,0.877609,0.0,0.0,1.0
augmented_exact_k,cut_level,edge_dropout,0.25,0.75,2,430,0.562791,0.562791,0.0,0.0,1.0
augmented_exact_k,cut_level,edge_dropout,0.25,0.75,3,476,0.701681,0.701681,0.0,0.0,1.0
augmented_exact_k,cut_level,edge_dropout,0.25,0.75,4,440,0.740909,0.277273,0.463636,0.0,5.0
