motif,site,mode,severity,seed,support_width,before_supported,before_causally_ready,before_operationally_ready,before_strict_commits,before_selected_commits,after_supported,after_causally_ready,after_support_available,after_operationally_ready,after_strict_commits,after_selected_commits,lost_support_certification,lost_causal_reachability,lost_support_availability,lost_operational_readiness,lost_strict_commit,lost_selected_commit,ledger_gate_loss,orientation_gate_loss,selector_stress_loss,finality_depth_before,finality_depth_after,finality_depth_shift,recovery_length,affected_support_vertices,affected_edge_count,added_competitors,intervention_detail,run_seed,nodes,edges,motifs,target_count,support_width_classes_in_seed
renewal_3,3,frontier_dropout,0.75,101,1,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,4,,,,[1],0,0,unavailable_support_vertices=[1],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_22,22,frontier_dropout,0.75,101,4,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,6,,,,"[17, 19, 21]",0,0,"unavailable_support_vertices=[17, 19, 21]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_28,28,frontier_dropout,0.75,101,3,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,,,,,"[23, 24, 27]",0,0,"unavailable_support_vertices=[23, 24, 27]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_27,27,frontier_dropout,0.75,101,2,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,,,,,"[4, 25]",0,0,"unavailable_support_vertices=[4, 25]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_2,2,frontier_dropout,0.75,101,1,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,4,,,,[1],0,0,unavailable_support_vertices=[1],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_20,20,frontier_dropout,0.75,101,4,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,6,,,,"[2, 6, 10]",0,0,"unavailable_support_vertices=[2, 6, 10]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_21,21,frontier_dropout,0.75,101,3,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,6,,,,"[8, 16, 20]",0,0,"unavailable_support_vertices=[8, 16, 20]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_14,14,frontier_dropout,0.75,101,2,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,5,,,,"[3, 12]",0,0,"unavailable_support_vertices=[3, 12]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_1,1,frontier_dropout,0.75,101,1,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,0,,,,[0],0,0,unavailable_support_vertices=[0],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_5,5,frontier_dropout,0.5,101,1,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,0,,,,[0],0,0,unavailable_support_vertices=[0],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_4,4,frontier_dropout,0.5,101,1,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,4,,,,[1],0,0,unavailable_support_vertices=[1],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_31,31,frontier_dropout,0.5,101,4,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,7,,,,"[29, 30]",0,0,"unavailable_support_vertices=[29, 30]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_3,3,frontier_dropout,0.5,101,1,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,4,,,,[1],0,0,unavailable_support_vertices=[1],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_22,22,frontier_dropout,0.5,101,4,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,6,,,,"[17, 19]",0,0,"unavailable_support_vertices=[17, 19]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_28,28,frontier_dropout,0.5,101,3,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,,,,,"[23, 24]",0,0,"unavailable_support_vertices=[23, 24]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_27,27,frontier_dropout,0.5,101,2,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,,,,,[25],0,0,unavailable_support_vertices=[25],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_2,2,frontier_dropout,0.5,101,1,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,4,,,,[1],0,0,unavailable_support_vertices=[1],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_20,20,frontier_dropout,0.5,101,4,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,6,,,,"[2, 10]",0,0,"unavailable_support_vertices=[2, 10]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_21,21,frontier_dropout,0.5,101,3,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,6,,,,"[8, 20]",0,0,"unavailable_support_vertices=[8, 20]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_14,14,frontier_dropout,0.5,101,2,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,5,,,,[12],0,0,unavailable_support_vertices=[12],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_1,1,frontier_dropout,0.5,101,1,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,0,,,,[0],0,0,unavailable_support_vertices=[0],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_5,5,frontier_dropout,0.25,101,1,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,0,,,,[0],0,0,unavailable_support_vertices=[0],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_4,4,frontier_dropout,0.25,101,1,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,4,,,,[1],0,0,unavailable_support_vertices=[1],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_31,31,frontier_dropout,0.25,101,4,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,7,,,,[29],0,0,unavailable_support_vertices=[29],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_3,3,frontier_dropout,0.25,101,1,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,4,,,,[1],0,0,unavailable_support_vertices=[1],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_22,22,frontier_dropout,0.25,101,4,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,6,,,,[18],0,0,unavailable_support_vertices=[18],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_28,28,frontier_dropout,0.25,101,3,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,,,,,[23],0,0,unavailable_support_vertices=[23],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_27,27,frontier_dropout,0.25,101,2,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,,,,,[4],0,0,unavailable_support_vertices=[4],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_2,2,frontier_dropout,0.25,101,1,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,4,,,,[1],0,0,unavailable_support_vertices=[1],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_20,20,frontier_dropout,0.25,101,4,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,6,,,,[6],0,0,unavailable_support_vertices=[6],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_21,21,frontier_dropout,0.25,101,3,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,6,,,,[8],0,0,unavailable_support_vertices=[8],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_14,14,frontier_dropout,0.25,101,2,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,5,,,,[12],0,0,unavailable_support_vertices=[12],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_1,1,frontier_dropout,0.25,101,1,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,0,,,,[0],0,0,unavailable_support_vertices=[0],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_5,5,frontier_dropout,0.0,101,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,unavailable_support_vertices=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_4,4,frontier_dropout,0.0,101,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],0,0,unavailable_support_vertices=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_31,31,frontier_dropout,0.0,101,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,7,7,0,0,[],0,0,unavailable_support_vertices=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_3,3,frontier_dropout,0.0,101,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],0,0,unavailable_support_vertices=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_22,22,frontier_dropout,0.0,101,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,unavailable_support_vertices=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_28,28,frontier_dropout,0.0,101,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,,,,0,[],0,0,unavailable_support_vertices=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_27,27,frontier_dropout,0.0,101,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,,,,0,[],0,0,unavailable_support_vertices=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_2,2,frontier_dropout,0.0,101,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],0,0,unavailable_support_vertices=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_20,20,frontier_dropout,0.0,101,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,unavailable_support_vertices=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_21,21,frontier_dropout,0.0,101,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,unavailable_support_vertices=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_14,14,frontier_dropout,0.0,101,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,unavailable_support_vertices=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_1,1,frontier_dropout,0.0,101,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,unavailable_support_vertices=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_5,5,edge_dropout,1.0,101,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,2,2,0,[],1,0,"removed_edges=[(0, 5)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_4,4,edge_dropout,1.0,101,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,4,5,1,0,[],2,0,"removed_edges=[(1, 4), (0, 1)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_31,31,edge_dropout,1.0,101,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,7,,,,[],38,0,"removed_edges=[(7, 10), (7, 9), (0, 11), (1, 8), (1, 2), (3, 14), (2, 20), (0, 23), (5, 26), (9, 19), (14, 15), (26, 31), (1, 16), (6, 20), (0, 5), (15, 17), (29, 31), (13, 20), (0, 7), (11, 18), (17, 22), (20, 21), (0, 6), (10, 20), (22, 31), (8, 21), (16, 21), (30, 31), (11, 13), (18, 22), (23, 29), (12, 14), (1, 3), (5, 12), (19, 22), (21, 22), (23, 30), (0, 1)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_3,3,edge_dropout,1.0,101,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,4,6,2,0,[],2,0,"removed_edges=[(1, 3), (0, 1)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_22,22,edge_dropout,1.0,101,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,6,,,,[],30,0,"removed_edges=[(2, 20), (1, 2), (12, 14), (17, 22), (1, 16), (8, 21), (3, 14), (14, 15), (5, 12), (15, 17), (9, 19), (0, 7), (20, 21), (1, 3), (21, 22), (1, 8), (18, 22), (0, 6), (19, 22), (11, 18), (0, 5), (11, 13), (0, 11), (6, 20), (7, 9), (16, 21), (7, 10), (10, 20), (13, 20), (0, 1)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_28,28,edge_dropout,1.0,101,3,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,,,,,[],12,0,"removed_edges=[(11, 24), (0, 11), (0, 1), (24, 28), (27, 28), (0, 5), (4, 27), (25, 27), (23, 28), (1, 4), (5, 25), (0, 23)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_27,27,edge_dropout,1.0,101,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,,,,,[],6,0,"removed_edges=[(0, 1), (1, 4), (4, 27), (25, 27), (5, 25), (0, 5)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_2,2,edge_dropout,1.0,101,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,4,4,0,0,[],2,0,"removed_edges=[(0, 1), (1, 2)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_20,20,edge_dropout,1.0,101,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,6,,,,[],11,0,"removed_edges=[(13, 20), (7, 10), (6, 20), (1, 2), (0, 7), (0, 1), (11, 13), (10, 20), (0, 11), (0, 6), (2, 20)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_21,21,edge_dropout,1.0,101,3,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,6,,,,[],16,0,"removed_edges=[(1, 8), (8, 21), (13, 20), (20, 21), (10, 20), (0, 11), (1, 16), (16, 21), (0, 7), (0, 6), (1, 2), (7, 10), (0, 1), (11, 13), (6, 20), (2, 20)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_14,14,edge_dropout,1.0,101,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,,,,[],6,0,"removed_edges=[(12, 14), (3, 14), (1, 3), (5, 12), (0, 5), (0, 1)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_1,1,edge_dropout,1.0,101,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,2,2,0,[],1,0,"removed_edges=[(0, 1)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_5,5,edge_dropout,0.75,101,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,2,2,0,[],1,0,"removed_edges=[(0, 5)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_4,4,edge_dropout,0.75,101,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,4,5,1,0,[],2,0,"removed_edges=[(0, 1), (1, 4)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_31,31,edge_dropout,0.75,101,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,7,,,,[],29,0,"removed_edges=[(1, 3), (11, 18), (21, 22), (20, 21), (12, 14), (23, 30), (7, 10), (9, 19), (2, 20), (0, 1), (1, 8), (16, 21), (1, 2), (5, 12), (18, 22), (29, 31), (0, 11), (26, 31), (23, 29), (13, 20), (0, 7), (10, 20), (7, 9), (6, 20), (0, 5), (0, 23), (5, 26), (8, 21), (11, 13)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_3,3,edge_dropout,0.75,101,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,4,6,2,0,[],2,0,"removed_edges=[(0, 1), (1, 3)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_22,22,edge_dropout,0.75,101,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,6,,,,[],23,0,"removed_edges=[(0, 6), (8, 21), (9, 19), (1, 2), (11, 13), (0, 7), (6, 20), (5, 12), (7, 10), (1, 8), (18, 22), (2, 20), (13, 20), (15, 17), (21, 22), (0, 5), (0, 1), (1, 3), (3, 14), (16, 21), (7, 9), (14, 15), (10, 20)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_28,28,edge_dropout,0.75,101,3,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,,,,,[],9,0,"removed_edges=[(0, 1), (5, 25), (1, 4), (27, 28), (24, 28), (25, 27), (0, 11), (0, 23), (0, 5)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_27,27,edge_dropout,0.75,101,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,,,,,[],5,0,"removed_edges=[(25, 27), (4, 27), (0, 5), (5, 25), (0, 1)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_2,2,edge_dropout,0.75,101,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,4,4,0,0,[],2,0,"removed_edges=[(0, 1), (1, 2)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_20,20,edge_dropout,0.75,101,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,6,,,,[],9,0,"removed_edges=[(1, 2), (0, 1), (0, 6), (6, 20), (0, 7), (0, 11), (2, 20), (7, 10), (13, 20)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_21,21,edge_dropout,0.75,101,3,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,6,,,,[],12,0,"removed_edges=[(20, 21), (2, 20), (13, 20), (8, 21), (0, 1), (7, 10), (1, 16), (1, 2), (6, 20), (1, 8), (16, 21), (0, 7)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_14,14,edge_dropout,0.75,101,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,,,,[],5,0,"removed_edges=[(1, 3), (3, 14), (5, 12), (0, 1), (12, 14)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_1,1,edge_dropout,0.75,101,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,2,2,0,[],1,0,"removed_edges=[(0, 1)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_5,5,edge_dropout,0.5,101,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,2,2,0,[],1,0,"removed_edges=[(0, 5)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_4,4,edge_dropout,0.5,101,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],1,0,"removed_edges=[(0, 1)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_31,31,edge_dropout,0.5,101,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,7,,,,[],19,0,"removed_edges=[(29, 31), (18, 22), (13, 20), (30, 31), (16, 21), (1, 8), (10, 20), (8, 21), (2, 20), (0, 23), (15, 17), (23, 29), (26, 31), (0, 1), (1, 2), (5, 12), (17, 22), (20, 21), (3, 14)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_3,3,edge_dropout,0.5,101,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,4,6,2,1,[],1,0,"removed_edges=[(1, 3)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_22,22,edge_dropout,0.5,101,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,6,,,,[],15,0,"removed_edges=[(2, 20), (0, 5), (17, 22), (8, 21), (18, 22), (5, 12), (10, 20), (1, 3), (0, 7), (13, 20), (15, 17), (11, 13), (3, 14), (7, 9), (0, 1)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_28,28,edge_dropout,0.5,101,3,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,,,,,[],6,0,"removed_edges=[(0, 5), (25, 27), (27, 28), (0, 11), (0, 1), (0, 23)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_27,27,edge_dropout,0.5,101,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,,,,,[],3,0,"removed_edges=[(4, 27), (25, 27), (0, 1)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_2,2,edge_dropout,0.5,101,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],1,0,"removed_edges=[(0, 1)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_20,20,edge_dropout,0.5,101,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,6,,,,[],6,0,"removed_edges=[(0, 6), (7, 10), (2, 20), (0, 1), (10, 20), (13, 20)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_21,21,edge_dropout,0.5,101,3,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,6,,,,[],8,0,"removed_edges=[(6, 20), (10, 20), (0, 1), (1, 2), (0, 11), (1, 8), (16, 21), (8, 21)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_14,14,edge_dropout,0.5,101,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],3,0,"removed_edges=[(0, 1), (1, 3), (5, 12)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_1,1,edge_dropout,0.5,101,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,2,2,0,[],1,0,"removed_edges=[(0, 1)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_5,5,edge_dropout,0.25,101,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,2,2,0,[],1,0,"removed_edges=[(0, 5)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_4,4,edge_dropout,0.25,101,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],1,0,"removed_edges=[(0, 1)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_31,31,edge_dropout,0.25,101,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,7,,,,[],10,0,"removed_edges=[(16, 21), (0, 11), (15, 17), (23, 29), (3, 14), (0, 7), (26, 31), (13, 20), (19, 22), (1, 8)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_3,3,edge_dropout,0.25,101,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],1,0,"removed_edges=[(0, 1)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_22,22,edge_dropout,0.25,101,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,5,-1,0,[],8,0,"removed_edges=[(11, 13), (11, 18), (2, 20), (16, 21), (12, 14), (0, 1), (7, 9), (0, 5)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_28,28,edge_dropout,0.25,101,3,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,,,,,[],3,0,"removed_edges=[(4, 27), (0, 23), (27, 28)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_27,27,edge_dropout,0.25,101,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,,,,,[],2,0,"removed_edges=[(25, 27), (0, 1)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_2,2,edge_dropout,0.25,101,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,4,4,0,1,[],1,0,"removed_edges=[(1, 2)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_20,20,edge_dropout,0.25,101,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],3,0,"removed_edges=[(0, 11), (7, 10), (0, 7)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_21,21,edge_dropout,0.25,101,3,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,6,,,,[],4,0,"removed_edges=[(2, 20), (8, 21), (7, 10), (1, 8)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_14,14,edge_dropout,0.25,101,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,,,,[],2,0,"removed_edges=[(3, 14), (12, 14)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_1,1,edge_dropout,0.25,101,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,2,2,0,[],1,0,"removed_edges=[(0, 1)]",34,33,47,51,12,"[1, 2, 3, 4]"
renewal_5,5,edge_dropout,0.0,101,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,removed_edges=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_4,4,edge_dropout,0.0,101,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],0,0,removed_edges=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_31,31,edge_dropout,0.0,101,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,7,7,0,0,[],0,0,removed_edges=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_3,3,edge_dropout,0.0,101,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],0,0,removed_edges=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_22,22,edge_dropout,0.0,101,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,removed_edges=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_28,28,edge_dropout,0.0,101,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,,,,0,[],0,0,removed_edges=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_27,27,edge_dropout,0.0,101,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,,,,0,[],0,0,removed_edges=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_2,2,edge_dropout,0.0,101,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4,4,0,0,[],0,0,removed_edges=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_20,20,edge_dropout,0.0,101,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,removed_edges=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_21,21,edge_dropout,0.0,101,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,removed_edges=[],34,33,47,51,12,"[1, 2, 3, 4]"
