motif,site,mode,severity,seed,support_width,before_supported,before_causally_ready,before_operationally_ready,before_strict_commits,before_selected_commits,after_supported,after_causally_ready,after_support_available,after_operationally_ready,after_strict_commits,after_selected_commits,lost_support_certification,lost_causal_reachability,lost_support_availability,lost_operational_readiness,lost_strict_commit,lost_selected_commit,ledger_gate_loss,orientation_gate_loss,selector_stress_loss,finality_depth_before,finality_depth_after,finality_depth_shift,recovery_length,affected_support_vertices,affected_edge_count,added_competitors,intervention_detail,run_seed,nodes,edges,motifs,target_count,support_width_classes_in_seed
renewal_3,3,frontier_dropout,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,unavailable_support_vertices=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_16,16,frontier_dropout,0.0,103,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,unavailable_support_vertices=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_29,29,frontier_dropout,0.0,103,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,unavailable_support_vertices=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_22,22,frontier_dropout,0.0,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,unavailable_support_vertices=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_2,2,frontier_dropout,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,unavailable_support_vertices=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_8,8,frontier_dropout,0.0,103,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,unavailable_support_vertices=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_13,13,frontier_dropout,0.0,103,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,unavailable_support_vertices=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_20,20,frontier_dropout,0.0,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,unavailable_support_vertices=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_1,1,frontier_dropout,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,unavailable_support_vertices=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_5,5,edge_dropout,1.0,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,3,3,0,0,[],2,0,"removed_edges=[(1, 5), (0, 1)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_4,4,edge_dropout,1.0,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,2,2,0,[],1,0,"removed_edges=[(0, 4)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_27,27,edge_dropout,1.0,103,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,,,,[],21,0,"removed_edges=[(20, 22), (18, 22), (0, 2), (12, 16), (19, 20), (10, 16), (2, 14), (15, 16), (2, 10), (16, 27), (1, 9), (1, 19), (0, 1), (9, 12), (4, 15), (0, 4), (14, 16), (17, 20), (0, 17), (22, 27), (0, 18)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_3,3,edge_dropout,1.0,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,5,0,0,[],2,0,"removed_edges=[(0, 2), (2, 3)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_16,16,edge_dropout,1.0,103,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,,,,[],12,0,"removed_edges=[(0, 2), (4, 15), (2, 10), (0, 1), (9, 12), (10, 16), (2, 14), (0, 4), (15, 16), (1, 9), (12, 16), (14, 16)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_29,29,edge_dropout,1.0,103,3,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,6,,,,[],37,0,"removed_edges=[(5, 13), (20, 22), (8, 13), (2, 3), (9, 12), (18, 22), (3, 8), (27, 29), (10, 16), (22, 27), (11, 13), (7, 8), (2, 14), (4, 8), (4, 15), (6, 8), (13, 29), (17, 26), (2, 10), (0, 4), (0, 17), (0, 2), (16, 27), (12, 16), (1, 9), (17, 20), (15, 16), (1, 5), (1, 7), (1, 19), (14, 16), (0, 1), (1, 6), (0, 18), (26, 29), (19, 20), (1, 11)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_22,22,edge_dropout,1.0,103,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,,,,[],8,0,"removed_edges=[(0, 1), (20, 22), (17, 20), (0, 18), (0, 17), (18, 22), (1, 19), (19, 20)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_2,2,edge_dropout,1.0,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,2,2,0,[],1,0,"removed_edges=[(0, 2)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_8,8,edge_dropout,1.0,103,4,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,6,,,,[],10,0,"removed_edges=[(1, 6), (0, 1), (0, 2), (6, 8), (3, 8), (1, 7), (2, 3), (0, 4), (7, 8), (4, 8)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_13,13,edge_dropout,1.0,103,3,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,6,,,,[],15,0,"removed_edges=[(1, 6), (0, 1), (0, 2), (11, 13), (1, 5), (2, 3), (8, 13), (3, 8), (7, 8), (0, 4), (1, 11), (4, 8), (5, 13), (6, 8), (1, 7)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_20,20,edge_dropout,1.0,103,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,,,,[],5,0,"removed_edges=[(0, 1), (0, 17), (1, 19), (19, 20), (17, 20)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_1,1,edge_dropout,1.0,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,3,3,0,[],1,0,"removed_edges=[(0, 1)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_5,5,edge_dropout,0.75,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,3,3,0,0,[],2,0,"removed_edges=[(0, 1), (1, 5)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_4,4,edge_dropout,0.75,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,2,2,0,[],1,0,"removed_edges=[(0, 4)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_27,27,edge_dropout,0.75,103,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,,,,[],16,0,"removed_edges=[(17, 20), (0, 17), (19, 20), (22, 27), (18, 22), (2, 10), (10, 16), (14, 16), (16, 27), (1, 19), (4, 15), (0, 2), (1, 9), (0, 1), (9, 12), (0, 4)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_3,3,edge_dropout,0.75,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,5,0,0,[],2,0,"removed_edges=[(0, 2), (2, 3)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_16,16,edge_dropout,0.75,103,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,,,,[],9,0,"removed_edges=[(2, 14), (12, 16), (0, 1), (14, 16), (9, 12), (1, 9), (4, 15), (0, 4), (0, 2)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_29,29,edge_dropout,0.75,103,3,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,6,,,,[],28,0,"removed_edges=[(4, 8), (0, 18), (18, 22), (17, 20), (1, 6), (10, 16), (12, 16), (26, 29), (11, 13), (17, 26), (4, 15), (14, 16), (0, 17), (16, 27), (19, 20), (0, 4), (7, 8), (2, 10), (5, 13), (22, 27), (15, 16), (9, 12), (1, 11), (8, 13), (0, 2), (0, 1), (1, 9), (2, 3)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_22,22,edge_dropout,0.75,103,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,,,,[],6,0,"removed_edges=[(0, 18), (0, 17), (19, 20), (17, 20), (0, 1), (18, 22)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_2,2,edge_dropout,0.75,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,2,2,0,[],1,0,"removed_edges=[(0, 2)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_8,8,edge_dropout,0.75,103,4,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,6,,,,[],8,0,"removed_edges=[(0, 2), (4, 8), (0, 4), (1, 7), (3, 8), (7, 8), (6, 8), (1, 6)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_13,13,edge_dropout,0.75,103,3,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,6,,,,[],12,0,"removed_edges=[(0, 1), (3, 8), (1, 11), (8, 13), (7, 8), (6, 8), (1, 7), (1, 6), (11, 13), (1, 5), (4, 8), (2, 3)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_20,20,edge_dropout,0.75,103,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,,,,[],4,0,"removed_edges=[(0, 17), (0, 1), (17, 20), (19, 20)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_1,1,edge_dropout,0.75,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,3,3,0,[],1,0,"removed_edges=[(0, 1)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_5,5,edge_dropout,0.5,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,3,3,0,1,[],1,0,"removed_edges=[(1, 5)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_4,4,edge_dropout,0.5,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,2,2,0,[],1,0,"removed_edges=[(0, 4)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_27,27,edge_dropout,0.5,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],11,0,"removed_edges=[(1, 9), (17, 20), (0, 4), (14, 16), (0, 17), (1, 19), (19, 20), (12, 16), (0, 1), (18, 22), (15, 16)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_3,3,edge_dropout,0.5,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,5,0,1,[],1,0,"removed_edges=[(2, 3)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_16,16,edge_dropout,0.5,103,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,,,,[],6,0,"removed_edges=[(0, 1), (4, 15), (10, 16), (2, 14), (15, 16), (0, 2)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_29,29,edge_dropout,0.5,103,3,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,6,,,,[],19,0,"removed_edges=[(14, 16), (12, 16), (19, 20), (13, 29), (6, 8), (16, 27), (1, 9), (8, 13), (0, 2), (2, 10), (1, 19), (0, 18), (0, 4), (17, 20), (0, 1), (27, 29), (3, 8), (4, 8), (18, 22)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_22,22,edge_dropout,0.5,103,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,,,,[],4,0,"removed_edges=[(20, 22), (1, 19), (17, 20), (0, 18)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_2,2,edge_dropout,0.5,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,2,2,0,[],1,0,"removed_edges=[(0, 2)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_8,8,edge_dropout,0.5,103,4,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,6,,,,[],5,0,"removed_edges=[(4, 8), (7, 8), (1, 7), (2, 3), (6, 8)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_13,13,edge_dropout,0.5,103,3,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,6,,,,[],8,0,"removed_edges=[(1, 6), (0, 1), (1, 7), (0, 4), (8, 13), (0, 2), (3, 8), (7, 8)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_20,20,edge_dropout,0.5,103,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,,,,[],3,0,"removed_edges=[(17, 20), (1, 19), (19, 20)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_1,1,edge_dropout,0.5,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,3,3,0,[],1,0,"removed_edges=[(0, 1)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_5,5,edge_dropout,0.25,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,3,3,0,1,[],1,0,"removed_edges=[(1, 5)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_4,4,edge_dropout,0.25,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,2,2,0,[],1,0,"removed_edges=[(0, 4)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_27,27,edge_dropout,0.25,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],6,0,"removed_edges=[(19, 20), (1, 19), (4, 15), (0, 1), (1, 9), (20, 22)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_3,3,edge_dropout,0.25,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],1,0,"removed_edges=[(0, 2)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_16,16,edge_dropout,0.25,103,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,,,,[],3,0,"removed_edges=[(15, 16), (10, 16), (2, 14)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_29,29,edge_dropout,0.25,103,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],10,0,"removed_edges=[(1, 5), (3, 8), (4, 8), (1, 19), (0, 4), (1, 6), (0, 18), (14, 16), (2, 14), (7, 8)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_22,22,edge_dropout,0.25,103,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,,,,[],2,0,"removed_edges=[(20, 22), (19, 20)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_2,2,edge_dropout,0.25,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,2,2,0,[],1,0,"removed_edges=[(0, 2)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_8,8,edge_dropout,0.25,103,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,5,-1,0,[],3,0,"removed_edges=[(0, 2), (0, 4), (0, 1)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_13,13,edge_dropout,0.25,103,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],4,0,"removed_edges=[(7, 8), (4, 8), (6, 8), (3, 8)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_20,20,edge_dropout,0.25,103,2,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,5,6,1,5,[],2,0,"removed_edges=[(17, 20), (1, 19)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_1,1,edge_dropout,0.25,103,1,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,0,3,3,0,[],1,0,"removed_edges=[(0, 1)]",33,33,45,35,12,"[1, 2, 3, 4]"
renewal_5,5,edge_dropout,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,3,3,0,0,[],0,0,removed_edges=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_4,4,edge_dropout,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,removed_edges=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_27,27,edge_dropout,0.0,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,removed_edges=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_3,3,edge_dropout,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,removed_edges=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_16,16,edge_dropout,0.0,103,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,removed_edges=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_29,29,edge_dropout,0.0,103,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,removed_edges=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_22,22,edge_dropout,0.0,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,removed_edges=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_2,2,edge_dropout,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,removed_edges=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_8,8,edge_dropout,0.0,103,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,removed_edges=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_13,13,edge_dropout,0.0,103,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,removed_edges=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_20,20,edge_dropout,0.0,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,removed_edges=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_1,1,edge_dropout,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,removed_edges=[],33,33,45,35,12,"[1, 2, 3, 4]"
renewal_5,5,selector_stress,1.0,101,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,3,3,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_5:5,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_4,4,selector_stress,1.0,101,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_4:4,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_27,27,selector_stress,1.0,101,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_27:27,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_3,3,selector_stress,1.0,101,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_3:3,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_16,16,selector_stress,1.0,101,4,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_16:16,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_29,29,selector_stress,1.0,101,3,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,6,6,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_29:29,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_22,22,selector_stress,1.0,101,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_22:22,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_2,2,selector_stress,1.0,101,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_2:2,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_8,8,selector_stress,1.0,101,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_8:8,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_13,13,selector_stress,1.0,101,3,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,6,6,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_13:13,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_20,20,selector_stress,1.0,101,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_20:20,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_1,1,selector_stress,1.0,101,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_1:1,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_5,5,selector_stress,0.75,101,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,3,3,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_5:5,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_4,4,selector_stress,0.75,101,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_4:4,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_27,27,selector_stress,0.75,101,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_27:27,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_3,3,selector_stress,0.75,101,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_3:3,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_16,16,selector_stress,0.75,101,4,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_16:16,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_29,29,selector_stress,0.75,101,3,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,6,6,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_29:29,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_22,22,selector_stress,0.75,101,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_22:22,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_2,2,selector_stress,0.75,101,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_2:2,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_8,8,selector_stress,0.75,101,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_8:8,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_13,13,selector_stress,0.75,101,3,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,6,6,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_13:13,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_20,20,selector_stress,0.75,101,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_20:20,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_1,1,selector_stress,0.75,101,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_1:1,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_5,5,selector_stress,0.5,101,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,3,3,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_5:5,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_4,4,selector_stress,0.5,101,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_4:4,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_27,27,selector_stress,0.5,101,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_27:27,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_3,3,selector_stress,0.5,101,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_3:3,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_16,16,selector_stress,0.5,101,4,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_16:16,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_29,29,selector_stress,0.5,101,3,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,6,6,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_29:29,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_22,22,selector_stress,0.5,101,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_22:22,33,33,45,35,12,"[1, 2, 3, 4]"
