run_seed,motif,motif_kind,site,threshold_fraction,family_semantics,support_width,family_size,pair_count,active_all_pairs_orientation_jaccard,active_parent_anchored_orientation_jaccard,active_orientation_overlap_bin,bad_member_indexed_all_pairs_jaccard,member_index_delta
42,renewal_17,renewal,17,0.75,augmented_exact_k,2,1,0,0.0,0.0,low,0.0,0.0
42,renewal_17,renewal,17,0.5,at_least_k,2,3,3,0.333333,0.375,medium,0.0,0.333333
42,renewal_17,renewal,17,0.5,augmented_exact_k,2,3,3,0.333333,0.375,medium,0.0,0.333333
42,renewal_17,renewal,17,0.25,at_least_k,2,3,3,0.333333,0.375,medium,0.0,0.333333
42,renewal_17,renewal,17,0.25,augmented_exact_k,2,3,3,0.333333,0.375,medium,0.0,0.333333
42,renewal_20,renewal,20,1.0,at_least_k,3,1,0,0.0,0.0,low,0.0,0.0
42,renewal_20,renewal,20,1.0,augmented_exact_k,3,1,0,0.0,0.0,low,0.0,0.0
42,renewal_20,renewal,20,0.75,at_least_k,3,1,0,0.0,0.0,low,0.0,0.0
42,renewal_20,renewal,20,0.75,augmented_exact_k,3,1,0,0.0,0.0,low,0.0,0.0
42,renewal_20,renewal,20,0.5,at_least_k,3,4,6,0.5,0.484848,medium,0.121212,0.378788
42,renewal_20,renewal,20,0.5,augmented_exact_k,3,4,6,0.5,0.484848,medium,0.121212,0.378788
42,renewal_20,renewal,20,0.25,at_least_k,3,7,21,0.333333,0.191288,medium,0.083333,0.25
42,renewal_20,renewal,20,0.25,augmented_exact_k,3,4,6,0.166667,0.090909,low,0.045455,0.121212
42,renewal_10,renewal,10,1.0,at_least_k,4,1,0,0.0,0.0,low,0.0,0.0
42,renewal_10,renewal,10,1.0,augmented_exact_k,4,1,0,0.0,0.0,low,0.0,0.0
42,renewal_10,renewal,10,0.75,at_least_k,4,5,10,0.6,0.609375,medium,0.11875,0.48125
42,renewal_10,renewal,10,0.75,augmented_exact_k,4,5,10,0.6,0.609375,medium,0.11875,0.48125
42,renewal_10,renewal,10,0.5,at_least_k,4,11,55,0.436364,0.300641,medium,0.125845,0.310519
42,renewal_10,renewal,10,0.5,augmented_exact_k,4,7,21,0.333333,0.250534,medium,0.069597,0.263736
42,renewal_10,renewal,10,0.25,at_least_k,4,15,105,0.333333,0.163027,medium,0.105543,0.22779
42,renewal_10,renewal,10,0.25,augmented_exact_k,4,5,10,0.1,0.046875,low,0.01875,0.08125
42,renewal_2,renewal,2,1.0,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_2,renewal,2,1.0,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_2,renewal,2,0.75,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_2,renewal,2,0.75,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_2,renewal,2,0.5,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_2,renewal,2,0.5,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_2,renewal,2,0.25,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_2,renewal,2,0.25,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_22,renewal,22,1.0,at_least_k,2,1,0,0.0,0.0,low,0.0,0.0
42,renewal_22,renewal,22,1.0,augmented_exact_k,2,1,0,0.0,0.0,low,0.0,0.0
42,renewal_22,renewal,22,0.75,at_least_k,2,1,0,0.0,0.0,low,0.0,0.0
42,renewal_22,renewal,22,0.75,augmented_exact_k,2,1,0,0.0,0.0,low,0.0,0.0
42,renewal_22,renewal,22,0.5,at_least_k,2,3,3,0.333333,0.15,medium,0.0,0.333333
42,renewal_22,renewal,22,0.5,augmented_exact_k,2,3,3,0.333333,0.15,medium,0.0,0.333333
42,renewal_22,renewal,22,0.25,at_least_k,2,3,3,0.333333,0.15,medium,0.0,0.333333
42,renewal_22,renewal,22,0.25,augmented_exact_k,2,3,3,0.333333,0.15,medium,0.0,0.333333
42,renewal_26,renewal,26,1.0,at_least_k,3,1,0,0.0,0.0,low,0.0,0.0
42,renewal_26,renewal,26,1.0,augmented_exact_k,3,1,0,0.0,0.0,low,0.0,0.0
42,renewal_26,renewal,26,0.75,at_least_k,3,1,0,0.0,0.0,low,0.0,0.0
42,renewal_26,renewal,26,0.75,augmented_exact_k,3,1,0,0.0,0.0,low,0.0,0.0
42,renewal_26,renewal,26,0.5,at_least_k,3,4,6,0.5,0.363636,medium,0.090909,0.409091
42,renewal_26,renewal,26,0.5,augmented_exact_k,3,4,6,0.5,0.363636,medium,0.090909,0.409091
42,renewal_26,renewal,26,0.25,at_least_k,3,7,21,0.333333,0.191288,medium,0.092532,0.240801
42,renewal_26,renewal,26,0.25,augmented_exact_k,3,4,6,0.166667,0.090909,low,0.045455,0.121212
42,renewal_14,renewal,14,1.0,at_least_k,4,1,0,0.0,0.0,low,0.0,0.0
42,renewal_14,renewal,14,1.0,augmented_exact_k,4,1,0,0.0,0.0,low,0.0,0.0
42,renewal_14,renewal,14,0.75,at_least_k,4,5,10,0.6,0.625,medium,0.116667,0.483333
42,renewal_14,renewal,14,0.75,augmented_exact_k,4,5,10,0.6,0.625,medium,0.116667,0.483333
42,renewal_14,renewal,14,0.5,at_least_k,4,11,55,0.436364,0.453333,medium,0.121818,0.314545
42,renewal_14,renewal,14,0.5,augmented_exact_k,4,7,21,0.333333,0.377778,medium,0.066667,0.266667
42,renewal_14,renewal,14,0.25,at_least_k,4,15,105,0.333333,0.325,medium,0.101905,0.231429
42,renewal_14,renewal,14,0.25,augmented_exact_k,4,5,10,0.1,0.125,low,0.016667,0.083333
42,renewal_3,renewal,3,1.0,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_3,renewal,3,1.0,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_3,renewal,3,0.75,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_3,renewal,3,0.75,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_3,renewal,3,0.5,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_3,renewal,3,0.5,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_3,renewal,3,0.25,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_3,renewal,3,0.25,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_25,renewal,25,1.0,at_least_k,2,1,0,0.0,0.0,low,0.0,0.0
42,renewal_25,renewal,25,1.0,augmented_exact_k,2,1,0,0.0,0.0,low,0.0,0.0
42,renewal_25,renewal,25,0.75,at_least_k,2,1,0,0.0,0.0,low,0.0,0.0
42,renewal_25,renewal,25,0.75,augmented_exact_k,2,1,0,0.0,0.0,low,0.0,0.0
42,renewal_25,renewal,25,0.5,at_least_k,2,3,3,0.333333,0.1875,medium,0.0,0.333333
42,renewal_25,renewal,25,0.5,augmented_exact_k,2,3,3,0.333333,0.1875,medium,0.0,0.333333
42,renewal_25,renewal,25,0.25,at_least_k,2,3,3,0.333333,0.1875,medium,0.0,0.333333
42,renewal_25,renewal,25,0.25,augmented_exact_k,2,3,3,0.333333,0.1875,medium,0.0,0.333333
42,renewal_4,renewal,4,1.0,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_4,renewal,4,1.0,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_4,renewal,4,0.75,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_4,renewal,4,0.75,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_4,renewal,4,0.5,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_4,renewal,4,0.5,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_4,renewal,4,0.25,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_4,renewal,4,0.25,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
42,renewal_30,renewal,30,1.0,at_least_k,2,1,0,0.0,0.0,low,0.0,0.0
42,renewal_30,renewal,30,1.0,augmented_exact_k,2,1,0,0.0,0.0,low,0.0,0.0
42,renewal_30,renewal,30,0.75,at_least_k,2,1,0,0.0,0.0,low,0.0,0.0
42,renewal_30,renewal,30,0.75,augmented_exact_k,2,1,0,0.0,0.0,low,0.0,0.0
42,renewal_30,renewal,30,0.5,at_least_k,2,3,3,0.333333,0.25,medium,0.0,0.333333
42,renewal_30,renewal,30,0.5,augmented_exact_k,2,3,3,0.333333,0.25,medium,0.0,0.333333
42,renewal_30,renewal,30,0.25,at_least_k,2,3,3,0.333333,0.25,medium,0.0,0.333333
42,renewal_30,renewal,30,0.25,augmented_exact_k,2,3,3,0.333333,0.25,medium,0.0,0.333333
43,renewal_1,renewal,1,1.0,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_1,renewal,1,1.0,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_1,renewal,1,0.75,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_1,renewal,1,0.75,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_1,renewal,1,0.5,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_1,renewal,1,0.5,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_1,renewal,1,0.25,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_1,renewal,1,0.25,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_20,renewal,20,1.0,at_least_k,2,1,0,0.0,0.0,low,0.0,0.0
43,renewal_20,renewal,20,1.0,augmented_exact_k,2,1,0,0.0,0.0,low,0.0,0.0
43,renewal_20,renewal,20,0.75,at_least_k,2,1,0,0.0,0.0,low,0.0,0.0
43,renewal_20,renewal,20,0.75,augmented_exact_k,2,1,0,0.0,0.0,low,0.0,0.0
43,renewal_20,renewal,20,0.5,at_least_k,2,3,3,0.333333,0.375,medium,0.0,0.333333
43,renewal_20,renewal,20,0.5,augmented_exact_k,2,3,3,0.333333,0.375,medium,0.0,0.333333
43,renewal_20,renewal,20,0.25,at_least_k,2,3,3,0.333333,0.375,medium,0.0,0.333333
43,renewal_20,renewal,20,0.25,augmented_exact_k,2,3,3,0.333333,0.375,medium,0.0,0.333333
43,renewal_26,renewal,26,1.0,at_least_k,3,1,0,0.0,0.0,low,0.0,0.0
43,renewal_26,renewal,26,1.0,augmented_exact_k,3,1,0,0.0,0.0,low,0.0,0.0
43,renewal_26,renewal,26,0.75,at_least_k,3,1,0,0.0,0.0,low,0.0,0.0
43,renewal_26,renewal,26,0.75,augmented_exact_k,3,1,0,0.0,0.0,low,0.0,0.0
43,renewal_26,renewal,26,0.5,at_least_k,3,4,6,0.5,0.444444,medium,0.111111,0.388889
43,renewal_26,renewal,26,0.5,augmented_exact_k,3,4,6,0.5,0.444444,medium,0.111111,0.388889
43,renewal_26,renewal,26,0.25,at_least_k,3,7,21,0.333333,0.222222,medium,0.095238,0.238095
43,renewal_26,renewal,26,0.25,augmented_exact_k,3,4,6,0.166667,0.111111,low,0.055556,0.111111
43,renewal_8,renewal,8,1.0,at_least_k,4,1,0,0.0,0.0,low,0.0,0.0
43,renewal_8,renewal,8,1.0,augmented_exact_k,4,1,0,0.0,0.0,low,0.0,0.0
43,renewal_8,renewal,8,0.75,at_least_k,4,5,10,0.6,0.5625,medium,0.125,0.475
43,renewal_8,renewal,8,0.75,augmented_exact_k,4,5,10,0.6,0.5625,medium,0.125,0.475
43,renewal_8,renewal,8,0.5,at_least_k,4,11,55,0.436364,0.366667,medium,0.134848,0.301515
43,renewal_8,renewal,8,0.5,augmented_exact_k,4,7,21,0.333333,0.305556,medium,0.079365,0.253968
43,renewal_8,renewal,8,0.25,at_least_k,4,15,105,0.333333,0.196429,medium,0.114286,0.219048
43,renewal_8,renewal,8,0.25,augmented_exact_k,4,5,10,0.1,0.0625,low,0.025,0.075
43,renewal_2,renewal,2,1.0,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_2,renewal,2,1.0,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_2,renewal,2,0.75,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_2,renewal,2,0.75,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_2,renewal,2,0.5,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_2,renewal,2,0.5,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_2,renewal,2,0.25,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_2,renewal,2,0.25,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_13,renewal,13,1.0,at_least_k,4,1,0,0.0,0.0,low,0.0,0.0
43,renewal_13,renewal,13,1.0,augmented_exact_k,4,1,0,0.0,0.0,low,0.0,0.0
43,renewal_13,renewal,13,0.75,at_least_k,4,5,10,0.6,0.5625,medium,0.125,0.475
43,renewal_13,renewal,13,0.75,augmented_exact_k,4,5,10,0.6,0.5625,medium,0.125,0.475
43,renewal_13,renewal,13,0.5,at_least_k,4,11,55,0.436364,0.366667,medium,0.134848,0.301515
43,renewal_13,renewal,13,0.5,augmented_exact_k,4,7,21,0.333333,0.305556,medium,0.079365,0.253968
43,renewal_13,renewal,13,0.25,at_least_k,4,15,105,0.333333,0.196429,medium,0.114286,0.219048
43,renewal_13,renewal,13,0.25,augmented_exact_k,4,5,10,0.1,0.0625,low,0.025,0.075
43,renewal_3,renewal,3,1.0,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_3,renewal,3,1.0,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_3,renewal,3,0.75,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_3,renewal,3,0.75,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_3,renewal,3,0.5,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_3,renewal,3,0.5,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_3,renewal,3,0.25,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_3,renewal,3,0.25,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_30,renewal,30,1.0,at_least_k,4,1,0,0.0,0.0,low,0.0,0.0
43,renewal_30,renewal,30,1.0,augmented_exact_k,4,1,0,0.0,0.0,low,0.0,0.0
43,renewal_30,renewal,30,0.75,at_least_k,4,5,10,0.6,0.647727,medium,0.113636,0.486364
43,renewal_30,renewal,30,0.75,augmented_exact_k,4,5,10,0.6,0.647727,medium,0.113636,0.486364
43,renewal_30,renewal,30,0.5,at_least_k,4,11,55,0.436364,0.395407,medium,0.117866,0.318498
43,renewal_30,renewal,30,0.5,augmented_exact_k,4,7,21,0.333333,0.329506,medium,0.062657,0.270677
43,renewal_30,renewal,30,0.25,at_least_k,4,15,105,0.333333,0.287069,medium,0.096272,0.237061
43,renewal_30,renewal,30,0.25,augmented_exact_k,4,5,10,0.1,0.102273,low,0.013636,0.086364
43,renewal_4,renewal,4,1.0,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_4,renewal,4,1.0,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_4,renewal,4,0.75,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_4,renewal,4,0.75,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_4,renewal,4,0.5,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_4,renewal,4,0.5,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_4,renewal,4,0.25,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_4,renewal,4,0.25,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_5,renewal,5,1.0,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_5,renewal,5,1.0,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_5,renewal,5,0.75,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_5,renewal,5,0.75,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_5,renewal,5,0.5,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_5,renewal,5,0.5,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_5,renewal,5,0.25,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_5,renewal,5,0.25,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_6,renewal,6,1.0,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_6,renewal,6,1.0,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_6,renewal,6,0.75,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_6,renewal,6,0.75,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_6,renewal,6,0.5,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_6,renewal,6,0.5,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_6,renewal,6,0.25,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_6,renewal,6,0.25,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_7,renewal,7,1.0,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_7,renewal,7,1.0,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_7,renewal,7,0.75,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_7,renewal,7,0.75,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_7,renewal,7,0.5,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_7,renewal,7,0.5,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_7,renewal,7,0.25,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
43,renewal_7,renewal,7,0.25,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_1,renewal,1,1.0,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_1,renewal,1,1.0,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_1,renewal,1,0.75,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_1,renewal,1,0.75,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_1,renewal,1,0.5,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_1,renewal,1,0.5,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_1,renewal,1,0.25,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_1,renewal,1,0.25,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_18,renewal,18,1.0,at_least_k,2,1,0,0.0,0.0,low,0.0,0.0
44,renewal_18,renewal,18,1.0,augmented_exact_k,2,1,0,0.0,0.0,low,0.0,0.0
44,renewal_18,renewal,18,0.75,at_least_k,2,1,0,0.0,0.0,low,0.0,0.0
44,renewal_18,renewal,18,0.75,augmented_exact_k,2,1,0,0.0,0.0,low,0.0,0.0
44,renewal_18,renewal,18,0.5,at_least_k,2,3,3,0.333333,0.15,medium,0.0,0.333333
44,renewal_18,renewal,18,0.5,augmented_exact_k,2,3,3,0.333333,0.15,medium,0.0,0.333333
44,renewal_18,renewal,18,0.25,at_least_k,2,3,3,0.333333,0.15,medium,0.0,0.333333
44,renewal_18,renewal,18,0.25,augmented_exact_k,2,3,3,0.333333,0.15,medium,0.0,0.333333
44,renewal_8,renewal,8,1.0,at_least_k,3,1,0,0.0,0.0,low,0.0,0.0
44,renewal_8,renewal,8,1.0,augmented_exact_k,3,1,0,0.0,0.0,low,0.0,0.0
44,renewal_8,renewal,8,0.75,at_least_k,3,1,0,0.0,0.0,low,0.0,0.0
44,renewal_8,renewal,8,0.75,augmented_exact_k,3,1,0,0.0,0.0,low,0.0,0.0
44,renewal_8,renewal,8,0.5,at_least_k,3,4,6,0.5,0.266667,medium,0.066667,0.433333
44,renewal_8,renewal,8,0.5,augmented_exact_k,3,4,6,0.5,0.266667,medium,0.066667,0.433333
44,renewal_8,renewal,8,0.25,at_least_k,3,7,21,0.333333,0.158333,medium,0.088095,0.245238
44,renewal_8,renewal,8,0.25,augmented_exact_k,3,4,6,0.166667,0.066667,low,0.033333,0.133333
44,renewal_29,renewal,29,1.0,at_least_k,4,1,0,0.0,0.0,low,0.0,0.0
44,renewal_29,renewal,29,1.0,augmented_exact_k,4,1,0,0.0,0.0,low,0.0,0.0
44,renewal_29,renewal,29,0.75,at_least_k,4,5,10,0.6,0.589286,medium,0.135714,0.464286
44,renewal_29,renewal,29,0.75,augmented_exact_k,4,5,10,0.6,0.589286,medium,0.135714,0.464286
44,renewal_29,renewal,29,0.5,at_least_k,4,11,55,0.436364,0.405195,medium,0.144707,0.291657
44,renewal_29,renewal,29,0.5,augmented_exact_k,4,7,21,0.333333,0.337662,medium,0.09194,0.241394
44,renewal_29,renewal,29,0.25,at_least_k,4,15,105,0.333333,0.176291,medium,0.123799,0.209534
44,renewal_29,renewal,29,0.25,augmented_exact_k,4,5,10,0.1,0.053571,low,0.035714,0.064286
44,renewal_2,renewal,2,1.0,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_2,renewal,2,1.0,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_2,renewal,2,0.75,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_2,renewal,2,0.75,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_2,renewal,2,0.5,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_2,renewal,2,0.5,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_2,renewal,2,0.25,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_2,renewal,2,0.25,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_26,renewal,26,1.0,at_least_k,2,1,0,0.0,0.0,low,0.0,0.0
44,renewal_26,renewal,26,1.0,augmented_exact_k,2,1,0,0.0,0.0,low,0.0,0.0
44,renewal_26,renewal,26,0.75,at_least_k,2,1,0,0.0,0.0,low,0.0,0.0
44,renewal_26,renewal,26,0.75,augmented_exact_k,2,1,0,0.0,0.0,low,0.0,0.0
44,renewal_26,renewal,26,0.5,at_least_k,2,3,3,0.333333,0.35,medium,0.0,0.333333
44,renewal_26,renewal,26,0.5,augmented_exact_k,2,3,3,0.333333,0.35,medium,0.0,0.333333
44,renewal_26,renewal,26,0.25,at_least_k,2,3,3,0.333333,0.35,medium,0.0,0.333333
44,renewal_26,renewal,26,0.25,augmented_exact_k,2,3,3,0.333333,0.35,medium,0.0,0.333333
44,renewal_17,renewal,17,1.0,at_least_k,3,1,0,0.0,0.0,low,0.0,0.0
44,renewal_17,renewal,17,1.0,augmented_exact_k,3,1,0,0.0,0.0,low,0.0,0.0
44,renewal_17,renewal,17,0.75,at_least_k,3,1,0,0.0,0.0,low,0.0,0.0
44,renewal_17,renewal,17,0.75,augmented_exact_k,3,1,0,0.0,0.0,low,0.0,0.0
44,renewal_17,renewal,17,0.5,at_least_k,3,4,6,0.5,0.512821,medium,0.128205,0.371795
44,renewal_17,renewal,17,0.5,augmented_exact_k,3,4,6,0.5,0.512821,medium,0.128205,0.371795
44,renewal_17,renewal,17,0.25,at_least_k,3,7,21,0.333333,0.323077,medium,0.119414,0.213919
44,renewal_17,renewal,17,0.25,augmented_exact_k,3,4,6,0.166667,0.179487,low,0.089744,0.076923
44,renewal_3,renewal,3,1.0,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_3,renewal,3,1.0,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_3,renewal,3,0.75,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_3,renewal,3,0.75,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_3,renewal,3,0.5,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_3,renewal,3,0.5,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_3,renewal,3,0.25,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_3,renewal,3,0.25,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_23,renewal,23,1.0,at_least_k,3,1,0,0.0,0.0,low,0.0,0.0
44,renewal_23,renewal,23,1.0,augmented_exact_k,3,1,0,0.0,0.0,low,0.0,0.0
44,renewal_23,renewal,23,0.75,at_least_k,3,1,0,0.0,0.0,low,0.0,0.0
44,renewal_23,renewal,23,0.75,augmented_exact_k,3,1,0,0.0,0.0,low,0.0,0.0
44,renewal_23,renewal,23,0.5,at_least_k,3,4,6,0.5,0.444444,medium,0.111111,0.388889
44,renewal_23,renewal,23,0.5,augmented_exact_k,3,4,6,0.5,0.444444,medium,0.111111,0.388889
44,renewal_23,renewal,23,0.25,at_least_k,3,7,21,0.333333,0.222222,medium,0.095238,0.238095
44,renewal_23,renewal,23,0.25,augmented_exact_k,3,4,6,0.166667,0.111111,low,0.055556,0.111111
44,renewal_4,renewal,4,1.0,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_4,renewal,4,1.0,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_4,renewal,4,0.75,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_4,renewal,4,0.75,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_4,renewal,4,0.5,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_4,renewal,4,0.5,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_4,renewal,4,0.25,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_4,renewal,4,0.25,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_32,renewal,32,1.0,at_least_k,3,1,0,0.0,0.0,low,0.0,0.0
44,renewal_32,renewal,32,1.0,augmented_exact_k,3,1,0,0.0,0.0,low,0.0,0.0
44,renewal_32,renewal,32,0.75,at_least_k,3,1,0,0.0,0.0,low,0.0,0.0
44,renewal_32,renewal,32,0.75,augmented_exact_k,3,1,0,0.0,0.0,low,0.0,0.0
44,renewal_32,renewal,32,0.5,at_least_k,3,4,6,0.5,0.444444,medium,0.111111,0.388889
44,renewal_32,renewal,32,0.5,augmented_exact_k,3,4,6,0.5,0.444444,medium,0.111111,0.388889
44,renewal_32,renewal,32,0.25,at_least_k,3,7,21,0.333333,0.222222,medium,0.095238,0.238095
44,renewal_32,renewal,32,0.25,augmented_exact_k,3,4,6,0.166667,0.111111,low,0.055556,0.111111
44,renewal_5,renewal,5,1.0,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_5,renewal,5,1.0,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_5,renewal,5,0.75,at_least_k,1,1,0,0.0,0.0,low,0.0,0.0
44,renewal_5,renewal,5,0.75,augmented_exact_k,1,1,0,0.0,0.0,low,0.0,0.0
