family_semantics,certification_regime,mode,severity,threshold_fraction,certificate_correlation,samples,support_width_count,mean_support_width,mean_family_size,parent_in_family_rate,strict_parent_loss_rate,family_internal_loss_rate,strict_rescue_rate,family_internal_survival_rate,strict_parent_cert_failure_rate,certification_rescue_rate,family_certification_resilience_rate,comparison_valid_rate,metric_artifact_risk_rate,mean_apples_to_apples_loss_delta,mean_certified_family_member_count,mean_uncertified_family_member_fraction
at_least_k,independent_member,orientation_degradation,0.5,0.5,0.75,2400,4,2.125833,3.786667,1.0,0.6325,0.578333,0.054167,0.421667,0.6325,0.054167,0.421667,1.0,0.0,-0.054167,1.515,0.639463
at_least_k,independent_member,orientation_degradation,0.5,0.5,1.0,2400,4,2.125833,3.786667,1.0,0.525,0.525,0.0,0.475,0.525,0.0,0.475,1.0,0.0,0.0,1.73125,0.525
at_least_k,independent_member,orientation_degradation,0.5,0.75,0.0,2400,4,2.125833,1.733333,1.0,0.538333,0.438333,0.1,0.561667,0.538333,0.1,0.561667,1.0,0.0,-0.1,0.8325,0.529167
at_least_k,independent_member,orientation_degradation,0.5,0.75,0.25,2400,4,2.125833,1.733333,1.0,0.554167,0.482917,0.07125,0.517083,0.554167,0.07125,0.517083,1.0,0.0,-0.07125,0.843333,0.545333
at_least_k,independent_member,orientation_degradation,0.5,0.75,0.5,2400,4,2.125833,1.733333,1.0,0.430417,0.41125,0.019167,0.58875,0.430417,0.019167,0.58875,1.0,0.0,-0.019167,0.952917,0.442417
at_least_k,independent_member,orientation_degradation,0.5,0.75,0.75,2400,4,2.125833,1.733333,1.0,0.635417,0.606667,0.02875,0.393333,0.635417,0.02875,0.393333,1.0,0.0,-0.02875,0.62625,0.63875
at_least_k,independent_member,orientation_degradation,0.5,0.75,1.0,2400,4,2.125833,1.733333,1.0,0.525,0.525,0.0,0.475,0.525,0.0,0.475,1.0,0.0,0.0,0.775,0.525
at_least_k,independent_member,orientation_degradation,0.5,1.0,0.0,2400,4,2.125833,1.0,1.0,0.5425,0.5425,0.0,0.4575,0.5425,0.0,0.4575,1.0,0.0,0.0,0.4575,0.5425
at_least_k,independent_member,orientation_degradation,0.5,1.0,0.25,2400,4,2.125833,1.0,1.0,0.564167,0.564167,0.0,0.435833,0.564167,0.0,0.435833,1.0,0.0,0.0,0.435833,0.564167
at_least_k,independent_member,orientation_degradation,0.5,1.0,0.5,2400,4,2.125833,1.0,1.0,0.444583,0.444583,0.0,0.555417,0.444583,0.0,0.555417,1.0,0.0,0.0,0.555417,0.444583
at_least_k,independent_member,orientation_degradation,0.5,1.0,0.75,2400,4,2.125833,1.0,1.0,0.641667,0.641667,0.0,0.358333,0.641667,0.0,0.358333,1.0,0.0,0.0,0.358333,0.641667
at_least_k,independent_member,orientation_degradation,0.5,1.0,1.0,2400,4,2.125833,1.0,1.0,0.525,0.525,0.0,0.475,0.525,0.0,0.475,1.0,0.0,0.0,0.475,0.525
at_least_k,independent_member,orientation_degradation,0.75,0.25,0.0,2400,4,2.125833,5.115,1.0,0.80875,0.489583,0.319167,0.510417,0.80875,0.319167,0.510417,1.0,0.0,-0.319167,1.26,0.803413
at_least_k,independent_member,orientation_degradation,0.75,0.25,0.25,2400,4,2.125833,5.115,1.0,0.743333,0.465417,0.277917,0.534583,0.743333,0.277917,0.534583,1.0,0.0,-0.277917,1.28375,0.739194
at_least_k,independent_member,orientation_degradation,0.75,0.25,0.5,2400,4,2.125833,5.115,1.0,0.695833,0.5275,0.168333,0.4725,0.695833,0.168333,0.4725,1.0,0.0,-0.168333,1.410417,0.679933
at_least_k,independent_member,orientation_degradation,0.75,0.25,0.75,2400,4,2.125833,5.115,1.0,0.675417,0.577917,0.0975,0.422083,0.675417,0.0975,0.422083,1.0,0.0,-0.0975,1.49625,0.662052
at_least_k,independent_member,orientation_degradation,0.75,0.25,1.0,2400,4,2.125833,5.115,1.0,0.741667,0.741667,0.0,0.258333,0.741667,0.0,0.258333,1.0,0.0,0.0,1.376667,0.741667
at_least_k,independent_member,orientation_degradation,0.75,0.5,0.0,2400,4,2.125833,3.786667,1.0,0.825417,0.524583,0.300833,0.475417,0.825417,0.300833,0.475417,1.0,0.0,-0.300833,0.906667,0.803662
at_least_k,independent_member,orientation_degradation,0.75,0.5,0.25,2400,4,2.125833,3.786667,1.0,0.709583,0.51375,0.195833,0.48625,0.709583,0.195833,0.48625,1.0,0.0,-0.195833,0.95125,0.743166
at_least_k,independent_member,orientation_degradation,0.75,0.5,0.5,2400,4,2.125833,3.786667,1.0,0.700417,0.54625,0.154167,0.45375,0.700417,0.154167,0.45375,1.0,0.0,-0.154167,1.025417,0.682339
at_least_k,independent_member,orientation_degradation,0.75,0.5,0.75,2400,4,2.125833,3.786667,1.0,0.647083,0.58625,0.060833,0.41375,0.647083,0.060833,0.41375,1.0,0.0,-0.060833,1.111667,0.660552
at_least_k,independent_member,orientation_degradation,0.75,0.5,1.0,2400,4,2.125833,3.786667,1.0,0.741667,0.741667,0.0,0.258333,0.741667,0.0,0.258333,1.0,0.0,0.0,1.034583,0.741667
at_least_k,independent_member,orientation_degradation,0.75,0.75,0.0,2400,4,2.125833,1.733333,1.0,0.76625,0.685833,0.080417,0.314167,0.76625,0.080417,0.314167,1.0,0.0,-0.080417,0.409167,0.778833
at_least_k,independent_member,orientation_degradation,0.75,0.75,0.25,2400,4,2.125833,1.733333,1.0,0.740417,0.67875,0.061667,0.32125,0.740417,0.061667,0.32125,1.0,0.0,-0.061667,0.419167,0.749833
at_least_k,independent_member,orientation_degradation,0.75,0.75,0.5,2400,4,2.125833,1.733333,1.0,0.689167,0.6425,0.046667,0.3575,0.689167,0.046667,0.3575,1.0,0.0,-0.046667,0.479583,0.69475
at_least_k,independent_member,orientation_degradation,0.75,0.75,0.75,2400,4,2.125833,1.733333,1.0,0.669167,0.630833,0.038333,0.369167,0.669167,0.038333,0.369167,1.0,0.0,-0.038333,0.528333,0.664333
at_least_k,independent_member,orientation_degradation,0.75,0.75,1.0,2400,4,2.125833,1.733333,1.0,0.741667,0.741667,0.0,0.258333,0.741667,0.0,0.258333,1.0,0.0,0.0,0.486667,0.741667
at_least_k,independent_member,orientation_degradation,0.75,1.0,0.0,2400,4,2.125833,1.0,1.0,0.77,0.77,0.0,0.23,0.77,0.0,0.23,1.0,0.0,0.0,0.23,0.77
at_least_k,independent_member,orientation_degradation,0.75,1.0,0.25,2400,4,2.125833,1.0,1.0,0.749167,0.749167,0.0,0.250833,0.749167,0.0,0.250833,1.0,0.0,0.0,0.250833,0.749167
at_least_k,independent_member,orientation_degradation,0.75,1.0,0.5,2400,4,2.125833,1.0,1.0,0.696667,0.696667,0.0,0.303333,0.696667,0.0,0.303333,1.0,0.0,0.0,0.303333,0.696667
at_least_k,independent_member,orientation_degradation,0.75,1.0,0.75,2400,4,2.125833,1.0,1.0,0.65375,0.65375,0.0,0.34625,0.65375,0.0,0.34625,1.0,0.0,0.0,0.34625,0.65375
at_least_k,independent_member,orientation_degradation,0.75,1.0,1.0,2400,4,2.125833,1.0,1.0,0.741667,0.741667,0.0,0.258333,0.741667,0.0,0.258333,1.0,0.0,0.0,0.258333,0.741667
at_least_k,independent_member,orientation_degradation,1.0,0.25,0.0,2400,4,2.125833,5.115,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,0.25,0.25,2400,4,2.125833,5.115,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,0.25,0.5,2400,4,2.125833,5.115,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,0.25,0.75,2400,4,2.125833,5.115,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,0.25,1.0,2400,4,2.125833,5.115,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,0.5,0.0,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,0.5,0.25,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,0.5,0.5,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,0.5,0.75,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,0.5,1.0,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,0.75,0.0,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,0.75,0.25,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,0.75,0.5,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,0.75,0.75,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,0.75,1.0,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,1.0,0.0,2400,4,2.125833,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,1.0,0.25,2400,4,2.125833,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,1.0,0.5,2400,4,2.125833,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,1.0,0.75,2400,4,2.125833,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,orientation_degradation,1.0,1.0,1.0,2400,4,2.125833,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
at_least_k,independent_member,selector_stress,0.0,0.25,0.0,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,independent_member,selector_stress,0.0,0.5,0.0,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,independent_member,selector_stress,0.0,0.75,0.0,2400,4,2.125833,1.733333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,independent_member,selector_stress,0.0,1.0,0.0,2400,4,2.125833,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,independent_member,selector_stress,0.25,0.25,0.0,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,independent_member,selector_stress,0.25,0.5,0.0,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,independent_member,selector_stress,0.25,0.75,0.0,2400,4,2.125833,1.733333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,independent_member,selector_stress,0.25,1.0,0.0,2400,4,2.125833,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,independent_member,selector_stress,0.5,0.25,0.0,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,independent_member,selector_stress,0.5,0.5,0.0,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,independent_member,selector_stress,0.5,0.75,0.0,2400,4,2.125833,1.733333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,independent_member,selector_stress,0.5,1.0,0.0,2400,4,2.125833,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,independent_member,selector_stress,0.75,0.25,0.0,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,independent_member,selector_stress,0.75,0.5,0.0,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,independent_member,selector_stress,0.75,0.75,0.0,2400,4,2.125833,1.733333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,independent_member,selector_stress,0.75,1.0,0.0,2400,4,2.125833,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,independent_member,selector_stress,1.0,0.25,0.0,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,independent_member,selector_stress,1.0,0.5,0.0,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,independent_member,selector_stress,1.0,0.75,0.0,2400,4,2.125833,1.733333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,independent_member,selector_stress,1.0,1.0,0.0,2400,4,2.125833,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,independent_member,support_delay,0.0,0.25,0.0,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,independent_member,support_delay,0.0,0.5,0.0,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,independent_member,support_delay,0.0,0.75,0.0,2400,4,2.125833,1.733333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,independent_member,support_delay,0.0,1.0,0.0,2400,4,2.125833,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,independent_member,support_delay,0.25,0.25,0.0,2400,4,2.125833,5.115,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,independent_member,support_delay,0.25,0.5,0.0,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,independent_member,support_delay,0.25,0.75,0.0,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,independent_member,support_delay,0.25,1.0,0.0,2400,4,2.125833,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,independent_member,support_delay,0.5,0.25,0.0,2400,4,2.125833,5.115,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,independent_member,support_delay,0.5,0.5,0.0,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,independent_member,support_delay,0.5,0.75,0.0,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,independent_member,support_delay,0.5,1.0,0.0,2400,4,2.125833,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,independent_member,support_delay,0.75,0.25,0.0,2400,4,2.125833,5.115,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,independent_member,support_delay,0.75,0.5,0.0,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,independent_member,support_delay,0.75,0.75,0.0,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,independent_member,support_delay,0.75,1.0,0.0,2400,4,2.125833,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,independent_member,support_delay,1.0,0.25,0.0,2400,4,2.125833,5.115,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,independent_member,support_delay,1.0,0.5,0.0,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,independent_member,support_delay,1.0,0.75,0.0,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,independent_member,support_delay,1.0,1.0,0.0,2400,4,2.125833,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,parent_shared,edge_dropout,0.0,0.25,0.0,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,parent_shared,edge_dropout,0.0,0.5,0.0,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,parent_shared,edge_dropout,0.0,0.75,0.0,2400,4,2.125833,1.733333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,parent_shared,edge_dropout,0.0,1.0,0.0,2400,4,2.125833,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,parent_shared,edge_dropout,0.25,0.25,0.0,2400,4,2.125833,5.115,1.0,0.76125,0.403333,0.357917,0.596667,0.0,0.0,0.0,1.0,0.0,-0.357917,5.115,0.0
at_least_k,parent_shared,edge_dropout,0.25,0.5,0.0,2400,4,2.125833,3.786667,1.0,0.76125,0.439583,0.321667,0.560417,0.0,0.0,0.0,1.0,0.0,-0.321667,3.786667,0.0
at_least_k,parent_shared,edge_dropout,0.25,0.75,0.0,2400,4,2.125833,1.733333,1.0,0.76125,0.67625,0.085,0.32375,0.0,0.0,0.0,1.0,0.0,-0.085,1.733333,0.0
at_least_k,parent_shared,edge_dropout,0.25,1.0,0.0,2400,4,2.125833,1.0,1.0,0.76125,0.76125,0.0,0.23875,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,parent_shared,edge_dropout,0.5,0.25,0.0,2400,4,2.125833,5.115,1.0,0.814583,0.372917,0.441667,0.627083,0.0,0.0,0.0,1.0,0.0,-0.441667,5.115,0.0
at_least_k,parent_shared,edge_dropout,0.5,0.5,0.0,2400,4,2.125833,3.786667,1.0,0.814583,0.51375,0.300833,0.48625,0.0,0.0,0.0,1.0,0.0,-0.300833,3.786667,0.0
at_least_k,parent_shared,edge_dropout,0.5,0.75,0.0,2400,4,2.125833,1.733333,1.0,0.814583,0.769583,0.045,0.230417,0.0,0.0,0.0,1.0,0.0,-0.045,1.733333,0.0
at_least_k,parent_shared,edge_dropout,0.5,1.0,0.0,2400,4,2.125833,1.0,1.0,0.814583,0.814583,0.0,0.185417,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,parent_shared,edge_dropout,0.75,0.25,0.0,2400,4,2.125833,5.115,1.0,0.994167,0.685833,0.308333,0.314167,0.0,0.0,0.0,1.0,0.0,-0.308333,5.115,0.0
at_least_k,parent_shared,edge_dropout,0.75,0.5,0.0,2400,4,2.125833,3.786667,1.0,0.994167,0.871667,0.1225,0.128333,0.0,0.0,0.0,1.0,0.0,-0.1225,3.786667,0.0
at_least_k,parent_shared,edge_dropout,0.75,0.75,0.0,2400,4,2.125833,1.733333,1.0,0.994167,0.991667,0.0025,0.008333,0.0,0.0,0.0,1.0,0.0,-0.0025,1.733333,0.0
at_least_k,parent_shared,edge_dropout,0.75,1.0,0.0,2400,4,2.125833,1.0,1.0,0.994167,0.994167,0.0,0.005833,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,parent_shared,edge_dropout,1.0,0.25,0.0,2400,4,2.125833,5.115,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,parent_shared,edge_dropout,1.0,0.5,0.0,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,parent_shared,edge_dropout,1.0,0.75,0.0,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,parent_shared,edge_dropout,1.0,1.0,0.0,2400,4,2.125833,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,parent_shared,frontier_dropout,0.0,0.25,0.0,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,parent_shared,frontier_dropout,0.0,0.5,0.0,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,parent_shared,frontier_dropout,0.0,0.75,0.0,2400,4,2.125833,1.733333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,parent_shared,frontier_dropout,0.0,1.0,0.0,2400,4,2.125833,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,parent_shared,frontier_dropout,0.25,0.25,0.0,2400,4,2.125833,5.115,1.0,1.0,0.439167,0.560833,0.560833,0.0,0.0,0.0,1.0,0.0,-0.560833,5.115,0.0
at_least_k,parent_shared,frontier_dropout,0.25,0.5,0.0,2400,4,2.125833,3.786667,1.0,1.0,0.439167,0.560833,0.560833,0.0,0.0,0.0,1.0,0.0,-0.560833,3.786667,0.0
at_least_k,parent_shared,frontier_dropout,0.25,0.75,0.0,2400,4,2.125833,1.733333,1.0,1.0,0.816667,0.183333,0.183333,0.0,0.0,0.0,1.0,0.0,-0.183333,1.733333,0.0
at_least_k,parent_shared,frontier_dropout,0.25,1.0,0.0,2400,4,2.125833,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,parent_shared,frontier_dropout,0.5,0.25,0.0,2400,4,2.125833,5.115,1.0,1.0,0.439167,0.560833,0.560833,0.0,0.0,0.0,1.0,0.0,-0.560833,5.115,0.0
at_least_k,parent_shared,frontier_dropout,0.5,0.5,0.0,2400,4,2.125833,3.786667,1.0,1.0,0.6375,0.3625,0.3625,0.0,0.0,0.0,1.0,0.0,-0.3625,3.786667,0.0
at_least_k,parent_shared,frontier_dropout,0.5,0.75,0.0,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,parent_shared,frontier_dropout,0.5,1.0,0.0,2400,4,2.125833,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,parent_shared,frontier_dropout,0.75,0.25,0.0,2400,4,2.125833,5.115,1.0,1.0,0.816667,0.183333,0.183333,0.0,0.0,0.0,1.0,0.0,-0.183333,5.115,0.0
at_least_k,parent_shared,frontier_dropout,0.75,0.5,0.0,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,parent_shared,frontier_dropout,0.75,0.75,0.0,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,parent_shared,frontier_dropout,0.75,1.0,0.0,2400,4,2.125833,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,parent_shared,frontier_dropout,1.0,0.25,0.0,2400,4,2.125833,5.115,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,parent_shared,frontier_dropout,1.0,0.5,0.0,2400,4,2.125833,3.786667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
at_least_k,parent_shared,frontier_dropout,1.0,0.75,0.0,2400,4,2.125833,1.733333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.733333,0.0
at_least_k,parent_shared,frontier_dropout,1.0,1.0,0.0,2400,4,2.125833,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
at_least_k,parent_shared,ledger_failure,0.0,0.25,0.0,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,parent_shared,ledger_failure,0.0,0.25,0.25,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,parent_shared,ledger_failure,0.0,0.25,0.5,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,parent_shared,ledger_failure,0.0,0.25,0.75,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,parent_shared,ledger_failure,0.0,0.25,1.0,2400,4,2.125833,5.115,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.115,0.0
at_least_k,parent_shared,ledger_failure,0.0,0.5,0.0,2400,4,2.125833,3.786667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.786667,0.0
