mode,family_semantics,certification_regime,severity,threshold_fraction,certificate_correlation,samples,family_size_mean,strict_parent_cert_failure_rate,certification_rescue_rate,family_certification_resilience_rate,family_internal_loss_rate,family_internal_survival_rate,mean_certified_family_member_count,metric_artifact_risk_rate
ledger_failure,augmented_exact_k,independent_member,1.0,0.5,0.5,2400,3.053333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,0.5,0.75,2400,3.053333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,0.5,1.0,2400,3.053333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,0.75,0.0,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,0.75,0.25,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,0.75,0.5,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,0.75,0.75,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,0.75,1.0,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,1.0,0.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,1.0,0.25,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,1.0,0.5,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,1.0,0.75,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,1.0,1.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,0.25,0.0,2400,2.686667,0.202917,0.0,0.797083,0.202917,0.797083,2.072917,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,0.25,0.25,2400,2.686667,0.29875,0.0,0.70125,0.29875,0.70125,1.795833,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,0.25,0.5,2400,2.686667,0.204583,0.0,0.795417,0.204583,0.795417,1.984167,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,0.25,0.75,2400,2.686667,0.22375,0.0,0.77625,0.22375,0.77625,2.037083,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,0.25,1.0,2400,2.686667,0.26625,0.0,0.73375,0.26625,0.73375,1.890833,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,0.5,0.0,2400,3.053333,0.202917,0.0,0.797083,0.202917,0.797083,2.36625,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,0.5,0.25,2400,3.053333,0.29875,0.0,0.70125,0.29875,0.70125,2.050833,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,0.5,0.5,2400,3.053333,0.204583,0.0,0.795417,0.204583,0.795417,2.238333,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,0.5,0.75,2400,3.053333,0.22375,0.0,0.77625,0.22375,0.77625,2.30625,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,0.5,1.0,2400,3.053333,0.26625,0.0,0.73375,0.26625,0.73375,2.1175,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,0.75,0.0,2400,1.733333,0.202917,0.0,0.797083,0.202917,0.797083,1.38375,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,0.75,0.25,2400,1.733333,0.29875,0.0,0.70125,0.29875,0.70125,1.21125,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,0.75,0.5,2400,1.733333,0.204583,0.0,0.795417,0.204583,0.795417,1.30375,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,0.75,0.75,2400,1.733333,0.22375,0.0,0.77625,0.22375,0.77625,1.314583,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,0.75,1.0,2400,1.733333,0.26625,0.0,0.73375,0.26625,0.73375,1.187083,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,1.0,0.0,2400,1.0,0.202917,0.0,0.797083,0.202917,0.797083,0.797083,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,1.0,0.25,2400,1.0,0.29875,0.0,0.70125,0.29875,0.70125,0.70125,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,1.0,0.5,2400,1.0,0.204583,0.0,0.795417,0.204583,0.795417,0.795417,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,1.0,0.75,2400,1.0,0.22375,0.0,0.77625,0.22375,0.77625,0.77625,0.0
ledger_failure,augmented_exact_k,parent_shared,0.25,1.0,1.0,2400,1.0,0.26625,0.0,0.73375,0.26625,0.73375,0.73375,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,0.25,0.0,2400,2.686667,0.515,0.0,0.485,0.515,0.485,1.200417,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,0.25,0.25,2400,2.686667,0.424583,0.0,0.575417,0.424583,0.575417,1.510833,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,0.25,0.5,2400,2.686667,0.4175,0.0,0.5825,0.4175,0.5825,1.40125,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,0.25,0.75,2400,2.686667,0.49375,0.0,0.50625,0.49375,0.50625,1.350833,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,0.25,1.0,2400,2.686667,0.453333,0.0,0.546667,0.453333,0.546667,1.543333,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,0.5,0.0,2400,3.053333,0.515,0.0,0.485,0.515,0.485,1.337083,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,0.5,0.25,2400,3.053333,0.424583,0.0,0.575417,0.424583,0.575417,1.699167,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,0.5,0.5,2400,3.053333,0.4175,0.0,0.5825,0.4175,0.5825,1.560417,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,0.5,0.75,2400,3.053333,0.49375,0.0,0.50625,0.49375,0.50625,1.535,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,0.5,1.0,2400,3.053333,0.453333,0.0,0.546667,0.453333,0.546667,1.761667,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,0.75,0.0,2400,1.733333,0.515,0.0,0.485,0.515,0.485,0.758333,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,0.75,0.25,2400,1.733333,0.424583,0.0,0.575417,0.424583,0.575417,0.952083,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,0.75,0.5,2400,1.733333,0.4175,0.0,0.5825,0.4175,0.5825,0.900833,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,0.75,0.75,2400,1.733333,0.49375,0.0,0.50625,0.49375,0.50625,0.874583,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,0.75,1.0,2400,1.733333,0.453333,0.0,0.546667,0.453333,0.546667,0.983333,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,1.0,0.0,2400,1.0,0.515,0.0,0.485,0.515,0.485,0.485,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,1.0,0.25,2400,1.0,0.424583,0.0,0.575417,0.424583,0.575417,0.575417,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,1.0,0.5,2400,1.0,0.4175,0.0,0.5825,0.4175,0.5825,0.5825,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,1.0,0.75,2400,1.0,0.49375,0.0,0.50625,0.49375,0.50625,0.50625,0.0
ledger_failure,augmented_exact_k,parent_shared,0.5,1.0,1.0,2400,1.0,0.453333,0.0,0.546667,0.453333,0.546667,0.546667,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,0.25,0.0,2400,2.686667,0.81625,0.0,0.18375,0.81625,0.18375,0.497083,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,0.25,0.25,2400,2.686667,0.736667,0.0,0.263333,0.736667,0.263333,0.7,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,0.25,0.5,2400,2.686667,0.797083,0.0,0.202917,0.797083,0.202917,0.568333,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,0.25,0.75,2400,2.686667,0.694167,0.0,0.305833,0.694167,0.305833,0.72625,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,0.25,1.0,2400,2.686667,0.844167,0.0,0.155833,0.844167,0.155833,0.615833,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,0.5,0.0,2400,3.053333,0.81625,0.0,0.18375,0.81625,0.18375,0.572083,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,0.5,0.25,2400,3.053333,0.736667,0.0,0.263333,0.736667,0.263333,0.796667,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,0.5,0.5,2400,3.053333,0.797083,0.0,0.202917,0.797083,0.202917,0.639167,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,0.5,0.75,2400,3.053333,0.694167,0.0,0.305833,0.694167,0.305833,0.81125,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,0.5,1.0,2400,3.053333,0.844167,0.0,0.155833,0.844167,0.155833,0.723333,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,0.75,0.0,2400,1.733333,0.81625,0.0,0.18375,0.81625,0.18375,0.33375,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,0.75,0.25,2400,1.733333,0.736667,0.0,0.263333,0.736667,0.263333,0.456667,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,0.75,0.5,2400,1.733333,0.797083,0.0,0.202917,0.797083,0.202917,0.344583,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,0.75,0.75,2400,1.733333,0.694167,0.0,0.305833,0.694167,0.305833,0.475833,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,0.75,1.0,2400,1.733333,0.844167,0.0,0.155833,0.844167,0.155833,0.370833,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,1.0,0.0,2400,1.0,0.81625,0.0,0.18375,0.81625,0.18375,0.18375,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,1.0,0.25,2400,1.0,0.736667,0.0,0.263333,0.736667,0.263333,0.263333,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,1.0,0.5,2400,1.0,0.797083,0.0,0.202917,0.797083,0.202917,0.202917,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,1.0,0.75,2400,1.0,0.694167,0.0,0.305833,0.694167,0.305833,0.305833,0.0
ledger_failure,augmented_exact_k,parent_shared,0.75,1.0,1.0,2400,1.0,0.844167,0.0,0.155833,0.844167,0.155833,0.155833,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,0.25,0.0,2400,2.686667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,0.25,0.25,2400,2.686667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,0.25,0.5,2400,2.686667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,0.25,0.75,2400,2.686667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,0.25,1.0,2400,2.686667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,0.5,0.0,2400,3.053333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,0.5,0.25,2400,3.053333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,0.5,0.5,2400,3.053333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,0.5,0.75,2400,3.053333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,0.5,1.0,2400,3.053333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,0.75,0.0,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,0.75,0.25,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,0.75,0.5,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,0.75,0.75,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,0.75,1.0,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,1.0,0.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,1.0,0.25,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,1.0,0.5,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,1.0,0.75,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,parent_shared,1.0,1.0,1.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.0,2400,5.115,0.594583,0.155417,0.560833,0.439167,0.560833,3.366667,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.25,2400,5.115,0.66625,0.227083,0.560833,0.439167,0.560833,3.366667,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.5,2400,5.115,0.607917,0.16875,0.560833,0.439167,0.560833,3.366667,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.75,2400,5.115,0.614167,0.175,0.560833,0.439167,0.560833,3.366667,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,1.0,2400,5.115,0.632083,0.192917,0.560833,0.439167,0.560833,3.366667,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.0,2400,3.786667,0.624583,0.185417,0.560833,0.439167,0.560833,2.42,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.25,2400,3.786667,0.600417,0.16125,0.560833,0.439167,0.560833,2.42,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.5,2400,3.786667,0.574583,0.135417,0.560833,0.439167,0.560833,2.42,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.75,2400,3.786667,0.625417,0.18625,0.560833,0.439167,0.560833,2.42,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,1.0,2400,3.786667,0.579167,0.14,0.560833,0.439167,0.560833,2.42,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.0,2400,1.733333,0.883333,0.066667,0.183333,0.816667,0.183333,0.55,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.25,2400,1.733333,0.889167,0.0725,0.183333,0.816667,0.183333,0.55,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.5,2400,1.733333,0.89375,0.077083,0.183333,0.816667,0.183333,0.55,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.75,2400,1.733333,0.886667,0.07,0.183333,0.816667,0.183333,0.55,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,1.0,2400,1.733333,0.877917,0.06125,0.183333,0.816667,0.183333,0.55,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.25,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.5,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.75,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,1.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.0,2400,5.115,0.740833,0.301667,0.560833,0.439167,0.560833,2.0575,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.25,2400,5.115,0.793333,0.354167,0.560833,0.439167,0.560833,2.0575,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.5,2400,5.115,0.765833,0.326667,0.560833,0.439167,0.560833,2.0575,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.75,2400,5.115,0.789167,0.35,0.560833,0.439167,0.560833,2.0575,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,1.0,2400,5.115,0.755417,0.31625,0.560833,0.439167,0.560833,2.0575,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.0,2400,3.786667,0.765,0.325833,0.560833,0.439167,0.560833,1.4925,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.25,2400,3.786667,0.7525,0.313333,0.560833,0.439167,0.560833,1.4925,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.5,2400,3.786667,0.766667,0.3275,0.560833,0.439167,0.560833,1.4925,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.75,2400,3.786667,0.771667,0.3325,0.560833,0.439167,0.560833,1.4925,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,1.0,2400,3.786667,0.76375,0.324583,0.560833,0.439167,0.560833,1.4925,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.0,2400,1.733333,0.925,0.108333,0.183333,0.816667,0.183333,0.366667,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.25,2400,1.733333,0.941667,0.125,0.183333,0.816667,0.183333,0.366667,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.5,2400,1.733333,0.91875,0.102083,0.183333,0.816667,0.183333,0.366667,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.75,2400,1.733333,0.928333,0.111667,0.183333,0.816667,0.183333,0.366667,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,1.0,2400,1.733333,0.91,0.093333,0.183333,0.816667,0.183333,0.366667,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.25,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.5,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.75,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,1.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.0,2400,5.115,0.9275,0.309167,0.381667,0.618333,0.381667,0.748333,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.25,2400,5.115,0.93,0.311667,0.381667,0.618333,0.381667,0.748333,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.5,2400,5.115,0.890833,0.2725,0.381667,0.618333,0.381667,0.748333,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.75,2400,5.115,0.949583,0.33125,0.381667,0.618333,0.381667,0.748333,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,1.0,2400,5.115,0.939583,0.32125,0.381667,0.618333,0.381667,0.748333,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.5,0.0,2400,3.786667,0.90875,0.290417,0.381667,0.618333,0.381667,0.565,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.5,0.25,2400,3.786667,0.92625,0.307917,0.381667,0.618333,0.381667,0.565,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.5,0.5,2400,3.786667,0.932917,0.314583,0.381667,0.618333,0.381667,0.565,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.5,0.75,2400,3.786667,0.920833,0.3025,0.381667,0.618333,0.381667,0.565,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.5,1.0,2400,3.786667,0.90875,0.290417,0.381667,0.618333,0.381667,0.565,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.75,0.0,2400,1.733333,0.95,0.133333,0.183333,0.816667,0.183333,0.183333,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.75,0.25,2400,1.733333,0.96375,0.147083,0.183333,0.816667,0.183333,0.183333,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.75,0.5,2400,1.733333,0.957917,0.14125,0.183333,0.816667,0.183333,0.183333,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.75,0.75,2400,1.733333,0.954167,0.1375,0.183333,0.816667,0.183333,0.183333,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.75,1.0,2400,1.733333,0.959167,0.1425,0.183333,0.816667,0.183333,0.183333,0.0
orientation_degradation,at_least_k,cut_level,0.75,1.0,0.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,1.0,0.25,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,1.0,0.5,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,1.0,0.75,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,1.0,1.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,0.25,0.0,2400,5.115,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,0.25,0.25,2400,5.115,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,0.25,0.5,2400,5.115,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,0.25,0.75,2400,5.115,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,0.25,1.0,2400,5.115,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,0.5,0.0,2400,3.786667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,0.5,0.25,2400,3.786667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,0.5,0.5,2400,3.786667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,0.5,0.75,2400,3.786667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,0.5,1.0,2400,3.786667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,0.75,0.0,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,0.75,0.25,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,0.75,0.5,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,0.75,0.75,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,0.75,1.0,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,1.0,0.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,1.0,0.25,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,1.0,0.5,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,1.0,0.75,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,1.0,1.0,1.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,independent_member,0.25,0.25,0.0,2400,5.115,0.226667,0.135417,0.90875,0.09125,0.90875,3.86,0.0
orientation_degradation,at_least_k,independent_member,0.25,0.25,0.25,2400,5.115,0.190833,0.0575,0.866667,0.133333,0.866667,3.847917,0.0
orientation_degradation,at_least_k,independent_member,0.25,0.25,0.5,2400,5.115,0.264583,0.072083,0.8075,0.1925,0.8075,3.841667,0.0
orientation_degradation,at_least_k,independent_member,0.25,0.25,0.75,2400,5.115,0.400833,0.02875,0.627917,0.372083,0.627917,3.575417,0.0
orientation_degradation,at_least_k,independent_member,0.25,0.25,1.0,2400,5.115,0.20625,0.0,0.79375,0.20625,0.79375,3.617083,0.0
orientation_degradation,at_least_k,independent_member,0.25,0.5,0.0,2400,3.786667,0.21375,0.1225,0.90875,0.09125,0.90875,2.886667,0.0
orientation_degradation,at_least_k,independent_member,0.25,0.5,0.25,2400,3.786667,0.22625,0.092917,0.866667,0.133333,0.866667,2.83125,0.0
orientation_degradation,at_least_k,independent_member,0.25,0.5,0.5,2400,3.786667,0.259583,0.067083,0.8075,0.1925,0.8075,2.84125,0.0
orientation_degradation,at_least_k,independent_member,0.25,0.5,0.75,2400,3.786667,0.399167,0.027083,0.627917,0.372083,0.627917,2.650417,0.0
orientation_degradation,at_least_k,independent_member,0.25,0.5,1.0,2400,3.786667,0.20625,0.0,0.79375,0.20625,0.79375,2.687917,0.0
orientation_degradation,at_least_k,independent_member,0.25,0.75,0.0,2400,1.733333,0.21875,0.032083,0.813333,0.186667,0.813333,1.329583,0.0
orientation_degradation,at_least_k,independent_member,0.25,0.75,0.25,2400,1.733333,0.2275,0.030417,0.802917,0.197083,0.802917,1.298333,0.0
orientation_degradation,at_least_k,independent_member,0.25,0.75,0.5,2400,1.733333,0.262917,0.022083,0.759167,0.240833,0.759167,1.30375,0.0
orientation_degradation,at_least_k,independent_member,0.25,0.75,0.75,2400,1.733333,0.444583,0.01875,0.574167,0.425833,0.574167,1.11,0.0
orientation_degradation,at_least_k,independent_member,0.25,0.75,1.0,2400,1.733333,0.20625,0.0,0.79375,0.20625,0.79375,1.250417,0.0
orientation_degradation,at_least_k,independent_member,0.25,1.0,0.0,2400,1.0,0.219583,0.0,0.780417,0.219583,0.780417,0.780417,0.0
orientation_degradation,at_least_k,independent_member,0.25,1.0,0.25,2400,1.0,0.243333,0.0,0.756667,0.243333,0.756667,0.756667,0.0
orientation_degradation,at_least_k,independent_member,0.25,1.0,0.5,2400,1.0,0.254583,0.0,0.745417,0.254583,0.745417,0.745417,0.0
orientation_degradation,at_least_k,independent_member,0.25,1.0,0.75,2400,1.0,0.44375,0.0,0.55625,0.44375,0.55625,0.55625,0.0
orientation_degradation,at_least_k,independent_member,0.25,1.0,1.0,2400,1.0,0.20625,0.0,0.79375,0.20625,0.79375,0.79375,0.0
orientation_degradation,at_least_k,independent_member,0.5,0.25,0.0,2400,5.115,0.52375,0.264583,0.740833,0.259167,0.740833,2.605,0.0
