mode,family_semantics,certification_regime,severity,threshold_fraction,certificate_correlation,samples,family_size_mean,strict_parent_cert_failure_rate,certification_rescue_rate,family_certification_resilience_rate,family_internal_loss_rate,family_internal_survival_rate,mean_certified_family_member_count,metric_artifact_risk_rate
ledger_failure,at_least_k,parent_shared,0.5,0.75,1.0,2400,1.733333,0.453333,0.0,0.546667,0.453333,0.546667,0.983333,0.0
ledger_failure,at_least_k,parent_shared,0.5,1.0,0.0,2400,1.0,0.515,0.0,0.485,0.515,0.485,0.485,0.0
ledger_failure,at_least_k,parent_shared,0.5,1.0,0.25,2400,1.0,0.424583,0.0,0.575417,0.424583,0.575417,0.575417,0.0
ledger_failure,at_least_k,parent_shared,0.5,1.0,0.5,2400,1.0,0.4175,0.0,0.5825,0.4175,0.5825,0.5825,0.0
ledger_failure,at_least_k,parent_shared,0.5,1.0,0.75,2400,1.0,0.49375,0.0,0.50625,0.49375,0.50625,0.50625,0.0
ledger_failure,at_least_k,parent_shared,0.5,1.0,1.0,2400,1.0,0.453333,0.0,0.546667,0.453333,0.546667,0.546667,0.0
ledger_failure,at_least_k,parent_shared,0.75,0.25,0.0,2400,5.115,0.81625,0.0,0.18375,0.81625,0.18375,0.959583,0.0
ledger_failure,at_least_k,parent_shared,0.75,0.25,0.25,2400,5.115,0.736667,0.0,0.263333,0.736667,0.263333,1.325833,0.0
ledger_failure,at_least_k,parent_shared,0.75,0.25,0.5,2400,5.115,0.797083,0.0,0.202917,0.797083,0.202917,1.04125,0.0
ledger_failure,at_least_k,parent_shared,0.75,0.25,0.75,2400,5.115,0.694167,0.0,0.305833,0.694167,0.305833,1.325,0.0
ledger_failure,at_least_k,parent_shared,0.75,0.25,1.0,2400,5.115,0.844167,0.0,0.155833,0.844167,0.155833,1.303333,0.0
ledger_failure,at_least_k,parent_shared,0.75,0.5,0.0,2400,3.786667,0.81625,0.0,0.18375,0.81625,0.18375,0.722083,0.0
ledger_failure,at_least_k,parent_shared,0.75,0.5,0.25,2400,3.786667,0.736667,0.0,0.263333,0.736667,0.263333,0.99,0.0
ledger_failure,at_least_k,parent_shared,0.75,0.5,0.5,2400,3.786667,0.797083,0.0,0.202917,0.797083,0.202917,0.780833,0.0
ledger_failure,at_least_k,parent_shared,0.75,0.5,0.75,2400,3.786667,0.694167,0.0,0.305833,0.694167,0.305833,0.98125,0.0
ledger_failure,at_least_k,parent_shared,0.75,0.5,1.0,2400,3.786667,0.844167,0.0,0.155833,0.844167,0.155833,0.938333,0.0
ledger_failure,at_least_k,parent_shared,0.75,0.75,0.0,2400,1.733333,0.81625,0.0,0.18375,0.81625,0.18375,0.33375,0.0
ledger_failure,at_least_k,parent_shared,0.75,0.75,0.25,2400,1.733333,0.736667,0.0,0.263333,0.736667,0.263333,0.456667,0.0
ledger_failure,at_least_k,parent_shared,0.75,0.75,0.5,2400,1.733333,0.797083,0.0,0.202917,0.797083,0.202917,0.344583,0.0
ledger_failure,at_least_k,parent_shared,0.75,0.75,0.75,2400,1.733333,0.694167,0.0,0.305833,0.694167,0.305833,0.475833,0.0
ledger_failure,at_least_k,parent_shared,0.75,0.75,1.0,2400,1.733333,0.844167,0.0,0.155833,0.844167,0.155833,0.370833,0.0
ledger_failure,at_least_k,parent_shared,0.75,1.0,0.0,2400,1.0,0.81625,0.0,0.18375,0.81625,0.18375,0.18375,0.0
ledger_failure,at_least_k,parent_shared,0.75,1.0,0.25,2400,1.0,0.736667,0.0,0.263333,0.736667,0.263333,0.263333,0.0
ledger_failure,at_least_k,parent_shared,0.75,1.0,0.5,2400,1.0,0.797083,0.0,0.202917,0.797083,0.202917,0.202917,0.0
ledger_failure,at_least_k,parent_shared,0.75,1.0,0.75,2400,1.0,0.694167,0.0,0.305833,0.694167,0.305833,0.305833,0.0
ledger_failure,at_least_k,parent_shared,0.75,1.0,1.0,2400,1.0,0.844167,0.0,0.155833,0.844167,0.155833,0.155833,0.0
ledger_failure,at_least_k,parent_shared,1.0,0.25,0.0,2400,5.115,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,0.25,0.25,2400,5.115,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,0.25,0.5,2400,5.115,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,0.25,0.75,2400,5.115,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,0.25,1.0,2400,5.115,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,0.5,0.0,2400,3.786667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,0.5,0.25,2400,3.786667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,0.5,0.5,2400,3.786667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,0.5,0.75,2400,3.786667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,0.5,1.0,2400,3.786667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,0.75,0.0,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,0.75,0.25,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,0.75,0.5,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,0.75,0.75,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,0.75,1.0,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,1.0,0.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,1.0,0.25,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,1.0,0.5,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,1.0,0.75,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,1.0,1.0,1.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,0.25,0.0,2400,2.686667,0.620833,0.181667,0.560833,0.439167,0.560833,1.503333,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,0.25,0.25,2400,2.686667,0.64625,0.207083,0.560833,0.439167,0.560833,1.503333,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,0.25,0.5,2400,2.686667,0.631667,0.1925,0.560833,0.439167,0.560833,1.503333,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,0.25,0.75,2400,2.686667,0.632083,0.192917,0.560833,0.439167,0.560833,1.503333,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,0.25,1.0,2400,2.686667,0.644167,0.205,0.560833,0.439167,0.560833,1.503333,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,0.5,0.0,2400,3.053333,0.61375,0.174583,0.560833,0.439167,0.560833,1.87,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,0.5,0.25,2400,3.053333,0.625417,0.18625,0.560833,0.439167,0.560833,1.87,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,0.5,0.5,2400,3.053333,0.61375,0.174583,0.560833,0.439167,0.560833,1.87,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,0.5,0.75,2400,3.053333,0.6075,0.168333,0.560833,0.439167,0.560833,1.87,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,0.5,1.0,2400,3.053333,0.635,0.195833,0.560833,0.439167,0.560833,1.87,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,0.75,0.0,2400,1.733333,0.88875,0.072083,0.183333,0.816667,0.183333,0.55,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,0.75,0.25,2400,1.733333,0.904583,0.087917,0.183333,0.816667,0.183333,0.55,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,0.75,0.5,2400,1.733333,0.901667,0.085,0.183333,0.816667,0.183333,0.55,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,0.75,0.75,2400,1.733333,0.90375,0.087083,0.183333,0.816667,0.183333,0.55,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,0.75,1.0,2400,1.733333,0.896667,0.08,0.183333,0.816667,0.183333,0.55,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,1.0,0.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,1.0,0.25,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,1.0,0.5,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,1.0,0.75,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,0.25,1.0,1.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,0.25,0.0,2400,2.686667,0.782083,0.342917,0.560833,0.439167,0.560833,0.9425,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,0.25,0.25,2400,2.686667,0.737083,0.297917,0.560833,0.439167,0.560833,0.9425,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,0.25,0.5,2400,2.686667,0.738333,0.299167,0.560833,0.439167,0.560833,0.9425,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,0.25,0.75,2400,2.686667,0.805417,0.36625,0.560833,0.439167,0.560833,0.9425,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,0.25,1.0,2400,2.686667,0.749167,0.31,0.560833,0.439167,0.560833,0.9425,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,0.5,0.0,2400,3.053333,0.772917,0.33375,0.560833,0.439167,0.560833,1.125833,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,0.5,0.25,2400,3.053333,0.741667,0.3025,0.560833,0.439167,0.560833,1.125833,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,0.5,0.5,2400,3.053333,0.729583,0.290417,0.560833,0.439167,0.560833,1.125833,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,0.5,0.75,2400,3.053333,0.796667,0.3575,0.560833,0.439167,0.560833,1.125833,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,0.5,1.0,2400,3.053333,0.73625,0.297083,0.560833,0.439167,0.560833,1.125833,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,0.75,0.0,2400,1.733333,0.9225,0.105833,0.183333,0.816667,0.183333,0.366667,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,0.75,0.25,2400,1.733333,0.909583,0.092917,0.183333,0.816667,0.183333,0.366667,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,0.75,0.5,2400,1.733333,0.905,0.088333,0.183333,0.816667,0.183333,0.366667,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,0.75,0.75,2400,1.733333,0.929167,0.1125,0.183333,0.816667,0.183333,0.366667,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,0.75,1.0,2400,1.733333,0.915833,0.099167,0.183333,0.816667,0.183333,0.366667,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,1.0,0.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,1.0,0.25,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,1.0,0.5,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,1.0,0.75,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,0.5,1.0,1.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,0.25,0.0,2400,2.686667,0.905417,0.287083,0.381667,0.618333,0.381667,0.381667,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,0.25,0.25,2400,2.686667,0.925417,0.307083,0.381667,0.618333,0.381667,0.381667,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,0.25,0.5,2400,2.686667,0.912083,0.29375,0.381667,0.618333,0.381667,0.381667,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,0.25,0.75,2400,2.686667,0.919167,0.300833,0.381667,0.618333,0.381667,0.381667,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,0.25,1.0,2400,2.686667,0.935417,0.317083,0.381667,0.618333,0.381667,0.381667,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,0.5,0.0,2400,3.053333,0.925,0.306667,0.381667,0.618333,0.381667,0.381667,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,0.5,0.25,2400,3.053333,0.937917,0.319583,0.381667,0.618333,0.381667,0.381667,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,0.5,0.5,2400,3.053333,0.927917,0.309583,0.381667,0.618333,0.381667,0.381667,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,0.5,0.75,2400,3.053333,0.93,0.311667,0.381667,0.618333,0.381667,0.381667,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,0.5,1.0,2400,3.053333,0.94375,0.325417,0.381667,0.618333,0.381667,0.381667,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,0.75,0.0,2400,1.733333,0.95,0.133333,0.183333,0.816667,0.183333,0.183333,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,0.75,0.25,2400,1.733333,0.97,0.153333,0.183333,0.816667,0.183333,0.183333,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,0.75,0.5,2400,1.733333,0.962083,0.145417,0.183333,0.816667,0.183333,0.183333,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,0.75,0.75,2400,1.733333,0.95375,0.137083,0.183333,0.816667,0.183333,0.183333,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,0.75,1.0,2400,1.733333,0.970833,0.154167,0.183333,0.816667,0.183333,0.183333,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,1.0,0.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,1.0,0.25,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,1.0,0.5,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,1.0,0.75,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,0.75,1.0,1.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,0.25,0.0,2400,2.686667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,0.25,0.25,2400,2.686667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,0.25,0.5,2400,2.686667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,0.25,0.75,2400,2.686667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,0.25,1.0,2400,2.686667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,0.5,0.0,2400,3.053333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,0.5,0.25,2400,3.053333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,0.5,0.5,2400,3.053333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,0.5,0.75,2400,3.053333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,0.5,1.0,2400,3.053333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,0.75,0.0,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,0.75,0.25,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,0.75,0.5,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,0.75,0.75,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,0.75,1.0,2400,1.733333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,1.0,0.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,1.0,0.25,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,1.0,0.5,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,1.0,0.75,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,cut_level,1.0,1.0,1.0,2400,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,0.25,0.0,2400,2.686667,0.33625,0.158333,0.822083,0.177917,0.822083,1.916667,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,0.25,0.25,2400,2.686667,0.353333,0.08875,0.735417,0.264583,0.735417,2.00875,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,0.25,0.5,2400,2.686667,0.196667,0.054167,0.8575,0.1425,0.8575,2.115,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,0.25,0.75,2400,2.686667,0.230417,0.03125,0.800833,0.199167,0.800833,2.02125,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,0.25,1.0,2400,2.686667,0.230417,0.0,0.769583,0.230417,0.769583,1.9825,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,0.5,0.0,2400,3.053333,0.333333,0.155417,0.822083,0.177917,0.822083,2.199583,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,0.5,0.25,2400,3.053333,0.349167,0.084583,0.735417,0.264583,0.735417,2.29625,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,0.5,0.5,2400,3.053333,0.2,0.0575,0.8575,0.1425,0.8575,2.4,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,0.5,0.75,2400,3.053333,0.224167,0.025,0.800833,0.199167,0.800833,2.33625,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,0.5,1.0,2400,3.053333,0.230417,0.0,0.769583,0.230417,0.769583,2.248333,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,0.75,0.0,2400,1.733333,0.329583,0.055,0.725417,0.274583,0.725417,1.239167,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,0.75,0.25,2400,1.733333,0.335833,0.029583,0.69375,0.30625,0.69375,1.224167,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,0.75,0.5,2400,1.733333,0.23125,0.02,0.78875,0.21125,0.78875,1.349167,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,0.75,0.75,2400,1.733333,0.228333,0.010417,0.782083,0.217917,0.782083,1.389167,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,0.75,1.0,2400,1.733333,0.230417,0.0,0.769583,0.230417,0.769583,1.30125,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,1.0,0.0,2400,1.0,0.305417,0.0,0.694583,0.305417,0.694583,0.694583,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,1.0,0.25,2400,1.0,0.332917,0.0,0.667083,0.332917,0.667083,0.667083,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,1.0,0.5,2400,1.0,0.225833,0.0,0.774167,0.225833,0.774167,0.774167,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,1.0,0.75,2400,1.0,0.231667,0.0,0.768333,0.231667,0.768333,0.768333,0.0
ledger_failure,augmented_exact_k,independent_member,0.25,1.0,1.0,2400,1.0,0.230417,0.0,0.769583,0.230417,0.769583,0.769583,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,0.25,0.0,2400,2.686667,0.403333,0.195,0.791667,0.208333,0.791667,1.466667,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,0.25,0.25,2400,2.686667,0.512917,0.164583,0.651667,0.348333,0.651667,1.334167,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,0.25,0.5,2400,2.686667,0.54,0.1125,0.5725,0.4275,0.5725,1.18875,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,0.25,0.75,2400,2.686667,0.515833,0.0825,0.566667,0.433333,0.566667,1.32375,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,0.25,1.0,2400,2.686667,0.576667,0.0,0.423333,0.576667,0.423333,1.320417,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,0.5,0.0,2400,3.053333,0.402083,0.197917,0.795833,0.204167,0.795833,1.682083,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,0.5,0.25,2400,3.053333,0.504167,0.164583,0.660417,0.339583,0.660417,1.527917,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,0.5,0.5,2400,3.053333,0.539583,0.112083,0.5725,0.4275,0.5725,1.370833,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,0.5,0.75,2400,3.053333,0.510833,0.0775,0.566667,0.433333,0.566667,1.52375,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,0.5,1.0,2400,3.053333,0.576667,0.0,0.423333,0.576667,0.423333,1.51125,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,0.75,0.0,2400,1.733333,0.4375,0.073333,0.635833,0.364167,0.635833,0.9725,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,0.75,0.25,2400,1.733333,0.514583,0.0675,0.552917,0.447083,0.552917,0.887083,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,0.75,0.5,2400,1.733333,0.561667,0.045,0.483333,0.516667,0.483333,0.7575,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,0.75,0.75,2400,1.733333,0.50375,0.03125,0.5275,0.4725,0.5275,0.87625,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,0.75,1.0,2400,1.733333,0.576667,0.0,0.423333,0.576667,0.423333,0.805,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,1.0,0.0,2400,1.0,0.442083,0.0,0.557917,0.442083,0.557917,0.557917,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,1.0,0.25,2400,1.0,0.49125,0.0,0.50875,0.49125,0.50875,0.50875,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,1.0,0.5,2400,1.0,0.5875,0.0,0.4125,0.5875,0.4125,0.4125,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,1.0,0.75,2400,1.0,0.50375,0.0,0.49625,0.50375,0.49625,0.49625,0.0
ledger_failure,augmented_exact_k,independent_member,0.5,1.0,1.0,2400,1.0,0.576667,0.0,0.423333,0.576667,0.423333,0.423333,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,0.25,0.0,2400,2.686667,0.730833,0.238333,0.5075,0.4925,0.5075,0.699167,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,0.25,0.25,2400,2.686667,0.758333,0.199583,0.44125,0.55875,0.44125,0.680833,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,0.25,0.5,2400,2.686667,0.708333,0.132917,0.424583,0.575417,0.424583,0.783333,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,0.25,0.75,2400,2.686667,0.737083,0.057083,0.32,0.68,0.32,0.695417,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,0.25,1.0,2400,2.686667,0.71,0.0,0.29,0.71,0.29,0.636667,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,0.5,0.0,2400,3.053333,0.717917,0.247917,0.53,0.47,0.53,0.789583,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,0.5,0.25,2400,3.053333,0.76625,0.225,0.45875,0.54125,0.45875,0.786667,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,0.5,0.5,2400,3.053333,0.723333,0.152083,0.42875,0.57125,0.42875,0.899167,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,0.5,0.75,2400,3.053333,0.745,0.06875,0.32375,0.67625,0.32375,0.806667,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,0.5,1.0,2400,3.053333,0.71,0.0,0.29,0.71,0.29,0.685,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,0.75,0.0,2400,1.733333,0.752917,0.109167,0.35625,0.64375,0.35625,0.445417,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,0.75,0.25,2400,1.733333,0.740417,0.067917,0.3275,0.6725,0.3275,0.42875,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,0.75,0.5,2400,1.733333,0.702083,0.054167,0.352083,0.647917,0.352083,0.547083,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,0.75,0.75,2400,1.733333,0.74375,0.0225,0.27875,0.72125,0.27875,0.493333,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,0.75,1.0,2400,1.733333,0.71,0.0,0.29,0.71,0.29,0.386667,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,1.0,0.0,2400,1.0,0.749167,0.0,0.250833,0.749167,0.250833,0.250833,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,1.0,0.25,2400,1.0,0.775417,0.0,0.224583,0.775417,0.224583,0.224583,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,1.0,0.5,2400,1.0,0.7125,0.0,0.2875,0.7125,0.2875,0.2875,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,1.0,0.75,2400,1.0,0.748333,0.0,0.251667,0.748333,0.251667,0.251667,0.0
ledger_failure,augmented_exact_k,independent_member,0.75,1.0,1.0,2400,1.0,0.71,0.0,0.29,0.71,0.29,0.29,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,0.25,0.0,2400,2.686667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,0.25,0.25,2400,2.686667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,0.25,0.5,2400,2.686667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,0.25,0.75,2400,2.686667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,0.25,1.0,2400,2.686667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,0.5,0.0,2400,3.053333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ledger_failure,augmented_exact_k,independent_member,1.0,0.5,0.25,2400,3.053333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
