mode,family_semantics,certification_regime,severity,threshold_fraction,certificate_correlation,support_width,samples,family_size_mean,strict_parent_loss_rate,family_internal_loss_rate,certification_rescue_rate,family_certification_resilience_rate,mean_certified_family_member_count,metric_artifact_risk_rate
orientation_degradation,at_least_k,cut_level,0.0,0.75,0.0,4,440,5.0,0.0,0.0,0.0,0.0,5.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,0.75,0.25,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,0.75,0.25,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,0.75,0.25,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,0.75,0.25,4,440,5.0,0.0,0.0,0.0,0.0,5.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,0.75,0.5,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,0.75,0.5,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,0.75,0.5,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,0.75,0.5,4,440,5.0,0.0,0.0,0.0,0.0,5.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,0.75,0.75,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,0.75,0.75,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,0.75,0.75,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,0.75,0.75,4,440,5.0,0.0,0.0,0.0,0.0,5.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,0.75,1.0,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,0.75,1.0,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,0.75,1.0,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,0.75,1.0,4,440,5.0,0.0,0.0,0.0,0.0,5.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,0.0,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,0.0,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,0.0,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,0.0,4,440,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,0.25,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,0.25,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,0.25,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,0.25,4,440,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,0.5,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,0.5,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,0.5,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,0.5,4,440,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,0.75,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,0.75,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,0.75,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,0.75,4,440,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,1.0,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,1.0,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,1.0,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.0,1.0,1.0,4,440,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.0,2,430,3.0,0.374419,0.0,0.374419,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.0,3,476,7.0,0.254202,0.0,0.254202,1.0,5.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.0,4,440,15.0,0.206818,0.0,0.206818,1.0,11.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.25,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.25,2,430,3.0,0.344186,0.0,0.344186,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.25,3,476,7.0,0.418067,0.0,0.418067,1.0,5.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.25,4,440,15.0,0.45,0.0,0.45,1.0,11.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.5,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.5,2,430,3.0,0.339535,0.0,0.339535,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.5,3,476,7.0,0.277311,0.0,0.277311,1.0,5.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.5,4,440,15.0,0.288636,0.0,0.288636,1.0,11.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.75,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.75,2,430,3.0,0.344186,0.0,0.344186,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.75,3,476,7.0,0.262605,0.0,0.262605,1.0,5.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,0.75,4,440,15.0,0.334091,0.0,0.334091,1.0,11.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,1.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,1.0,2,430,3.0,0.395349,0.0,0.395349,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,1.0,3,476,7.0,0.405462,0.0,0.405462,1.0,5.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.25,1.0,4,440,15.0,0.227273,0.0,0.227273,1.0,11.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.0,2,430,3.0,0.374419,0.0,0.374419,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.0,3,476,4.0,0.338235,0.0,0.338235,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.0,4,440,11.0,0.279545,0.0,0.279545,1.0,8.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.25,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.25,2,430,3.0,0.344186,0.0,0.344186,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.25,3,476,4.0,0.283613,0.0,0.283613,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.25,4,440,11.0,0.236364,0.0,0.236364,1.0,8.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.5,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.5,2,430,3.0,0.339535,0.0,0.339535,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.5,3,476,4.0,0.235294,0.0,0.235294,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.5,4,440,11.0,0.152273,0.0,0.152273,1.0,8.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.75,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.75,2,430,3.0,0.344186,0.0,0.344186,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.75,3,476,4.0,0.323529,0.0,0.323529,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,0.75,4,440,11.0,0.329545,0.0,0.329545,1.0,8.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,1.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,1.0,2,430,3.0,0.395349,0.0,0.395349,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,1.0,3,476,4.0,0.10084,0.0,0.10084,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.5,1.0,4,440,11.0,0.268182,0.0,0.268182,1.0,8.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.0,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.0,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.0,4,440,5.0,0.363636,0.0,0.363636,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.25,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.25,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.25,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.25,4,440,5.0,0.395455,0.0,0.395455,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.5,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.5,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.5,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.5,4,440,5.0,0.420455,0.0,0.420455,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.75,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.75,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.75,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,0.75,4,440,5.0,0.381818,0.0,0.381818,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,1.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,1.0,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,1.0,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,0.75,1.0,4,440,5.0,0.334091,0.0,0.334091,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.0,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.0,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.0,4,440,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.25,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.25,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.25,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.25,4,440,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.5,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.5,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.5,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.5,4,440,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.75,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.75,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.75,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,0.75,4,440,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,1.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,1.0,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,1.0,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.25,1.0,1.0,4,440,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.0,2,430,3.0,0.583721,0.0,0.583721,1.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.0,3,476,7.0,0.485294,0.0,0.485294,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.0,4,440,15.0,0.55,0.0,0.55,1.0,7.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.25,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.25,2,430,3.0,0.697674,0.0,0.697674,1.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.25,3,476,7.0,0.607143,0.0,0.607143,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.25,4,440,15.0,0.593182,0.0,0.593182,1.0,7.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.5,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.5,2,430,3.0,0.662791,0.0,0.662791,1.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.5,3,476,7.0,0.577731,0.0,0.577731,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.5,4,440,15.0,0.509091,0.0,0.509091,1.0,7.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.75,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.75,2,430,3.0,0.688372,0.0,0.688372,1.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.75,3,476,7.0,0.611345,0.0,0.611345,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,0.75,4,440,15.0,0.575,0.0,0.575,1.0,7.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,1.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,1.0,2,430,3.0,0.630233,0.0,0.630233,1.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,1.0,3,476,7.0,0.598739,0.0,0.598739,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.25,1.0,4,440,15.0,0.461364,0.0,0.461364,1.0,7.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.0,2,430,3.0,0.583721,0.0,0.583721,1.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.0,3,476,4.0,0.558824,0.0,0.558824,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.0,4,440,11.0,0.602273,0.0,0.602273,1.0,5.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.25,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.25,2,430,3.0,0.697674,0.0,0.697674,1.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.25,3,476,4.0,0.432773,0.0,0.432773,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.25,4,440,11.0,0.559091,0.0,0.559091,1.0,5.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.5,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.5,2,430,3.0,0.662791,0.0,0.662791,1.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.5,3,476,4.0,0.598739,0.0,0.598739,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.5,4,440,11.0,0.490909,0.0,0.490909,1.0,5.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.75,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.75,2,430,3.0,0.688372,0.0,0.688372,1.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.75,3,476,4.0,0.569328,0.0,0.569328,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,0.75,4,440,11.0,0.525,0.0,0.525,1.0,5.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,1.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,1.0,2,430,3.0,0.630233,0.0,0.630233,1.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,1.0,3,476,4.0,0.537815,0.0,0.537815,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.5,1.0,4,440,11.0,0.572727,0.0,0.572727,1.0,5.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.0,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.0,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.0,4,440,5.0,0.590909,0.0,0.590909,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.25,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.25,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.25,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.25,4,440,5.0,0.681818,0.0,0.681818,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.5,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.5,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.5,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.5,4,440,5.0,0.556818,0.0,0.556818,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.75,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.75,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.75,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,0.75,4,440,5.0,0.609091,0.0,0.609091,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,1.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,1.0,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,1.0,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,0.75,1.0,4,440,5.0,0.509091,0.0,0.509091,1.0,2.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.0,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.0,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.0,4,440,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.25,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.25,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.25,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.25,4,440,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.5,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.5,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.5,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.5,4,440,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.75,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.75,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.75,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,0.75,4,440,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,1.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,1.0,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,1.0,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.5,1.0,1.0,4,440,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.0,2,430,3.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.0,3,476,7.0,0.768908,0.0,0.768908,1.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.0,4,440,15.0,0.854545,0.0,0.854545,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.25,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.25,2,430,3.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.25,3,476,7.0,0.905462,0.0,0.905462,1.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.25,4,440,15.0,0.720455,0.0,0.720455,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.5,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.5,2,430,3.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.5,3,476,7.0,0.72479,0.0,0.72479,1.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.5,4,440,15.0,0.702273,0.0,0.702273,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.75,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.75,2,430,3.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.75,3,476,7.0,0.903361,0.0,0.903361,1.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,0.75,4,440,15.0,0.829545,0.0,0.829545,1.0,3.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,1.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,1.0,2,430,3.0,1.0,1.0,0.0,0.0,0.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,1.0,3,476,7.0,0.85084,0.0,0.85084,1.0,1.0,0.0
orientation_degradation,at_least_k,cut_level,0.75,0.25,1.0,4,440,15.0,0.831818,0.0,0.831818,1.0,3.0,0.0
