mode,family_semantics,certification_regime,severity,threshold_fraction,certificate_correlation,support_width,samples,family_size_mean,strict_parent_loss_rate,family_internal_loss_rate,certification_rescue_rate,family_certification_resilience_rate,mean_certified_family_member_count,metric_artifact_risk_rate
ledger_failure,at_least_k,independent_member,0.75,0.5,0.25,4,440,11.0,0.622727,0.211364,0.411364,0.788636,2.988636,0.0
ledger_failure,at_least_k,independent_member,0.75,0.5,0.5,1,1054,1.0,0.72296,0.72296,0.0,0.27704,0.27704,0.0
ledger_failure,at_least_k,independent_member,0.75,0.5,0.5,2,430,3.0,0.706977,0.488372,0.218605,0.511628,0.886047,0.0
ledger_failure,at_least_k,independent_member,0.75,0.5,0.5,3,476,4.0,0.766807,0.567227,0.19958,0.432773,0.920168,0.0
ledger_failure,at_least_k,independent_member,0.75,0.5,0.5,4,440,11.0,0.659091,0.270455,0.388636,0.729545,3.622727,0.0
ledger_failure,at_least_k,independent_member,0.75,0.5,0.75,1,1054,1.0,0.703985,0.703985,0.0,0.296015,0.296015,0.0
ledger_failure,at_least_k,independent_member,0.75,0.5,0.75,2,430,3.0,0.883721,0.762791,0.12093,0.237209,0.432558,0.0
ledger_failure,at_least_k,independent_member,0.75,0.5,0.75,3,476,4.0,0.728992,0.663866,0.065126,0.336134,0.970588,0.0
ledger_failure,at_least_k,independent_member,0.75,0.5,0.75,4,440,11.0,0.668182,0.538636,0.129545,0.461364,3.479545,0.0
ledger_failure,at_least_k,independent_member,0.75,0.5,1.0,1,1054,1.0,0.620493,0.620493,0.0,0.379507,0.379507,0.0
ledger_failure,at_least_k,independent_member,0.75,0.5,1.0,2,430,3.0,0.734884,0.734884,0.0,0.265116,0.795349,0.0
ledger_failure,at_least_k,independent_member,0.75,0.5,1.0,3,476,4.0,0.739496,0.739496,0.0,0.260504,1.042017,0.0
ledger_failure,at_least_k,independent_member,0.75,0.5,1.0,4,440,11.0,0.868182,0.868182,0.0,0.131818,1.45,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,0.0,1,1054,1.0,0.705882,0.705882,0.0,0.294118,0.294118,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,0.0,2,430,1.0,0.72093,0.72093,0.0,0.27907,0.27907,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,0.0,3,476,1.0,0.827731,0.827731,0.0,0.172269,0.172269,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,0.0,4,440,5.0,0.815909,0.220455,0.595455,0.779545,1.265909,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,0.25,1,1054,1.0,0.765655,0.765655,0.0,0.234345,0.234345,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,0.25,2,430,1.0,0.676744,0.676744,0.0,0.323256,0.323256,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,0.25,3,476,1.0,0.80042,0.80042,0.0,0.19958,0.19958,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,0.25,4,440,5.0,0.677273,0.306818,0.370455,0.693182,1.245455,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,0.5,1,1054,1.0,0.72296,0.72296,0.0,0.27704,0.27704,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,0.5,2,430,1.0,0.683721,0.683721,0.0,0.316279,0.316279,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,0.5,3,476,1.0,0.756303,0.756303,0.0,0.243697,0.243697,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,0.5,4,440,5.0,0.611364,0.315909,0.295455,0.684091,1.747727,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,0.75,1,1054,1.0,0.703985,0.703985,0.0,0.296015,0.296015,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,0.75,2,430,1.0,0.87907,0.87907,0.0,0.12093,0.12093,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,0.75,3,476,1.0,0.766807,0.766807,0.0,0.233193,0.233193,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,0.75,4,440,5.0,0.681818,0.559091,0.122727,0.440909,1.611364,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,1.0,1,1054,1.0,0.620493,0.620493,0.0,0.379507,0.379507,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,1.0,2,430,1.0,0.734884,0.734884,0.0,0.265116,0.265116,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,1.0,3,476,1.0,0.739496,0.739496,0.0,0.260504,0.260504,0.0
ledger_failure,at_least_k,independent_member,0.75,0.75,1.0,4,440,5.0,0.868182,0.868182,0.0,0.131818,0.659091,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,0.0,1,1054,1.0,0.705882,0.705882,0.0,0.294118,0.294118,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,0.0,2,430,1.0,0.72093,0.72093,0.0,0.27907,0.27907,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,0.0,3,476,1.0,0.827731,0.827731,0.0,0.172269,0.172269,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,0.0,4,440,1.0,0.795455,0.795455,0.0,0.204545,0.204545,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,0.25,1,1054,1.0,0.765655,0.765655,0.0,0.234345,0.234345,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,0.25,2,430,1.0,0.676744,0.676744,0.0,0.323256,0.323256,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,0.25,3,476,1.0,0.80042,0.80042,0.0,0.19958,0.19958,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,0.25,4,440,1.0,0.868182,0.868182,0.0,0.131818,0.131818,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,0.5,1,1054,1.0,0.72296,0.72296,0.0,0.27704,0.27704,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,0.5,2,430,1.0,0.683721,0.683721,0.0,0.316279,0.316279,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,0.5,3,476,1.0,0.756303,0.756303,0.0,0.243697,0.243697,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,0.5,4,440,1.0,0.668182,0.668182,0.0,0.331818,0.331818,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,0.75,1,1054,1.0,0.703985,0.703985,0.0,0.296015,0.296015,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,0.75,2,430,1.0,0.87907,0.87907,0.0,0.12093,0.12093,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,0.75,3,476,1.0,0.766807,0.766807,0.0,0.233193,0.233193,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,0.75,4,440,1.0,0.706818,0.706818,0.0,0.293182,0.293182,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,1.0,1,1054,1.0,0.620493,0.620493,0.0,0.379507,0.379507,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,1.0,2,430,1.0,0.734884,0.734884,0.0,0.265116,0.265116,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,1.0,3,476,1.0,0.739496,0.739496,0.0,0.260504,0.260504,0.0
ledger_failure,at_least_k,independent_member,0.75,1.0,1.0,4,440,1.0,0.868182,0.868182,0.0,0.131818,0.131818,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,0.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,0.0,2,430,3.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,0.0,3,476,7.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,0.0,4,440,15.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,0.25,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,0.25,2,430,3.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,0.25,3,476,7.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,0.25,4,440,15.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,0.5,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,0.5,2,430,3.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,0.5,3,476,7.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,0.5,4,440,15.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,0.75,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,0.75,2,430,3.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,0.75,3,476,7.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,0.75,4,440,15.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,1.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,1.0,2,430,3.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,1.0,3,476,7.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.25,1.0,4,440,15.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,0.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,0.0,2,430,3.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,0.0,3,476,4.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,0.0,4,440,11.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,0.25,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,0.25,2,430,3.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,0.25,3,476,4.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,0.25,4,440,11.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,0.5,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,0.5,2,430,3.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,0.5,3,476,4.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,0.5,4,440,11.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,0.75,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,0.75,2,430,3.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,0.75,3,476,4.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,0.75,4,440,11.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,1.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,1.0,2,430,3.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,1.0,3,476,4.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.5,1.0,4,440,11.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,0.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,0.0,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,0.0,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,0.0,4,440,5.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,0.25,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,0.25,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,0.25,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,0.25,4,440,5.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,0.5,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,0.5,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,0.5,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,0.5,4,440,5.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,0.75,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,0.75,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,0.75,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,0.75,4,440,5.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,1.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,1.0,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,1.0,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,0.75,1.0,4,440,5.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,0.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,0.0,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,0.0,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,0.0,4,440,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,0.25,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,0.25,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,0.25,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,0.25,4,440,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,0.5,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,0.5,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,0.5,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,0.5,4,440,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,0.75,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,0.75,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,0.75,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,0.75,4,440,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,1.0,1,1054,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,1.0,2,430,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,1.0,3,476,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,independent_member,1.0,1.0,1.0,4,440,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,0.0,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,0.0,2,430,3.0,0.0,0.0,0.0,0.0,3.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,0.0,3,476,7.0,0.0,0.0,0.0,0.0,7.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,0.0,4,440,15.0,0.0,0.0,0.0,0.0,15.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,0.25,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,0.25,2,430,3.0,0.0,0.0,0.0,0.0,3.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,0.25,3,476,7.0,0.0,0.0,0.0,0.0,7.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,0.25,4,440,15.0,0.0,0.0,0.0,0.0,15.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,0.5,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,0.5,2,430,3.0,0.0,0.0,0.0,0.0,3.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,0.5,3,476,7.0,0.0,0.0,0.0,0.0,7.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,0.5,4,440,15.0,0.0,0.0,0.0,0.0,15.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,0.75,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,0.75,2,430,3.0,0.0,0.0,0.0,0.0,3.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,0.75,3,476,7.0,0.0,0.0,0.0,0.0,7.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,0.75,4,440,15.0,0.0,0.0,0.0,0.0,15.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,1.0,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,1.0,2,430,3.0,0.0,0.0,0.0,0.0,3.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,1.0,3,476,7.0,0.0,0.0,0.0,0.0,7.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.25,1.0,4,440,15.0,0.0,0.0,0.0,0.0,15.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,0.0,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,0.0,2,430,3.0,0.0,0.0,0.0,0.0,3.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,0.0,3,476,4.0,0.0,0.0,0.0,0.0,4.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,0.0,4,440,11.0,0.0,0.0,0.0,0.0,11.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,0.25,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,0.25,2,430,3.0,0.0,0.0,0.0,0.0,3.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,0.25,3,476,4.0,0.0,0.0,0.0,0.0,4.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,0.25,4,440,11.0,0.0,0.0,0.0,0.0,11.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,0.5,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,0.5,2,430,3.0,0.0,0.0,0.0,0.0,3.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,0.5,3,476,4.0,0.0,0.0,0.0,0.0,4.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,0.5,4,440,11.0,0.0,0.0,0.0,0.0,11.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,0.75,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,0.75,2,430,3.0,0.0,0.0,0.0,0.0,3.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,0.75,3,476,4.0,0.0,0.0,0.0,0.0,4.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,0.75,4,440,11.0,0.0,0.0,0.0,0.0,11.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,1.0,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,1.0,2,430,3.0,0.0,0.0,0.0,0.0,3.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,1.0,3,476,4.0,0.0,0.0,0.0,0.0,4.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.5,1.0,4,440,11.0,0.0,0.0,0.0,0.0,11.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,0.0,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,0.0,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,0.0,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,0.0,4,440,5.0,0.0,0.0,0.0,0.0,5.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,0.25,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,0.25,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,0.25,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,0.25,4,440,5.0,0.0,0.0,0.0,0.0,5.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,0.5,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,0.5,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,0.5,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,0.5,4,440,5.0,0.0,0.0,0.0,0.0,5.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,0.75,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,0.75,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,0.75,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,0.75,4,440,5.0,0.0,0.0,0.0,0.0,5.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,1.0,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,1.0,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,1.0,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,0.75,1.0,4,440,5.0,0.0,0.0,0.0,0.0,5.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,0.0,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,0.0,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,0.0,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,0.0,4,440,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,0.25,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,0.25,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,0.25,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,0.25,4,440,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,0.5,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,0.5,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,0.5,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,0.5,4,440,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,0.75,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,0.75,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,0.75,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,0.75,4,440,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,1.0,1,1054,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,1.0,2,430,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,1.0,3,476,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.0,1.0,1.0,4,440,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ledger_failure,at_least_k,parent_shared,0.25,0.25,0.0,1,1054,1.0,0.137571,0.137571,0.0,0.862429,0.862429,0.0
ledger_failure,at_least_k,parent_shared,0.25,0.25,0.0,2,430,3.0,0.297674,0.297674,0.0,0.702326,2.106977,0.0
ledger_failure,at_least_k,parent_shared,0.25,0.25,0.0,3,476,7.0,0.264706,0.264706,0.0,0.735294,5.147059,0.0
ledger_failure,at_least_k,parent_shared,0.25,0.25,0.0,4,440,15.0,0.2,0.2,0.0,0.8,12.0,0.0
