config_id,keying,family_semantics,threshold_fraction,support_width,family_size,rows,orientation_bins,low_rows,medium_rows,high_rows,estimable_low_high,rows_per_estimable_stratum
steps48_targets18_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.5,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.5,2,3,376,medium,0,376,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.5,3,4,382,medium,0,382,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.5,4,7,407,medium,0,407,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.75,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.75,2,1,376,low,376,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.75,3,1,382,low,382,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.75,4,5,407,medium,0,407,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,1.0,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,1.0,2,1,376,low,376,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,1.0,3,1,382,low,382,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,1.0,4,1,407,low,407,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.25,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.25,2,3,376,medium,0,376,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.25,3,7,382,medium,0,382,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.25,4,15,407,medium,0,407,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.5,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.5,2,3,376,medium,0,376,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.5,3,4,382,medium,0,382,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.5,4,11,407,medium,0,407,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.75,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.75,2,1,376,low,376,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.75,3,1,382,low,382,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.75,4,5,407,medium,0,407,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,1.0,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,1.0,2,1,376,low,376,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,1.0,3,1,382,low,382,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,1.0,4,1,407,low,407,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.25,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.25,2,3,376,medium,0,376,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.25,3,4,382,low,382,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.25,4,5,407,low,407,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.5,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.5,2,3,376,medium,0,376,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.5,3,4,382,medium,0,382,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.5,4,7,407,medium,0,407,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.75,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.75,2,1,376,low,376,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.75,3,1,382,low,382,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.75,4,5,407,medium,0,407,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,1.0,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,1.0,2,1,376,low,376,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,1.0,3,1,382,low,382,0,0,False,0
steps48_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,1.0,4,1,407,low,407,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.25,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.25,2,3,376,medium,0,376,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.25,3,7,382,medium,0,382,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.25,4,15,407,medium,0,407,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.5,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.5,2,3,376,medium,0,376,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.5,3,4,382,medium,0,382,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.5,4,11,407,medium,0,407,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.75,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.75,2,1,376,low,376,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.75,3,1,382,low,382,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.75,4,5,407,medium,0,407,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,1.0,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,1.0,2,1,376,low,376,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,1.0,3,1,382,low,382,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,1.0,4,1,407,low,407,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.25,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.25,2,3,376,medium,0,376,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.25,3,4,382,low,382,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.25,4,5,407,low,407,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.5,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.5,2,3,376,medium,0,376,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.5,3,4,382,medium,0,382,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.5,4,7,407,medium,0,407,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.75,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.75,2,1,376,low,376,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.75,3,1,382,low,382,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.75,4,5,407,medium,0,407,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,1.0,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,1.0,2,1,376,low,376,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,1.0,3,1,382,low,382,0,0,False,0
steps48_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,1.0,4,1,407,low,407,0,0,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.25,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.25,2,3,376,medium;high,0,187,189,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.25,3,7,382,medium;high,0,210,172,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.25,4,15,407,medium;high,0,204,203,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.5,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.5,2,3,376,medium;high,0,187,189,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.5,3,4,382,medium;high,0,60,322,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.5,4,11,407,medium;high,0,132,275,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.75,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.75,2,1,376,low,376,0,0,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.75,3,1,382,low,382,0,0,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.75,4,5,407,medium;high,0,6,401,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,1.0,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,1.0,2,1,376,low,376,0,0,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,1.0,3,1,382,low,382,0,0,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,1.0,4,1,407,low,407,0,0,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.25,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.25,2,3,376,medium;high,0,187,189,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.25,3,4,382,low;medium;high,7,262,113,True,382
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.25,4,5,407,low;medium;high,19,271,117,True,407
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.5,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.5,2,3,376,medium;high,0,187,189,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.5,3,4,382,medium;high,0,60,322,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.5,4,7,407,medium;high,0,204,203,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.75,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.75,2,1,376,low,376,0,0,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.75,3,1,382,low,382,0,0,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.75,4,5,407,medium;high,0,6,401,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,1.0,1,1,635,low,635,0,0,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,1.0,2,1,376,low,376,0,0,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,1.0,3,1,382,low,382,0,0,False,0
steps48_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,1.0,4,1,407,low,407,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.25,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.25,2,3,300,medium,0,300,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.25,3,7,281,medium,0,281,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.25,4,15,282,medium,0,282,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.5,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.5,2,3,300,medium,0,300,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.5,3,4,281,medium,0,281,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.5,4,11,282,medium,0,282,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.75,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.75,2,1,300,low,300,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.75,3,1,281,low,281,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.75,4,5,282,medium,0,282,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,1.0,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,1.0,2,1,300,low,300,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,1.0,3,1,281,low,281,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,1.0,4,1,282,low,282,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.25,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.25,2,3,300,medium,0,300,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.25,3,4,281,low,281,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.25,4,5,282,low,282,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.5,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.5,2,3,300,medium,0,300,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.5,3,4,281,medium,0,281,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.5,4,7,282,medium,0,282,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.75,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.75,2,1,300,low,300,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.75,3,1,281,low,281,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.75,4,5,282,medium,0,282,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,1.0,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,1.0,2,1,300,low,300,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,1.0,3,1,281,low,281,0,0,False,0
steps48_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,1.0,4,1,282,low,282,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,0.25,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,0.25,2,3,300,medium,0,300,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,0.25,3,7,281,medium,0,281,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,0.25,4,15,282,medium,0,282,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,0.5,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,0.5,2,3,300,medium,0,300,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,0.5,3,4,281,medium,0,281,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,0.5,4,11,282,medium,0,282,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,0.75,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,0.75,2,1,300,low,300,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,0.75,3,1,281,low,281,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,0.75,4,5,282,medium,0,282,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,1.0,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,1.0,2,1,300,low,300,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,1.0,3,1,281,low,281,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,1.0,4,1,282,low,282,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.25,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.25,2,3,300,medium,0,300,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.25,3,4,281,low,281,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.25,4,5,282,low,282,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.5,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.5,2,3,300,medium,0,300,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.5,3,4,281,medium,0,281,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.5,4,7,282,medium,0,282,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.75,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.75,2,1,300,low,300,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.75,3,1,281,low,281,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.75,4,5,282,medium,0,282,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,1.0,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,1.0,2,1,300,low,300,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,1.0,3,1,281,low,281,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,1.0,4,1,282,low,282,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.25,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.25,2,3,300,medium,0,300,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.25,3,7,281,medium,0,281,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.25,4,15,282,medium,0,282,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.5,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.5,2,3,300,medium,0,300,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.5,3,4,281,medium,0,281,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.5,4,11,282,medium,0,282,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.75,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.75,2,1,300,low,300,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.75,3,1,281,low,281,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.75,4,5,282,medium,0,282,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,1.0,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,1.0,2,1,300,low,300,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,1.0,3,1,281,low,281,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,1.0,4,1,282,low,282,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.25,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.25,2,3,300,medium,0,300,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.25,3,4,281,low,281,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.25,4,5,282,low,282,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.5,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.5,2,3,300,medium,0,300,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.5,3,4,281,medium,0,281,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.5,4,7,282,medium,0,282,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.75,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.75,2,1,300,low,300,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.75,3,1,281,low,281,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.75,4,5,282,medium,0,282,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,1.0,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,1.0,2,1,300,low,300,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,1.0,3,1,281,low,281,0,0,False,0
steps48_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,1.0,4,1,282,low,282,0,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,0.25,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,0.25,2,3,300,medium,0,300,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,0.25,3,7,281,medium,0,281,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,0.25,4,15,282,medium,0,282,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,0.5,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,0.5,2,3,300,medium,0,300,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,0.5,3,4,281,medium,0,281,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,0.5,4,11,282,medium,0,282,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,0.75,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,0.75,2,1,300,low,300,0,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,0.75,3,1,281,low,281,0,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,0.75,4,5,282,medium,0,282,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,1.0,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,1.0,2,1,300,low,300,0,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,1.0,3,1,281,low,281,0,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,1.0,4,1,282,low,282,0,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,augmented_exact_k,0.25,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,augmented_exact_k,0.25,2,3,300,medium,0,300,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,augmented_exact_k,0.25,3,4,281,low,281,0,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,augmented_exact_k,0.25,4,5,282,low,282,0,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,augmented_exact_k,0.5,1,1,937,low,937,0,0,False,0
steps48_targets18_bp0.55_wj0.55,graph_cut_member_index_free,augmented_exact_k,0.5,2,3,300,medium,0,300,0,False,0
