config_id,keying,family_semantics,threshold_fraction,support_width,family_size,rows,high_rows,low_rows,medium_rows,high_overlap_deficit,low_high_deficit
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,at_least_k,0.5,2,3,367,0,0,367,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,at_least_k,0.5,3,4,378,0,0,378,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,at_least_k,0.5,4,11,317,0,0,317,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,at_least_k,0.75,1,1,1338,0,1338,0,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,at_least_k,0.75,2,1,367,0,367,0,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,at_least_k,0.75,3,1,378,0,378,0,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,at_least_k,0.75,4,5,317,0,0,317,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,at_least_k,1.0,1,1,1338,0,1338,0,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,at_least_k,1.0,2,1,367,0,367,0,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,at_least_k,1.0,3,1,378,0,378,0,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,at_least_k,1.0,4,1,317,0,317,0,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,augmented_exact_k,0.25,1,1,1338,0,1338,0,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,augmented_exact_k,0.25,2,3,367,0,0,367,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,augmented_exact_k,0.25,3,4,378,0,378,0,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,augmented_exact_k,0.25,4,5,317,0,317,0,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,augmented_exact_k,0.5,1,1,1338,0,1338,0,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,augmented_exact_k,0.5,2,3,367,0,0,367,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,augmented_exact_k,0.5,3,4,378,0,0,378,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,augmented_exact_k,0.5,4,7,317,0,0,317,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,augmented_exact_k,0.75,1,1,1338,0,1338,0,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,augmented_exact_k,0.75,2,1,367,0,367,0,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,augmented_exact_k,0.75,3,1,378,0,378,0,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,augmented_exact_k,0.75,4,5,317,0,0,317,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,augmented_exact_k,1.0,1,1,1338,0,1338,0,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,augmented_exact_k,1.0,2,1,367,0,367,0,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,augmented_exact_k,1.0,3,1,378,0,378,0,1,1
steps48_targets24_bp0.55_wj0.72,graph_cut_member_index_free,augmented_exact_k,1.0,4,1,317,0,317,0,1,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,at_least_k,0.25,1,1,1338,0,1338,0,1,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,at_least_k,0.25,2,3,367,198,0,169,0,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,at_least_k,0.25,3,7,378,180,0,198,0,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,at_least_k,0.25,4,15,317,179,0,138,0,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,at_least_k,0.5,1,1,1338,0,1338,0,1,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,at_least_k,0.5,2,3,367,198,0,169,0,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,at_least_k,0.5,3,4,378,315,0,63,0,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,at_least_k,0.5,4,11,317,224,0,93,0,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,at_least_k,0.75,1,1,1338,0,1338,0,1,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,at_least_k,0.75,2,1,367,0,367,0,1,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,at_least_k,0.75,3,1,378,0,378,0,1,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,at_least_k,0.75,4,5,317,312,0,5,0,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,at_least_k,1.0,1,1,1338,0,1338,0,1,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,at_least_k,1.0,2,1,367,0,367,0,1,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,at_least_k,1.0,3,1,378,0,378,0,1,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,at_least_k,1.0,4,1,317,0,317,0,1,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,augmented_exact_k,0.25,1,1,1338,0,1338,0,1,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,augmented_exact_k,0.25,2,3,367,198,0,169,0,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,augmented_exact_k,0.25,3,4,378,107,5,266,0,0
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,augmented_exact_k,0.25,4,5,317,108,19,190,0,0
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,augmented_exact_k,0.5,1,1,1338,0,1338,0,1,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,augmented_exact_k,0.5,2,3,367,198,0,169,0,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,augmented_exact_k,0.5,3,4,378,315,0,63,0,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,augmented_exact_k,0.5,4,7,317,179,0,138,0,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,augmented_exact_k,0.75,1,1,1338,0,1338,0,1,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,augmented_exact_k,0.75,2,1,367,0,367,0,1,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,augmented_exact_k,0.75,3,1,378,0,378,0,1,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,augmented_exact_k,0.75,4,5,317,312,0,5,0,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,augmented_exact_k,1.0,1,1,1338,0,1338,0,1,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,augmented_exact_k,1.0,2,1,367,0,367,0,1,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,augmented_exact_k,1.0,3,1,378,0,378,0,1,1
steps48_targets24_bp0.55_wj0.72,incidence_role_signed,augmented_exact_k,1.0,4,1,317,0,317,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,at_least_k,0.25,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,at_least_k,0.25,2,3,396,0,0,396,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,at_least_k,0.25,3,7,385,0,0,385,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,at_least_k,0.25,4,15,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,at_least_k,0.5,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,at_least_k,0.5,2,3,396,0,0,396,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,at_least_k,0.5,3,4,385,0,0,385,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,at_least_k,0.5,4,11,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,at_least_k,0.75,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,at_least_k,0.75,2,1,396,0,396,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,at_least_k,0.75,3,1,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,at_least_k,0.75,4,5,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,at_least_k,1.0,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,at_least_k,1.0,2,1,396,0,396,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,at_least_k,1.0,3,1,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,at_least_k,1.0,4,1,376,0,376,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.25,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.25,2,3,396,0,0,396,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.25,3,4,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.25,4,5,376,0,376,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.5,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.5,2,3,396,0,0,396,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.5,3,4,385,0,0,385,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.5,4,7,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.75,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.75,2,1,396,0,396,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.75,3,1,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.75,4,5,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,1.0,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,1.0,2,1,396,0,396,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,1.0,3,1,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,1.0,4,1,376,0,376,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,at_least_k,0.25,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,at_least_k,0.25,2,3,396,0,0,396,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,at_least_k,0.25,3,7,385,0,0,385,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,at_least_k,0.25,4,15,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,at_least_k,0.5,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,at_least_k,0.5,2,3,396,0,0,396,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,at_least_k,0.5,3,4,385,0,0,385,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,at_least_k,0.5,4,11,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,at_least_k,0.75,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,at_least_k,0.75,2,1,396,0,396,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,at_least_k,0.75,3,1,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,at_least_k,0.75,4,5,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,at_least_k,1.0,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,at_least_k,1.0,2,1,396,0,396,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,at_least_k,1.0,3,1,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,at_least_k,1.0,4,1,376,0,376,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,augmented_exact_k,0.25,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,augmented_exact_k,0.25,2,3,396,0,0,396,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,augmented_exact_k,0.25,3,4,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,augmented_exact_k,0.25,4,5,376,0,376,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,augmented_exact_k,0.5,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,augmented_exact_k,0.5,2,3,396,0,0,396,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,augmented_exact_k,0.5,3,4,385,0,0,385,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,augmented_exact_k,0.5,4,7,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,augmented_exact_k,0.75,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,augmented_exact_k,0.75,2,1,396,0,396,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,augmented_exact_k,0.75,3,1,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,augmented_exact_k,0.75,4,5,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,augmented_exact_k,1.0,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,augmented_exact_k,1.0,2,1,396,0,396,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,augmented_exact_k,1.0,3,1,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_direction_only,augmented_exact_k,1.0,4,1,376,0,376,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,at_least_k,0.25,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,at_least_k,0.25,2,3,396,0,0,396,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,at_least_k,0.25,3,7,385,0,0,385,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,at_least_k,0.25,4,15,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,at_least_k,0.5,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,at_least_k,0.5,2,3,396,0,0,396,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,at_least_k,0.5,3,4,385,0,0,385,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,at_least_k,0.5,4,11,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,at_least_k,0.75,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,at_least_k,0.75,2,1,396,0,396,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,at_least_k,0.75,3,1,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,at_least_k,0.75,4,5,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,at_least_k,1.0,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,at_least_k,1.0,2,1,396,0,396,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,at_least_k,1.0,3,1,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,at_least_k,1.0,4,1,376,0,376,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.25,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.25,2,3,396,0,0,396,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.25,3,4,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.25,4,5,376,0,376,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.5,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.5,2,3,396,0,0,396,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.5,3,4,385,0,0,385,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.5,4,7,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.75,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.75,2,1,396,0,396,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.75,3,1,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.75,4,5,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,augmented_exact_k,1.0,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,augmented_exact_k,1.0,2,1,396,0,396,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,augmented_exact_k,1.0,3,1,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,edge_pair_signed_no_member,augmented_exact_k,1.0,4,1,376,0,376,0,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,at_least_k,0.25,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,at_least_k,0.25,2,3,396,0,0,396,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,at_least_k,0.25,3,7,385,0,0,385,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,at_least_k,0.25,4,15,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,at_least_k,0.5,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,at_least_k,0.5,2,3,396,0,0,396,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,at_least_k,0.5,3,4,385,0,0,385,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,at_least_k,0.5,4,11,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,at_least_k,0.75,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,at_least_k,0.75,2,1,396,0,396,0,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,at_least_k,0.75,3,1,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,at_least_k,0.75,4,5,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,at_least_k,1.0,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,at_least_k,1.0,2,1,396,0,396,0,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,at_least_k,1.0,3,1,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,at_least_k,1.0,4,1,376,0,376,0,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.25,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.25,2,3,396,0,0,396,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.25,3,4,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.25,4,5,376,0,376,0,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.5,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.5,2,3,396,0,0,396,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.5,3,4,385,0,0,385,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.5,4,7,376,0,0,376,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.75,1,1,1243,0,1243,0,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.75,2,1,396,0,396,0,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.75,3,1,385,0,385,0,1,1
steps48_targets24_bp0.55_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.75,4,5,376,0,0,376,1,1
