config_id,keying,family_semantics,threshold_fraction,rows,orientation_bins,bin_count,has_low,has_medium,has_high,has_low_high,support_width_classes,family_size_classes,high_bin_presence_rate
steps32_targets18_bp0.35_wj0.85,incidence_role_signed,at_least_k,0.25,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;7;15,0.22111111111111112
steps32_targets18_bp0.35_wj0.85,incidence_role_signed,at_least_k,0.5,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;4;11,0.295
steps32_targets18_bp0.35_wj0.85,incidence_role_signed,at_least_k,0.75,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;5,0.14222222222222222
steps32_targets18_bp0.35_wj0.85,incidence_role_signed,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,0.25,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;4;5,0.15777777777777777
steps32_targets18_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,0.5,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;4;7,0.27055555555555555
steps32_targets18_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,0.75,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;5,0.14222222222222222
steps32_targets18_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;7;15,0.0
steps32_targets18_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;11,0.0
steps32_targets18_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;5,0.0
steps32_targets18_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;7,0.0
steps32_targets18_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.55,edge_direction_only,at_least_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;7;15,0.0
steps32_targets18_bp0.42_wj0.55,edge_direction_only,at_least_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;11,0.0
steps32_targets18_bp0.42_wj0.55,edge_direction_only,at_least_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.55,edge_direction_only,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.55,edge_direction_only,augmented_exact_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;5,0.0
steps32_targets18_bp0.42_wj0.55,edge_direction_only,augmented_exact_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;7,0.0
steps32_targets18_bp0.42_wj0.55,edge_direction_only,augmented_exact_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.55,edge_direction_only,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.55,edge_pair_signed_no_member,at_least_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;7;15,0.0
steps32_targets18_bp0.42_wj0.55,edge_pair_signed_no_member,at_least_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;11,0.0
steps32_targets18_bp0.42_wj0.55,edge_pair_signed_no_member,at_least_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.55,edge_pair_signed_no_member,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;5,0.0
steps32_targets18_bp0.42_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;7,0.0
steps32_targets18_bp0.42_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.55,edge_pair_signed_no_member,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.55,graph_cut_member_index_free,at_least_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;7;15,0.0
steps32_targets18_bp0.42_wj0.55,graph_cut_member_index_free,at_least_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;11,0.0
steps32_targets18_bp0.42_wj0.55,graph_cut_member_index_free,at_least_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.55,graph_cut_member_index_free,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.55,graph_cut_member_index_free,augmented_exact_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;5,0.0
steps32_targets18_bp0.42_wj0.55,graph_cut_member_index_free,augmented_exact_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;7,0.0
steps32_targets18_bp0.42_wj0.55,graph_cut_member_index_free,augmented_exact_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.55,graph_cut_member_index_free,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.55,incidence_role_signed,at_least_k,0.25,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;7;15,0.17555555555555555
steps32_targets18_bp0.42_wj0.55,incidence_role_signed,at_least_k,0.5,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;4;11,0.22777777777777777
steps32_targets18_bp0.42_wj0.55,incidence_role_signed,at_least_k,0.75,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;5,0.10611111111111111
steps32_targets18_bp0.42_wj0.55,incidence_role_signed,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.55,incidence_role_signed,augmented_exact_k,0.25,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;4;5,0.1238888888888889
steps32_targets18_bp0.42_wj0.55,incidence_role_signed,augmented_exact_k,0.5,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;4;7,0.20333333333333334
steps32_targets18_bp0.42_wj0.55,incidence_role_signed,augmented_exact_k,0.75,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;5,0.10611111111111111
steps32_targets18_bp0.42_wj0.55,incidence_role_signed,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.72,catalog_augmented_edge_pair,at_least_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;7;15,0.0
steps32_targets18_bp0.42_wj0.72,catalog_augmented_edge_pair,at_least_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;11,0.0
steps32_targets18_bp0.42_wj0.72,catalog_augmented_edge_pair,at_least_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.72,catalog_augmented_edge_pair,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.72,catalog_augmented_edge_pair,augmented_exact_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;5,0.0
steps32_targets18_bp0.42_wj0.72,catalog_augmented_edge_pair,augmented_exact_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;7,0.0
steps32_targets18_bp0.42_wj0.72,catalog_augmented_edge_pair,augmented_exact_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.72,catalog_augmented_edge_pair,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.72,edge_direction_only,at_least_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;7;15,0.0
steps32_targets18_bp0.42_wj0.72,edge_direction_only,at_least_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;11,0.0
steps32_targets18_bp0.42_wj0.72,edge_direction_only,at_least_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.72,edge_direction_only,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.72,edge_direction_only,augmented_exact_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;5,0.0
steps32_targets18_bp0.42_wj0.72,edge_direction_only,augmented_exact_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;7,0.0
steps32_targets18_bp0.42_wj0.72,edge_direction_only,augmented_exact_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.72,edge_direction_only,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.72,edge_pair_signed_no_member,at_least_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;7;15,0.0
steps32_targets18_bp0.42_wj0.72,edge_pair_signed_no_member,at_least_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;11,0.0
steps32_targets18_bp0.42_wj0.72,edge_pair_signed_no_member,at_least_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.72,edge_pair_signed_no_member,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.72,edge_pair_signed_no_member,augmented_exact_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;5,0.0
steps32_targets18_bp0.42_wj0.72,edge_pair_signed_no_member,augmented_exact_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;7,0.0
steps32_targets18_bp0.42_wj0.72,edge_pair_signed_no_member,augmented_exact_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.72,edge_pair_signed_no_member,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.72,graph_cut_member_index_free,at_least_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;7;15,0.0
steps32_targets18_bp0.42_wj0.72,graph_cut_member_index_free,at_least_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;11,0.0
steps32_targets18_bp0.42_wj0.72,graph_cut_member_index_free,at_least_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.72,graph_cut_member_index_free,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.72,graph_cut_member_index_free,augmented_exact_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;5,0.0
steps32_targets18_bp0.42_wj0.72,graph_cut_member_index_free,augmented_exact_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;7,0.0
steps32_targets18_bp0.42_wj0.72,graph_cut_member_index_free,augmented_exact_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.72,graph_cut_member_index_free,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.72,incidence_role_signed,at_least_k,0.25,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;7;15,0.20444444444444446
steps32_targets18_bp0.42_wj0.72,incidence_role_signed,at_least_k,0.5,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;4;11,0.2761111111111111
steps32_targets18_bp0.42_wj0.72,incidence_role_signed,at_least_k,0.75,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;5,0.12166666666666667
steps32_targets18_bp0.42_wj0.72,incidence_role_signed,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.72,incidence_role_signed,augmented_exact_k,0.25,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;4;5,0.14555555555555555
steps32_targets18_bp0.42_wj0.72,incidence_role_signed,augmented_exact_k,0.5,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;4;7,0.25333333333333335
steps32_targets18_bp0.42_wj0.72,incidence_role_signed,augmented_exact_k,0.75,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;5,0.12166666666666667
steps32_targets18_bp0.42_wj0.72,incidence_role_signed,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.85,catalog_augmented_edge_pair,at_least_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;7;15,0.0
steps32_targets18_bp0.42_wj0.85,catalog_augmented_edge_pair,at_least_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;11,0.0
steps32_targets18_bp0.42_wj0.85,catalog_augmented_edge_pair,at_least_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.85,catalog_augmented_edge_pair,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;5,0.0
steps32_targets18_bp0.42_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;7,0.0
steps32_targets18_bp0.42_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.85,edge_direction_only,at_least_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;7;15,0.0
steps32_targets18_bp0.42_wj0.85,edge_direction_only,at_least_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;11,0.0
steps32_targets18_bp0.42_wj0.85,edge_direction_only,at_least_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.85,edge_direction_only,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;5,0.0
steps32_targets18_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;7,0.0
steps32_targets18_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;7;15,0.0
steps32_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;11,0.0
steps32_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;5,0.0
steps32_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;7,0.0
steps32_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;7;15,0.0
steps32_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;11,0.0
steps32_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;5,0.0
steps32_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;7,0.0
steps32_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.25,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;7;15,0.22111111111111112
steps32_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.5,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;4;11,0.2966666666666667
steps32_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.75,1800,high;low,2,True,False,True,True,1;2;3;4,1;5,0.14055555555555554
steps32_targets18_bp0.42_wj0.85,incidence_role_signed,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.25,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;4;5,0.16333333333333333
steps32_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.5,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;4;7,0.27166666666666667
steps32_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.75,1800,high;low,2,True,False,True,True,1;2;3;4,1;5,0.14055555555555554
steps32_targets18_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;7;15,0.0
steps32_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;11,0.0
steps32_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;5,0.0
steps32_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;7,0.0
steps32_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;7;15,0.0
steps32_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;11,0.0
steps32_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.55_wj0.55,edge_direction_only,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;5,0.0
steps32_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;7,0.0
steps32_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;7;15,0.0
steps32_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;11,0.0
steps32_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;5,0.0
steps32_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;7,0.0
steps32_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;7;15,0.0
steps32_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;11,0.0
steps32_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.55_wj0.55,graph_cut_member_index_free,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.55_wj0.55,graph_cut_member_index_free,augmented_exact_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;5,0.0
steps32_targets18_bp0.55_wj0.55,graph_cut_member_index_free,augmented_exact_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;7,0.0
steps32_targets18_bp0.55_wj0.55,graph_cut_member_index_free,augmented_exact_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.55_wj0.55,graph_cut_member_index_free,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.55_wj0.55,incidence_role_signed,at_least_k,0.25,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;7;15,0.1738888888888889
steps32_targets18_bp0.55_wj0.55,incidence_role_signed,at_least_k,0.5,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;4;11,0.21444444444444444
steps32_targets18_bp0.55_wj0.55,incidence_role_signed,at_least_k,0.75,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;5,0.09111111111111111
steps32_targets18_bp0.55_wj0.55,incidence_role_signed,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.55_wj0.55,incidence_role_signed,augmented_exact_k,0.25,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;4;5,0.12833333333333333
steps32_targets18_bp0.55_wj0.55,incidence_role_signed,augmented_exact_k,0.5,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;3;4;7,0.19833333333333333
steps32_targets18_bp0.55_wj0.55,incidence_role_signed,augmented_exact_k,0.75,1800,high;low;medium,3,True,True,True,True,1;2;3;4,1;5,0.09111111111111111
steps32_targets18_bp0.55_wj0.55,incidence_role_signed,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.55_wj0.72,catalog_augmented_edge_pair,at_least_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;7;15,0.0
steps32_targets18_bp0.55_wj0.72,catalog_augmented_edge_pair,at_least_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;11,0.0
steps32_targets18_bp0.55_wj0.72,catalog_augmented_edge_pair,at_least_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.55_wj0.72,catalog_augmented_edge_pair,at_least_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.55_wj0.72,catalog_augmented_edge_pair,augmented_exact_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;5,0.0
steps32_targets18_bp0.55_wj0.72,catalog_augmented_edge_pair,augmented_exact_k,0.5,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;4;7,0.0
steps32_targets18_bp0.55_wj0.72,catalog_augmented_edge_pair,augmented_exact_k,0.75,1800,low;medium,2,True,True,False,False,1;2;3;4,1;5,0.0
steps32_targets18_bp0.55_wj0.72,catalog_augmented_edge_pair,augmented_exact_k,1.0,1800,low,1,True,False,False,False,1;2;3;4,1,0.0
steps32_targets18_bp0.55_wj0.72,edge_direction_only,at_least_k,0.25,1800,low;medium,2,True,True,False,False,1;2;3;4,1;3;7;15,0.0
