mode,family_semantics,severity,threshold_fraction,support_width,correlation_points,start_rescue_rate,end_rescue_rate,rescue_decay,rescue_auc_normalized,resilience_auc_normalized,monotone_nonincreasing,mean_family_size,samples_total
orientation_degradation,at_least_k,1.0,0.75,4,5,0.0,0.0,0.0,0.0,0.0,true,5.0,2200
orientation_degradation,at_least_k,1.0,1.0,1,5,0.0,0.0,0.0,0.0,0.0,true,1.0,5270
orientation_degradation,at_least_k,1.0,1.0,2,5,0.0,0.0,0.0,0.0,0.0,true,1.0,2150
orientation_degradation,at_least_k,1.0,1.0,3,5,0.0,0.0,0.0,0.0,0.0,true,1.0,2380
orientation_degradation,at_least_k,1.0,1.0,4,5,0.0,0.0,0.0,0.0,0.0,true,1.0,2200
orientation_degradation,augmented_exact_k,0.0,0.25,1,5,0.0,0.0,0.0,0.0,0.0,true,1.0,5270
orientation_degradation,augmented_exact_k,0.0,0.25,2,5,0.0,0.0,0.0,0.0,0.0,true,3.0,2150
orientation_degradation,augmented_exact_k,0.0,0.25,3,5,0.0,0.0,0.0,0.0,0.0,true,4.0,2380
orientation_degradation,augmented_exact_k,0.0,0.25,4,5,0.0,0.0,0.0,0.0,0.0,true,5.0,2200
orientation_degradation,augmented_exact_k,0.0,0.5,1,5,0.0,0.0,0.0,0.0,0.0,true,1.0,5270
orientation_degradation,augmented_exact_k,0.0,0.5,2,5,0.0,0.0,0.0,0.0,0.0,true,3.0,2150
orientation_degradation,augmented_exact_k,0.0,0.5,3,5,0.0,0.0,0.0,0.0,0.0,true,4.0,2380
orientation_degradation,augmented_exact_k,0.0,0.5,4,5,0.0,0.0,0.0,0.0,0.0,true,7.0,2200
orientation_degradation,augmented_exact_k,0.0,0.75,1,5,0.0,0.0,0.0,0.0,0.0,true,1.0,5270
orientation_degradation,augmented_exact_k,0.0,0.75,2,5,0.0,0.0,0.0,0.0,0.0,true,1.0,2150
orientation_degradation,augmented_exact_k,0.0,0.75,3,5,0.0,0.0,0.0,0.0,0.0,true,1.0,2380
orientation_degradation,augmented_exact_k,0.0,0.75,4,5,0.0,0.0,0.0,0.0,0.0,true,5.0,2200
orientation_degradation,augmented_exact_k,0.0,1.0,1,5,0.0,0.0,0.0,0.0,0.0,true,1.0,5270
orientation_degradation,augmented_exact_k,0.0,1.0,2,5,0.0,0.0,0.0,0.0,0.0,true,1.0,2150
orientation_degradation,augmented_exact_k,0.0,1.0,3,5,0.0,0.0,0.0,0.0,0.0,true,1.0,2380
orientation_degradation,augmented_exact_k,0.0,1.0,4,5,0.0,0.0,0.0,0.0,0.0,true,1.0,2200
orientation_degradation,augmented_exact_k,0.25,0.25,1,5,0.0,0.0,0.0,0.0,0.700901375,true,1.0,5270
orientation_degradation,augmented_exact_k,0.25,0.25,2,5,0.148837,0.0,0.148837,0.07848837499999999,0.873837,false,3.0,2150
orientation_degradation,augmented_exact_k,0.25,0.25,3,5,0.277311,0.0,0.277311,0.115021125,0.83560925,true,4.0,2380
orientation_degradation,augmented_exact_k,0.25,0.25,4,5,0.175,0.0,0.175,0.11903425000000001,0.863068375,true,5.0,2200
orientation_degradation,augmented_exact_k,0.25,0.5,1,5,0.0,0.0,0.0,0.0,0.700901375,true,1.0,5270
orientation_degradation,augmented_exact_k,0.25,0.5,2,5,0.148837,0.0,0.148837,0.07848837499999999,0.873837,false,3.0,2150
orientation_degradation,augmented_exact_k,0.25,0.5,3,5,0.277311,0.0,0.277311,0.115021125,0.83560925,true,4.0,2380
orientation_degradation,augmented_exact_k,0.25,0.5,4,5,0.234091,0.0,0.234091,0.100852125,0.863068375,false,7.0,2200
orientation_degradation,augmented_exact_k,0.25,0.75,1,5,0.0,0.0,0.0,0.0,0.700901375,true,1.0,5270
orientation_degradation,augmented_exact_k,0.25,0.75,2,5,0.0,0.0,0.0,0.0,0.736918375,true,1.0,2150
orientation_degradation,augmented_exact_k,0.25,0.75,3,5,0.0,0.0,0.0,0.0,0.6901261249999999,true,1.0,2380
orientation_degradation,augmented_exact_k,0.25,0.75,4,5,0.175,0.0,0.175,0.11903425000000001,0.863068375,true,5.0,2200
orientation_degradation,augmented_exact_k,0.25,1.0,1,5,0.0,0.0,0.0,0.0,0.700901375,true,1.0,5270
orientation_degradation,augmented_exact_k,0.25,1.0,2,5,0.0,0.0,0.0,0.0,0.736918375,true,1.0,2150
orientation_degradation,augmented_exact_k,0.25,1.0,3,5,0.0,0.0,0.0,0.0,0.6901261249999999,true,1.0,2380
orientation_degradation,augmented_exact_k,0.25,1.0,4,5,0.0,0.0,0.0,0.0,0.734375,true,1.0,2200
orientation_degradation,augmented_exact_k,0.5,0.25,1,5,0.0,0.0,0.0,0.0,0.45149425,true,1.0,5270
orientation_degradation,augmented_exact_k,0.5,0.25,2,5,0.434884,0.0,0.434884,0.20203500000000002,0.6895348750000001,false,3.0,2150
orientation_degradation,augmented_exact_k,0.5,0.25,3,5,0.422269,0.0,0.422269,0.180409625,0.6748949999999999,true,4.0,2380
orientation_degradation,augmented_exact_k,0.5,0.25,4,5,0.545455,0.0,0.545455,0.230681625,0.703693375,false,5.0,2200
orientation_degradation,augmented_exact_k,0.5,0.5,1,5,0.0,0.0,0.0,0.0,0.45149425,true,1.0,5270
orientation_degradation,augmented_exact_k,0.5,0.5,2,5,0.434884,0.0,0.434884,0.20203500000000002,0.6895348750000001,false,3.0,2150
orientation_degradation,augmented_exact_k,0.5,0.5,3,5,0.422269,0.0,0.422269,0.180409625,0.6748949999999999,true,4.0,2380
orientation_degradation,augmented_exact_k,0.5,0.5,4,5,0.463636,0.0,0.463636,0.23409075,0.705113875,true,7.0,2200
orientation_degradation,augmented_exact_k,0.5,0.75,1,5,0.0,0.0,0.0,0.0,0.45149425,true,1.0,5270
orientation_degradation,augmented_exact_k,0.5,0.75,2,5,0.0,0.0,0.0,0.0,0.48633724999999994,true,1.0,2150
orientation_degradation,augmented_exact_k,0.5,0.75,3,5,0.0,0.0,0.0,0.0,0.45351912499999997,true,1.0,2380
orientation_degradation,augmented_exact_k,0.5,0.75,4,5,0.545455,0.0,0.545455,0.230681625,0.703693375,false,5.0,2200
orientation_degradation,augmented_exact_k,0.5,1.0,1,5,0.0,0.0,0.0,0.0,0.45149425,true,1.0,5270
orientation_degradation,augmented_exact_k,0.5,1.0,2,5,0.0,0.0,0.0,0.0,0.48633724999999994,true,1.0,2150
orientation_degradation,augmented_exact_k,0.5,1.0,3,5,0.0,0.0,0.0,0.0,0.45351912499999997,true,1.0,2380
orientation_degradation,augmented_exact_k,0.5,1.0,4,5,0.0,0.0,0.0,0.0,0.4286935,true,1.0,2200
orientation_degradation,augmented_exact_k,0.75,0.25,1,5,0.0,0.0,0.0,0.0,0.31048375000000006,true,1.0,5270
orientation_degradation,augmented_exact_k,0.75,0.25,2,5,0.502326,0.0,0.502326,0.179651,0.427325625,true,3.0,2150
orientation_degradation,augmented_exact_k,0.75,0.25,3,5,0.445378,0.0,0.445378,0.21638649999999998,0.493960125,true,4.0,2380
orientation_degradation,augmented_exact_k,0.75,0.25,4,5,0.438636,0.0,0.438636,0.2548295,0.530966,true,5.0,2200
orientation_degradation,augmented_exact_k,0.75,0.5,1,5,0.0,0.0,0.0,0.0,0.31048375000000006,true,1.0,5270
orientation_degradation,augmented_exact_k,0.75,0.5,2,5,0.502326,0.0,0.502326,0.179651,0.427325625,true,3.0,2150
orientation_degradation,augmented_exact_k,0.75,0.5,3,5,0.445378,0.0,0.445378,0.21638649999999998,0.493960125,true,4.0,2380
orientation_degradation,augmented_exact_k,0.75,0.5,4,5,0.604545,0.0,0.604545,0.325568125,0.5980114999999999,true,7.0,2200
orientation_degradation,augmented_exact_k,0.75,0.75,1,5,0.0,0.0,0.0,0.0,0.31048375000000006,true,1.0,5270
orientation_degradation,augmented_exact_k,0.75,0.75,2,5,0.0,0.0,0.0,0.0,0.28284862499999996,true,1.0,2150
orientation_degradation,augmented_exact_k,0.75,0.75,3,5,0.0,0.0,0.0,0.0,0.24789900000000004,true,1.0,2380
orientation_degradation,augmented_exact_k,0.75,0.75,4,5,0.438636,0.0,0.438636,0.2548295,0.530966,true,5.0,2200
orientation_degradation,augmented_exact_k,0.75,1.0,1,5,0.0,0.0,0.0,0.0,0.31048375000000006,true,1.0,5270
orientation_degradation,augmented_exact_k,0.75,1.0,2,5,0.0,0.0,0.0,0.0,0.28284862499999996,true,1.0,2150
orientation_degradation,augmented_exact_k,0.75,1.0,3,5,0.0,0.0,0.0,0.0,0.24789900000000004,true,1.0,2380
orientation_degradation,augmented_exact_k,0.75,1.0,4,5,0.0,0.0,0.0,0.0,0.272443375,true,1.0,2200
orientation_degradation,augmented_exact_k,1.0,0.25,1,5,0.0,0.0,0.0,0.0,0.0,true,1.0,5270
orientation_degradation,augmented_exact_k,1.0,0.25,2,5,0.0,0.0,0.0,0.0,0.0,true,3.0,2150
orientation_degradation,augmented_exact_k,1.0,0.25,3,5,0.0,0.0,0.0,0.0,0.0,true,4.0,2380
orientation_degradation,augmented_exact_k,1.0,0.25,4,5,0.0,0.0,0.0,0.0,0.0,true,5.0,2200
orientation_degradation,augmented_exact_k,1.0,0.5,1,5,0.0,0.0,0.0,0.0,0.0,true,1.0,5270
orientation_degradation,augmented_exact_k,1.0,0.5,2,5,0.0,0.0,0.0,0.0,0.0,true,3.0,2150
orientation_degradation,augmented_exact_k,1.0,0.5,3,5,0.0,0.0,0.0,0.0,0.0,true,4.0,2380
orientation_degradation,augmented_exact_k,1.0,0.5,4,5,0.0,0.0,0.0,0.0,0.0,true,7.0,2200
orientation_degradation,augmented_exact_k,1.0,0.75,1,5,0.0,0.0,0.0,0.0,0.0,true,1.0,5270
orientation_degradation,augmented_exact_k,1.0,0.75,2,5,0.0,0.0,0.0,0.0,0.0,true,1.0,2150
orientation_degradation,augmented_exact_k,1.0,0.75,3,5,0.0,0.0,0.0,0.0,0.0,true,1.0,2380
orientation_degradation,augmented_exact_k,1.0,0.75,4,5,0.0,0.0,0.0,0.0,0.0,true,5.0,2200
orientation_degradation,augmented_exact_k,1.0,1.0,1,5,0.0,0.0,0.0,0.0,0.0,true,1.0,5270
orientation_degradation,augmented_exact_k,1.0,1.0,2,5,0.0,0.0,0.0,0.0,0.0,true,1.0,2150
orientation_degradation,augmented_exact_k,1.0,1.0,3,5,0.0,0.0,0.0,0.0,0.0,true,1.0,2380
orientation_degradation,augmented_exact_k,1.0,1.0,4,5,0.0,0.0,0.0,0.0,0.0,true,1.0,2200
