mode,family_semantics,severity,threshold_fraction,certificate_correlation,samples,certification_rescue_rate,family_certification_resilience_rate,family_internal_loss_rate,family_internal_survival_rate,mean_certified_family_member_count,metric_artifact_risk_rate
orientation_degradation,at_least_k,1.0,0.75,1.0,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,1.0,1.0,0.0,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,1.0,1.0,0.25,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,1.0,1.0,0.5,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,1.0,1.0,0.75,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,at_least_k,1.0,1.0,1.0,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,0.25,0.25,0.0,2400,0.11375,0.90875,0.09125,0.90875,2.044167,0.0
orientation_degradation,augmented_exact_k,0.25,0.25,0.25,2400,0.075833,0.866667,0.133333,0.866667,2.01875,0.0
orientation_degradation,augmented_exact_k,0.25,0.25,0.5,2400,0.068333,0.8075,0.1925,0.8075,2.005833,0.0
orientation_degradation,augmented_exact_k,0.25,0.25,0.75,2400,0.03375,0.627917,0.372083,0.627917,1.7825,0.0
orientation_degradation,augmented_exact_k,0.25,0.25,1.0,2400,0.0,0.79375,0.20625,0.79375,2.002917,0.0
orientation_degradation,augmented_exact_k,0.25,0.5,0.0,2400,0.12458299999999999,0.90875,0.09125,0.90875,2.330417,0.0
orientation_degradation,augmented_exact_k,0.25,0.5,0.25,2400,0.069583,0.866667,0.133333,0.866667,2.314583,0.0
orientation_degradation,augmented_exact_k,0.25,0.5,0.5,2400,0.058333,0.8075,0.1925,0.8075,2.28625,0.0
orientation_degradation,augmented_exact_k,0.25,0.5,0.75,2400,0.03125,0.627917,0.372083,0.627917,2.0575,0.0
orientation_degradation,augmented_exact_k,0.25,0.5,1.0,2400,0.0,0.79375,0.20625,0.79375,2.23125,0.0
orientation_degradation,augmented_exact_k,0.25,0.75,0.0,2400,0.032083,0.813333,0.186667,0.813333,1.329583,0.0
orientation_degradation,augmented_exact_k,0.25,0.75,0.25,2400,0.030417,0.802917,0.197083,0.802917,1.298333,0.0
orientation_degradation,augmented_exact_k,0.25,0.75,0.5,2400,0.022083,0.759167,0.240833,0.759167,1.30375,0.0
orientation_degradation,augmented_exact_k,0.25,0.75,0.75,2400,0.01875,0.574167,0.425833,0.574167,1.11,0.0
orientation_degradation,augmented_exact_k,0.25,0.75,1.0,2400,0.0,0.79375,0.20625,0.79375,1.250417,0.0
orientation_degradation,augmented_exact_k,0.25,1.0,0.0,2400,0.0,0.780417,0.219583,0.780417,0.780417,0.0
orientation_degradation,augmented_exact_k,0.25,1.0,0.25,2400,0.0,0.756667,0.243333,0.756667,0.756667,0.0
orientation_degradation,augmented_exact_k,0.25,1.0,0.5,2400,0.0,0.745417,0.254583,0.745417,0.745417,0.0
orientation_degradation,augmented_exact_k,0.25,1.0,0.75,2400,0.0,0.55625,0.44375,0.55625,0.55625,0.0
orientation_degradation,augmented_exact_k,0.25,1.0,1.0,2400,0.0,0.79375,0.20625,0.79375,0.79375,0.0
orientation_degradation,augmented_exact_k,0.5,0.25,0.0,2400,0.261667,0.725,0.275,0.725,1.317083,0.0
orientation_degradation,augmented_exact_k,0.5,0.25,0.25,2400,0.184583,0.653333,0.346667,0.653333,1.3225,0.0
orientation_degradation,augmented_exact_k,0.5,0.25,0.5,2400,0.075417,0.66375,0.33625,0.66375,1.46,0.0
orientation_degradation,augmented_exact_k,0.5,0.25,0.75,2400,0.06625,0.421667,0.578333,0.421667,1.05125,0.0
orientation_degradation,augmented_exact_k,0.5,0.25,1.0,2400,0.0,0.475,0.525,0.475,1.28125,0.0
orientation_degradation,augmented_exact_k,0.5,0.5,0.0,2400,0.246667,0.727083,0.272917,0.727083,1.485,0.0
orientation_degradation,augmented_exact_k,0.5,0.5,0.25,2400,0.17375,0.653333,0.346667,0.653333,1.52625,0.0
orientation_degradation,augmented_exact_k,0.5,0.5,0.5,2400,0.102083,0.66375,0.33625,0.66375,1.610417,0.0
orientation_degradation,augmented_exact_k,0.5,0.5,0.75,2400,0.060417,0.421667,0.578333,0.421667,1.2,0.0
orientation_degradation,augmented_exact_k,0.5,0.5,1.0,2400,0.0,0.475,0.525,0.475,1.43125,0.0
orientation_degradation,augmented_exact_k,0.5,0.75,0.0,2400,0.1,0.561667,0.438333,0.561667,0.8325,0.0
orientation_degradation,augmented_exact_k,0.5,0.75,0.25,2400,0.07125,0.517083,0.482917,0.517083,0.843333,0.0
orientation_degradation,augmented_exact_k,0.5,0.75,0.5,2400,0.019167,0.58875,0.41125,0.58875,0.9529170000000001,0.0
orientation_degradation,augmented_exact_k,0.5,0.75,0.75,2400,0.02875,0.393333,0.606667,0.393333,0.62625,0.0
orientation_degradation,augmented_exact_k,0.5,0.75,1.0,2400,0.0,0.475,0.525,0.475,0.775,0.0
orientation_degradation,augmented_exact_k,0.5,1.0,0.0,2400,0.0,0.4575,0.5425,0.4575,0.4575,0.0
orientation_degradation,augmented_exact_k,0.5,1.0,0.25,2400,0.0,0.43583299999999997,0.564167,0.43583299999999997,0.43583299999999997,0.0
orientation_degradation,augmented_exact_k,0.5,1.0,0.5,2400,0.0,0.555417,0.444583,0.555417,0.555417,0.0
orientation_degradation,augmented_exact_k,0.5,1.0,0.75,2400,0.0,0.358333,0.641667,0.358333,0.358333,0.0
orientation_degradation,augmented_exact_k,0.5,1.0,1.0,2400,0.0,0.475,0.525,0.475,0.475,0.0
orientation_degradation,augmented_exact_k,0.75,0.25,0.0,2400,0.25875,0.443333,0.556667,0.443333,0.639583,0.0
orientation_degradation,augmented_exact_k,0.75,0.25,0.25,2400,0.169583,0.44416700000000003,0.555833,0.44416700000000003,0.659167,0.0
orientation_degradation,augmented_exact_k,0.75,0.25,0.5,2400,0.11875,0.432917,0.567083,0.432917,0.772917,0.0
orientation_degradation,augmented_exact_k,0.75,0.25,0.75,2400,0.069583,0.405,0.595,0.405,0.815833,0.0
orientation_degradation,augmented_exact_k,0.75,0.25,1.0,2400,0.0,0.258333,0.741667,0.258333,0.692083,0.0
orientation_degradation,augmented_exact_k,0.75,0.5,0.0,2400,0.289167,0.455833,0.544167,0.455833,0.718333,0.0
orientation_degradation,augmented_exact_k,0.75,0.5,0.25,2400,0.193333,0.4625,0.5375,0.4625,0.76,0.0
orientation_degradation,augmented_exact_k,0.75,0.5,0.5,2400,0.135,0.451667,0.548333,0.451667,0.8758329999999999,0.0
orientation_degradation,augmented_exact_k,0.75,0.5,0.75,2400,0.06625,0.410833,0.589167,0.410833,0.9045830000000001,0.0
orientation_degradation,augmented_exact_k,0.75,0.5,1.0,2400,0.0,0.258333,0.741667,0.258333,0.80625,0.0
orientation_degradation,augmented_exact_k,0.75,0.75,0.0,2400,0.080417,0.314167,0.685833,0.314167,0.409167,0.0
orientation_degradation,augmented_exact_k,0.75,0.75,0.25,2400,0.061667,0.32125,0.67875,0.32125,0.419167,0.0
orientation_degradation,augmented_exact_k,0.75,0.75,0.5,2400,0.046667,0.3575,0.6425,0.3575,0.479583,0.0
orientation_degradation,augmented_exact_k,0.75,0.75,0.75,2400,0.038333,0.369167,0.630833,0.369167,0.528333,0.0
orientation_degradation,augmented_exact_k,0.75,0.75,1.0,2400,0.0,0.258333,0.741667,0.258333,0.486667,0.0
orientation_degradation,augmented_exact_k,0.75,1.0,0.0,2400,0.0,0.23,0.77,0.23,0.23,0.0
orientation_degradation,augmented_exact_k,0.75,1.0,0.25,2400,0.0,0.250833,0.749167,0.250833,0.250833,0.0
orientation_degradation,augmented_exact_k,0.75,1.0,0.5,2400,0.0,0.303333,0.696667,0.303333,0.303333,0.0
orientation_degradation,augmented_exact_k,0.75,1.0,0.75,2400,0.0,0.34625,0.65375,0.34625,0.34625,0.0
orientation_degradation,augmented_exact_k,0.75,1.0,1.0,2400,0.0,0.258333,0.741667,0.258333,0.258333,0.0
orientation_degradation,augmented_exact_k,1.0,0.25,0.0,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,0.25,0.25,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,0.25,0.5,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,0.25,0.75,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,0.25,1.0,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,0.5,0.0,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,0.5,0.25,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,0.5,0.5,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,0.5,0.75,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,0.5,1.0,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,0.75,0.0,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,0.75,0.25,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,0.75,0.5,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,0.75,0.75,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,0.75,1.0,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,1.0,0.0,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,1.0,0.25,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,1.0,0.5,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,1.0,0.75,2400,0.0,0.0,1.0,0.0,0.0,0.0
orientation_degradation,augmented_exact_k,1.0,1.0,1.0,2400,0.0,0.0,1.0,0.0,0.0,0.0
