measure,seed,run_seed,step_idx,v,N1,N2,N3,N4,V4,S,parent_size,orig_parent_size,frontier_parent_size,n_admitted_parent_subsets,n_admitted_unique_closures,n_admitted_unique_profiles,mu_v4
parent_subset_uniform,chain4,38,3,7,1,2,1,0,4,2,2,2,1,44,5,5,1.6354633478
parent_subset_uniform,chain4,38,4,8,1,1,1,1,4,1,3,3,1,44,5,5,1.6354633478
parent_subset_uniform,chain4,38,5,9,1,1,1,1,4,1,3,3,1,59,6,5,1.6354633478
parent_subset_uniform,chain4,38,6,10,2,2,0,1,5,25,4,4,2,136,9,7,1.8312368960
parent_subset_uniform,chain4,38,7,11,1,1,1,1,4,1,2,2,1,136,9,7,1.6354633478
parent_subset_uniform,chain4,38,8,12,2,2,1,0,5,1,4,4,2,207,11,7,1.8312368960
parent_subset_uniform,chain4,38,9,13,1,1,1,1,4,1,4,4,1,263,13,9,1.6354633478
parent_subset_uniform,chain4,38,10,14,1,2,1,0,4,2,3,3,1,479,24,16,1.6354633478
parent_subset_uniform,chain4,38,11,15,2,2,1,0,5,1,4,4,2,624,34,19,1.8312368960
parent_subset_uniform,chain4,38,12,16,3,3,0,0,6,25,4,4,3,963,46,26,2.0000000000
parent_subset_uniform,chain4,38,13,17,2,2,1,0,5,1,4,4,2,1055,47,27,1.8312368960
parent_subset_uniform,chain4,38,14,18,2,2,1,0,5,1,3,3,2,1448,69,34,1.8312368960
parent_subset_uniform,chain4,38,15,19,2,3,1,1,7,18,4,4,2,2030,93,40,2.1488813703
parent_subset_uniform,chain4,38,16,20,3,2,1,1,7,8,4,4,3,2288,100,44,2.1488813703
parent_subset_uniform,chain4,38,17,21,2,4,0,0,6,35,4,4,2,3293,114,50,2.0000000000
parent_subset_uniform,chain4,38,18,22,3,3,0,1,7,33,4,4,3,3912,129,53,2.1488813703
parent_subset_uniform,chain4,38,19,23,2,4,2,0,8,3,4,4,2,4374,139,58,2.2824720047
parent_subset_uniform,chain4,38,20,24,2,3,2,1,8,2,4,4,2,4586,142,60,2.2824720047
parent_subset_uniform,chain4,38,21,25,2,3,0,2,7,42,4,4,2,5329,166,66,2.1488813703
parent_subset_uniform,chain4,38,22,26,2,2,1,0,5,1,4,4,2,5796,172,66,1.8312368960
parent_subset_uniform,chain4,38,23,27,2,3,0,2,7,42,3,3,2,6774,261,82,2.1488813703
parent_subset_uniform,chain4,38,24,28,2,3,2,1,8,2,4,4,2,7265,272,82,2.2824720047
parent_subset_uniform,chain4,38,25,29,2,3,2,3,10,18,4,4,2,8769,371,87,2.5154334638
parent_subset_uniform,chain4,39,1,5,1,1,1,1,4,1,4,4,1,11,3,3,1.6354633478
parent_subset_uniform,chain4,39,2,6,1,1,1,1,4,1,4,4,1,26,4,3,1.6354633478
parent_subset_uniform,chain4,39,3,7,1,1,1,1,4,1,2,2,1,52,5,3,1.6354633478
parent_subset_uniform,chain4,39,4,8,2,1,0,1,4,16,3,3,2,83,7,4,1.6354633478
parent_subset_uniform,chain4,39,5,9,1,1,1,1,4,1,2,2,1,147,8,5,1.6354633478
parent_subset_uniform,chain4,39,6,10,1,1,1,1,4,1,4,4,1,189,9,5,1.6354633478
parent_subset_uniform,chain4,39,7,11,1,1,1,1,4,1,4,4,1,239,11,6,1.6354633478
parent_subset_uniform,chain4,39,8,12,1,1,1,1,4,1,4,4,1,306,17,9,1.6354633478
parent_subset_uniform,chain4,39,9,13,2,2,1,0,5,1,4,4,2,458,24,12,1.8312368960
parent_subset_uniform,chain4,39,10,14,2,2,1,0,5,1,4,4,2,617,30,16,1.8312368960
parent_subset_uniform,chain4,39,11,15,2,2,1,1,6,9,3,3,2,843,38,17,2.0000000000
parent_subset_uniform,chain4,39,12,16,2,2,1,1,6,9,4,4,2,935,40,19,2.0000000000
parent_subset_uniform,chain4,39,13,17,2,2,1,0,5,1,4,4,2,1027,42,21,1.8312368960
parent_subset_uniform,chain4,39,14,18,2,2,1,1,6,9,4,4,2,1346,53,22,2.0000000000
parent_subset_uniform,chain4,39,15,19,2,3,1,1,7,18,4,4,2,1589,66,28,2.1488813703
parent_subset_uniform,chain4,39,16,20,2,1,0,1,4,16,4,4,2,1832,71,29,1.6354633478
parent_subset_uniform,chain4,39,17,21,2,2,1,1,6,9,4,4,2,2252,117,33,2.0000000000
parent_subset_uniform,chain4,39,18,22,1,2,1,0,4,2,4,4,1,2769,138,35,1.6354633478
parent_subset_uniform,chain4,39,19,23,1,2,1,0,4,2,4,4,1,3681,221,50,1.6354633478
parent_subset_uniform,chain4,39,20,24,2,2,0,0,4,17,4,4,2,4593,304,50,1.6354633478
parent_subset_uniform,chain4,39,21,25,2,3,2,1,8,2,4,4,2,5571,442,52,2.2824720047
parent_subset_uniform,chain4,39,22,26,2,1,1,2,6,8,3,3,2,5804,453,55,2.0000000000
parent_subset_uniform,chain4,39,23,27,2,2,0,1,5,25,4,4,2,7701,607,75,1.8312368960
parent_subset_uniform,chain4,39,24,28,3,3,2,2,10,9,4,4,3,8095,652,81,2.5154334638
parent_subset_uniform,chain4,39,25,29,3,2,0,0,5,16,4,4,3,8419,657,83,1.8312368960
parent_subset_uniform,chain4,40,1,5,1,1,1,1,4,1,2,2,1,11,3,3,1.6354633478
parent_subset_uniform,chain4,40,2,6,1,1,1,1,4,1,3,3,1,26,4,3,1.6354633478
parent_subset_uniform,chain4,40,3,7,1,1,1,1,4,1,3,3,1,41,5,3,1.6354633478
parent_subset_uniform,chain4,40,4,8,1,1,1,1,4,1,4,4,1,83,7,4,1.6354633478
parent_subset_uniform,chain4,40,5,9,1,1,1,1,4,1,2,2,1,125,8,4,1.6354633478
parent_subset_uniform,chain4,40,6,10,1,1,1,1,4,1,3,3,1,189,9,4,1.6354633478
parent_subset_uniform,chain4,40,7,11,1,1,1,1,4,1,4,4,1,282,10,4,1.6354633478
parent_subset_uniform,chain4,40,8,12,1,1,1,1,4,1,4,4,1,412,11,4,1.6354633478
parent_subset_uniform,chain4,40,9,13,1,1,1,1,4,1,3,3,1,542,12,4,1.6354633478
parent_subset_uniform,chain4,40,10,14,1,1,1,1,4,1,4,4,1,785,15,5,1.6354633478
parent_subset_uniform,chain4,40,11,15,1,1,1,1,4,1,4,4,1,1002,22,6,1.6354633478
parent_subset_uniform,chain4,40,12,16,2,1,0,1,4,16,4,4,2,1349,31,9,1.6354633478
parent_subset_uniform,chain4,40,13,17,1,1,1,1,4,1,4,4,1,1819,37,15,1.6354633478
parent_subset_uniform,chain4,40,14,18,1,1,1,1,4,1,4,4,1,2236,41,17,1.6354633478
parent_subset_uniform,chain4,40,15,19,1,1,1,1,4,1,3,3,1,2668,47,19,1.6354633478
parent_subset_uniform,chain4,40,16,20,4,2,0,1,7,23,4,4,4,3363,67,25,2.1488813703
parent_subset_uniform,chain4,40,17,21,2,5,1,1,9,36,4,4,2,4523,70,28,2.4039086666
parent_subset_uniform,chain4,40,18,22,2,2,0,1,5,25,2,2,2,4523,70,28,1.8312368960
parent_subset_uniform,chain4,40,19,23,2,1,0,1,4,16,4,4,2,4853,78,31,1.6354633478
parent_subset_uniform,chain4,40,20,24,1,4,2,0,7,4,4,4,1,6089,115,40,2.1488813703
parent_subset_uniform,chain4,40,21,25,1,1,1,1,4,1,4,4,1,6342,118,43,1.6354633478
parent_subset_uniform,chain4,40,22,26,2,5,2,0,9,12,4,4,2,7483,163,52,2.4039086666
parent_subset_uniform,chain4,40,23,27,2,2,1,1,6,9,4,4,2,8061,174,58,2.0000000000
parent_subset_uniform,chain4,40,24,28,2,3,2,1,8,2,4,4,2,9156,220,75,2.2824720047
parent_subset_uniform,chain4,40,25,29,1,1,1,1,4,1,4,4,1,9458,224,78,1.6354633478
parent_subset_uniform,chain4,41,1,5,1,1,1,1,4,1,4,4,1,11,3,3,1.6354633478
parent_subset_uniform,chain4,41,2,6,1,1,1,1,4,1,4,4,1,26,4,3,1.6354633478
parent_subset_uniform,chain4,41,3,7,1,1,1,1,4,1,3,3,1,52,5,3,1.6354633478
parent_subset_uniform,chain4,41,4,8,1,1,1,1,4,1,3,3,1,83,7,4,1.6354633478
parent_subset_uniform,chain4,41,5,9,1,1,1,1,4,1,3,3,1,125,8,4,1.6354633478
parent_subset_uniform,chain4,41,6,10,1,1,1,1,4,1,4,4,1,189,9,4,1.6354633478
parent_subset_uniform,chain4,41,7,11,1,1,1,1,4,1,3,3,1,282,10,4,1.6354633478
parent_subset_uniform,chain4,41,8,12,1,1,1,1,4,1,4,4,1,412,11,4,1.6354633478
parent_subset_uniform,chain4,41,9,13,1,1,1,1,4,1,3,3,1,542,12,4,1.6354633478
parent_subset_uniform,chain4,41,10,14,1,1,1,1,4,1,4,4,1,785,15,5,1.6354633478
parent_subset_uniform,chain4,41,11,15,1,1,1,1,4,1,4,4,1,1107,20,7,1.6354633478
parent_subset_uniform,chain4,41,12,16,2,1,0,1,4,16,4,4,2,1418,22,8,1.6354633478
parent_subset_uniform,chain4,41,13,17,1,1,1,1,4,1,2,2,1,1902,26,11,1.6354633478
parent_subset_uniform,chain4,41,14,18,1,2,1,0,4,2,3,3,1,2112,38,14,1.6354633478
parent_subset_uniform,chain4,41,15,19,2,1,0,1,4,16,3,3,2,2370,46,17,1.6354633478
parent_subset_uniform,chain4,41,16,20,1,1,1,1,4,1,4,4,1,3054,54,20,1.6354633478
parent_subset_uniform,chain4,41,17,21,2,2,1,1,6,9,4,4,2,3639,68,21,2.0000000000
parent_subset_uniform,chain4,41,18,22,2,1,0,1,4,16,3,3,2,4002,79,24,1.6354633478
parent_subset_uniform,chain4,41,19,23,2,2,1,0,5,1,4,4,2,4917,106,25,1.8312368960
parent_subset_uniform,chain4,41,20,24,2,2,1,1,6,9,3,3,2,5723,139,25,2.0000000000
parent_subset_uniform,chain4,41,21,25,2,2,1,2,7,17,4,4,2,5723,139,25,2.1488813703
parent_subset_uniform,chain4,41,22,26,1,1,1,1,4,1,4,4,1,5977,146,28,1.6354633478
parent_subset_uniform,chain4,41,23,27,2,2,1,1,6,9,4,4,2,6819,208,31,2.0000000000
parent_subset_uniform,chain4,41,24,28,2,2,1,0,5,1,4,4,2,8310,290,31,1.8312368960
parent_subset_uniform,chain4,41,25,29,2,3,1,2,8,26,4,4,2,10493,407,48,2.2824720047
parent_subset_uniform,chain4,42,1,5,1,1,1,1,4,1,3,3,1,11,3,3,1.6354633478
parent_subset_uniform,chain4,42,2,6,1,1,1,1,4,1,2,2,1,26,4,3,1.6354633478
parent_subset_uniform,chain4,42,3,7,1,1,1,1,4,1,3,3,1,52,5,3,1.6354633478
parent_subset_uniform,chain4,42,4,8,1,1,1,1,4,1,2,2,1,94,6,3,1.6354633478
parent_subset_uniform,chain4,42,5,9,1,1,1,1,4,1,3,3,1,158,7,3,1.6354633478
parent_subset_uniform,chain4,42,6,10,1,1,1,1,4,1,4,4,1,222,8,3,1.6354633478
parent_subset_uniform,chain4,42,7,11,1,1,0,0,2,9,1,1,1,352,10,4,1.1041475573
parent_subset_uniform,chain4,42,8,12,1,1,1,1,4,1,4,4,1,368,12,5,1.6354633478
parent_subset_uniform,chain4,42,9,13,2,1,0,1,4,16,4,4,2,498,13,5,1.6354633478
parent_subset_uniform,chain4,42,10,14,1,1,1,1,4,1,3,3,1,730,15,7,1.6354633478
parent_subset_uniform,chain4,42,11,15,2,1,0,1,4,16,4,4,2,985,18,9,1.6354633478
parent_subset_uniform,chain4,42,12,16,1,1,1,1,4,1,3,3,1,1296,22,9,1.6354633478
parent_subset_uniform,chain4,42,13,17,1,2,1,0,4,2,3,3,1,1555,35,12,1.6354633478
parent_subset_uniform,chain4,42,14,18,2,2,1,0,5,1,4,4,2,1755,46,15,1.8312368960
parent_subset_uniform,chain4,42,15,19,2,2,1,0,5,1,4,4,2,1755,46,15,1.8312368960
parent_subset_uniform,chain4,42,16,20,1,1,1,1,4,1,3,3,1,1755,46,15,1.6354633478
parent_subset_uniform,chain4,42,17,21,2,2,1,0,5,1,4,4,2,2698,78,23,1.8312368960
parent_subset_uniform,chain4,42,18,22,2,2,0,0,4,17,4,4,2,2835,80,23,1.6354633478
parent_subset_uniform,chain4,42,19,23,2,2,1,0,5,1,4,4,2,2852,82,24,1.8312368960
parent_subset_uniform,chain4,42,20,24,1,1,1,1,4,1,3,3,1,4082,121,39,1.6354633478
parent_subset_uniform,chain4,42,21,25,2,2,1,0,5,1,4,4,2,5640,203,56,1.8312368960
parent_subset_uniform,chain4,42,22,26,1,2,1,0,4,2,4,4,1,7292,292,65,1.6354633478
parent_subset_uniform,chain4,42,23,27,1,1,1,1,4,1,4,4,1,8435,405,66,1.6354633478
parent_subset_uniform,chain4,42,24,28,3,4,0,0,7,34,4,4,3,10039,602,72,2.1488813703
parent_subset_uniform,chain4,42,25,29,2,3,1,0,6,10,3,3,2,10335,623,79,2.0000000000
parent_subset_uniform,chain4,43,1,5,0,0,0,0,0,1,0,0,0,11,3,3,0.0000000000
parent_subset_uniform,chain4,43,2,6,2,1,0,0,3,8,2,2,2,13,4,4,1.4006773518
parent_subset_uniform,chain4,43,3,7,1,1,0,0,2,9,2,2,1,32,6,6,1.1041475573
parent_subset_uniform,chain4,43,4,8,3,1,0,1,5,15,4,4,3,52,10,9,1.8312368960
parent_subset_uniform,chain4,43,5,9,2,1,0,1,4,16,4,4,2,94,11,10,1.6354633478
parent_subset_uniform,chain4,43,6,10,1,3,1,0,5,11,3,3,1,158,14,12,1.8312368960
parent_subset_uniform,chain4,43,7,11,1,3,1,0,5,11,4,4,1,195,15,13,1.8312368960
parent_subset_uniform,chain4,43,8,12,2,2,1,2,7,17,4,4,2,261,17,14,2.1488813703
parent_subset_uniform,chain4,43,9,13,3,2,0,0,5,16,4,4,3,317,18,15,1.8312368960
parent_subset_uniform,chain4,43,10,14,1,3,1,0,5,11,3,3,1,458,22,17,1.8312368960
parent_subset_uniform,chain4,43,11,15,2,2,0,2,6,33,4,4,2,669,33,21,2.0000000000
parent_subset_uniform,chain4,43,12,16,2,2,0,2,6,33,2,2,2,952,41,23,2.0000000000
parent_subset_uniform,chain4,43,13,17,1,2,1,0,4,2,2,2,1,1328,52,25,1.6354633478
parent_subset_uniform,chain4,43,14,18,2,2,1,1,6,9,4,4,2,1600,87,31,2.0000000000
parent_subset_uniform,chain4,43,15,19,2,2,1,1,6,9,3,3,2,1736,92,35,2.0000000000
parent_subset_uniform,chain4,43,16,20,2,2,1,1,6,9,4,4,2,2009,99,37,2.0000000000
parent_subset_uniform,chain4,43,17,21,2,2,1,1,6,9,4,4,2,2286,106,40,2.0000000000
parent_subset_uniform,chain4,43,18,22,3,2,0,2,7,32,4,4,3,2715,124,45,2.1488813703
parent_subset_uniform,chain4,43,19,23,3,2,1,2,8,16,3,3,3,3181,142,54,2.2824720047
parent_subset_uniform,chain4,43,20,24,2,3,1,1,7,18,4,4,2,4667,170,70,2.1488813703
parent_subset_uniform,chain4,43,21,25,1,3,2,1,7,3,4,4,1,4943,190,72,2.1488813703
parent_subset_uniform,chain4,43,22,26,2,2,1,1,6,9,3,3,2,4943,190,72,2.0000000000
parent_subset_uniform,chain4,43,23,27,2,3,2,2,9,10,4,4,2,5864,240,73,2.4039086666
parent_subset_uniform,chain4,43,24,28,2,3,2,1,8,2,4,4,2,7254,290,83,2.2824720047
parent_subset_uniform,chain4,43,25,29,2,2,2,2,8,1,4,4,2,7555,292,85,2.2824720047
parent_subset_uniform,chain4,44,1,5,1,1,0,0,2,9,1,1,1,11,3,3,1.1041475573
parent_subset_uniform,chain4,44,2,6,1,1,1,1,4,1,2,2,1,18,4,4,1.6354633478
parent_subset_uniform,chain4,44,3,7,1,1,1,1,4,1,1,1,1,33,5,4,1.6354633478
parent_subset_uniform,chain4,44,4,8,1,1,1,1,4,1,2,2,1,59,6,4,1.6354633478
parent_subset_uniform,chain4,44,5,9,2,1,0,1,4,16,3,3,2,101,7,4,1.6354633478
parent_subset_uniform,chain4,44,6,10,1,1,1,1,4,1,2,2,1,178,10,7,1.6354633478
parent_subset_uniform,chain4,44,7,11,2,2,1,0,5,1,4,4,2,249,12,7,1.8312368960
parent_subset_uniform,chain4,44,8,12,1,1,1,1,4,1,4,4,1,295,13,8,1.6354633478
parent_subset_uniform,chain4,44,9,13,2,2,0,1,5,25,3,3,2,442,18,10,1.8312368960
parent_subset_uniform,chain4,44,10,14,1,2,1,0,4,2,2,2,1,534,20,11,1.6354633478
parent_subset_uniform,chain4,44,11,15,1,1,1,1,4,1,3,3,1,604,26,15,1.6354633478
parent_subset_uniform,chain4,44,12,16,3,1,1,2,7,7,4,4,3,817,34,15,2.1488813703
parent_subset_uniform,chain4,44,13,17,2,2,1,1,6,9,4,4,2,1393,42,23,2.0000000000
parent_subset_uniform,chain4,44,14,18,3,2,0,2,7,32,3,3,3,1846,57,28,2.1488813703
parent_subset_uniform,chain4,44,15,19,2,2,1,2,7,17,4,4,2,1846,57,28,2.1488813703
parent_subset_uniform,chain4,44,16,20,2,5,0,0,7,44,4,4,2,2120,60,31,2.1488813703
parent_subset_uniform,chain4,44,17,21,2,5,2,0,9,12,4,4,2,2292,63,34,2.4039086666
parent_subset_uniform,chain4,44,18,22,3,1,1,2,7,7,4,4,3,2636,65,35,2.1488813703
parent_subset_uniform,chain4,44,19,23,1,3,1,1,6,19,4,4,1,3833,89,47,2.0000000000
parent_subset_uniform,chain4,44,20,24,2,5,2,0,9,12,3,3,2,4528,113,59,2.4039086666
parent_subset_uniform,chain4,44,21,25,3,2,2,3,10,8,4,4,3,5124,121,60,2.5154334638
parent_subset_uniform,chain4,44,22,26,2,1,2,4,9,8,3,3,2,7449,125,63,2.4039086666
parent_subset_uniform,chain4,44,23,27,1,1,1,1,4,1,2,2,1,9774,137,65,1.6354633478
parent_subset_uniform,chain4,44,24,28,2,5,0,0,7,44,4,4,2,11516,239,86,2.1488813703
parent_subset_uniform,chain4,44,25,29,2,1,2,4,9,8,4,4,2,13137,291,88,2.4039086666
parent_subset_uniform,chain4,45,1,5,1,1,1,1,4,1,2,2,1,11,3,3,1.6354633478
parent_subset_uniform,chain4,45,2,6,1,1,1,1,4,1,4,4,1,26,4,3,1.6354633478
parent_subset_uniform,chain4,45,3,7,1,1,1,1,4,1,2,2,1,52,5,3,1.6354633478
parent_subset_uniform,chain4,45,4,8,1,1,1,1,4,1,3,3,1,78,6,3,1.6354633478
parent_subset_uniform,chain4,45,5,9,1,1,1,1,4,1,2,2,1,142,8,4,1.6354633478
parent_subset_uniform,chain4,45,6,10,1,1,1,1,4,1,2,2,1,206,9,4,1.6354633478
parent_subset_uniform,chain4,45,7,11,1,1,1,1,4,1,4,4,1,267,13,6,1.6354633478
parent_subset_uniform,chain4,45,8,12,2,2,1,0,5,1,4,4,2,434,20,9,1.8312368960
parent_subset_uniform,chain4,45,9,13,1,1,1,1,4,1,3,3,1,434,20,9,1.6354633478
parent_subset_uniform,chain4,45,10,14,2,2,1,1,6,9,4,4,2,583,23,11,2.0000000000
parent_subset_uniform,chain4,45,11,15,1,1,1,1,4,1,4,4,1,662,25,13,1.6354633478
parent_subset_uniform,chain4,45,12,16,2,2,1,1,6,9,4,4,2,890,30,13,2.0000000000
parent_subset_uniform,chain4,45,13,17,2,2,1,1,6,9,4,4,2,996,32,13,2.0000000000
parent_subset_uniform,chain4,45,14,18,1,1,1,1,4,1,4,4,1,1102,34,13,1.6354633478
parent_subset_uniform,chain4,45,15,19,1,1,1,1,4,1,4,4,1,1699,53,21,1.6354633478
parent_subset_uniform,chain4,45,16,20,1,1,1,1,4,1,3,3,1,2349,71,27,1.6354633478
parent_subset_uniform,chain4,45,17,21,1,1,1,1,4,1,4,4,1,3001,91,27,1.6354633478
parent_subset_uniform,chain4,45,18,22,3,2,0,0,5,16,3,3,3,3786,137,37,1.8312368960
parent_subset_uniform,chain4,45,19,23,2,1,0,1,4,16,4,4,2,4475,161,45,1.6354633478
parent_subset_uniform,chain4,45,20,24,2,3,2,1,8,2,4,4,2,5836,225,54,2.2824720047
parent_subset_uniform,chain4,45,21,25,3,3,1,2,9,25,4,4,3,6503,255,60,2.4039086666
parent_subset_uniform,chain4,45,22,26,1,1,1,1,4,1,4,4,1,7201,269,62,1.6354633478
parent_subset_uniform,chain4,45,23,27,2,3,1,1,7,18,4,4,2,8987,377,76,2.1488813703
parent_subset_uniform,chain4,45,24,28,3,2,1,1,7,8,4,4,3,10234,436,86,2.1488813703
parent_subset_uniform,chain4,45,25,29,2,3,1,0,6,10,4,4,2,12502,504,90,2.0000000000
parent_subset_uniform,chain4,46,1,5,1,1,1,1,4,1,2,2,1,11,3,3,1.6354633478
parent_subset_uniform,chain4,46,2,6,1,1,1,1,4,1,2,2,1,26,4,3,1.6354633478
parent_subset_uniform,chain4,46,3,7,1,1,1,1,4,1,3,3,1,41,5,3,1.6354633478
parent_subset_uniform,chain4,46,4,8,3,0,0,1,4,6,3,3,3,61,7,4,1.6354633478
parent_subset_uniform,chain4,46,5,9,1,3,0,0,4,27,4,4,1,125,8,5,1.6354633478
parent_subset_uniform,chain4,46,6,10,1,3,0,0,4,27,4,4,1,125,8,5,1.6354633478
parent_subset_uniform,chain4,46,7,11,1,3,0,0,4,27,4,4,1,162,9,6,1.6354633478
parent_subset_uniform,chain4,46,8,12,2,0,1,3,6,7,4,4,2,245,12,6,2.0000000000
parent_subset_uniform,chain4,46,9,13,2,0,1,3,6,7,4,4,2,477,14,8,2.0000000000
parent_subset_uniform,chain4,46,10,14,2,2,0,0,4,17,4,4,2,709,16,8,1.6354633478
parent_subset_uniform,chain4,46,11,15,2,2,0,0,4,17,4,4,2,788,17,9,1.6354633478
parent_subset_uniform,chain4,46,12,16,2,0,1,3,6,7,4,4,2,867,18,9,2.0000000000
parent_subset_uniform,chain4,46,13,17,2,2,0,2,6,33,4,4,2,1233,22,10,2.0000000000
parent_subset_uniform,chain4,46,14,18,2,2,0,2,6,33,4,4,2,1460,25,12,2.0000000000
parent_subset_uniform,chain4,46,15,19,2,2,0,2,6,33,4,4,2,1808,29,12,2.0000000000
parent_subset_uniform,chain4,46,16,20,1,2,0,1,4,26,3,3,1,1808,29,12,1.6354633478
parent_subset_uniform,chain4,46,17,21,2,2,1,1,6,9,4,4,2,2412,44,18,2.0000000000
parent_subset_uniform,chain4,46,18,22,1,2,0,1,4,26,3,3,1,2756,48,22,1.6354633478
parent_subset_uniform,chain4,46,19,23,2,2,0,2,6,33,4,4,2,3430,75,27,2.0000000000
parent_subset_uniform,chain4,46,20,24,2,2,0,2,6,33,3,3,2,3873,89,30,2.0000000000
parent_subset_uniform,chain4,46,21,25,2,2,1,0,5,1,3,3,2,4942,128,34,1.8312368960
parent_subset_uniform,chain4,46,22,26,2,3,0,1,6,34,4,4,2,5981,195,47,2.0000000000
parent_subset_uniform,chain4,46,23,27,3,3,1,1,8,17,4,4,3,7209,229,58,2.2824720047
parent_subset_uniform,chain4,46,24,28,2,3,2,1,8,2,4,4,2,7233,231,60,2.2824720047
parent_subset_uniform,chain4,46,25,29,2,2,0,2,6,33,4,4,2,7861,240,68,2.0000000000
parent_subset_uniform,chain4,47,1,5,1,1,1,1,4,1,3,3,1,11,3,3,1.6354633478
parent_subset_uniform,chain4,47,2,6,1,1,1,1,4,1,2,2,1,26,4,3,1.6354633478
parent_subset_uniform,chain4,47,3,7,1,1,1,1,4,1,4,4,1,41,5,3,1.6354633478
parent_subset_uniform,chain4,47,4,8,2,1,0,1,4,16,4,4,2,83,7,4,1.6354633478
parent_subset_uniform,chain4,47,5,9,1,2,1,0,4,2,3,3,1,147,8,5,1.6354633478
parent_subset_uniform,chain4,47,6,10,1,1,1,1,4,1,4,4,1,147,8,5,1.6354633478
parent_subset_uniform,chain4,47,7,11,1,2,1,0,4,2,2,2,1,218,11,6,1.6354633478
parent_subset_uniform,chain4,47,8,12,2,1,0,1,4,16,4,4,2,218,11,6,1.6354633478
parent_subset_uniform,chain4,47,9,13,2,1,0,2,5,24,3,3,2,403,17,8,1.8312368960
parent_subset_uniform,chain4,47,10,14,1,2,1,0,4,2,4,4,1,702,21,10,1.6354633478
parent_subset_uniform,chain4,47,11,15,1,2,1,0,4,2,4,4,1,702,21,10,1.6354633478
parent_subset_uniform,chain4,47,12,16,1,2,1,0,4,2,3,3,1,702,21,10,1.6354633478
parent_subset_uniform,chain4,47,13,17,1,2,1,0,4,2,4,4,1,1018,31,14,1.6354633478
parent_subset_uniform,chain4,47,14,18,2,2,0,0,4,17,4,4,2,1112,37,16,1.6354633478
parent_subset_uniform,chain4,47,15,19,2,2,1,1,6,9,4,4,2,1647,54,24,2.0000000000
parent_subset_uniform,chain4,47,16,20,1,2,1,0,4,2,4,4,1,1647,54,24,1.6354633478
parent_subset_uniform,chain4,47,17,21,2,3,1,0,6,10,4,4,2,1925,79,24,2.0000000000
parent_subset_uniform,chain4,47,18,22,1,2,1,0,4,2,4,4,1,1979,88,27,1.6354633478
parent_subset_uniform,chain4,47,19,23,2,1,1,2,6,8,4,4,2,2340,135,27,2.0000000000
parent_subset_uniform,chain4,47,20,24,2,2,0,1,5,25,4,4,2,3870,215,34,1.8312368960
parent_subset_uniform,chain4,47,21,25,1,2,1,1,5,10,4,4,1,4332,234,38,1.8312368960
parent_subset_uniform,chain4,47,22,26,2,2,0,1,5,25,4,4,2,4794,272,39,1.8312368960
parent_subset_uniform,chain4,47,23,27,2,2,0,1,5,25,4,4,2,5805,341,44,1.8312368960
parent_subset_uniform,chain4,47,24,28,2,3,1,1,7,18,4,4,2,6817,411,44,2.1488813703
parent_subset_uniform,chain4,47,25,29,2,2,0,1,5,25,4,4,2,7445,455,50,1.8312368960
parent_subset_uniform,chain4,48,1,5,1,1,1,1,4,1,3,3,1,11,3,3,1.6354633478
parent_subset_uniform,chain4,48,2,6,1,1,1,1,4,1,2,2,1,26,4,3,1.6354633478
parent_subset_uniform,chain4,48,3,7,1,1,1,1,4,1,2,2,1,52,5,3,1.6354633478
parent_subset_uniform,chain4,48,4,8,0,0,0,0,0,1,0,0,0,78,6,3,0.0000000000
parent_subset_uniform,chain4,48,5,9,1,1,1,1,4,1,3,3,1,80,7,4,1.6354633478
parent_subset_uniform,chain4,48,6,10,2,1,0,1,4,16,2,2,2,151,10,6,1.6354633478
parent_subset_uniform,chain4,48,7,11,1,1,1,1,4,1,3,3,1,281,12,8,1.6354633478
parent_subset_uniform,chain4,48,8,12,1,1,1,1,4,1,3,3,1,345,13,8,1.6354633478
parent_subset_uniform,chain4,48,9,13,1,1,1,1,4,1,3,3,1,419,16,9,1.6354633478
parent_subset_uniform,chain4,48,10,14,1,1,1,1,4,1,4,4,1,514,25,12,1.6354633478
parent_subset_uniform,chain4,48,11,15,1,2,1,0,4,2,2,2,1,809,44,17,1.6354633478
parent_subset_uniform,chain4,48,12,16,2,2,0,1,5,25,3,3,2,865,45,17,1.8312368960
parent_subset_uniform,chain4,48,13,17,2,1,0,1,4,16,4,4,2,865,45,17,1.6354633478
parent_subset_uniform,chain4,48,14,18,2,3,1,0,6,10,3,3,2,1301,53,20,2.0000000000
parent_subset_uniform,chain4,48,15,19,2,1,0,1,4,16,2,2,2,1317,56,22,1.6354633478
parent_subset_uniform,chain4,48,16,20,1,1,1,1,4,1,3,3,1,1907,75,28,1.6354633478
parent_subset_uniform,chain4,48,17,21,1,1,1,1,4,1,3,3,1,2773,140,40,1.6354633478
parent_subset_uniform,chain4,48,18,22,3,3,1,1,8,17,4,4,3,3649,231,45,2.2824720047
parent_subset_uniform,chain4,48,19,23,3,4,0,0,7,34,4,4,3,4223,260,57,2.1488813703
parent_subset_uniform,chain4,48,20,24,1,1,1,1,4,1,4,4,1,4223,260,57,1.6354633478
parent_subset_uniform,chain4,48,21,25,3,3,0,2,8,41,4,4,3,5323,376,68,2.2824720047
