measure,seed,run_seed,step_idx,v,N1,N2,N3,N4,V4,S,parent_size,orig_parent_size,frontier_parent_size,n_admitted_parent_subsets,n_admitted_unique_closures,n_admitted_unique_profiles,mu_v4
profile_uniform,chain4,8,2,6,1,1,1,1,4,1,1,1,1,18,4,4,1.6354633478
profile_uniform,chain4,8,3,7,2,1,0,1,4,16,2,2,2,33,5,4,1.6354633478
profile_uniform,chain4,8,4,8,1,2,1,0,4,2,1,1,1,59,6,5,1.6354633478
profile_uniform,chain4,8,5,9,1,2,1,0,4,2,1,1,1,59,6,5,1.6354633478
profile_uniform,chain4,8,6,10,0,0,0,0,0,1,0,0,0,59,6,5,0.0000000000
profile_uniform,chain4,8,7,11,0,0,0,0,0,1,0,0,0,81,9,8,0.0000000000
profile_uniform,chain4,8,8,12,3,1,0,0,4,7,3,3,3,106,14,10,1.6354633478
profile_uniform,chain4,8,9,13,1,2,1,0,4,2,1,1,1,338,30,22,1.6354633478
profile_uniform,chain4,8,10,14,3,3,1,0,7,9,3,3,3,415,41,25,2.1488813703
profile_uniform,chain4,8,11,15,2,1,0,1,4,16,2,2,2,583,44,25,1.6354633478
profile_uniform,chain4,8,12,16,2,2,1,1,6,9,2,2,2,848,78,30,2.0000000000
profile_uniform,chain4,8,13,17,3,1,0,1,5,15,3,3,3,1005,88,34,1.8312368960
profile_uniform,chain4,8,14,18,3,2,1,2,8,16,3,3,3,1504,112,42,2.2824720047
profile_uniform,chain4,8,15,19,3,3,0,1,7,33,3,3,3,2124,132,53,2.1488813703
profile_uniform,chain4,8,16,20,4,1,1,3,9,14,4,4,4,2124,132,53,2.4039086666
profile_uniform,chain4,8,17,21,4,2,1,1,8,7,4,4,4,3283,151,58,2.2824720047
profile_uniform,chain4,8,18,22,4,2,1,1,8,7,4,4,4,4448,184,72,2.2824720047
profile_uniform,chain4,8,19,23,2,5,0,1,8,52,2,2,2,5627,191,73,2.2824720047
profile_uniform,chain4,8,20,24,1,2,1,0,4,2,1,1,1,5840,196,77,1.6354633478
profile_uniform,chain4,8,21,25,3,4,1,3,11,42,3,3,3,7122,310,99,2.6187070833
profile_uniform,chain4,8,22,26,3,5,1,0,9,27,3,3,3,7863,339,108,2.4039086666
profile_uniform,chain4,8,23,27,1,3,2,1,7,3,1,1,1,8860,362,113,2.1488813703
profile_uniform,chain4,8,24,28,2,2,2,2,8,1,2,2,2,9705,433,123,2.2824720047
profile_uniform,chain4,8,25,29,4,2,1,2,9,15,4,4,4,11610,558,131,2.4039086666
profile_uniform,chain4,9,1,5,1,1,0,0,2,9,1,1,1,11,3,3,1.1041475573
profile_uniform,chain4,9,2,6,1,1,0,0,2,9,1,1,1,18,4,4,1.1041475573
profile_uniform,chain4,9,3,7,3,0,0,1,4,6,3,3,3,32,7,6,1.6354633478
profile_uniform,chain4,9,4,8,1,1,1,1,4,1,1,1,1,74,9,8,1.6354633478
profile_uniform,chain4,9,5,9,1,1,0,0,2,9,1,1,1,111,11,9,1.1041475573
profile_uniform,chain4,9,6,10,1,1,1,1,4,1,1,1,1,159,20,12,1.6354633478
profile_uniform,chain4,9,7,11,2,3,0,0,5,26,2,2,2,222,23,14,1.8312368960
profile_uniform,chain4,9,8,12,2,3,0,1,6,34,2,2,2,222,23,14,2.0000000000
profile_uniform,chain4,9,9,13,2,2,2,2,8,1,2,2,2,268,24,15,2.2824720047
profile_uniform,chain4,9,10,14,1,1,0,0,2,9,1,1,1,567,26,17,1.1041475573
profile_uniform,chain4,9,11,15,1,1,0,0,2,9,1,1,1,725,47,21,1.1041475573
profile_uniform,chain4,9,12,16,1,3,0,0,4,27,1,1,1,912,81,23,1.6354633478
profile_uniform,chain4,9,13,17,3,1,1,2,7,7,3,3,3,1006,98,30,2.1488813703
profile_uniform,chain4,9,14,18,3,2,1,2,8,16,3,3,3,1504,113,37,2.2824720047
profile_uniform,chain4,9,15,19,4,3,1,0,8,8,4,4,4,2338,119,42,2.2824720047
profile_uniform,chain4,9,16,20,2,2,2,2,8,1,2,2,2,2798,139,56,2.2824720047
profile_uniform,chain4,9,17,21,3,1,1,2,7,7,3,3,3,3610,171,58,2.1488813703
profile_uniform,chain4,9,18,22,4,3,0,0,7,24,4,4,4,4469,212,58,2.1488813703
profile_uniform,chain4,9,19,23,3,3,0,1,7,33,3,3,3,5508,276,71,2.1488813703
profile_uniform,chain4,9,20,24,2,4,1,1,8,27,2,2,2,6513,371,82,2.2824720047
profile_uniform,chain4,9,21,25,4,5,0,1,10,50,4,4,4,6803,392,88,2.5154334638
profile_uniform,chain4,9,22,26,1,1,0,0,2,9,1,1,1,7718,416,96,1.1041475573
profile_uniform,chain4,9,23,27,2,3,2,2,9,10,2,2,2,8893,634,103,2.4039086666
profile_uniform,chain4,9,24,28,4,4,1,4,13,49,4,4,4,9868,756,108,2.8052869708
profile_uniform,chain4,9,25,29,4,3,2,4,13,24,4,4,4,11004,767,112,2.8052869708
profile_uniform,chain4,10,1,5,1,1,1,1,4,1,1,1,1,11,3,3,1.6354633478
profile_uniform,chain4,10,2,6,1,1,0,0,2,9,1,1,1,26,4,3,1.1041475573
profile_uniform,chain4,10,3,7,1,1,0,0,2,9,1,1,1,33,5,4,1.1041475573
profile_uniform,chain4,10,4,8,2,1,0,1,4,16,2,2,2,47,8,6,1.6354633478
profile_uniform,chain4,10,5,9,0,0,0,0,0,1,0,0,0,89,10,8,0.0000000000
profile_uniform,chain4,10,6,10,2,2,1,0,5,1,2,2,2,117,16,12,1.8312368960
profile_uniform,chain4,10,7,11,1,1,1,1,4,1,1,1,1,154,18,14,1.6354633478
profile_uniform,chain4,10,8,12,2,1,0,1,4,16,2,2,2,214,24,15,1.6354633478
profile_uniform,chain4,10,9,13,2,2,1,0,5,1,2,2,2,326,37,18,1.8312368960
profile_uniform,chain4,10,10,14,3,3,1,0,7,9,3,3,3,523,49,23,2.1488813703
profile_uniform,chain4,10,11,15,3,2,1,1,7,8,3,3,3,523,49,23,2.1488813703
profile_uniform,chain4,10,12,16,4,1,0,1,6,14,4,4,4,993,56,29,2.0000000000
profile_uniform,chain4,10,13,17,3,2,1,1,7,8,3,3,3,1351,65,35,2.1488813703
profile_uniform,chain4,10,14,18,3,2,1,2,8,16,3,3,3,1994,78,36,2.2824720047
profile_uniform,chain4,10,15,19,3,3,2,1,9,1,3,3,3,2693,87,41,2.4039086666
profile_uniform,chain4,10,16,20,1,4,1,0,6,20,1,1,1,3088,92,44,2.0000000000
profile_uniform,chain4,10,17,21,2,2,1,4,9,33,2,2,2,3454,107,50,2.4039086666
profile_uniform,chain4,10,18,22,4,3,1,0,8,8,4,4,4,3645,111,51,2.2824720047
profile_uniform,chain4,10,19,23,3,4,1,1,9,26,3,3,3,4501,139,53,2.4039086666
profile_uniform,chain4,10,20,24,2,3,1,2,8,26,2,2,2,5022,162,59,2.2824720047
profile_uniform,chain4,10,21,25,3,3,1,0,7,9,3,3,3,6233,220,66,2.1488813703
profile_uniform,chain4,10,22,26,2,2,2,3,9,9,2,2,2,6886,227,66,2.4039086666
profile_uniform,chain4,10,23,27,2,3,2,2,9,10,2,2,2,9281,289,80,2.4039086666
profile_uniform,chain4,10,24,28,4,2,1,3,10,23,4,4,4,10625,355,89,2.5154334638
profile_uniform,chain4,10,25,29,4,4,2,2,12,17,4,4,4,13756,436,97,2.7149954922
profile_uniform,chain4,11,1,5,0,0,0,0,0,1,0,0,0,11,3,3,0.0000000000
profile_uniform,chain4,11,2,6,1,1,1,1,4,1,1,1,1,13,4,4,1.6354633478
profile_uniform,chain4,11,3,7,1,1,0,0,2,9,1,1,1,28,5,4,1.1041475573
profile_uniform,chain4,11,4,8,2,1,0,1,4,16,2,2,2,39,7,6,1.6354633478
profile_uniform,chain4,11,5,9,2,1,0,1,4,16,2,2,2,81,9,8,1.6354633478
profile_uniform,chain4,11,6,10,1,2,1,0,4,2,1,1,1,123,11,8,1.6354633478
profile_uniform,chain4,11,7,11,4,1,0,1,6,14,4,4,4,160,15,11,2.0000000000
profile_uniform,chain4,11,8,12,3,1,0,2,6,23,3,3,3,336,16,12,2.0000000000
profile_uniform,chain4,11,9,13,3,1,0,2,6,23,3,3,3,512,18,14,2.0000000000
profile_uniform,chain4,11,10,14,3,1,0,1,5,15,3,3,3,699,21,15,1.8312368960
profile_uniform,chain4,11,11,15,3,2,0,0,5,16,3,3,3,818,30,21,1.8312368960
profile_uniform,chain4,11,12,16,2,2,1,1,6,9,2,2,2,922,36,23,2.0000000000
profile_uniform,chain4,11,13,17,2,2,1,0,5,1,2,2,2,1322,46,27,1.8312368960
profile_uniform,chain4,11,14,18,2,3,0,2,7,42,2,2,2,1833,75,38,2.1488813703
profile_uniform,chain4,11,15,19,2,3,0,1,6,34,2,2,2,2275,90,45,2.0000000000
profile_uniform,chain4,11,16,20,4,3,0,1,8,32,4,4,4,2664,101,48,2.2824720047
profile_uniform,chain4,11,17,21,3,2,1,1,7,8,3,3,3,2990,104,51,2.1488813703
profile_uniform,chain4,11,18,22,3,1,0,3,7,31,3,3,3,3781,123,56,2.1488813703
profile_uniform,chain4,11,19,23,4,2,0,4,10,47,4,4,4,5131,143,65,2.5154334638
profile_uniform,chain4,11,20,24,2,4,0,1,7,43,2,2,2,6732,155,72,2.1488813703
profile_uniform,chain4,11,21,25,2,3,0,1,6,34,2,2,2,7025,162,76,2.0000000000
profile_uniform,chain4,11,22,26,3,5,0,2,10,59,3,3,3,8152,215,81,2.5154334638
profile_uniform,chain4,11,23,27,2,4,0,1,7,43,2,2,2,8572,231,85,2.1488813703
profile_uniform,chain4,11,24,28,2,2,1,0,5,1,2,2,2,9077,266,88,1.8312368960
profile_uniform,chain4,11,25,29,3,1,2,4,10,7,3,3,3,10501,415,109,2.5154334638
profile_uniform,chain4,12,1,5,0,0,0,0,0,1,0,0,0,11,3,3,0.0000000000
profile_uniform,chain4,12,2,6,0,0,0,0,0,1,0,0,0,13,4,4,0.0000000000
profile_uniform,chain4,12,3,7,0,0,0,0,0,1,0,0,0,17,6,5,0.0000000000
profile_uniform,chain4,12,4,8,0,0,0,0,0,1,0,0,0,24,10,6,0.0000000000
profile_uniform,chain4,12,5,9,0,0,0,0,0,1,0,0,0,35,17,6,0.0000000000
profile_uniform,chain4,12,6,10,2,1,0,0,3,8,2,2,2,51,28,6,1.4006773518
profile_uniform,chain4,12,7,11,2,2,1,0,5,1,2,2,2,124,44,11,1.8312368960
profile_uniform,chain4,12,8,12,4,1,0,0,5,6,4,4,4,207,58,17,1.8312368960
profile_uniform,chain4,12,9,13,4,3,1,0,8,8,4,4,4,410,86,29,2.2824720047
profile_uniform,chain4,12,10,14,2,4,1,0,7,19,2,2,2,410,86,29,2.1488813703
profile_uniform,chain4,12,11,15,1,1,1,1,4,1,1,1,1,515,94,33,1.6354633478
profile_uniform,chain4,12,12,16,1,1,0,0,2,9,1,1,1,613,103,36,1.1041475573
profile_uniform,chain4,12,13,17,1,1,0,0,2,9,1,1,1,803,167,45,1.1041475573
profile_uniform,chain4,12,14,18,2,3,1,0,6,10,2,2,2,1034,259,48,2.0000000000
profile_uniform,chain4,12,15,19,2,2,1,2,7,17,2,2,2,1226,275,54,2.1488813703
profile_uniform,chain4,12,16,20,2,4,1,0,7,19,2,2,2,1460,297,58,2.1488813703
profile_uniform,chain4,12,17,21,2,2,1,0,5,1,2,2,2,1973,349,66,1.8312368960
profile_uniform,chain4,12,18,22,2,3,2,2,9,10,2,2,2,2885,537,75,2.4039086666
profile_uniform,chain4,12,19,23,3,3,1,1,8,17,3,3,3,3156,562,77,2.2824720047
profile_uniform,chain4,12,20,24,3,2,1,3,9,24,3,3,3,4007,624,96,2.4039086666
profile_uniform,chain4,12,21,25,3,4,2,2,11,18,3,3,3,6004,713,106,2.6187070833
profile_uniform,chain4,12,22,26,4,3,1,0,8,8,4,4,4,6004,713,106,2.2824720047
profile_uniform,chain4,12,23,27,3,5,2,1,11,19,3,3,3,7692,872,133,2.6187070833
profile_uniform,chain4,12,24,28,3,4,2,3,12,26,3,3,3,8015,879,138,2.7149954922
profile_uniform,chain4,12,25,29,3,4,1,2,10,34,3,3,3,8712,923,147,2.5154334638
profile_uniform,chain4,13,1,5,0,0,0,0,0,1,0,0,0,11,3,3,0.0000000000
profile_uniform,chain4,13,2,6,2,1,0,0,3,8,2,2,2,13,4,4,1.4006773518
profile_uniform,chain4,13,3,7,1,2,1,0,4,2,1,1,1,32,6,6,1.6354633478
profile_uniform,chain4,13,4,8,2,2,1,0,5,1,2,2,2,48,7,7,1.8312368960
profile_uniform,chain4,13,5,9,2,2,0,1,5,25,2,2,2,48,7,7,1.8312368960
profile_uniform,chain4,13,6,10,1,1,1,1,4,1,1,1,1,77,8,8,1.6354633478
profile_uniform,chain4,13,7,11,2,2,0,1,5,25,2,2,2,116,11,9,1.8312368960
profile_uniform,chain4,13,8,12,4,1,0,0,5,6,4,4,4,163,16,12,1.8312368960
profile_uniform,chain4,13,9,13,1,1,0,0,2,9,1,1,1,395,17,13,1.1041475573
profile_uniform,chain4,13,10,14,2,1,1,2,6,8,2,2,2,501,27,19,2.0000000000
profile_uniform,chain4,13,11,15,2,1,1,2,6,8,2,2,2,769,31,21,2.0000000000
profile_uniform,chain4,13,12,16,4,1,0,2,7,22,4,4,4,1116,39,23,2.1488813703
profile_uniform,chain4,13,13,17,3,1,0,1,5,15,3,3,3,1520,44,26,1.8312368960
profile_uniform,chain4,13,14,18,3,2,0,2,7,32,3,3,3,2034,72,37,2.1488813703
profile_uniform,chain4,13,15,19,4,2,1,1,8,7,4,4,4,2477,86,43,2.2824720047
profile_uniform,chain4,13,16,20,2,1,1,2,6,8,2,2,2,3207,93,47,2.0000000000
profile_uniform,chain4,13,17,21,2,3,0,2,7,42,2,2,2,4055,128,50,2.1488813703
profile_uniform,chain4,13,18,22,2,4,1,1,8,27,2,2,2,4639,162,55,2.2824720047
profile_uniform,chain4,13,19,23,3,2,1,3,9,24,3,3,3,5520,191,63,2.4039086666
profile_uniform,chain4,13,20,24,3,4,1,2,10,34,3,3,3,7082,200,66,2.5154334638
profile_uniform,chain4,13,21,25,3,1,0,2,6,23,3,3,3,7394,208,68,2.0000000000
profile_uniform,chain4,13,22,26,4,3,1,2,10,24,4,4,4,8874,291,77,2.5154334638
profile_uniform,chain4,13,23,27,3,2,1,2,8,16,3,3,3,9870,309,81,2.2824720047
profile_uniform,chain4,13,24,28,3,3,2,3,11,17,3,3,3,12063,363,94,2.6187070833
profile_uniform,chain4,13,25,29,4,5,0,1,10,50,4,4,4,12415,365,95,2.5154334638
profile_uniform,chain4,14,1,5,1,1,1,1,4,1,1,1,1,11,3,3,1.6354633478
profile_uniform,chain4,14,2,6,1,1,1,1,4,1,1,1,1,26,4,3,1.6354633478
profile_uniform,chain4,14,3,7,1,1,0,0,2,9,1,1,1,52,5,3,1.1041475573
profile_uniform,chain4,14,4,8,1,1,1,1,4,1,1,1,1,59,6,4,1.6354633478
profile_uniform,chain4,14,5,9,2,1,0,1,4,16,2,2,2,85,7,4,1.6354633478
profile_uniform,chain4,14,6,10,1,2,1,0,4,2,1,1,1,155,10,6,1.6354633478
profile_uniform,chain4,14,7,11,2,2,1,0,5,1,2,2,2,213,12,7,1.8312368960
profile_uniform,chain4,14,8,12,0,0,0,0,0,1,0,0,0,259,13,8,0.0000000000
profile_uniform,chain4,14,9,13,2,2,1,2,7,17,2,2,2,305,19,12,2.1488813703
profile_uniform,chain4,14,10,14,0,0,0,0,0,1,0,0,0,305,19,12,0.0000000000
profile_uniform,chain4,14,11,15,2,2,1,2,7,17,2,2,2,357,30,16,2.1488813703
profile_uniform,chain4,14,12,16,2,2,1,2,7,17,2,2,2,357,30,16,2.1488813703
profile_uniform,chain4,14,13,17,3,1,0,1,5,15,3,3,3,371,33,18,1.8312368960
profile_uniform,chain4,14,14,18,1,1,0,0,2,9,1,1,1,894,59,33,1.1041475573
profile_uniform,chain4,14,15,19,2,2,0,2,6,33,2,2,2,1075,97,38,2.0000000000
profile_uniform,chain4,14,16,20,3,3,1,1,8,17,3,3,3,1436,107,39,2.2824720047
profile_uniform,chain4,14,17,21,3,0,0,2,5,14,3,3,3,1579,120,42,1.8312368960
profile_uniform,chain4,14,18,22,4,1,0,1,6,14,4,4,4,2930,143,52,2.0000000000
profile_uniform,chain4,14,19,23,3,3,2,3,11,17,3,3,3,4415,207,79,2.6187070833
profile_uniform,chain4,14,20,24,2,3,1,0,6,10,2,2,2,4625,210,80,2.0000000000
profile_uniform,chain4,14,21,25,4,4,2,2,12,17,4,4,4,5532,278,90,2.7149954922
profile_uniform,chain4,14,22,26,1,4,1,0,6,20,1,1,1,6488,308,97,2.0000000000
profile_uniform,chain4,14,23,27,3,4,0,1,8,42,3,3,3,7030,356,103,2.2824720047
profile_uniform,chain4,14,24,28,3,5,1,0,9,27,3,3,3,8219,443,120,2.4039086666
profile_uniform,chain4,14,25,29,3,4,2,1,10,10,3,3,3,9480,561,125,2.5154334638
profile_uniform,chain4,15,1,5,1,1,1,1,4,1,1,1,1,11,3,3,1.6354633478
profile_uniform,chain4,15,2,6,1,1,1,1,4,1,1,1,1,26,4,3,1.6354633478
profile_uniform,chain4,15,3,7,0,0,0,0,0,1,0,0,0,52,5,3,0.0000000000
profile_uniform,chain4,15,4,8,0,0,0,0,0,1,0,0,0,54,6,4,0.0000000000
profile_uniform,chain4,15,5,9,2,1,0,0,3,8,2,2,2,58,8,5,1.4006773518
profile_uniform,chain4,15,6,10,2,2,1,0,5,1,2,2,2,134,15,11,1.8312368960
profile_uniform,chain4,15,7,11,3,2,1,1,7,8,3,3,3,134,15,11,2.1488813703
profile_uniform,chain4,15,8,12,2,2,0,1,5,25,2,2,2,310,17,13,1.8312368960
profile_uniform,chain4,15,9,13,1,3,2,1,7,3,1,1,1,394,22,16,2.1488813703
profile_uniform,chain4,15,10,14,1,3,2,1,7,3,1,1,1,394,22,16,2.1488813703
profile_uniform,chain4,15,11,15,3,2,1,1,7,8,3,3,3,450,23,17,2.1488813703
profile_uniform,chain4,15,12,16,3,2,0,2,7,32,3,3,3,840,29,19,2.1488813703
profile_uniform,chain4,15,13,17,1,2,1,0,4,2,1,1,1,946,30,20,1.6354633478
profile_uniform,chain4,15,14,18,0,0,0,0,0,1,0,0,0,1155,46,28,0.0000000000
profile_uniform,chain4,15,15,19,1,2,1,0,4,2,1,1,1,1396,79,36,1.6354633478
profile_uniform,chain4,15,16,20,1,2,1,0,4,2,1,1,1,1664,118,40,1.6354633478
profile_uniform,chain4,15,17,21,3,1,0,2,6,23,3,3,3,1984,179,42,2.0000000000
profile_uniform,chain4,15,18,22,4,1,0,1,6,14,4,4,4,3315,253,57,2.0000000000
profile_uniform,chain4,15,19,23,2,3,2,1,8,2,2,2,2,4683,305,76,2.2824720047
profile_uniform,chain4,15,20,24,4,1,1,2,8,6,4,4,4,5702,373,89,2.2824720047
profile_uniform,chain4,15,21,25,3,4,0,1,8,42,3,3,3,7384,470,103,2.2824720047
profile_uniform,chain4,15,22,26,3,0,0,1,4,6,3,3,3,7699,501,112,1.6354633478
profile_uniform,chain4,15,23,27,4,2,0,2,8,31,4,4,4,9612,658,143,2.2824720047
profile_uniform,chain4,15,24,28,3,6,0,0,9,52,3,3,3,11625,774,153,2.4039086666
profile_uniform,chain4,15,25,29,4,4,2,0,10,1,4,4,4,12985,883,168,2.5154334638
profile_uniform,chain4,16,1,5,0,0,0,0,0,1,0,0,0,11,3,3,0.0000000000
profile_uniform,chain4,16,2,6,2,1,0,0,3,8,2,2,2,13,4,4,1.4006773518
profile_uniform,chain4,16,3,7,0,0,0,0,0,1,0,0,0,32,6,6,0.0000000000
profile_uniform,chain4,16,4,8,1,1,1,1,4,1,1,1,1,48,10,9,1.6354633478
profile_uniform,chain4,16,5,9,1,1,1,1,4,1,1,1,1,79,12,9,1.6354633478
profile_uniform,chain4,16,6,10,1,1,0,0,2,9,1,1,1,134,15,11,1.1041475573
profile_uniform,chain4,16,7,11,4,1,0,1,6,14,4,4,4,169,25,17,2.0000000000
profile_uniform,chain4,16,8,12,1,4,1,0,6,20,1,1,1,316,28,20,2.0000000000
profile_uniform,chain4,16,9,13,4,2,1,1,8,7,4,4,4,316,28,20,2.2824720047
profile_uniform,chain4,16,10,14,2,4,2,0,8,3,2,2,2,559,30,22,2.2824720047
profile_uniform,chain4,16,11,15,0,0,0,0,0,1,0,0,0,693,32,24,0.0000000000
profile_uniform,chain4,16,12,16,4,2,1,1,8,7,4,4,4,870,54,33,2.2824720047
profile_uniform,chain4,16,13,17,2,4,2,1,9,11,2,2,2,1286,60,37,2.4039086666
profile_uniform,chain4,16,14,18,2,1,2,4,9,8,2,2,2,1590,66,40,2.4039086666
profile_uniform,chain4,16,15,19,1,2,1,0,4,2,1,1,1,2424,74,47,1.6354633478
profile_uniform,chain4,16,16,20,3,1,0,1,5,15,3,3,3,2882,106,63,1.8312368960
profile_uniform,chain4,16,17,21,2,2,0,2,6,33,2,2,2,3654,179,74,2.0000000000
profile_uniform,chain4,16,18,22,4,1,0,1,6,14,4,4,4,3654,179,74,2.0000000000
profile_uniform,chain4,16,19,23,4,1,0,0,5,6,4,4,4,4517,246,89,1.8312368960
profile_uniform,chain4,16,20,24,3,3,0,2,8,41,3,3,3,5383,347,104,2.2824720047
profile_uniform,chain4,16,21,25,2,3,2,1,8,2,2,2,2,6247,369,105,2.2824720047
profile_uniform,chain4,16,22,26,2,2,1,1,6,9,2,2,2,6500,372,105,2.0000000000
profile_uniform,chain4,16,23,27,3,1,1,3,8,15,3,3,3,8183,520,112,2.2824720047
profile_uniform,chain4,16,24,28,3,3,1,2,9,25,3,3,3,10188,585,113,2.4039086666
profile_uniform,chain4,16,25,29,3,2,0,1,6,24,3,3,3,11926,623,114,2.0000000000
profile_uniform,chain4,17,1,5,0,0,0,0,0,1,0,0,0,11,3,3,0.0000000000
profile_uniform,chain4,17,2,6,0,0,0,0,0,1,0,0,0,13,4,4,0.0000000000
profile_uniform,chain4,17,3,7,1,1,0,0,2,9,1,1,1,17,6,5,1.1041475573
profile_uniform,chain4,17,4,8,4,1,0,1,6,14,4,4,4,33,10,8,2.0000000000
profile_uniform,chain4,17,5,9,1,1,0,0,2,9,1,1,1,97,11,9,1.1041475573
profile_uniform,chain4,17,6,10,1,1,0,0,2,9,1,1,1,153,22,13,1.1041475573
profile_uniform,chain4,17,7,11,2,4,1,0,7,19,2,2,2,234,44,14,2.1488813703
profile_uniform,chain4,17,8,12,1,1,1,1,4,1,1,1,1,234,44,14,1.6354633478
profile_uniform,chain4,17,9,13,3,1,0,1,5,15,3,3,3,295,49,17,1.8312368960
profile_uniform,chain4,17,10,14,4,3,1,1,9,16,4,4,4,527,68,26,2.4039086666
profile_uniform,chain4,17,11,15,2,4,1,0,7,19,2,2,2,606,70,28,2.1488813703
profile_uniform,chain4,17,12,16,3,1,0,0,4,7,3,3,3,710,77,32,1.6354633478
profile_uniform,chain4,17,13,17,2,2,1,1,6,9,2,2,2,1144,107,38,2.0000000000
profile_uniform,chain4,17,14,18,3,3,1,0,7,9,3,3,3,1291,113,42,2.1488813703
profile_uniform,chain4,17,15,19,4,3,1,1,9,16,4,4,4,1762,137,48,2.4039086666
profile_uniform,chain4,17,16,20,4,1,1,2,8,6,4,4,4,2052,159,49,2.2824720047
profile_uniform,chain4,17,17,21,3,4,0,1,8,42,3,3,3,3212,171,54,2.2824720047
profile_uniform,chain4,17,18,22,3,4,0,3,10,58,3,3,3,3212,171,54,2.5154334638
profile_uniform,chain4,17,19,23,3,4,2,1,10,10,3,3,3,3922,178,56,2.5154334638
profile_uniform,chain4,17,20,24,4,1,1,2,8,6,4,4,4,4612,199,61,2.2824720047
profile_uniform,chain4,17,21,25,4,1,0,1,6,14,4,4,4,6044,211,67,2.0000000000
profile_uniform,chain4,17,22,26,2,5,1,0,8,28,2,2,2,7458,323,86,2.2824720047
profile_uniform,chain4,17,23,27,2,3,2,1,8,2,2,2,2,7777,335,91,2.2824720047
profile_uniform,chain4,17,24,28,3,0,1,3,7,6,3,3,3,8752,397,97,2.1488813703
profile_uniform,chain4,17,25,29,3,2,0,2,7,32,3,3,3,11085,518,112,2.1488813703
profile_uniform,chain4,18,1,5,1,1,1,1,4,1,1,1,1,11,3,3,1.6354633478
profile_uniform,chain4,18,2,6,1,1,0,0,2,9,1,1,1,26,4,3,1.1041475573
profile_uniform,chain4,18,3,7,0,0,0,0,0,1,0,0,0,33,5,4,0.0000000000
profile_uniform,chain4,18,4,8,0,0,0,0,0,1,0,0,0,39,7,6,0.0000000000
profile_uniform,chain4,18,5,9,1,1,0,0,2,9,1,1,1,48,11,8,1.1041475573
profile_uniform,chain4,18,6,10,3,1,0,1,5,15,3,3,3,75,21,11,1.8312368960
profile_uniform,chain4,18,7,11,2,1,0,0,3,8,2,2,2,205,29,17,1.4006773518
profile_uniform,chain4,18,8,12,2,1,0,0,3,8,2,2,2,281,46,23,1.4006773518
profile_uniform,chain4,18,9,13,2,2,1,1,6,9,2,2,2,367,67,24,2.0000000000
profile_uniform,chain4,18,10,14,4,2,0,0,6,15,4,4,4,490,78,27,2.0000000000
profile_uniform,chain4,18,11,15,4,3,1,2,10,24,4,4,4,849,94,39,2.5154334638
profile_uniform,chain4,18,12,16,3,3,2,1,9,1,3,3,3,928,95,40,2.4039086666
profile_uniform,chain4,18,13,17,2,4,1,1,8,27,2,2,2,1021,98,41,2.2824720047
profile_uniform,chain4,18,14,18,2,3,2,1,8,2,2,2,2,1354,105,45,2.2824720047
profile_uniform,chain4,18,15,19,4,2,1,1,8,7,4,4,4,1596,109,46,2.2824720047
profile_uniform,chain4,18,16,20,2,4,2,1,9,11,2,2,2,2269,126,51,2.4039086666
profile_uniform,chain4,18,17,21,2,2,2,4,10,17,2,2,2,2713,135,58,2.5154334638
profile_uniform,chain4,18,18,22,3,1,0,1,5,15,3,3,3,3738,140,59,1.8312368960
profile_uniform,chain4,18,19,23,3,1,1,2,7,7,3,3,3,4834,208,87,2.1488813703
profile_uniform,chain4,18,20,24,2,4,1,2,9,35,2,2,2,6628,220,89,2.4039086666
profile_uniform,chain4,18,21,25,2,3,0,3,8,50,2,2,2,7510,267,93,2.2824720047
profile_uniform,chain4,18,22,26,3,1,0,0,4,7,3,3,3,8415,300,94,1.6354633478
profile_uniform,chain4,18,23,27,2,2,1,2,7,17,2,2,2,9966,450,103,2.1488813703
profile_uniform,chain4,18,24,28,3,4,1,1,9,26,3,3,3,10566,475,104,2.4039086666
profile_uniform,chain4,18,25,29,1,2,2,2,7,2,1,1,1,12703,544,137,2.1488813703
profile_uniform,chain4,19,1,5,1,1,0,0,2,9,1,1,1,11,3,3,1.1041475573
profile_uniform,chain4,19,2,6,1,1,0,0,2,9,1,1,1,18,4,4,1.1041475573
profile_uniform,chain4,19,3,7,3,0,0,1,4,6,3,3,3,32,7,6,1.6354633478
profile_uniform,chain4,19,4,8,3,1,0,0,4,7,3,3,3,74,9,8,1.6354633478
profile_uniform,chain4,19,5,9,2,1,0,1,4,16,2,2,2,116,10,9,1.6354633478
profile_uniform,chain4,19,6,10,1,3,1,0,5,11,1,1,1,180,13,11,1.8312368960
profile_uniform,chain4,19,7,11,2,2,1,1,6,9,2,2,2,246,16,13,2.0000000000
profile_uniform,chain4,19,8,12,1,1,0,0,2,9,1,1,1,329,18,15,1.1041475573
profile_uniform,chain4,19,9,13,3,2,1,1,7,8,3,3,3,451,34,22,2.1488813703
profile_uniform,chain4,19,10,14,1,1,1,1,4,1,1,1,1,683,37,25,1.6354633478
profile_uniform,chain4,19,11,15,3,4,0,0,7,34,3,3,3,900,54,37,2.1488813703
profile_uniform,chain4,19,12,16,2,3,0,2,7,42,2,2,2,992,55,38,2.1488813703
