keying,mode,family_semantics,severity,threshold_fraction,support_width,trials,certification_rescue_rate,orientation_overlap_all_pairs_mean,orientation_overlap_parent_anchored_mean,avg_witness_token_count,support_overlap_mean,frontier_overlap_mean,legacy_orientation_overlap_mean,ledger_overlap_mean
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.25,0.75,4,660,0.09242424242424242,0.5050771272201754,0.48456088586101953,10.114545454545455,0.6,0.6,0.6,0.7759782636363637
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.5,0.25,1,1581,0.0,0.0,0.0,8.043643263757115,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.5,0.25,2,645,0.19069767441860466,0.2769386441867062,0.22636483241134403,5.203100775193798,0.333333,0.333333,0.333333,0.6498192093023256
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.5,0.25,3,714,0.3235294117647059,0.2848863770943806,0.20683827399204727,6.269907963185274,0.333333,0.333333,0.333333,0.6190285588235295
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.5,0.25,4,660,0.3303030303030303,0.2913401963490772,0.19161723718217727,7.33969696969697,0.333333,0.333333,0.333333,0.6143184590909091
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.5,0.5,1,1581,0.0,0.0,0.0,8.051865907653385,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.5,0.5,2,645,0.19069767441860466,0.2776220104902275,0.23070984355868077,5.214470284237726,0.333333,0.333333,0.333333,0.6498192093023256
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.5,0.5,3,714,0.18627450980392157,0.4119521782230002,0.378327444425514,7.7100840336134455,0.5,0.5,0.5,0.7166617899159663
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.5,0.5,4,660,0.23030303030303031,0.3706278686017543,0.3214433050759219,8.411019283746556,0.4363639999999999,0.4363639999999999,0.4363639999999999,0.6784479409090909
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.5,0.75,1,1581,0.0,0.0,0.0,8.003795066413662,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.5,0.75,2,645,0.0,0.0,0.0,6.961240310077519,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.5,0.75,3,714,0.0,0.0,0.0,9.626050420168067,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.5,0.75,4,660,0.15,0.5050416329647025,0.48470622045591033,10.113333333333333,0.6,0.6,0.6,0.7759782636363637
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.75,0.25,1,1581,0.0,0.0,0.0,7.990512333965844,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.75,0.25,2,645,0.17364341085271318,0.27901784979304356,0.23114967934735378,5.227390180878553,0.333333,0.333333,0.333333,0.6498192093023256
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.75,0.25,3,714,0.31092436974789917,0.2847144599772879,0.20920147165924888,6.266706682673069,0.333333,0.333333,0.333333,0.6190285588235295
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.75,0.25,4,660,0.41363636363636364,0.2912399790781843,0.19137007630786781,7.3425252525252525,0.333333,0.333333,0.333333,0.6143184590909091
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.75,0.5,1,1581,0.0,0.0,0.0,8.084756483238456,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.75,0.5,2,645,0.17364341085271318,0.2777774837852357,0.23009870835452229,5.208785529715762,0.333333,0.333333,0.333333,0.6498192093023256
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.75,0.5,3,714,0.18627450980392157,0.4112852394141984,0.3756433847496915,7.697128851540616,0.5,0.5,0.5,0.7166617899159663
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.75,0.5,4,660,0.37424242424242427,0.3706068030834146,0.32316000585945,8.41129476584022,0.4363639999999999,0.4363639999999999,0.4363639999999999,0.6784479409090909
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.75,0.75,1,1581,0.0,0.0,0.0,8.019607843137255,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.75,0.75,2,645,0.0,0.0,0.0,6.925581395348837,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.75,0.75,3,714,0.0,0.0,0.0,9.619047619047619,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,at_least_k,0.75,0.75,4,660,0.19090909090909092,0.5042833148488053,0.4834717970664266,10.139696969696969,0.6,0.6,0.6,0.7759782636363637
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.25,0.25,1,1581,0.0,0.0,0.0,8.02403542061986,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.25,0.25,2,645,0.14108527131782947,0.2766185071030032,0.22744885928025463,5.206201550387597,0.333333,0.333333,0.333333,0.6498192093023256
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.25,0.25,3,714,0.17647058823529413,0.17861640198169354,0.14238461541662234,5.706932773109243,0.166667,0.166667,0.166667,0.5221920084033613
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.25,0.25,4,660,0.18333333333333332,0.13587896370446328,0.1130371385525041,5.962727272727273,0.1,0.1,0.1,0.48251351363636363
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.25,0.5,1,1581,0.0,0.0,0.0,8.02403542061986,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.25,0.5,2,645,0.14108527131782947,0.2811058307182338,0.23286364582876212,5.246511627906977,0.333333,0.333333,0.333333,0.6498192093023256
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.25,0.5,3,714,0.11624649859943978,0.41370597245907437,0.3802127281488272,7.680672268907563,0.5,0.5,0.5,0.7166617899159663
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.25,0.5,4,660,0.14393939393939395,0.29473788501922843,0.27654938645219745,7.732467532467533,0.333333,0.333333,0.333333,0.6199095363636363
